,segment_id,chromosome,start,end,file_path,t1,t2,averaged,solved,fully_solved,t1_norm,t2_norm,t1_norm_cumsum,t2_norm_cumsum,major,minor,breakpoints,seg_length
16,chr11:95486112-134673000,chr11,95486112,134673000,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//1_0.1_solutions_downsized.sobj,8,,False,True,False,1.0,,1.0,,1,0,[1.0],39186888
17,chr12:176862-50502000,chr12,176862,50502000,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//1_1.1_solutions_downsized.sobj,11/2,,False,True,False,1.0,,1.0,,1,1,[1.0],50325138
18,chr12:53071743-107106000,chr12,53071743,107106000,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//2_1.1_solutions_downsized.sobj,2,2,False,True,False,0.5,0.5,0.5,1.0,2,1,"[0.5, 1.0]",54034257
19,chr12:125158001-131703000,chr12,125158001,131703000,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//2_1.1_solutions_downsized.sobj,1,4/3,False,True,False,0.4285714285714286,0.5714285714285715,0.4285714285714286,1.0,2,1,"[0.4285714285714286, 1.0]",6544999
20,chr13:17025624-40959000,chr13,17025624,40959000,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//1_0.1_solutions_downsized.sobj,8,,False,True,False,1.0,,1.0,,1,0,[1.0],23933376
21,chr13:75878001-114364328,chr13,75878001,114364328,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//2_0.1_solutions_downsized.sobj,1,9/2,False,True,False,0.18181818181818182,0.8181818181818182,0.18181818181818182,1.0,2,0,"[0.18181818181818182, 1.0]",38486327
22,chr14:30494001-107043718,chr14,30494001,107043718,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//1_1.1_solutions_downsized.sobj,13/2,,False,True,False,1.0,,1.0,,1,1,[1.0],76549717
23,chr15:23053001-62235503,chr15,23053001,62235503,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//1_1.1_solutions_downsized.sobj,3,,False,True,False,1.0,,1.0,,1,1,[1.0],39182502
24,chr15:62235504-98645000,chr15,62235504,98645000,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//1_0.1_solutions_downsized.sobj,9,,False,True,False,1.0,,1.0,,1,0,[1.0],36409496
25,chr16:1-37295919,chr16,1,37295919,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//1_1.1_solutions_downsized.sobj,9/2,,False,True,False,1.0,,1.0,,1,1,[1.0],37295918
26,chr17:1-32571266,chr17,1,32571266,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//1_1.1_solutions_downsized.sobj,5,,False,True,False,1.0,,1.0,,1,1,[1.0],32571265
27,chr18:41876001-80373285,chr18,41876001,80373285,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//2_1.1_solutions_downsized.sobj,5,1/3,False,True,False,0.9375,0.0625,0.9375,1.0,2,1,"[0.9375, 1.0]",38497284
28,chr19:1-58617616,chr19,1,58617616,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//1_1.1_solutions_downsized.sobj,6,,False,True,False,1.0,,1.0,,1,1,[1.0],58617615
29,chr20:2099001-61979500,chr20,2099001,61979500,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//2_1.1_solutions_downsized.sobj,7,3,False,True,False,0.7,0.3,0.7,1.0,2,1,"[0.7, 1.0]",59880499
