,segment_id,chromosome,start,end,file_path,t1,t2,t3,averaged,solved,fully_solved,t1_norm,t2_norm,t3_norm,t1_norm_cumsum,t2_norm_cumsum,t3_norm_cumsum,major,minor,breakpoints,seg_length
18,chr9:68543001-130407670,chr9,68543001,130407670,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//1_0.1_solutions_downsized.sobj,6,,,False,True,False,1.0,,,1.0,,,1,0,[1.0],61864669
19,chr10:38267001-67762000,chr10,38267001,67762000,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//1_1.1_solutions_downsized.sobj,7/2,,,False,True,False,1.0,,,1.0,,,1,1,[1.0],29494999
20,chr10:92146730-116756707,chr10,92146730,116756707,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//1_0.1_solutions_downsized.sobj,6,,,False,True,False,1.0,,,1.0,,,1,0,[1.0],24609977
21,chr11:52751711-68628000,chr11,52751711,68628000,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//1_1.1_solutions_downsized.sobj,7/2,,,False,True,False,1.0,,,1.0,,,1,1,[1.0],15876289
22,chr11:96430001-135086622,chr11,96430001,135086622,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//2_0.1_solutions_downsized.sobj,2,3/2,,False,True,False,0.5714285714285714,0.42857142857142855,,0.5714285714285714,1.0,,2,0,"[0.5714285714285714, 1.0]",38656621
23,chr12:1-35977329,chr12,1,35977329,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//1_0.1_solutions_downsized.sobj,6,,,False,True,False,1.0,,,1.0,,,1,0,[1.0],35977328
24,chr13:21579478-72648730,chr13,21579478,72648730,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//1_0.1_solutions_downsized.sobj,6,,,False,True,False,1.0,,,1.0,,,1,0,[1.0],51069252
25,chr13:94391443-114364328,chr13,94391443,114364328,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//2_0.1_solutions_downsized.sobj,1,2,,False,True,False,0.3333333333333333,0.6666666666666666,,0.3333333333333333,1.0,,2,0,"[0.3333333333333333, 1.0]",19972885
26,chr14:45648822-105146069,chr14,45648822,105146069,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//1_0.1_solutions_downsized.sobj,7,,,False,True,False,1.0,,,1.0,,,1,0,[1.0],59497247
27,chr15:18362627-101991189,chr15,18362627,101991189,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//1_0.1_solutions_downsized.sobj,7,,,False,True,False,1.0,,,1.0,,,1,0,[1.0],83628562
28,chr17:1-34897000,chr17,1,34897000,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//1_0.1_solutions_downsized.sobj,10,,,False,True,False,1.0,,,1.0,,,1,0,[1.0],34896999
29,chr17:55820132-82552888,chr17,55820132,82552888,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//2_0.1_solutions_downsized.sobj,3,5/2,,False,True,False,0.5454545454545454,0.45454545454545453,,0.5454545454545454,1.0,,2,0,"[0.5454545454545454, 1.0]",26732756
30,chr18:87659-32435442,chr18,87659,32435442,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//1_1.1_solutions_downsized.sobj,3,,,False,True,False,1.0,,,1.0,,,1,1,[1.0],32347783
31,chr18:44875536-75724476,chr18,44875536,75724476,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//1_0.1_solutions_downsized.sobj,5,,,False,True,False,1.0,,,1.0,,,1,0,[1.0],30848940
32,chr19:10364739-58617616,chr19,10364739,58617616,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//1_1.1_solutions_downsized.sobj,13/2,,,False,True,False,1.0,,,1.0,,,1,1,[1.0],48252877
33,chr20:1-37714347,chr20,1,37714347,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//1_1.1_solutions_downsized.sobj,6,,,False,True,False,1.0,,,1.0,,,1,1,[1.0],37714346
34,chr21:1-34070803,chr21,1,34070803,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//1_1.1_solutions_downsized.sobj,4,,,False,True,False,1.0,,,1.0,,,1,1,[1.0],34070802
