,segment_id,chromosome,start,end,file_path,t1,t2,t3,t4,t5,t6,averaged,solved,fully_solved,t1_norm,t2_norm,t3_norm,t4_norm,t5_norm,t6_norm,t1_norm_cumsum,t2_norm_cumsum,t3_norm_cumsum,t4_norm_cumsum,t5_norm_cumsum,t6_norm_cumsum,major,minor,breakpoints,seg_length
65,chr1:161483777-172818720,chr1,161483777,172818720,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//3_3.1_solutions_downsized.sobj,1.5,0.0,0.0,0.0,0.3333333333333333,,False,True,False,0.8181818181818182,0.0,0.0,0.0,0.18181818181818182,,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.8181818181818182,1.0,,3,3,"[0.8181818181818182, 0.8181818181818182, 0.8181818181818182, 0.8181818181818182, 1.0]",11334943
66,chr1:161483777-172818720,chr1,161483777,172818720,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//3_3.2_solutions_downsized.sobj,,,,,,,,False,False,,,,,,,,,,,,,3,3,[],11334943
67,chr1:181174001-194362771,chr1,181174001,194362771,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//3_2.1_solutions_downsized.sobj,1.20863365,1.5276854500000001,0.0,0.0,,,False,True,False,0.4417005494717337,0.5582994505282662,0.0,0.0,,,0.4417005494717337,1.0,1.0,1.0,,,3,2,"[0.4417005494717337, 1.0, 1.0, 1.0]",13188770
68,chr2:5428001-20674000,chr2,5428001,20674000,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//7_1.27_solutions_downsized.sobj,,,,,,,,False,False,,,,,,,,,,,,,7,1,[],15245999
69,chr2:23351501-54976000,chr2,23351501,54976000,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//7_1.33_solutions_downsized.sobj,,,,,,,,False,False,,,,,,,,,,,,,7,1,[],31624499
70,chr2:60230001-64205055,chr2,60230001,64205055,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//7_1.33_solutions_downsized.sobj,,,,,,,,False,False,,,,,,,,,,,,,7,1,[],3975054
71,chr2:93139351-102973000,chr2,93139351,102973000,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//4_1.1_solutions_downsized.sobj,0,0,1,4/5,,,False,True,False,0.0,0.0,0.5555555555555556,0.4444444444444445,,,0.0,0.0,0.5555555555555556,1.0,,,4,1,"[0.0, 0.0, 0.5555555555555556, 1.0]",9833649
72,chr2:93139351-102973000,chr2,93139351,102973000,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//4_1.2_solutions_downsized.sobj,0.0,0.25,0.5,1.05,,,True,True,False,0.0,0.1388888888888889,0.2777777777777778,0.5833333333333334,,,0.0,0.1388888888888889,0.4166666666666667,1.0,,,4,1,"[0.0, 0.1388888888888889, 0.4166666666666667, 1.0]",9833649
73,chr2:126917001-177293000,chr2,126917001,177293000,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//3_1.1_solutions_downsized.sobj,1.83217629,8.44544446,0.0,,,,False,True,False,0.17826852484316472,0.8217314751568353,0.0,,,,0.17826852484316472,1.0,1.0,,,,3,1,"[0.17826852484316472, 1.0, 1.0]",50375999
74,chr2:181948001-188371000,chr2,181948001,188371000,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//3_1.1_solutions_downsized.sobj,0,2,0,,,,False,True,False,0.0,1.0,0.0,,,,0.0,1.0,1.0,,,,3,1,"[0.0, 1.0, 1.0]",6422999
75,chr2:188371001-220104000,chr2,188371001,220104000,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//2_1.1_solutions_downsized.sobj,7,5/3,,,,,False,True,False,0.8076923076923077,0.19230769230769232,,,,,0.8076923076923077,1.0,,,,,2,1,"[0.8076923076923077, 1.0]",31732999
76,chr2:220104001-242193529,chr2,220104001,242193529,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//2_2.1_solutions_downsized.sobj,1.75,2.5,1.25,,,,True,True,False,0.3181818181818182,0.45454545454545453,0.22727272727272727,,,,0.3181818181818182,0.7727272727272727,1.0,,,,2,2,"[0.3181818181818182, 0.7727272727272727, 1.0]",22089528
77,chr3:19885001-53935000,chr3,19885001,53935000,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//2_2.1_solutions_downsized.sobj,2.375,3.25,1.625,,,,True,True,False,0.3275862068965517,0.4482758620689655,0.22413793103448276,,,,0.3275862068965517,0.7758620689655172,1.0,,,,2,2,"[0.3275862068965517, 0.7758620689655172, 1.0]",34049999
78,chr3:54832001-62336000,chr3,54832001,62336000,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//2_2.1_solutions_downsized.sobj,1.875,0.25,0.125,,,,True,True,False,0.8333333333333334,0.1111111111111111,0.05555555555555555,,,,0.8333333333333334,0.9444444444444444,1.0,,,,2,2,"[0.8333333333333334, 0.9444444444444444, 1.0]",7503999
79,chr3:73851001-92214015,chr3,73851001,92214015,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//2_1.1_solutions_downsized.sobj,3,2/3,,,,,False,True,False,0.8181818181818182,0.18181818181818182,,,,,0.8181818181818182,1.0,,,,,2,1,"[0.8181818181818182, 1.0]",18363014
80,chr3:99814001-108642000,chr3,99814001,108642000,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//3_0.1_solutions_downsized.sobj,0,3,5/3,,,,False,True,False,0.0,0.6428571428571428,0.35714285714285715,,,,0.0,0.6428571428571428,1.0,,,,3,0,"[0.0, 0.6428571428571428, 1.0]",8827999
81,chr3:119183001-129232918,chr3,119183001,129232918,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//3_0.1_solutions_downsized.sobj,1,0,7/3,,,,False,True,False,0.3,0.0,0.7000000000000001,,,,0.3,0.3,1.0,,,,3,0,"[0.3, 0.3, 1.0]",10049917
82,chr3:133377001-160414753,chr3,133377001,160414753,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//5_0.4_solutions_downsized.sobj,0.0,1.0,1.8,0.4,0.2,,True,True,False,0.0,0.29411764705882354,0.5294117647058824,0.11764705882352942,0.05882352941176471,,0.0,0.29411764705882354,0.8235294117647058,0.9411764705882353,1.0,,5,0,"[0.0, 0.29411764705882354, 0.8235294117647058, 0.9411764705882353, 1.0]",27037752
83,chr3:160843397-171547000,chr3,160843397,171547000,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//5_5.27_solutions_downsized.sobj,,,,,,,,False,False,,,,,,,,,,,,,5,5,[],10703603
84,chr3:172576664-177025856,chr3,172576664,177025856,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//6_2.10_solutions_downsized.sobj,,,,,,,,False,False,,,,,,,,,,,,,6,2,[],4449192
85,chr3:192445001-198295559,chr3,192445001,198295559,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//6_2.10_solutions_downsized.sobj,,,,,,,,False,False,,,,,,,,,,,,,6,2,[],5850558
86,chr3:192445001-198295559,chr3,192445001,198295559,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//6_2.17_solutions_downsized.sobj,,,,,,,,False,False,,,,,,,,,,,,,6,2,[],5850558
87,chr3:192445001-198295559,chr3,192445001,198295559,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//6_2.2_solutions_downsized.sobj,,,,,,,,False,False,,,,,,,,,,,,,6,2,[],5850558
88,chr3:192445001-198295559,chr3,192445001,198295559,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//6_2.3_solutions_downsized.sobj,,,,,,,,False,False,,,,,,,,,,,,,6,2,[],5850558
89,chr3:192445001-198295559,chr3,192445001,198295559,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//6_2.6_solutions_downsized.sobj,,,,,,,,False,False,,,,,,,,,,,,,6,2,[],5850558
90,chr3:192445001-198295559,chr3,192445001,198295559,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//6_2.7_solutions_downsized.sobj,,,,,,,,False,False,,,,,,,,,,,,,6,2,[],5850558
91,chr3:192445001-198295559,chr3,192445001,198295559,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//6_2.9_solutions_downsized.sobj,,,,,,,,False,False,,,,,,,,,,,,,6,2,[],5850558
92,chr4:1-47378000,chr4,1,47378000,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//2_0.1_solutions_downsized.sobj,7,9/2,,,,,False,True,False,0.6086956521739131,0.391304347826087,,,,,0.6086956521739131,1.0,,,,,2,0,"[0.6086956521739131, 1.0]",47377999
93,chr4:52111260-170271000,chr4,52111260,170271000,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//5_0.1_solutions_downsized.sobj,2.99984924,2.9844515,5.53063041,6.6098218,0.0,,False,True,False,0.16551117956065714,0.16466163749834728,0.3051423887132211,0.3646847942277746,0.0,,0.16551117956065714,0.3301728170590044,0.6353152057722256,1.0000000000000002,1.0000000000000002,,5,0,"[0.16551117956065714, 0.3301728170590044, 0.6353152057722256, 1.0000000000000002, 1.0000000000000002]",118159740
94,chr4:170271001-183093000,chr4,170271001,183093000,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//4_0.1_solutions_downsized.sobj,0.0,1.44806952,1.70076992,0.0,,,False,True,False,0.0,0.4598740417199551,0.540125958280045,0.0,,,0.0,0.4598740417199551,1.0,1.0,,,4,0,"[0.0, 0.4598740417199551, 1.0, 1.0]",12821999
95,chr4:183093001-190214555,chr4,183093001,190214555,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//5_0.4_solutions_downsized.sobj,0.0,1.0,2.0,0.0,0.0,,False,True,False,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,,0.0,0.3333333333333333,1.0,1.0,1.0,,5,0,"[0.0, 0.3333333333333333, 1.0, 1.0, 1.0]",7121554
96,chr5:1-6589000,chr5,1,6589000,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//2_1.1_solutions_downsized.sobj,3,1/3,,,,,False,True,False,0.8999999999999999,0.09999999999999999,,,,,0.8999999999999999,0.9999999999999999,,,,,2,1,"[0.8999999999999999, 0.9999999999999999]",6588999
97,chr5:11206001-26611348,chr5,11206001,26611348,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//2_1.1_solutions_downsized.sobj,1,5/3,,,,,False,True,False,0.37499999999999994,0.625,,,,,0.37499999999999994,1.0,,,,,2,1,"[0.37499999999999994, 1.0]",15405347
98,chr5:48272854-170013321,chr5,48272854,170013321,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//2_1.1_solutions_downsized.sobj,13,31/3,,,,,False,True,False,0.557142857142857,0.44285714285714284,,,,,0.557142857142857,0.9999999999999999,,,,,2,1,"[0.557142857142857, 0.9999999999999999]",121740467
99,chr6:59191911-84271000,chr6,59191911,84271000,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//4_3.2_solutions_downsized.sobj,,,,,,,,False,False,,,,,,,,,,,,,4,3,[],25079089
100,chr6:90588001-118103000,chr6,90588001,118103000,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//4_3.8_solutions_downsized.sobj,,,,,,,,False,False,,,,,,,,,,,,,4,3,[],27514999
101,chr6:119635001-132863000,chr6,119635001,132863000,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//4_3.8_solutions_downsized.sobj,,,,,,,,False,False,,,,,,,,,,,,,4,3,[],13227999
102,chr6:148127001-152515000,chr6,148127001,152515000,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//4_4.13_solutions_downsized.sobj,,,,,,,,False,False,,,,,,,,,,,,,4,4,[],4387999
103,chr6:148127001-152515000,chr6,148127001,152515000,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//4_4.3_solutions_downsized.sobj,,,,,,,,False,False,,,,,,,,,,,,,4,4,[],4387999
104,chr6:154143001-160114500,chr6,154143001,160114500,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//4_3.9_solutions_downsized.sobj,,,,,,,,False,False,,,,,,,,,,,,,4,3,[],5971499
105,chr6:163588001-167727000,chr6,163588001,167727000,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//4_3.8_solutions_downsized.sobj,,,,,,,,False,False,,,,,,,,,,,,,4,3,[],4138999
106,chr6:167727001-170805979,chr6,167727001,170805979,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//5_3.11_solutions_downsized.sobj,,,,,,,,False,False,,,,,,,,,,,,,5,3,[],3078978
