,segment_id,chromosome,start,end,file_path,t1,t2,t3,t4,averaged,solved,fully_solved,t1_norm,t2_norm,t3_norm,t4_norm,t1_norm_cumsum,t2_norm_cumsum,t3_norm_cumsum,t4_norm_cumsum,major,minor,breakpoints,seg_length
35,chr9:122772678-132749069,chr9,122772678,132749069,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//1_0.1_solutions_downsized.sobj,8,,,,False,True,False,1.0,,,,1.0,,,,1,0,[1.0],9976391
36,chr10:3219034-7218000,chr10,3219034,7218000,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//4_0.1_solutions_downsized.sobj,0,0,0,3/2,False,True,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4,0,"[0.0, 0.0, 0.0, 1.0]",3998966
37,chr10:3219034-7218000,chr10,3219034,7218000,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//4_0.2_solutions_downsized.sobj,0.0,0.0,0.0,1.5,False,True,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4,0,"[0.0, 0.0, 0.0, 1.0]",3998966
38,chr10:14692001-59628000,chr10,14692001,59628000,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//1_1.1_solutions_downsized.sobj,11,,,,False,True,False,1.0,,,,1.0,,,,1,1,[1.0],44935999
39,chr10:63110300-133797422,chr10,63110300,133797422,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//1_0.1_solutions_downsized.sobj,28,,,,False,True,False,1.0,,,,1.0,,,,1,0,[1.0],70687122
40,chr11:1-47726652,chr11,1,47726652,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//1_0.1_solutions_downsized.sobj,17,,,,False,True,False,1.0,,,,1.0,,,,1,0,[1.0],47726651
41,chr11:56708001-118341210,chr11,56708001,118341210,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//1_1.1_solutions_downsized.sobj,15,,,,False,True,False,1.0,,,,1.0,,,,1,1,[1.0],61633209
42,chr12:1-44635017,chr12,1,44635017,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//1_1.1_solutions_downsized.sobj,15/2,,,,False,True,False,1.0,,,,1.0,,,,1,1,[1.0],44635016
43,chr12:55326566-115953000,chr12,55326566,115953000,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//1_0.1_solutions_downsized.sobj,10,,,,False,True,False,1.0,,,,1.0,,,,1,0,[1.0],60626434
44,chr12:124942001-132900000,chr12,124942001,132900000,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//2_0.1_solutions_downsized.sobj,2,3/2,,,False,True,False,0.5714285714285714,0.42857142857142855,,,0.5714285714285714,1.0,,,2,0,"[0.5714285714285714, 1.0]",7957999
45,chr13:17025624-34963860,chr13,17025624,34963860,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//1_1.1_solutions_downsized.sobj,3,,,,False,True,False,1.0,,,,1.0,,,,1,1,[1.0],17938236
46,chr13:34963861-70926476,chr13,34963861,70926476,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//1_0.1_solutions_downsized.sobj,6,,,,False,True,False,1.0,,,,1.0,,,,1,0,[1.0],35962615
47,chr13:79408001-94573000,chr13,79408001,94573000,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//2_0.1_solutions_downsized.sobj,1,3,,,False,True,False,0.25,0.75,,,0.25,1.0,,,2,0,"[0.25, 1.0]",15164999
48,chr14:17086762-107043718,chr14,17086762,107043718,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//1_0.1_solutions_downsized.sobj,25,,,,False,True,False,1.0,,,,1.0,,,,1,0,[1.0],89956956
49,chr15:19992001-54709148,chr15,19992001,54709148,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//1_0.1_solutions_downsized.sobj,8,,,,False,True,False,1.0,,,,1.0,,,,1,0,[1.0],34717147
50,chr15:60813939-74611000,chr15,60813939,74611000,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//1_1.1_solutions_downsized.sobj,5/2,,,,False,True,False,1.0,,,,1.0,,,,1,1,[1.0],13797061
51,chr15:74611001-101991189,chr15,74611001,101991189,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//1_0.1_solutions_downsized.sobj,12,,,,False,True,False,1.0,,,,1.0,,,,1,0,[1.0],27380188
52,chr16:1-37295919,chr16,1,37295919,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//1_0.1_solutions_downsized.sobj,25,,,,False,True,False,1.0,,,,1.0,,,,1,0,[1.0],37295918
53,chr17:8991176-44444864,chr17,8991176,44444864,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//1_0.1_solutions_downsized.sobj,6,,,,False,True,False,1.0,,,,1.0,,,,1,0,[1.0],35453688
54,chr17:70771017-83257441,chr17,70771017,83257441,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//2_0.1_solutions_downsized.sobj,3,1,,,False,True,False,0.75,0.25,,,0.75,1.0,,,2,0,"[0.75, 1.0]",12486424
55,chr18:932635-23478814,chr18,932635,23478814,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//1_1.1_solutions_downsized.sobj,11/2,,,,False,True,False,1.0,,,,1.0,,,,1,1,[1.0],22546179
56,chr18:23478815-80373285,chr18,23478815,80373285,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//1_0.1_solutions_downsized.sobj,16,,,,False,True,False,1.0,,,,1.0,,,,1,0,[1.0],56894470
57,chr19:4318037-48569012,chr19,4318037,48569012,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//1_1.1_solutions_downsized.sobj,19/2,,,,False,True,False,1.0,,,,1.0,,,,1,1,[1.0],44250975
58,chr19:48569013-58617616,chr19,48569013,58617616,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//1_0.1_solutions_downsized.sobj,5,,,,False,True,False,1.0,,,,1.0,,,,1,0,[1.0],10048603
59,chr20:26243864-31319640,chr20,26243864,31319640,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//1_1.1_solutions_downsized.sobj,15/2,,,,False,True,False,1.0,,,,1.0,,,,1,1,[1.0],5075776
60,chr20:41277337-54223292,chr20,41277337,54223292,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//1_1.1_solutions_downsized.sobj,5/2,,,,False,True,False,1.0,,,,1.0,,,,1,1,[1.0],12945955
61,chr20:55934270-63374748,chr20,55934270,63374748,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//2_1.1_solutions_downsized.sobj,2,1/3,,,False,True,False,0.8571428571428571,0.14285714285714285,,,0.8571428571428571,1.0,,,2,1,"[0.8571428571428571, 1.0]",7440478
62,chr21:7951382-18970000,chr21,7951382,18970000,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//1_0.1_solutions_downsized.sobj,9,,,,False,True,False,1.0,,,,1.0,,,,1,0,[1.0],11018618
63,chr21:42000942-46709983,chr21,42000942,46709983,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//1_1.1_solutions_downsized.sobj,3,,,,False,True,False,1.0,,,,1.0,,,,1,1,[1.0],4709041
64,chr22:1-33898000,chr22,1,33898000,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//1_1.1_solutions_downsized.sobj,4,,,,False,True,False,1.0,,,,1.0,,,,1,1,[1.0],33897999
