,segment_id,chromosome,start,end,file_path,t1,t2,t3,t4,t5,t6,t7,averaged,solved,fully_solved,t1_norm,t2_norm,t3_norm,t4_norm,t5_norm,t6_norm,t7_norm,t1_norm_cumsum,t2_norm_cumsum,t3_norm_cumsum,t4_norm_cumsum,t5_norm_cumsum,t6_norm_cumsum,t7_norm_cumsum,major,minor,breakpoints,seg_length
10,chr6:114126001-170805979,chr6,114126001,170805979,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//2_1.1_solutions_downsized.sobj,3.0,0.0,,,,,,False,True,False,1.0,0.0,,,,,,1.0,1.0,,,,,,2,1,"[1.0, 1.0]",56679978
11,chr7:1-45401000,chr7,1,45401000,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//3_0.1_solutions_downsized.sobj,5.00004278,1.50003595,0.0,,,,,False,True,False,0.7692280336426017,0.23077196635739824,0.0,,,,,0.7692280336426017,1.0,1.0,,,,,3,0,"[0.7692280336426017, 1.0, 1.0]",45400999
12,chr7:72461001-142535000,chr7,72461001,142535000,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//2_0.1_solutions_downsized.sobj,7,7/2,,,,,,False,True,False,0.6666666666666666,0.3333333333333333,,,,,,0.6666666666666666,1.0,,,,,,2,0,"[0.6666666666666666, 1.0]",70073999
13,chr8:40922001-72941000,chr8,40922001,72941000,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//2_2.1_solutions_downsized.sobj,4.5,0.0,0.0,,,,,False,True,False,1.0,0.0,0.0,,,,,1.0,1.0,1.0,,,,,2,2,"[1.0, 1.0, 1.0]",32018999
14,chr9:44377363-134497000,chr9,44377363,134497000,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//2_0.1_solutions_downsized.sobj,6,3/2,,,,,,False,True,False,0.8,0.2,,,,,,0.8,1.0,,,,,,2,0,"[0.8, 1.0]",90119637
15,chr10:63815001-131846000,chr10,63815001,131846000,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//2_0.1_solutions_downsized.sobj,6,1/2,,,,,,False,True,False,0.9230769230769231,0.07692307692307693,,,,,,0.9230769230769231,1.0,,,,,,2,0,"[0.9230769230769231, 1.0]",68030999
16,chr11:30149001-70372000,chr11,30149001,70372000,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//2_1.1_solutions_downsized.sobj,4.0,0.0,,,,,,False,True,False,1.0,0.0,,,,,,1.0,1.0,,,,,,2,1,"[1.0, 1.0]",40222999
17,chr11:96442001-135086622,chr11,96442001,135086622,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//2_1.1_solutions_downsized.sobj,2.5,0.0,,,,,,False,True,False,1.0,0.0,,,,,,1.0,1.0,,,,,,2,1,"[1.0, 1.0]",38644621
18,chr14:39460001-106397000,chr14,39460001,106397000,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//2_0.1_solutions_downsized.sobj,8,3/2,,,,,,False,True,False,0.8421052631578947,0.15789473684210525,,,,,,0.8421052631578947,1.0,,,,,,2,0,"[0.8421052631578947, 1.0]",66936999
19,chr15:23425001-101991189,chr15,23425001,101991189,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//2_0.1_solutions_downsized.sobj,7,3,,,,,,False,True,False,0.7,0.3,,,,,,0.7,1.0,,,,,,2,0,"[0.7, 1.0]",78566188
20,chr17:1-33005000,chr17,1,33005000,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//2_0.1_solutions_downsized.sobj,7,9/2,,,,,,False,True,False,0.6086956521739131,0.391304347826087,,,,,,0.6086956521739131,1.0,,,,,,2,0,"[0.6086956521739131, 1.0]",33004999
21,chr19:4453501-25844926,chr19,4453501,25844926,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//2_2.1_solutions_downsized.sobj,6.0,0.0,0.0,,,,,False,True,False,1.0,0.0,0.0,,,,,1.0,1.0,1.0,,,,,2,2,"[1.0, 1.0, 1.0]",21391425
22,chr19:25844927-36550000,chr19,25844927,36550000,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//2_1.1_solutions_downsized.sobj,2.5,0.0,,,,,,False,True,False,1.0,0.0,,,,,,1.0,1.0,,,,,,2,1,"[1.0, 1.0]",10705073
23,chr19:48335001-56069000,chr19,48335001,56069000,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//3_0.1_solutions_downsized.sobj,1.99997419,2.4999985,0.0,,,,,False,True,False,0.4444414061544005,0.5555585938455995,0.0,,,,,0.4444414061544005,1.0,1.0,,,,,3,0,"[0.4444414061544005, 1.0, 1.0]",7733999
24,chr20:743827-39009000,chr20,743827,39009000,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//2_1.1_solutions_downsized.sobj,6.5,0.0,,,,,,False,True,False,1.0,0.0,,,,,,1.0,1.0,,,,,,2,1,"[1.0, 1.0]",38265173
25,chr22:14004553-33985000,chr22,14004553,33985000,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//2_2.1_solutions_downsized.sobj,2.75,0.5,0.25,,,,,True,True,False,0.7857142857142857,0.14285714285714285,0.07142857142857142,,,,,0.7857142857142857,0.9285714285714286,1.0,,,,,2,2,"[0.7857142857142857, 0.9285714285714286, 1.0]",19980447
