chromosome	start	end	copyNumber	bafCount	observedBAF	baf	segmentStartSupport	segmentEndSupport	method	depthWindowCount	gcContent	minStart	maxStart	minor_cn	major_cn
chr1	42245330	42322548	5.1811	59	0.7097	0.766	DEL	DEL	BAF_WEIGHTED	71	0.3759	42245330	42245330	1	4
chr1	42322549	48529000	5.8316	3636	0.5958	0.6186	DEL	NONE	BAF_WEIGHTED	5622	0.4515	42322549	42322549	2	4
chr1	48529001	50396000	4.5858	298	0.6	0.6303	NONE	NONE	BAF_WEIGHTED	1742	0.396	48529001	48529001	2	3
chr1	50396001	53184601	5.8336	689	0.5921	0.5941	NONE	DUP	BAF_WEIGHTED	2654	0.4147	50396001	50396001	2	3
chr1	53184602	54855918	9.0846	653	0.7273	0.7621	DUP	DUP	BAF_WEIGHTED	1587	0.4807	53184602	53184602	2	7
chr1	54855919	56841000	5.8806	1194	0.5902	0.6116	DUP	NONE	BAF_WEIGHTED	1879	0.4115	54855919	54855919	2	4
chr1	56841001	58278000	4.5332	690	0.5994	0.6302	NONE	NONE	BAF_WEIGHTED	1383	0.4085	56841001	56841001	2	3
chr1	58278001	61046000	5.8409	881	0.5949	0.6171	NONE	NONE	BAF_WEIGHTED	2589	0.4002	58278001	58278001	2	4
chr1	61046001	61307000	7.0033	86	0.611	0.633	NONE	NONE	BAF_WEIGHTED	257	0.389	61046001	61046001	3	4
chr1	61307001	66230000	5.885	2680	0.5985	0.6219	NONE	NONE	BAF_WEIGHTED	4676	0.4002	61307001	61307001	2	4
chr1	66230001	66398000	7.2847	45	0.5854	0.6017	NONE	NONE	BAF_WEIGHTED	167	0.3901	66230001	66230001	3	4
chr1	66398001	66599923	6.01	125	0.6	0.6231	NONE	BND	BAF_WEIGHTED	188	0.3863	66398001	66398001	2	4
chr1	66599924	68538000	4.3509	796	0.5732	0.5402	BND	NONE	BAF_WEIGHTED	1850	0.3972	66599924	66599924	2	2
chr1	68538001	70105000	3.4284	776	0.5769	0.5834	NONE	NONE	BAF_WEIGHTED	1447	0.3621	68538001	68538001	1	2
chr1	70105001	71090000	4.0779	581	0.5789	0.6058	NONE	NONE	BAF_WEIGHTED	946	0.3776	70105001	70105001	2	2
chr1	71090001	75705000	3.407	1943	0.5869	0.6224	NONE	NONE	BAF_WEIGHTED	4301	0.3564	71090001	71090001	1	2
chr1	75705001	84412000	4.0686	5028	0.5783	0.583	NONE	NONE	BAF_WEIGHTED	7934	0.3688	75705001	75705001	2	2
chr1	84412001	87185000	5.0603	937	0.5711	0.5928	NONE	NONE	BAF_WEIGHTED	2561	0.3871	84412001	84412001	2	3
chr1	87185001	93629915	4.2161	2601	0.5728	0.5337	NONE	DEL	BAF_WEIGHTED	5993	0.3913	87185001	87185001	2	2
chr1	93629916	93802213	2.2358	96	0.7692	0.9365	DEL	DEL	BAF_WEIGHTED	164	0.4468	93629916	93629916	0	2
chr1	93802214	95092000	4.7171	636	0.5672	0.576	DEL	NONE	BAF_WEIGHTED	1211	0.4162	93802214	93802214	2	3
chr1	95092001	111779000	3.9855	8299	0.5767	0.5533	NONE	NONE	BAF_WEIGHTED	15317	0.3765	95091001	95093001	2	2
chr1	111779001	112350000	3.2487	203	0.5714	0.5782	NONE	NONE	BAF_WEIGHTED	524	0.4501	111779001	111779001	1	2
chr1	112350001	116917552	4.199	2096	0.5721	0.5261	NONE	BND	BAF_WEIGHTED	4256	0.4147	112350001	112350001	2	2
chr1	116917553	118165000	3.2802	527	0.6129	0.6609	BND	NONE	BAF_WEIGHTED	1178	0.403	116917553	116917553	1	2
chr1	118165001	119629000	2.7288	876	0.6	0.6509	NONE	NONE	BAF_WEIGHTED	1294	0.3929	118165001	118165001	1	2
chr1	119629001	123605522	4.192	104	0.5889	0.6184	NONE	CENTROMERE	BAF_WEIGHTED	385	0.4148	119629001	119629001	2	3
chr1	123605523	144647500	5.1434	70	0.5646	0.5833	CENTROMERE	NONE	BAF_WEIGHTED	105	0.449	123605523	123605523	2	3
chr1	144647501	152194000	9.2976	980	0.5898	0.6035	NONE	NONE	BAF_WEIGHTED	3398	0.4378	143750001	145545001	4	6
chr1	152194001	153335000	7.6059	767	0.5839	0.5985	NONE	NONE	BAF_WEIGHTED	941	0.4077	152194001	152194001	3	5
chr1	153335001	154935000	9.0184	704	0.5893	0.6032	NONE	NONE	BAF_WEIGHTED	1490	0.4691	153335001	153335001	4	5
chr1	154935001	156645499	10.7613	178	0.6255	0.6407	NONE	DUP	BAF_WEIGHTED	1497	0.4838	154935001	154935001	4	7
chr1	156645500	157174000	11.4225	224	0.6339	0.6505	DUP	NONE	BAF_WEIGHTED	483	0.493	156645500	156645500	4	7
chr1	157174001	157484455	8.9107	173	0.65	0.6734	NONE	DUP	BAF_WEIGHTED	271	0.431	157174001	157174001	3	6
chr1	157484456	159772000	8.0587	989	0.6198	0.6403	DUP	NONE	BAF_WEIGHTED	2056	0.3935	157484456	157484456	3	5
chr1	159772001	161483776	9.9021	1009	0.6177	0.6347	NONE	BND	BAF_WEIGHTED	1559	0.4527	159772001	159772001	4	6
chr1	161483777	165856263	6.2488	2206	0.5693	0.5518	BND	DEL	BAF_WEIGHTED	3965	0.3998	161483777	161483777	3	3
chr1	165856264	165866638	3.4323	10	0.8167	0.9449	DEL	DEL	BAF_WEIGHTED	9	0.4529	165856264	165856264	0	3
chr1	165866639	172818720	6.3583	4155	0.5704	0.5283	DEL	INV	BAF_WEIGHTED	6511	0.3953	165866639	165866639	3	3
chr1	172818721	172818749	5.5191	0	0	0.6087	INV	INV	STRUCTURAL_VARIANT	0	0	172818721	172818721	2	3
chr1	172818750	173299430	6.5182	121	0.5676	0.54	INV	INV	BAF_WEIGHTED	437	0.3823	172818750	172818750	3	4
chr1	173299431	176242000	5.2441	1400	0.6231	0.6555	INV	NONE	BAF_WEIGHTED	2729	0.4008	173299431	173299431	2	3
chr1	176242001	177908000	4.1848	708	0.6207	0.6608	NONE	NONE	BAF_WEIGHTED	1564	0.4017	176242001	176242001	1	3
chr1	177908001	180416000	5.3034	1496	0.6351	0.6719	NONE	NONE	BAF_WEIGHTED	2355	0.4069	177908001	177908001	2	4
chr1	180416001	181174000	6.6381	123	0.5667	0.5481	NONE	NONE	BAF_WEIGHTED	715	0.4158	180416001	180416001	3	4
chr1	181174001	194362771	5.1876	6690	0.6191	0.6522	NONE	INV	BAF_WEIGHTED	12528	0.3701	181174001	181174001	2	3
chr1	194362772	196865000	5.6719	1721	0.5715	0.5291	INV	NONE	BAF_WEIGHTED	2295	0.3413	194362772	194362772	3	3
chr1	196865001	197022000	4.5942	2	0.7077	0.7705	NONE	NONE	BAF_WEIGHTED	107	0.3588	196865001	196865001	1	4
chr1	197022001	197837213	5.6111	279	0.6094	0.6361	NONE	INV	BAF_WEIGHTED	766	0.3551	197022001	197022001	2	4
chr1	197837214	197925374	5.5323	38	0.6409	0.6763	INV	INV	BAF_WEIGHTED	82	0.4027	197837214	197837214	2	4
chr1	197925375	199329000	5.5418	418	0.6071	0.634	INV	NONE	BAF_WEIGHTED	1358	0.3586	197925375	197925375	2	4
chr1	199329001	200293000	4.7109	405	0.6087	0.6408	NONE	NONE	BAF_WEIGHTED	918	0.3864	199329001	199329001	2	3
chr1	200293001	204123000	5.7748	1756	0.6217	0.651	NONE	NONE	BAF_WEIGHTED	3436	0.4648	200293001	200293001	2	4
chr1	204123001	206544210	7.0168	964	0.5645	0.552	NONE	DUP	BAF_WEIGHTED	2068	0.473	204123001	204123001	3	4
chr1	206544211	206803230	9.6051	172	0.5578	0.5207	DUP	DUP	BAF_WEIGHTED	253	0.4617	206544211	206544211	5	5
chr1	206803231	208329000	7.9593	1009	0.5939	0.6029	DUP	NONE	BAF_WEIGHTED	1362	0.425	206803231	206803231	3	5
chr1	208329001	209324000	6.1111	400	0.5917	0.6126	NONE	NONE	BAF_WEIGHTED	958	0.4032	208329001	208329001	2	4
chr1	209324001	211589905	7.5873	956	0.6243	0.6466	NONE	INV	BAF_WEIGHTED	2115	0.4183	209324001	209324001	3	5
chr1	211589906	213481000	7.7504	589	0.5957	0.6129	INV	NONE	BAF_WEIGHTED	1791	0.421	211589906	211589906	3	5
chr1	213481001	214128000	6.0734	203	0.6	0.6229	NONE	NONE	BAF_WEIGHTED	625	0.4134	213481001	213481001	2	4
chr1	214128001	214640000	7.9624	179	0.5956	0.6123	NONE	NONE	BAF_WEIGHTED	503	0.4105	214128001	214128001	3	5
chr1	214640001	218206741	7.0242	1954	0.6001	0.6199	NONE	INV	BAF_WEIGHTED	3436	0.3707	214640001	214640001	3	4
chr1	218206742	224217099	7.3357	2987	0.5953	0.6135	INV	INV	BAF_WEIGHTED	5434	0.4004	218206742	218206742	3	5
chr1	224217100	225348000	10.6173	298	0.7201	0.7493	INV	NONE	BAF_WEIGHTED	1057	0.4059	224217100	224217100	3	8
chr1	225348001	226191000	12.2154	273	0.7193	0.7443	NONE	NONE	BAF_WEIGHTED	797	0.4459	225348001	225348001	3	9
chr1	226191001	229970000	10.2149	2025	0.7698	0.8064	NONE	NONE	BAF_WEIGHTED	3313	0.4521	226191001	226191001	2	8
chr1	229970001	232669000	6.6004	1548	0.671	0.707	NONE	NONE	BAF_WEIGHTED	2581	0.4305	229970001	229970001	2	5
chr1	232669001	233416000	5.829	356	0.7471	0.806	NONE	NONE	BAF_WEIGHTED	722	0.4101	232669001	232669001	1	5
chr1	233416001	234315000	4.628	616	0.7273	0.7956	NONE	NONE	BAF_WEIGHTED	851	0.4101	233416001	233416001	1	4
chr1	234315001	234440000	5.6737	70	0.7703	0.8365	NONE	NONE	BAF_WEIGHTED	123	0.4109	234315001	234315001	1	5
chr1	234440001	234776000	6.963	191	0.7568	0.8081	NONE	NONE	BAF_WEIGHTED	331	0.442	234440001	234440001	1	6
chr1	234776001	236892000	5.6906	1753	0.7438	0.8045	NONE	NONE	BAF_WEIGHTED	2011	0.4288	234776001	234776001	1	5
chr1	236892001	237779000	4.412	566	0.7407	0.8165	NONE	NONE	BAF_WEIGHTED	850	0.3901	236892001	236892001	1	4
chr1	237779001	239963000	5.1367	938	0.75	0.8171	NONE	NONE	BAF_WEIGHTED	2123	0.3762	237779001	237779001	1	4
chr1	239963001	241495000	4.3785	1037	0.75	0.8294	NONE	NONE	BAF_WEIGHTED	1483	0.3973	239963001	239963001	1	4
chr1	241495001	242007000	5.7058	400	0.7486	0.811	NONE	NONE	BAF_WEIGHTED	505	0.4008	241495001	241495001	1	5
chr1	242007001	242596192	4.2878	472	0.7333	0.8089	NONE	INV	BAF_WEIGHTED	432	0.4115	242007001	242007001	1	3
chr1	242596193	243045500	7.2997	302	0.8367	0.9008	INV	NONE	BAF_WEIGHTED	243	0.3995	242596193	242596193	1	7
chr1	243045501	243961605	8.9109	371	0.8315	0.8792	NONE	DEL	BAF_WEIGHTED	724	0.3853	242879001	243212001	1	8
chr1	243961606	244829143	5.5355	517	0.7368	0.7952	DEL	DEL	BAF_WEIGHTED	837	0.4256	243961606	243961606	1	4
chr1	244829144	247253000	8.9637	1226	0.8286	0.88	DEL	NONE	BAF_WEIGHTED	2239	0.4245	244829144	244829144	1	8
chr1	247253001	248956422	7.3432	1138	0.8286	0.8908	NONE	TELOMERE	BAF_WEIGHTED	1181	0.3923	247253001	247253001	1	7
chr2	1	753000	7.0482	177	0.8077	0.8684	TELOMERE	NONE	BAF_WEIGHTED	639	0.4319	1	1	1	6
chr2	753001	1539000	5.6581	829	0.8333	0.9152	NONE	NONE	BAF_WEIGHTED	682	0.4416	753001	753001	0	5
chr2	1539001	1756000	7.3384	157	0.8125	0.8717	NONE	NONE	BAF_WEIGHTED	180	0.5034	1539001	1539001	1	6
chr2	1756001	3365500	5.72	814	0.8107	0.8865	NONE	NONE	BAF_WEIGHTED	1502	0.4558	1756001	1756001	1	5
chr2	3365501	3611000	7.3426	209	0.814	0.8734	NONE	NONE	BAF_WEIGHTED	219	0.4738	3365001	3366001	1	6
chr2	3611001	5428000	6.1297	1209	0.8253	0.8997	NONE	NONE	BAF_WEIGHTED	1717	0.398	3611001	3611001	1	6
chr2	5428001	9492000	7.6582	1813	0.825	0.884	NONE	NONE	BAF_WEIGHTED	3913	0.4207	5428001	5428001	1	7
chr2	9492001	9987000	10.1743	526	0.8391	0.8848	NONE	NONE	BAF_WEIGHTED	471	0.4465	9492001	9492001	1	9
chr2	9987001	17831000	7.4686	4572	0.8203	0.88	NONE	NONE	BAF_WEIGHTED	7391	0.4127	9987001	9987001	1	7
chr2	17831001	18335000	6.14	330	0.8205	0.893	NONE	NONE	BAF_WEIGHTED	458	0.4031	17831001	17831001	1	5
chr2	18335001	19885000	7.4319	903	0.8266	0.8877	NONE	NONE	BAF_WEIGHTED	1475	0.4028	18335001	18335001	1	7
chr2	19885001	20674000	8.5078	606	0.8222	0.8748	NONE	NONE	BAF_WEIGHTED	735	0.4567	19885001	19885001	1	7
chr2	20674001	23351500	6.3725	1004	0.8239	0.8958	NONE	NONE	BAF_WEIGHTED	2569	0.3904	20674001	20674001	1	6
chr2	23351501	24919101	7.8363	805	0.8202	0.8787	NONE	DUP	BAF_WEIGHTED	1486	0.434	23351001	23352001	1	7
chr2	24919102	24961990	9.4339	0	0	0.9041	DUP	DUP	BAF_WEIGHTED	40	0.4497	24919102	24919102	1	9
chr2	24961991	39881000	7.6565	7921	0.8219	0.8818	DUP	NONE	BAF_WEIGHTED	14119	0.4151	24961991	24961991	1	7
chr2	39881001	41824000	6.3327	1317	0.8161	0.8853	NONE	NONE	BAF_WEIGHTED	1837	0.3667	39881001	39881001	1	6
chr2	41824001	42986000	7.7436	777	0.8228	0.8813	NONE	NONE	BAF_WEIGHTED	1131	0.4406	41824001	41824001	1	7
chr2	42986001	43579000	8.938	95	0.825	0.8755	NONE	NONE	BAF_WEIGHTED	562	0.4468	42986001	42986001	1	8
chr2	43579001	54976000	7.5675	7076	0.8248	0.8853	NONE	NONE	BAF_WEIGHTED	10904	0.396	43579001	43579001	1	7
chr2	54976001	55056000	9.2701	61	0.8333	0.8833	NONE	NONE	BAF_WEIGHTED	78	0.3691	54976001	54976001	1	8
chr2	55056001	60230000	7.1885	3260	0.8186	0.8812	NONE	NONE	BAF_WEIGHTED	4826	0.3742	55056001	55056001	1	6
chr2	60230001	64205055	8.211	1931	0.8271	0.8831	NONE	BND	BAF_WEIGHTED	3781	0.4038	60230001	60230001	1	7
chr2	64205056	65469000	9.6576	536	0.8348	0.8835	BND	NONE	BAF_WEIGHTED	1215	0.4323	64205056	64205056	1	9
chr2	65469001	67376000	7.6069	1028	0.8424	0.9046	NONE	NONE	BAF_WEIGHTED	1776	0.3944	65469001	65469001	1	7
chr2	67376001	75496080	8.9007	4195	0.8405	0.8937	NONE	DUP	BAF_WEIGHTED	7514	0.4255	67376001	67376001	1	8
chr2	75496081	75689142	11.4329	69	0.8621	0.9061	DUP	DUP	BAF_WEIGHTED	187	0.4064	75496081	75496081	1	10
chr2	75689143	78632000	8.4261	1826	0.8557	0.9143	DUP	NONE	BAF_WEIGHTED	2700	0.3522	75689143	75689143	1	8
chr2	78632001	81235000	6.9364	1527	0.8421	0.9106	NONE	NONE	BAF_WEIGHTED	2486	0.3789	78632001	78632001	1	6
chr2	81235001	84872000	8.6237	1830	0.8606	0.9199	NONE	NONE	BAF_WEIGHTED	3445	0.3624	81235001	81235001	1	8
chr2	84872001	86193842	10.4022	547	0.8507	0.897	NONE	BND	BAF_WEIGHTED	1261	0.4626	84872001	84872001	1	9
chr2	86193843	88762000	6.8205	543	0.8065	0.8673	BND	NONE	BAF_WEIGHTED	1311	0.4248	86193843	86193843	1	6
chr2	88762001	93139350	5.5635	39	0.8007	0.8755	NONE	CENTROMERE	BAF_WEIGHTED	206	0.4029	88762001	88762001	1	5
chr2	93139351	96076000	4.9244	231	0.7059	0.764	CENTROMERE	NONE	BAF_WEIGHTED	537	0.4663	93139351	93139351	1	4
chr2	96076001	96959000	6.3015	279	0.6389	0.6695	NONE	NONE	BAF_WEIGHTED	787	0.4908	96076001	96076001	2	4
chr2	96959001	102973000	5.0662	2783	0.7291	0.792	NONE	NONE	BAF_WEIGHTED	5129	0.4243	96959001	96959001	1	4
chr2	102973001	104922000	3.9502	438	0.7241	0.8029	NONE	NONE	BAF_WEIGHTED	1895	0.3778	102973001	102973001	1	3
chr2	104922001	106198000	5.0818	1003	0.7333	0.7972	NONE	NONE	BAF_WEIGHTED	1224	0.4321	104922001	104922001	1	4
chr2	106198001	108438000	4.2758	1427	0.7317	0.807	NONE	NONE	BAF_WEIGHTED	1887	0.3939	106198001	106198001	1	3
chr2	108438001	114568000	5.1082	2084	0.7311	0.7936	NONE	NONE	BAF_WEIGHTED	4001	0.4297	108438001	108438001	1	4
chr2	114568001	117803000	3.8433	1848	0.7273	0.8095	NONE	NONE	BAF_WEIGHTED	3016	0.3672	114568001	114568001	1	3
chr2	117803001	121787000	5.1421	1362	0.7405	0.8069	NONE	NONE	BAF_WEIGHTED	3780	0.4464	117803001	117803001	1	4
chr2	121787001	124933000	3.9179	1253	0.7158	0.7922	NONE	NONE	BAF_WEIGHTED	3000	0.383	121787001	121787001	1	3
chr2	124933001	126917000	3.1414	1626	0.673	0.7497	NONE	NONE	BAF_WEIGHTED	1879	0.3852	124933001	124933001	1	2
chr2	126917001	136427000	3.9725	3789	0.6795	0.7432	NONE	NONE	BAF_WEIGHTED	7263	0.4293	126917001	126917001	1	3
chr2	136427001	137847000	3.2409	789	0.6842	0.7632	NONE	NONE	BAF_WEIGHTED	1314	0.3809	136427001	136427001	1	2
chr2	137847001	155977000	3.8461	6551	0.687	0.7545	NONE	NONE	BAF_WEIGHTED	17273	0.3678	137847001	137847001	1	3
chr2	155977001	161417000	4.3858	2224	0.6853	0.7439	NONE	NONE	BAF_WEIGHTED	5034	0.3837	155977001	155977001	1	3
chr2	161417001	163595000	3.9826	471	0.6768	0.7399	NONE	NONE	BAF_WEIGHTED	2090	0.3594	161417001	161417001	1	3
chr2	163595001	163807000	5.415	86	0.697	0.7476	NONE	NONE	BAF_WEIGHTED	209	0.364	163595001	163595001	1	4
chr2	163807001	164754000	4.1738	92	0.6793	0.739	NONE	NONE	BAF_WEIGHTED	913	0.3607	163807001	163807001	1	3
chr2	164754001	164961000	4.9432	105	0.6774	0.7273	NONE	NONE	BAF_WEIGHTED	203	0.3623	164754001	164754001	1	4
chr2	164961001	175209000	4.1194	5320	0.6803	0.7411	NONE	NONE	BAF_WEIGHTED	9690	0.3896	164961001	164961001	1	3
chr2	175209001	177136000	3.5172	700	0.6751	0.7444	NONE	NONE	BAF_WEIGHTED	1786	0.3972	175209001	175209001	1	3
chr2	177136001	177293000	4.4324	67	0.6667	0.719	NONE	NONE	BAF_WEIGHTED	152	0.4071	177136001	177136001	1	3
chr2	177293001	178321000	3.5531	446	0.6818	0.7529	NONE	NONE	BAF_WEIGHTED	974	0.3877	177293001	177293001	1	3
chr2	178321001	181286066	2.968	1295	0.6253	0.6839	NONE	BND	BAF_WEIGHTED	2783	0.3686	178321001	178321001	1	2
chr2	181286067	181779908	4.002	179	0.6818	0.7451	BND	DUP	BAF_WEIGHTED	464	0.3708	181286067	181286067	1	3
chr2	181779909	181786573	6.9965	1	0.7963	0.8552	DUP	DUP	BAF_WEIGHTED	6	0.3893	181779909	181779909	1	6
chr2	181786574	181948000	4.6254	6	0.6057	0.6375	DUP	NONE	BAF_WEIGHTED	154	0.3631	181786574	181786574	2	3
chr2	181948001	188371000	3.8041	3288	0.6847	0.7522	NONE	NONE	BAF_WEIGHTED	6029	0.3554	181948001	181948001	1	3
chr2	188371001	191873000	3.2483	1081	0.6167	0.6658	NONE	NONE	BAF_WEIGHTED	3329	0.3755	188371001	188371001	1	2
chr2	191873001	196149000	2.817	1634	0.6221	0.6823	NONE	NONE	BAF_WEIGHTED	3953	0.3493	191873001	191873001	1	2
chr2	196149001	197966000	3.2394	905	0.6199	0.6714	NONE	NONE	BAF_WEIGHTED	1681	0.3929	196149001	196149001	1	2
chr2	197966001	199590000	2.5653	720	0.6296	0.6998	NONE	NONE	BAF_WEIGHTED	1543	0.3718	197966001	197966001	1	2
chr2	199590001	213307500	3.023	5476	0.6207	0.6773	NONE	NONE	BAF_WEIGHTED	13017	0.3879	199590001	199590001	1	2
chr2	213307501	214545000	2.7141	755	0.6316	0.699	NONE	NONE	BAF_WEIGHTED	1175	0.3584	213307001	213308001	1	2
chr2	214545001	220104000	3.2068	2885	0.625	0.6788	NONE	NONE	BAF_WEIGHTED	5235	0.4396	214545001	214545001	1	2
chr2	220104001	222618000	3.8676	1160	0.5774	0.5208	NONE	NONE	BAF_WEIGHTED	2435	0.39	220104001	220104001	2	2
chr2	222618001	222956000	4.7268	181	0.5806	0.6043	NONE	NONE	BAF_WEIGHTED	325	0.4048	222618001	222618001	2	3
chr2	222956001	225123000	3.9565	1105	0.5735	0.534	NONE	NONE	BAF_WEIGHTED	2084	0.402	222956001	222956001	2	2
chr2	225123001	225651000	3.299	459	0.5862	0.6225	NONE	NONE	BAF_WEIGHTED	505	0.3728	225123001	225123001	1	2
chr2	225651001	241279429	3.9084	8828	0.5735	0.535	NONE	DEL	BAF_WEIGHTED	14285	0.4446	225651001	225651001	2	2
chr2	241279430	241479298	2.3125	42	0.7906	0.9653	DEL	DEL	BAF_WEIGHTED	188	0.4402	241279430	241279430	0	2
chr2	241479299	242193529	3.9132	557	0.5714	0.5111	DEL	TELOMERE	BAF_WEIGHTED	437	0.5221	241479299	241479299	2	2
chr3	1	4386000	3.4138	3275	0.5784	0.5947	TELOMERE	NONE	BAF_WEIGHTED	4027	0.3773	1	1	1	2
chr3	4386001	5227000	4.7054	398	0.5714	0.575	NONE	NONE	BAF_WEIGHTED	813	0.426	4386001	4386001	2	3
chr3	5227001	8398000	3.2989	2140	0.5837	0.6189	NONE	NONE	BAF_WEIGHTED	2972	0.3828	5227001	5227001	1	2
chr3	8398001	9296000	4.1881	566	0.5667	0.5225	NONE	NONE	BAF_WEIGHTED	833	0.4433	8398001	8398001	2	2
chr3	9296001	9462000	5.0534	20	0.567	0.5937	NONE	NONE	BAF_WEIGHTED	162	0.4071	9296001	9296001	2	3
chr3	9462001	19075000	4.1721	5416	0.5746	0.5388	NONE	NONE	BAF_WEIGHTED	9003	0.4388	9462001	9462001	2	2
chr3	19075001	19885000	3.3553	116	0.5826	0.6167	NONE	NONE	BAF_WEIGHTED	724	0.3683	19075001	19075001	1	2
chr3	19885001	25856000	3.9596	3321	0.5756	0.5266	NONE	NONE	BAF_WEIGHTED	5613	0.3795	19885001	19885001	2	2
chr3	25856001	27332000	3.3972	677	0.5789	0.6112	NONE	NONE	BAF_WEIGHTED	1322	0.3799	25856001	25856001	1	2
chr3	27332001	27717000	4.4409	146	0.5672	0.5496	NONE	NONE	BAF_WEIGHTED	371	0.4024	27332001	27332001	2	2
chr3	27717001	28211000	3.5541	208	0.5833	0.6159	NONE	NONE	BAF_WEIGHTED	466	0.3823	27717001	27717001	1	2
chr3	28211001	34403000	4.3355	2896	0.5723	0.5363	NONE	NONE	BAF_WEIGHTED	5906	0.3927	28211001	28211001	2	2
chr3	34403001	36866000	3.7487	1435	0.5714	0.5304	NONE	NONE	BAF_WEIGHTED	2286	0.372	34403001	34403001	2	2
