chromosome	start	end	copyNumber	bafCount	observedBAF	baf	segmentStartSupport	segmentEndSupport	method	depthWindowCount	gcContent	minStart	maxStart	minor_cn	major_cn
chr1	151854421	151890092	10.4575	9	0.6154	0.7095	DUP	DUP	BAF_WEIGHTED	34	0.4247	151854421	151854421	3	7
chr1	151890093	156652390	6.3203	1903	0.5585	0.6286	DUP	DEL	BAF_WEIGHTED	4220	0.4584	151890093	151890093	2	4
chr1	156652391	156652426	5.1396	0	0	0.5313	DEL	DEL	STRUCTURAL_VARIANT	0	0	156652391	156652391	2	3
chr1	156652427	166220208	5.8968	4424	0.557	0.5915	DEL	SGL	BAF_WEIGHTED	8668	0.4157	156652427	156652427	2	3
chr1	166220209	173491851	5.8751	2900	0.5535	0.5108	SGL	DUP	BAF_WEIGHTED	6795	0.3929	166220209	166220209	3	3
chr1	173491852	173497077	8.4531	1	0.6167	0.7344	DUP	DUP	BAF_WEIGHTED	5	0.4294	173491852	173491852	2	6
chr1	173497078	179124421	5.7606	2032	0.5564	0.5209	DUP	DEL	BAF_WEIGHTED	5258	0.4017	173497078	173497078	3	3
chr1	179124422	200483000	3.9714	8246	0.5674	0.5555	DEL	NONE	BAF_WEIGHTED	20158	0.3707	179124422	179124422	2	2
chr1	200483001	203460809	5.7196	1484	0.5556	0.5245	NONE	DUP	BAF_WEIGHTED	2605	0.4699	200483001	200483001	3	3
chr1	203460810	203462058	8.6754	0	0	0.7007	DUP	DUP	BAF_WEIGHTED	1	0.361	203460810	203460810	3	6
chr1	203462059	211423000	5.608	2925	0.5548	0.537	DUP	NONE	BAF_WEIGHTED	7244	0.4377	203462059	203462059	3	3
chr1	211423001	212365000	7.3105	360	0.575	0.6625	NONE	NONE	BAF_WEIGHTED	901	0.4241	211423001	211423001	2	5
chr1	212365001	222053584	6.0785	4252	0.5535	0.6189	NONE	DEL	BAF_WEIGHTED	9251	0.3892	212365001	212365001	2	4
chr1	222053585	228907929	8.2132	2378	0.5613	0.6087	DEL	DUP	BAF_WEIGHTED	5947	0.4372	222053585	222053585	3	5
chr1	228907930	228909484	10.9416	0	0	0.7147	DUP	DUP	BAF_WEIGHTED	1	0.393	228907930	228907930	3	8
chr1	228909485	235125000	8.1366	2870	0.561	0.6163	DUP	NONE	BAF_WEIGHTED	5923	0.4281	228909485	228909485	3	5
chr1	235125001	235295000	5.2827	0	0	0.702	NONE	NONE	BAF_WEIGHTED	168	0.3943	235125001	235125001	2	4
chr1	235295001	243134298	7.7069	4906	0.5615	0.5188	NONE	BND	BAF_WEIGHTED	7178	0.3975	235295001	235295001	4	4
chr1	243134299	243744006	7.5814	130	0.5554	0.5272	BND	DUP	BAF_WEIGHTED	520	0.3807	243134299	243134299	4	4
chr1	243744007	243744808	12.0411	0	0	0.7435	DUP	DUP	STRUCTURAL_VARIANT	0	0	243744007	243744007	3	9
chr1	243744809	246216000	7.0881	1514	0.5522	0.5643	DUP	NONE	BAF_WEIGHTED	2366	0.4256	243744809	243744809	3	4
chr1	246216001	246817000	9.2551	313	0.5769	0.6477	NONE	NONE	BAF_WEIGHTED	533	0.4186	246216001	246216001	3	6
chr1	246817001	248956422	6.8126	1152	0.5556	0.5871	NONE	TELOMERE	BAF_WEIGHTED	1662	0.4018	246817001	246817001	3	4
chr2	1	8741000	3.6857	4199	0.5598	0.5452	TELOMERE	NONE	BAF_WEIGHTED	8182	0.4273	1	1	2	2
chr2	8741001	9395000	5.6312	174	0.5619	0.5328	NONE	NONE	BAF_WEIGHTED	623	0.4321	8741001	8741001	3	3
chr2	9395001	41466517	3.8078	14019	0.5583	0.5256	NONE	INV	BAF_WEIGHTED	30349	0.4118	9395001	9395001	2	2
chr2	41466518	41466521	1.9487	0	0	0.927	INV	INV	STRUCTURAL_VARIANT	0	0	41466518	41466518	0	2
chr2	41466522	43027000	3.8837	900	0.5504	0.515	INV	NONE	BAF_WEIGHTED	1498	0.4287	41466522	41466522	2	2
chr2	43027001	43223000	5.7913	68	0.5798	0.6973	NONE	NONE	BAF_WEIGHTED	189	0.5126	43027001	43027001	2	4
chr2	43223001	62113403	3.8362	8821	0.5575	0.5231	NONE	DEL	BAF_WEIGHTED	17980	0.3925	43223001	43223001	2	2
chr2	62113404	62113435	2.0328	0	0	0.9872	DEL	DEL	STRUCTURAL_VARIANT	0	0	62113404	62113404	0	2
chr2	62113436	62331414	3.879	114	0.5513	0.5156	DEL	DEL	BAF_WEIGHTED	214	0.4433	62113436	62113436	2	2
chr2	62331415	62331652	1.9026	0	0	1	DEL	DEL	STRUCTURAL_VARIANT	0	0	62331415	62331415	0	2
chr2	62331653	68095412	3.8562	2615	0.5585	0.5253	DEL	DEL	BAF_WEIGHTED	5405	0.3996	62331653	62331653	2	2
chr2	68095413	68097364	2.9197	0	0	0.6938	DEL	DEL	NON_DIPLOID	1	0.399	68095413	68095413	1	2
chr2	68097365	68642000	4.0905	245	0.56	0.5111	DEL	NONE	BAF_WEIGHTED	502	0.3874	68097365	68097365	2	2
chr2	68642001	72244861	3.3291	2328	0.561	0.6008	NONE	INV	BAF_WEIGHTED	3365	0.4369	68642001	68642001	1	2
chr2	72244862	72463034	1.3821	1	0.6341	1.4614	INV	INV	BAF_WEIGHTED	193	0.3678	72244862	72244862	0	1
chr2	72463035	75787000	3.3196	1309	0.5641	0.6025	INV	NONE	BAF_WEIGHTED	3047	0.4272	72463035	72463035	1	2
chr2	75787001	84256000	2.8594	3581	0.561	0.6994	NONE	NONE	BAF_WEIGHTED	7962	0.3614	75787001	75787001	1	2
chr2	84256001	93139350	3.3281	975	0.5624	0.6013	NONE	CENTROMERE	BAF_WEIGHTED	3231	0.435	84256001	84256001	1	2
chr2	93139351	113745995	3.1927	7193	0.5605	0.6232	CENTROMERE	BND	BAF_WEIGHTED	14687	0.4234	93139351	93139351	1	2
chr2	113745996	113746195	5.079	0	0	0.7631	BND	BND	STRUCTURAL_VARIANT	0	0	113745996	113745996	1	4
chr2	113746196	114605000	3.0758	214	0.5633	0.6502	BND	NONE	BAF_WEIGHTED	809	0.3949	113746196	113746196	1	2
chr2	114605001	117797000	2.6491	1537	0.5625	0.755	NONE	NONE	BAF_WEIGHTED	2974	0.3671	114605001	114605001	1	2
chr2	117797001	136793802	3.0866	6386	0.5637	0.6428	NONE	DEL	BAF_WEIGHTED	16259	0.4191	117796001	117798001	1	2
chr2	136793803	136793835	0.8984	0	0	1	DEL	DEL	STRUCTURAL_VARIANT	0	0	136793803	136793803	0	1
chr2	136793836	168992119	3.0957	11771	0.563	0.6523	DEL	DEL	BAF_WEIGHTED	30487	0.3701	136793836	136793836	1	2
chr2	168992120	168992198	0.2853	0	0	1	DEL	DEL	STRUCTURAL_VARIANT	0	0	168992120	168992120	0	0
chr2	168992199	173707832	3.3503	2340	0.5652	0.5979	DEL	DEL	BAF_WEIGHTED	4445	0.4028	168992199	168992199	1	2
chr2	173707833	173707881	1.2492	0	0	0.9574	DEL	DEL	STRUCTURAL_VARIANT	0	0	173707833	173707833	0	1
chr2	173707882	194625757	3.1934	7773	0.5645	0.6255	DEL	DEL	BAF_WEIGHTED	19670	0.3683	173707882	173707882	1	2
chr2	194625758	194625789	1.8864	0	0	0.5629	DEL	DEL	STRUCTURAL_VARIANT	0	0	194625758	194625758	1	1
chr2	194625790	223855323	3.0913	11680	0.5643	0.6565	DEL	DUP	BAF_WEIGHTED	27674	0.3955	194625790	194625790	1	2
chr2	223855324	223856100	5.9829	0	0	0.8225	DUP	DUP	STRUCTURAL_VARIANT	0	0	223855324	223855324	1	5
chr2	223856101	235023581	3.0369	5131	0.5638	0.6561	DUP	DUP	BAF_WEIGHTED	10477	0.4172	223856101	223856101	1	2
chr2	235023582	235037713	3.6315	4	0.5723	0.742	DUP	DUP	BAF_WEIGHTED	13	0.5248	235023582	235023582	1	3
chr2	235037714	242193529	3.1415	3370	0.5606	0.6343	DUP	TELOMERE	BAF_WEIGHTED	6171	0.4837	235037714	235037714	1	2
chr3	1	853000	2.6452	257	0.6134	0.9829	TELOMERE	NONE	BAF_WEIGHTED	715	0.3683	1	1	0	3
chr3	853001	1515306	1.8638	343	0.6	1.0575	NONE	BND	BAF_WEIGHTED	627	0.3624	853001	853001	0	2
chr3	1515307	1675000	3.1194	32	0.5926	0.8457	BND	NONE	BAF_WEIGHTED	144	0.3549	1515307	1515307	0	3
chr3	1675001	29174000	3.7562	14210	0.5592	0.5388	NONE	NONE	BAF_WEIGHTED	25730	0.4048	1675001	1675001	2	2
chr3	29174001	37680857	2.8802	3620	0.561	0.6922	NONE	DEL	BAF_WEIGHTED	8065	0.392	29174001	29174001	1	2
chr3	37680858	37685000	2.2791	2	0.6693	1.3027	DEL	NONE	BAF_WEIGHTED	4	0.4618	37680858	37680858	0	2
chr3	37685001	37817483	1.1491	56	0.5787	1.1631	NONE	DEL	BAF_WEIGHTED	129	0.4467	37685001	37685001	0	1
chr3	37817484	52921000	2.9162	4648	0.5612	0.687	DEL	NONE	BAF_WEIGHTED	13908	0.4488	37817484	37817484	1	2
chr3	52921001	58984479	3.3997	2400	0.5581	0.5883	NONE	DEL	BAF_WEIGHTED	5759	0.4245	52921001	52921001	1	2
chr3	58984480	58984511	2.0044	0	0	0.7203	DEL	DEL	STRUCTURAL_VARIANT	0	0	58984480	58984480	1	1
chr3	58984512	67827015	3.4512	4653	0.558	0.5816	DEL	DUP	BAF_WEIGHTED	8447	0.3986	58984512	58984512	1	2
chr3	67827016	67829213	5.9274	0	0	0.6631	DUP	DUP	NON_DIPLOID	1	0.321	67827016	67827016	2	4
chr3	67829214	82501082	3.5977	6595	0.5574	0.5551	DUP	DEL	BAF_WEIGHTED	13325	0.3778	67829214	67829214	2	2
chr3	82501083	82501118	1.6422	0	0	1	DEL	DEL	STRUCTURAL_VARIANT	0	0	82501083	82501083	0	2
chr3	82501119	92214015	3.5048	4604	0.5556	0.5706	DEL	CENTROMERE	BAF_WEIGHTED	7395	0.3487	82501119	82501119	2	2
chr3	92214016	99488000	3.703	3512	0.5591	0.5422	CENTROMERE	NONE	BAF_WEIGHTED	5227	0.3586	92214016	92214016	2	2
chr3	99488001	109712863	4.7652	3707	0.5583	0.6306	NONE	DEL	BAF_WEIGHTED	9662	0.3713	99488001	99488001	2	3
chr3	109712864	111495000	2.8546	914	0.6	0.8987	DEL	NONE	BAF_WEIGHTED	1682	0.3628	109712864	109712864	0	3
chr3	111495001	115787636	3.3297	1896	0.6042	0.871	NONE	DEL	BAF_WEIGHTED	4064	0.3854	111495001	111495001	0	3
chr3	115787637	119654603	4.486	1525	0.5589	0.6719	DEL	DUP	BAF_WEIGHTED	3679	0.3778	115787637	115787637	1	3
chr3	119654604	119664850	7.9642	6	0.6138	0.7355	DUP	DUP	BAF_WEIGHTED	9	0.4373	119654604	119654604	2	6
chr3	119664851	136171654	4.6632	5596	0.5689	0.6716	DUP	DEL	BAF_WEIGHTED	14753	0.427	119664851	119664851	2	3
chr3	136171655	136186201	1.5955	1	0.5278	0.6268	DEL	DEL	BAF_WEIGHTED	14	0.4206	136171655	136171655	1	1
chr3	136186202	137137000	4.4946	261	0.5812	0.7348	DEL	NONE	BAF_WEIGHTED	873	0.4062	136186202	136186202	1	3
chr3	137137001	147188279	3.6052	4050	0.5635	0.5544	NONE	DUP	BAF_WEIGHTED	9399	0.392	137137001	137137001	2	2
chr3	147188280	147198681	3.9399	4	0.6354	0.9286	DUP	DUP	BAF_WEIGHTED	9	0.3293	147188280	147188280	0	4
chr3	147198682	148916000	3.4236	785	0.5641	0.5842	DUP	NONE	BAF_WEIGHTED	1615	0.3599	147198682	147198682	1	2
chr3	148916001	157646000	3.9804	3423	0.5657	0.5961	NONE	NONE	BAF_WEIGHTED	8260	0.3844	148916001	148916001	2	2
chr3	157646001	159885000	3.371	756	0.5618	0.5933	NONE	NONE	BAF_WEIGHTED	2043	0.3826	157646001	157646001	1	2
chr3	159885001	160032000	5.0001	47	0.56	0.6	NONE	NONE	BAF_WEIGHTED	146	0.4142	159885001	159885001	2	3
chr3	160032001	165548000	3.2543	2258	0.562	0.6168	NONE	NONE	BAF_WEIGHTED	5055	0.358	160032001	160032001	1	2
chr3	165548001	176093000	4.1686	3944	0.5714	0.7168	NONE	NONE	BAF_WEIGHTED	10007	0.3699	165547001	165549001	1	3
chr3	176093001	176845000	5.1053	24	0.6	0.767	NONE	NONE	BAF_WEIGHTED	711	0.3612	176093001	176093001	1	4
chr3	176845001	177106817	6.0656	30	0.5473	0.6595	NONE	DUP	BAF_WEIGHTED	250	0.3879	176845001	176845001	2	4
chr3	177106818	177111776	7.6045	0	0	0.7054	DUP	DUP	BAF_WEIGHTED	4	0.3343	177106818	177106818	2	5
chr3	177111777	184183312	5.4554	2554	0.5627	0.5894	DUP	DUP	BAF_WEIGHTED	6705	0.3938	177111777	177111777	2	3
chr3	184183313	184193069	9.1152	1	0.5571	0.5485	DUP	DUP	BAF_WEIGHTED	8	0.5079	184183313	184183313	4	5
chr3	184193070	198295559	4.9999	6771	0.5612	0.6023	DUP	TELOMERE	BAF_WEIGHTED	12881	0.4155	184193070	184193070	2	3
chr4	1	479754	3.4062	9	0.6389	0.9889	TELOMERE	INV	BAF_WEIGHTED	272	0.4024	1	1	0	3
chr4	479755	483384	2.7483	0	0	1.0161	INV	INV	BAF_WEIGHTED	3	0.407	479755	479755	0	3
chr4	483385	26348907	2.0483	13310	0.6016	1.0217	INV	DUP	BAF_WEIGHTED	22320	0.4269	483385	483385	0	2
chr4	26348908	26460000	4.0654	3	0.64	0.9336	DUP	NONE	BAF_WEIGHTED	110	0.3886	26348908	26348908	0	4
chr4	26460001	29143390	3.8785	1686	0.5577	0.5158	NONE	DEL	BAF_WEIGHTED	2564	0.367	26460001	26460001	2	2
chr4	29143391	39235104	1.9893	4770	0.5959	1.0067	DEL	INV	BAF_WEIGHTED	9692	0.3622	29143391	29143391	0	2
chr4	39235105	39241297	3.72	2	0.5615	0.5376	INV	INV	BAF_WEIGHTED	5	0.3814	39235105	39235105	2	2
chr4	39241298	39242971	6.2079	0	0	0.6554	INV	DUP	STRUCTURAL_VARIANT	0	0	39241298	39241298	2	4
chr4	39242972	39500876	4.1395	172	0.5647	0.5169	DUP	DEL	BAF_WEIGHTED	245	0.4101	39242972	39242972	2	2
chr4	39500877	40503998	2.0754	605	0.5918	0.9689	DEL	DEL	BAF_WEIGHTED	975	0.4247	39500877	39500877	0	2
chr4	40503999	40655000	3.9916	136	0.5631	0.5042	DEL	NONE	BAF_WEIGHTED	148	0.4457	40503999	40503999	2	2
chr4	40655001	45275347	1.9499	2111	0.5946	1.0083	NONE	DEL	BAF_WEIGHTED	4385	0.3809	40655001	40655001	0	2
chr4	45275348	46676136	3.5933	326	0.561	0.5566	DEL	DUP	BAF_WEIGHTED	1309	0.3512	45275348	45275348	2	2
chr4	46676137	47405918	4.0074	531	0.5625	0.5009	DUP	DUP	BAF_WEIGHTED	690	0.364	46676137	46676137	2	2
chr4	47405919	50726025	2.2451	799	0.6071	1.0138	DUP	CENTROMERE	BAF_WEIGHTED	1569	0.3858	47405919	47405919	0	2
chr4	50726026	57227000	1.5123	1405	0.5758	1.0041	CENTROMERE	NONE	BAF_WEIGHTED	4932	0.4059	50726026	50726026	0	2
chr4	57227001	60131000	1.1228	1384	0.5758	1.1514	NONE	NONE	BAF_WEIGHTED	2606	0.3549	57227001	57227001	0	1
chr4	60131001	74088509	2.1557	5254	0.59	0.9567	NONE	BND	BAF_WEIGHTED	12464	0.3572	60131001	60131001	0	2
chr4	74088510	97112000	3.391	8754	0.5614	0.59	BND	NONE	BAF_WEIGHTED	21453	0.3763	74088510	74088510	1	2
chr4	97112001	98775514	5.1127	636	0.5938	0.7502	NONE	DEL	BAF_WEIGHTED	1508	0.3689	97112001	97112001	1	4
chr4	98775515	98775566	4.4511	0	0	0.9071	DEL	DEL	STRUCTURAL_VARIANT	0	0	98775515	98775515	0	4
chr4	98775567	102735996	5.4339	1071	0.5946	0.743	DEL	DUP	BAF_WEIGHTED	3703	0.374	98775567	98775567	1	4
chr4	102735997	102741910	7.5889	0	0	0.5178	DUP	DUP	BAF_WEIGHTED	5	0.4134	102735997	102735997	4	4
chr4	102741911	112749000	5.1997	3242	0.5969	0.7558	DUP	NONE	BAF_WEIGHTED	9140	0.3733	102741911	102741911	1	4
chr4	112749001	113465000	6.8132	342	0.5585	0.5871	NONE	NONE	BAF_WEIGHTED	693	0.3759	112749001	112749001	3	4
chr4	113465001	114140000	5.6228	413	0.5957	0.7408	NONE	NONE	BAF_WEIGHTED	641	0.3613	113465001	113465001	1	4
chr4	114140001	118883460	3.8672	2336	0.6602	1.0152	NONE	BND	BAF_WEIGHTED	4269	0.3499	114140001	114140001	0	4
chr4	118883461	141007495	4.0365	11089	0.6579	0.9918	BND	DUP	BAF_WEIGHTED	20427	0.3642	118883461	118883461	0	4
chr4	141007496	141033223	5.6754	6	0.7528	1.1326	DUP	DUP	BAF_WEIGHTED	25	0.3671	141007496	141007496	0	6
chr4	141033224	142256000	4.1413	331	0.659	0.9864	DUP	NONE	BAF_WEIGHTED	1135	0.3694	141033224	141033224	0	4
chr4	142256001	158370000	2.0547	5138	0.6	1.017	NONE	NONE	BAF_WEIGHTED	14863	0.381	142252001	142260001	0	2
chr4	158370001	159062000	3.7439	107	0.5532	0.5342	NONE	NONE	BAF_WEIGHTED	629	0.391	158370001	158370001	2	2
chr4	159062001	159295744	2.3001	45	0.5814	0.8831	NONE	DEL	BAF_WEIGHTED	227	0.3758	159062001	159062001	0	2
chr4	159295745	159295785	0	0	0	1	DEL	DEL	STRUCTURAL_VARIANT	0	0	159295745	159295745	0	0
chr4	159295786	185521000	1.8637	12397	0.5949	1.033	DEL	NONE	BAF_WEIGHTED	24747	0.3716	159295786	159295786	0	2
chr4	185521001	190214555	1.819	2500	0.6	1.0687	NONE	TELOMERE	BAF_WEIGHTED	3874	0.3995	185521001	185521001	0	2
chr5	1	1542000	5.2406	759	0.56	0.5725	TELOMERE	NONE	BAF_WEIGHTED	876	0.5376	1	1	2	3
chr5	1542001	4315703	3.9441	1657	0.5581	0.5071	NONE	DUP	BAF_WEIGHTED	2546	0.4511	1542001	1542001	2	2
chr5	4315704	4319051	5.0658	0	0	0.5856	DUP	DUP	BAF_WEIGHTED	3	0.3957	4315704	4315704	2	3
chr5	4319052	10955000	3.9529	3628	0.5569	0.5311	DUP	NONE	BAF_WEIGHTED	6301	0.4134	4319052	4319052	2	2
chr5	10955001	11131000	2.5678	84	0.5768	0.8318	NONE	NONE	BAF_WEIGHTED	175	0.4184	10955001	10955001	0	2
chr5	11131001	16029232	3.8329	2098	0.5565	0.5609	NONE	DEL	BAF_WEIGHTED	4711	0.3893	11131001	11131001	2	2
chr5	16029233	16029494	1.6616	0	0	1	DEL	DEL	STRUCTURAL_VARIANT	0	0	16029233	16029233	0	2
chr5	16029495	34062000	3.5158	8894	0.5578	0.5729	DEL	NONE	BAF_WEIGHTED	16367	0.3667	16029495	16029495	2	2
chr5	34062001	42076000	4.5602	3254	0.5581	0.6579	NONE	NONE	BAF_WEIGHTED	7162	0.3898	34062001	34062001	2	3
chr5	42076001	48272853	3.6645	1116	0.5573	0.5213	NONE	CENTROMERE	BAF_WEIGHTED	3853	0.3729	42076001	42076001	2	2
chr5	48272854	52656000	1.77	1238	0.5909	1.0288	CENTROMERE	NONE	BAF_WEIGHTED	2068	0.3547	48272854	48272854	0	2
chr5	52656001	91162951	2.1695	16225	0.5997	0.993	NONE	INV	BAF_WEIGHTED	34127	0.386	52656001	52656001	0	2
chr5	91162952	91272000	4.7252	46	0.6824	1.0114	INV	NONE	BAF_WEIGHTED	109	0.3903	91162952	91162952	0	5
chr5	91272001	94276813	2.4339	576	0.6104	0.9974	NONE	INV	BAF_WEIGHTED	2826	0.3613	91272001	91272001	0	2
chr5	94276814	112355600	2.3731	8225	0.6042	0.9816	INV	INV	BAF_WEIGHTED	16660	0.3643	94276814	94276814	0	2
chr5	112355601	112362094	4.1246	0	0	0.9894	INV	INV	BAF_WEIGHTED	4	0.3952	112355601	112355601	0	4
chr5	112362095	112367163	4.7831	2	0.7156	1.0999	INV	SGL	BAF_WEIGHTED	4	0.392	112362095	112362095	0	5
chr5	112367164	118325552	1.9566	2611	0.5919	0.9913	SGL	DUP	BAF_WEIGHTED	5561	0.3824	112367164	112367164	0	2
chr5	118325553	118334911	3.7499	0	0	1.0004	DUP	DUP	BAF_WEIGHTED	8	0.386	118325553	118325553	0	4
chr5	118334912	131742075	2.0172	5636	0.595	1.0007	DUP	DUP	BAF_WEIGHTED	12506	0.3752	118334912	118334912	0	2
chr5	131742076	131744108	2.1674	0	0	1.0006	DUP	DUP	BAF_WEIGHTED	1	0.381	131742076	131742076	0	2
chr5	131744109	141723000	2.099	3489	0.5928	0.9691	DUP	NONE	BAF_WEIGHTED	9342	0.4404	131744109	131744109	0	2
chr5	141723001	142227000	3.7845	222	0.6582	1.0146	NONE	NONE	BAF_WEIGHTED	482	0.4661	141723001	141723001	0	4
chr5	142227001	162436457	2.022	8762	0.596	1.0015	NONE	DEL	BAF_WEIGHTED	19111	0.4077	142227001	142227001	0	2
chr5	162436458	162436491	0.2165	0	0	1	DEL	DEL	STRUCTURAL_VARIANT	0	0	162436458	162436458	0	0
chr5	162436492	163355264	1.8626	470	0.5942	1.0254	DEL	DEL	BAF_WEIGHTED	820	0.3667	162436492	162436492	0	2
chr5	163355265	163355305	0	0	0	1	DEL	DEL	STRUCTURAL_VARIANT	0	0	163355265	163355265	0	0
chr5	163355306	181538259	1.9888	9074	0.598	1.0189	DEL	TELOMERE	BAF_WEIGHTED	16033	0.4339	163355306	163355306	0	2
chr6	1	42059573	4.6158	25598	0.5598	0.6569	TELOMERE	DUP	BAF_WEIGHTED	39044	0.4249	1	1	2	3
chr6	42059574	42061154	8.0084	0	0	0.6214	DUP	DUP	STRUCTURAL_VARIANT	0	0	42059574	42059574	3	5
chr6	42061155	44105295	4.6951	675	0.564	0.6383	DUP	DUP	BAF_WEIGHTED	1953	0.4755	42061155	42061155	2	3
chr6	44105296	44142780	7.3511	2	0.5664	0.5441	DUP	DUP	BAF_WEIGHTED	34	0.499	44105296	44105296	3	4
chr6	44142781	48089415	4.7892	2185	0.5612	0.626	DUP	DEL	BAF_WEIGHTED	3703	0.4024	44142781	44142781	2	3
chr6	48089416	48089901	0.3483	0	0	1	DEL	DEL	STRUCTURAL_VARIANT	0	0	48089416	48089416	0	0
chr6	48089902	48151226	4.1849	44	0.5556	0.5221	DEL	DEL	BAF_WEIGHTED	53	0.358	48089902	48089902	2	2
chr6	48151227	48151283	1.693	0	0	0.9876	DEL	DEL	STRUCTURAL_VARIANT	0	0	48151227	48151227	0	2
chr6	48151284	59191910	4.6771	4876	0.5613	0.6425	DEL	CENTROMERE	BAF_WEIGHTED	8584	0.3736	48151284	48151284	2	3
chr6	59191911	90451490	3.1249	15834	0.5651	0.648	CENTROMERE	DUP	BAF_WEIGHTED	26715	0.3703	59191911	59191911	1	2
chr6	90451491	90458190	5.6945	9	0.6222	0.8052	DUP	DUP	BAF_WEIGHTED	6	0.4157	90451491	90451491	1	5
chr6	90458191	96668877	2.9849	3179	0.5641	0.67	DUP	DEL	BAF_WEIGHTED	5831	0.3522	90458191	90458191	1	2
chr6	96668878	96669967	1.4239	0	0	0.6917	DEL	DEL	STRUCTURAL_VARIANT	0	0	96668878	96668878	0	1
chr6	96669968	98884000	3.0017	289	0.5714	0.7742	DEL	NONE	BAF_WEIGHTED	2107	0.3647	96669968	96669968	1	2
chr6	98884001	99566000	5.079	377	0.5957	0.7564	NONE	NONE	BAF_WEIGHTED	636	0.3916	98884001	98884001	1	4
chr6	99566001	127391815	3.0517	10779	0.5613	0.659	NONE	DUP	BAF_WEIGHTED	26005	0.3771	99566001	99566001	1	2
chr6	127391816	127393888	5.7471	0	0	0.6501	DUP	DUP	BAF_WEIGHTED	1	0.377	127391816	127391816	2	4
chr6	127393889	136428000	3.216	3960	0.5634	0.6228	DUP	NONE	BAF_WEIGHTED	8599	0.379	127393889	127393889	1	2
