chromosome	start	end	copyNumber	bafCount	observedBAF	baf	segmentStartSupport	segmentEndSupport	method	depthWindowCount	gcContent	minStart	maxStart	minor_cn	major_cn
chr1	50428001	50987000	1.7013	112	0.5819	0.8178	NONE	NONE	BAF_WEIGHTED	531	0.3835	50428001	50428001	0	1
chr1	50987001	51214000	2.6956	42	0.5811	0.7284	NONE	NONE	BAF_WEIGHTED	222	0.3972	50987001	50987001	1	2
chr1	51214001	51885000	1.3796	83	0.5714	0.7248	NONE	NONE	BAF_WEIGHTED	639	0.4094	51214001	51214001	0	1
chr1	51885001	52575331	2.1333	63	0.5814	0.7682	NONE	BND	BAF_WEIGHTED	663	0.4197	51885001	51885001	0	2
chr1	52575332	52588956	3.5064	0	0	0.8287	BND	BND	BAF_WEIGHTED	12	0.4365	52575332	52575332	1	3
chr1	52588957	55127500	2.3494	1668	0.5792	0.7443	BND	NONE	BAF_WEIGHTED	2385	0.4709	52588957	52588957	1	2
chr1	55127501	55220000	1.0334	56	0.5836	0.9794	NONE	NONE	BAF_WEIGHTED	90	0.3736	55127001	55128001	0	1
chr1	55220001	56883000	2.3727	999	0.5758	0.5785	NONE	NONE	BAF_WEIGHTED	1590	0.4061	55220001	55220001	1	1
chr1	56883001	57556700	3.0069	388	0.5714	0.6651	NONE	DEL	BAF_WEIGHTED	661	0.4091	56883001	56883001	1	2
chr1	57556701	57556737	1.3975	0	0	0.7052	DEL	DEL	STRUCTURAL_VARIANT	0	0	57556701	57556701	0	1
chr1	57556738	58317000	2.9854	449	0.5676	0.6699	DEL	NONE	BAF_WEIGHTED	718	0.4086	57556738	57556738	1	2
chr1	58317001	58699000	3.7343	275	0.6207	0.779	NONE	NONE	BAF_WEIGHTED	355	0.4075	58317001	58317001	1	3
chr1	58699001	59025000	1.4178	201	0.5833	0.871	NONE	NONE	BAF_WEIGHTED	311	0.4301	58699001	58699001	0	1
chr1	59025001	59983000	1.934	359	0.5714	0.5171	NONE	NONE	BAF_WEIGHTED	895	0.4009	59025001	59025001	1	1
chr1	59983001	61042000	2.7154	379	0.5667	0.6317	NONE	NONE	BAF_WEIGHTED	987	0.3866	59983001	59983001	1	2
chr1	61042001	61455000	1.4761	104	0.5779	0.8363	NONE	NONE	BAF_WEIGHTED	408	0.3931	61042001	61042001	0	1
chr1	61455001	64862000	2.2715	2223	0.5758	0.5598	NONE	NONE	BAF_WEIGHTED	3273	0.4043	61455001	61455001	1	1
chr1	64862001	64968000	1.0358	25	0.6	1.0727	NONE	NONE	BAF_WEIGHTED	101	0.4145	64862001	64862001	0	1
chr1	64968001	66241000	2.4915	756	0.5714	0.5986	NONE	NONE	BAF_WEIGHTED	1165	0.3876	64968001	64968001	1	1
chr1	66241001	66382000	0.3905	2	0.6575	1	NONE	NONE	BAF_WEIGHTED	140	0.3903	66241001	66241001	0	0
chr1	66382001	67871000	2.0078	539	0.5789	0.7713	NONE	NONE	BAF_WEIGHTED	1417	0.3965	66382001	66382001	0	2
chr1	67871001	70117000	2.8218	1249	0.5789	0.7158	NONE	NONE	BAF_WEIGHTED	2097	0.3723	67871001	67871001	1	2
chr1	70117001	70362000	1.6413	134	0.5714	0.6093	NONE	NONE	BAF_WEIGHTED	242	0.3696	70117001	70117001	1	1
chr1	70362001	72301000	2.6066	797	0.5714	0.6164	NONE	NONE	BAF_WEIGHTED	1853	0.3633	70362001	70362001	1	2
chr1	72301001	74175000	3.0275	1183	0.5714	0.6606	NONE	NONE	BAF_WEIGHTED	1742	0.3491	72301001	72301001	1	2
chr1	74175001	77554000	2.5272	1364	0.5758	0.6043	NONE	NONE	BAF_WEIGHTED	3143	0.3776	74175001	74175001	1	2
chr1	77554001	78158000	1.8585	124	0.5714	0.5381	NONE	NONE	BAF_WEIGHTED	583	0.3864	77554001	77554001	1	1
chr1	78158001	78605000	2.7305	195	0.5625	0.6338	NONE	NONE	BAF_WEIGHTED	401	0.3773	78158001	78158001	1	2
chr1	78605001	78691000	1.3113	43	0.5714	0.7626	NONE	NONE	BAF_WEIGHTED	83	0.3654	78605001	78605001	0	1
chr1	78691001	81428000	2.9395	2036	0.5731	0.6472	NONE	NONE	BAF_WEIGHTED	2578	0.353	78691001	78691001	1	2
chr1	81428001	83724515	2.4923	1047	0.5758	0.5988	NONE	BND	BAF_WEIGHTED	1878	0.3678	81428001	81428001	1	1
chr1	83724516	88070000	1.6028	1473	0.5714	0.6329	BND	NONE	BAF_WEIGHTED	4050	0.3851	83724516	83724516	1	1
chr1	88070001	88648000	2.4788	165	0.5714	0.5966	NONE	NONE	BAF_WEIGHTED	564	0.3742	88070001	88070001	1	1
chr1	88648001	90048000	1.0795	547	0.575	0.9264	NONE	NONE	BAF_WEIGHTED	1275	0.3902	88648001	88648001	0	1
chr1	90048001	90900000	2.1436	373	0.5667	0.5335	NONE	NONE	BAF_WEIGHTED	803	0.3895	90048001	90048001	1	1
chr1	90900001	91025000	0.7737	21	0.5926	1	NONE	NONE	BAF_WEIGHTED	118	0.3604	90900001	90900001	0	1
chr1	91025001	95157000	1.6084	2276	0.5714	0.6218	NONE	NONE	BAF_WEIGHTED	3853	0.4062	91025001	91025001	1	1
chr1	95157001	96716000	2.1619	1019	0.5667	0.5374	NONE	NONE	BAF_WEIGHTED	1461	0.3747	95157001	95157001	1	1
chr1	96716001	96823000	0.9778	62	0.5833	1	NONE	NONE	BAF_WEIGHTED	104	0.3528	96716001	96716001	0	1
chr1	96823001	99666000	1.9729	1420	0.5676	0.5069	NONE	NONE	BAF_WEIGHTED	2702	0.3605	96823001	96823001	1	1
chr1	99666001	101315000	3.9379	1049	0.6548	0.8474	NONE	NONE	BAF_WEIGHTED	1562	0.3823	99666001	99666001	1	3
chr1	101315001	102180976	4.6356	660	0.6428	0.7936	NONE	BND	BAF_WEIGHTED	831	0.3626	101315001	101315001	1	4
chr1	102180977	103513000	2.0213	473	0.5641	0.5053	BND	NONE	BAF_WEIGHTED	1205	0.3419	102180977	102180977	1	1
chr1	103513001	103594000	0.875	16	0.5578	0.5777	NONE	NONE	BAF_WEIGHTED	74	0.3584	103513001	103513001	0	1
chr1	103594001	107041000	2.2703	1603	0.5691	0.5607	NONE	NONE	BAF_WEIGHTED	3076	0.3472	103594001	103611001	1	1
chr1	107041001	107731000	1.7172	315	0.5769	0.5824	NONE	NONE	BAF_WEIGHTED	666	0.377	107041001	107041001	1	1
chr1	107731001	110417000	1.2139	1370	0.5816	0.9103	NONE	NONE	BAF_WEIGHTED	2272	0.4348	107731001	107731001	0	1
chr1	110417001	111040104	1.8438	353	0.5669	0.5468	NONE	BND	BAF_WEIGHTED	599	0.4231	110417001	110417001	1	1
chr1	111040105	111057000	5.0756	19	0.6111	0.7183	BND	NONE	BAF_WEIGHTED	15	0.349	111040105	111040105	1	4
chr1	111057001	111772000	3.616	460	0.6405	0.8308	NONE	NONE	BAF_WEIGHTED	665	0.4089	111057001	111057001	1	3
chr1	111772001	112368000	5.9904	244	0.6641	0.7985	NONE	NONE	BAF_WEIGHTED	543	0.4492	111772001	111772001	1	5
chr1	112368001	113985000	4.241	577	0.6579	0.8402	NONE	NONE	BAF_WEIGHTED	1518	0.4112	112368001	112368001	1	4
chr1	113985001	114384000	5.7304	186	0.6825	0.8385	NONE	NONE	BAF_WEIGHTED	372	0.4433	113985001	113985001	1	5
chr1	114384001	114784000	4.1616	0	0	0.7777	NONE	NONE	BAF_WEIGHTED	391	0.394	114384001	114384001	1	3
chr1	114784001	115478217	4.8827	60	0.6493	0.799	NONE	DEL	BAF_WEIGHTED	649	0.4021	114784001	114784001	1	4
chr1	115478218	115479278	0.9156	0	0	1	DEL	DEL	STRUCTURAL_VARIANT	0	0	115478218	115478218	0	1
chr1	115479279	116106000	4.8132	411	0.65	0.8026	DEL	NONE	BAF_WEIGHTED	596	0.4096	115479279	115479279	1	4
chr1	116106001	117728000	3.6964	692	0.641	0.8301	NONE	NONE	BAF_WEIGHTED	1471	0.424	116106001	116106001	1	3
chr1	117728001	117895000	4.7675	8	0.6126	0.7282	NONE	NONE	BAF_WEIGHTED	157	0.3915	117721001	117728001	1	3
chr1	117895001	117971000	1.8212	5	0.5517	0.5491	NONE	NONE	BAF_WEIGHTED	73	0.372	117895001	117895001	1	1
chr1	117971001	119603000	3.1173	663	0.5849	0.7183	NONE	NONE	BAF_WEIGHTED	1469	0.3901	117971001	117971001	1	2
chr1	119603001	123605522	2.0912	397	0.5909	0.8037	NONE	CENTROMERE	BAF_WEIGHTED	413	0.416	119603001	119603001	0	2
chr1	123605523	145882000	3.3694	3	0.5349	0.5936	CENTROMERE	NONE	BAF_WEIGHTED	174	0.4408	123605523	123605523	1	2
chr1	145882001	146473000	1.9637	3	0.5789	0.7756	NONE	NONE	BAF_WEIGHTED	158	0.4572	145882001	145882001	0	2
chr1	146473001	148300000	3.673	829	0.5671	0.5476	NONE	NONE	BAF_WEIGHTED	780	0.4126	146052001	146894001	2	2
chr1	148300001	151963574	3.0271	1165	0.5682	0.6607	NONE	DEL	BAF_WEIGHTED	2050	0.447	148296001	148304001	1	2
chr1	151963575	152058000	0.89	12	0.6079	1	DEL	NONE	BAF_WEIGHTED	92	0.436	151963575	151963575	0	1
chr1	152058001	153481000	2.4065	543	0.6376	0.9152	NONE	NONE	BAF_WEIGHTED	1219	0.4135	152058001	152058001	0	2
chr1	153481001	153993000	1.2391	155	0.6486	1.2358	NONE	NONE	BAF_WEIGHTED	483	0.4821	153481001	153481001	0	1
chr1	153993001	154933000	1.8943	524	0.6538	1.0514	NONE	NONE	BAF_WEIGHTED	891	0.4622	153993001	153993001	0	2
chr1	154933001	155017500	0.504	15	0.5882	1	NONE	NONE	BAF_WEIGHTED	67	0.5419	154933001	154933001	0	1
chr1	155017501	155019569	1.9244	0	0	0.5431	NONE	DEL	BAF_WEIGHTED	1	0.621	155017001	155018001	1	1
chr1	155019570	156096000	3.0486	278	0.5714	0.6572	DEL	NONE	BAF_WEIGHTED	914	0.4714	155019570	155019570	1	2
chr1	156096001	156131000	0.705	8	0.5941	1	NONE	NONE	BAF_WEIGHTED	32	0.5323	156096001	156096001	0	1
chr1	156131001	157129000	3.1172	456	0.5717	0.644	NONE	NONE	BAF_WEIGHTED	915	0.4972	156131001	156131001	1	2
chr1	157129001	157168500	1.8514	42	0.5862	0.8142	NONE	NONE	BAF_WEIGHTED	37	0.4548	157129001	157129001	0	2
chr1	157168501	158128000	3.9384	836	0.5679	0.5078	NONE	NONE	BAF_WEIGHTED	877	0.4254	157168001	157169001	2	2
chr1	158128001	158997000	5.1185	796	0.5738	0.5861	NONE	NONE	BAF_WEIGHTED	773	0.3754	158128001	158128001	2	3
chr1	158997001	159013000	1.1398	5	0.5769	0.8773	NONE	NONE	BAF_WEIGHTED	15	0.3748	158997001	158997001	0	1
chr1	159013001	159090000	3.4206	6	0.6139	0.7771	NONE	NONE	BAF_WEIGHTED	71	0.3906	159013001	159013001	1	3
chr1	159090001	159768000	5.5609	404	0.5638	0.5395	NONE	NONE	BAF_WEIGHTED	595	0.3882	159090001	159090001	3	3
chr1	159768001	160845000	4.0544	606	0.5714	0.5067	NONE	NONE	BAF_WEIGHTED	1008	0.4489	159767001	159769001	2	2
chr1	160845001	160984000	5.433	62	0.5917	0.6743	NONE	NONE	BAF_WEIGHTED	122	0.439	160845001	160845001	2	4
chr1	160984001	162862000	4.142	995	0.5707	0.6057	NONE	NONE	BAF_WEIGHTED	1553	0.4274	160984001	160984001	2	3
chr1	162862001	164557000	5.3734	1028	0.5676	0.5583	NONE	NONE	BAF_WEIGHTED	1601	0.3769	162862001	162862001	2	3
chr1	164557001	164860000	3.3833	52	0.5695	0.5911	NONE	NONE	BAF_WEIGHTED	298	0.4163	164557001	164557001	1	2
chr1	164860001	165589000	5.2738	453	0.561	0.5689	NONE	NONE	BAF_WEIGHTED	698	0.4211	164860001	164860001	2	3
chr1	165589001	165930000	3.6104	184	0.5714	0.554	NONE	NONE	BAF_WEIGHTED	321	0.4187	165589001	165589001	2	2
chr1	165930001	166832000	5.4679	803	0.5682	0.5487	NONE	NONE	BAF_WEIGHTED	799	0.402	165930001	165930001	2	3
chr1	166832001	167206000	4.4649	140	0.5714	0.5521	NONE	NONE	BAF_WEIGHTED	366	0.4244	166832001	166832001	2	2
chr1	167206001	167710000	3.6072	242	0.575	0.5544	NONE	NONE	BAF_WEIGHTED	496	0.4232	167206001	167206001	2	2
chr1	167710001	167791000	2.2945	44	0.5769	0.5642	NONE	NONE	BAF_WEIGHTED	79	0.4162	167710001	167710001	1	1
chr1	167791001	167915992	4.0953	90	0.5714	0.5116	NONE	INV	BAF_WEIGHTED	114	0.4221	167791001	167791001	2	2
chr1	167915993	167916556	5.6461	0	0	0.6848	INV	INV	STRUCTURAL_VARIANT	0	0	167915993	167915993	2	4
chr1	167916557	167916718	6.04	0	0	0.7053	INV	INV	STRUCTURAL_VARIANT	0	0	167916557	167916557	2	4
chr1	167916719	167922348	4.9398	0	0	0.6397	INV	INV	BAF_WEIGHTED	5	0.3564	167916719	167916719	2	3
chr1	167922349	169771000	4.0667	1488	0.5743	0.5623	INV	NONE	BAF_WEIGHTED	1714	0.3937	167922349	167922349	2	2
chr1	169771001	170014000	3.265	316	0.5806	0.7015	NONE	NONE	BAF_WEIGHTED	232	0.3691	169771001	169771001	1	2
chr1	170014001	170908004	4.4291	568	0.5714	0.5472	NONE	DUP	BAF_WEIGHTED	835	0.3772	170014001	170014001	2	2
chr1	170908005	171079000	6.98	9	0.6296	0.7205	DUP	NONE	BAF_WEIGHTED	165	0.375	170908005	170908005	2	5
chr1	171079001	171163549	4.754	117	0.6207	0.745	NONE	DUP	BAF_WEIGHTED	78	0.3784	171078001	171080001	1	4
chr1	171163550	172135000	4.1254	572	0.5714	0.5152	DUP	NONE	BAF_WEIGHTED	908	0.3981	171163550	171163550	2	2
chr1	172135001	172612000	3.0903	401	0.5667	0.6472	NONE	NONE	BAF_WEIGHTED	438	0.372	172135001	172135001	1	2
chr1	172612001	174868000	4.2687	525	0.5682	0.659	NONE	NONE	BAF_WEIGHTED	2053	0.387	172612001	172612001	1	3
chr1	174868001	175030000	2.6956	16	0.5826	0.7325	NONE	NONE	BAF_WEIGHTED	157	0.3931	174868001	174868001	1	2
chr1	175030001	175145000	5.0375	96	0.5792	0.6562	NONE	NONE	BAF_WEIGHTED	105	0.4403	175030001	175030001	2	3
chr1	175145001	175325500	3.4897	114	0.5758	0.5731	NONE	NONE	BAF_WEIGHTED	173	0.4224	175145001	175145001	1	2
chr1	175325501	175958000	4.8866	345	0.5682	0.6139	NONE	NONE	BAF_WEIGHTED	620	0.4359	175325001	175326001	2	3
chr1	175958001	176223000	3.4718	131	0.5714	0.5761	NONE	NONE	BAF_WEIGHTED	244	0.3618	175958001	175958001	1	2
chr1	176223001	178028000	5.159	604	0.5656	0.5815	NONE	NONE	BAF_WEIGHTED	1691	0.4033	176223001	176223001	2	3
chr1	178028001	178480000	3.5457	4	0.5395	0.5641	NONE	NONE	BAF_WEIGHTED	432	0.3764	178028001	178028001	2	2
chr1	178480001	179014000	4.3815	237	0.5652	0.5435	NONE	NONE	BAF_WEIGHTED	498	0.4144	178480001	178480001	2	2
chr1	179014001	179384000	3.7589	304	0.5759	0.5321	NONE	NONE	BAF_WEIGHTED	355	0.4203	179014001	179014001	2	2
chr1	179384001	179809000	5.2393	356	0.5611	0.5731	NONE	NONE	BAF_WEIGHTED	383	0.4021	179384001	179384001	2	3
chr1	179809001	181169000	4.0194	641	0.5714	0.5024	NONE	NONE	BAF_WEIGHTED	1284	0.415	179809001	179809001	2	2
chr1	181169001	181996000	5.5084	538	0.566	0.5446	NONE	NONE	BAF_WEIGHTED	776	0.4306	181169001	181169001	3	3
chr1	181996001	183713650	4.2545	538	0.5714	0.5299	NONE	DEL	BAF_WEIGHTED	1650	0.417	181996001	181996001	2	2
chr1	183713651	183713682	2.3399	0	0	0.9635	DEL	DEL	STRUCTURAL_VARIANT	0	0	183713651	183713651	0	2
chr1	183713683	185285000	4.1584	519	0.5676	0.519	DEL	NONE	BAF_WEIGHTED	1499	0.3954	183713683	183713683	2	2
chr1	185285001	185736500	3.4556	218	0.5676	0.5788	NONE	NONE	BAF_WEIGHTED	421	0.3861	185285001	185285001	1	2
chr1	185736501	192472000	4.9431	4086	0.5658	0.6014	NONE	NONE	BAF_WEIGHTED	6403	0.3457	185736001	185737001	2	3
chr1	192472001	192586000	1.9383	84	0.5714	0.5159	NONE	NONE	BAF_WEIGHTED	98	0.3672	192472001	192472001	1	1
chr1	192586001	197436000	4.4501	2664	0.5696	0.5879	NONE	NONE	BAF_WEIGHTED	4475	0.3512	192586001	192586001	2	3
chr1	197436001	198901000	3.4707	534	0.5789	0.6902	NONE	NONE	BAF_WEIGHTED	1388	0.3608	197436001	197436001	1	2
chr1	198901001	198939000	1.7307	17	0.575	0.5778	NONE	NONE	BAF_WEIGHTED	38	0.3365	198901001	198901001	1	1
chr1	198939001	199193242	3.7907	120	0.5833	0.6909	NONE	DUP	BAF_WEIGHTED	247	0.3518	198939001	198939001	1	3
chr1	199193243	199198104	7.0491	0	0	0.8338	DUP	DUP	BAF_WEIGHTED	4	0.3512	199193243	199193243	1	6
chr1	199198105	199248000	3.6747	30	0.5829	0.6935	DUP	NONE	BAF_WEIGHTED	49	0.3723	199198105	199198105	1	3
chr1	199248001	200271000	4.8287	619	0.5882	0.6776	NONE	NONE	BAF_WEIGHTED	977	0.3835	199248001	199248001	2	3
chr1	200271001	200925000	3.4258	201	0.5789	0.6917	NONE	NONE	BAF_WEIGHTED	638	0.4116	200271001	200271001	1	2
chr1	200925001	200974030	4.5451	29	0.575	0.66	NONE	DUP	BAF_WEIGHTED	46	0.4695	200925001	200925001	2	3
chr1	200974031	200974201	5.1451	0	0	0.7223	DUP	DUP	STRUCTURAL_VARIANT	0	0	200974031	200974031	1	4
chr1	200974202	201333990	4.3087	353	0.5718	0.6683	DUP	DEL	BAF_WEIGHTED	327	0.5109	200974202	200974202	1	3
chr1	201333991	201334034	3.0558	0	0	0.5942	DEL	DEL	STRUCTURAL_VARIANT	0	0	201333991	201333991	1	2
chr1	201334035	203266500	3.9551	662	0.5833	0.6864	DEL	NONE	BAF_WEIGHTED	1624	0.4766	201334035	201334035	1	3
chr1	203266501	203345000	1.8943	47	0.5909	0.8259	NONE	NONE	BAF_WEIGHTED	75	0.4886	203266001	203267001	0	2
chr1	203345001	204587000	3.7955	439	0.5778	0.6782	NONE	NONE	BAF_WEIGHTED	1200	0.466	203345001	203345001	1	3
chr1	204587001	205172000	4.5285	298	0.5883	0.6839	NONE	NONE	BAF_WEIGHTED	573	0.4713	204587001	204587001	1	3
chr1	205172001	206938000	3.4707	773	0.5862	0.7078	NONE	NONE	BAF_WEIGHTED	1429	0.4677	205172001	205172001	1	2
chr1	206938001	207057000	2.1682	82	0.5797	0.7599	NONE	NONE	BAF_WEIGHTED	117	0.4439	206938001	206938001	1	2
chr1	207057001	207742000	4.2862	400	0.5797	0.6709	NONE	NONE	BAF_WEIGHTED	547	0.3872	207057001	207057001	1	3
chr1	207742001	207888000	2.8457	71	0.5769	0.7028	NONE	NONE	BAF_WEIGHTED	136	0.4406	207742001	207742001	1	2
chr1	207888001	208260000	3.9694	117	0.5833	0.6861	NONE	NONE	BAF_WEIGHTED	367	0.4619	207888001	207888001	1	3
chr1	208260001	209350000	5.0582	498	0.5814	0.6602	NONE	NONE	BAF_WEIGHTED	1052	0.4046	208260001	208260001	2	3
chr1	209350001	209440000	3.4548	55	0.5833	0.7014	NONE	NONE	BAF_WEIGHTED	90	0.4314	209350001	209350001	1	2
chr1	209440001	209565000	5.0399	44	0.5606	0.5953	NONE	NONE	BAF_WEIGHTED	118	0.4268	209440001	209440001	2	3
chr1	209565001	209904000	3.4599	215	0.5818	0.6976	NONE	NONE	BAF_WEIGHTED	334	0.4439	209565001	209565001	1	2
chr1	209904001	210223000	5.1261	255	0.5641	0.5852	NONE	NONE	BAF_WEIGHTED	282	0.3706	209904001	209904001	2	3
chr1	210223001	210408000	3.2618	199	0.575	0.6132	NONE	NONE	BAF_WEIGHTED	179	0.4332	210223001	210223001	1	2
chr1	210408001	210653000	4.6031	237	0.5814	0.668	NONE	NONE	BAF_WEIGHTED	239	0.4198	210408001	210408001	2	3
chr1	210653001	211253000	5.3965	286	0.5823	0.6571	NONE	NONE	BAF_WEIGHTED	534	0.4129	210653001	210653001	2	4
chr1	211253001	212540000	3.7629	592	0.5806	0.6855	NONE	NONE	BAF_WEIGHTED	1219	0.4271	211253001	211253001	1	3
chr1	212540001	212614000	2.2854	42	0.5755	0.5624	NONE	NONE	BAF_WEIGHTED	70	0.4219	212540001	212540001	1	1
chr1	212614001	213401000	4.2378	419	0.575	0.5281	NONE	NONE	BAF_WEIGHTED	736	0.4134	212614001	212614001	2	2
chr1	213401001	213607141	5.3456	138	0.5833	0.6596	NONE	DEL	BAF_WEIGHTED	199	0.4195	213401001	213401001	2	4
chr1	213607142	213607261	3.3352	0	0	0.5382	DEL	DEL	STRUCTURAL_VARIANT	0	0	213607142	213607142	2	2
chr1	213607262	214206000	5.4267	260	0.589	0.6692	DEL	NONE	BAF_WEIGHTED	580	0.411	213607262	213607262	2	4
chr1	214206001	214629000	3.6263	295	0.5854	0.7007	NONE	NONE	BAF_WEIGHTED	414	0.4128	214206001	214206001	1	3
chr1	214629001	218283000	4.7254	2075	0.575	0.6349	NONE	NONE	BAF_WEIGHTED	3523	0.3709	214629001	214629001	2	3
chr1	218283001	218502000	3.5755	55	0.5789	0.687	NONE	NONE	BAF_WEIGHTED	216	0.4013	218283001	218283001	1	2
chr1	218502001	219966000	4.4308	977	0.58	0.6684	NONE	NONE	BAF_WEIGHTED	1361	0.3798	218502001	218502001	1	3
chr1	219966001	220281000	3.6104	172	0.5714	0.554	NONE	NONE	BAF_WEIGHTED	305	0.3868	219966001	219966001	2	2
chr1	220281001	222837366	4.4248	1364	0.5781	0.5896	NONE	DEL	BAF_WEIGHTED	2393	0.398	220281001	220281001	2	3
chr1	222837367	222837459	2.0485	0	0	1	DEL	DEL	STRUCTURAL_VARIANT	0	0	222837367	222837367	0	2
chr1	222837460	223695000	4.1679	611	0.575	0.5201	DEL	NONE	BAF_WEIGHTED	741	0.4363	222837460	222837460	2	2
chr1	223695001	224554000	3.5072	347	0.5771	0.5949	NONE	NONE	BAF_WEIGHTED	678	0.4281	223695001	223695001	1	2
chr1	224554001	224976000	4.7206	301	0.5686	0.6355	NONE	NONE	BAF_WEIGHTED	400	0.4283	224554001	224554001	2	3
chr1	224976001	225399000	6.0787	245	0.6	0.6806	NONE	NONE	BAF_WEIGHTED	379	0.3705	224974001	224978001	2	4
chr1	225399001	226096000	4.2378	218	0.5897	0.6933	NONE	NONE	BAF_WEIGHTED	661	0.4475	225399001	225399001	1	3
chr1	226096001	226143000	2.8782	36	0.6	0.7701	NONE	NONE	BAF_WEIGHTED	41	0.5148	226096001	226096001	1	2
chr1	226143001	226650000	3.3603	241	0.7292	1.0632	NONE	NONE	BAF_WEIGHTED	491	0.4563	226143001	226143001	0	3
