	segment_id	sig_max	major_cn	minor_cn	N1	N2	N3	N8	N4	N9	N11	N10	N12	N7	N6	N5
104	chr11:12975348-15896044	SBS13	3	0	2	0	0	0	0	0	0	0	0	0	0	0
105	chr11:12975348-15896044	SBS3	3	0	3	1	1	0	0	0	0	0	0	0	0	0
106	chr11:12975348-15896044	SBS5	3	0	1	0	0	0	0	0	0	0	0	0	0	0
107	chr11:130937001-135086622	SBS1	2	0	4	0	0	0	0	0	0	0	0	0	0	0
108	chr11:130937001-135086622	SBS13	2	0	2	0	0	0	0	0	0	0	0	0	0	0
109	chr11:130937001-135086622	SBS3	2	0	17	1	0	0	0	0	0	0	0	0	0	0
110	chr11:130937001-135086622	SBS5	2	0	1	0	0	0	0	0	0	0	0	0	0	0
111	chr11:15896045-16023473	SBS3	3	1	1	0	0	0	0	0	0	0	0	0	0	0
112	chr11:16024078-24210330	SBS1	3	1	1	0	0	0	0	0	0	0	0	0	0	0
113	chr11:16024078-24210330	SBS100	3	1	2	0	0	0	0	0	0	0	0	0	0	0
114	chr11:16024078-24210330	SBS13	3	1	2	0	0	0	0	0	0	0	0	0	0	0
115	chr11:16024078-24210330	SBS3	3	1	26	10	3	0	0	0	0	0	0	0	0	0
116	chr11:16024078-24210330	SBS5	3	1	0	1	1	0	0	0	0	0	0	0	0	0
117	chr11:24210533-28300860	SBS100	3	1	2	0	0	0	0	0	0	0	0	0	0	0
118	chr11:24210533-28300860	SBS13	3	1	1	0	0	0	0	0	0	0	0	0	0	0
119	chr11:24210533-28300860	SBS3	3	1	18	4	1	0	0	0	0	0	0	0	0	0
120	chr11:24210533-28300860	SBS5	3	1	0	1	0	0	0	0	0	0	0	0	0	0
121	chr11:28300896-32690170	SBS1	3	1	1	0	1	0	0	0	0	0	0	0	0	0
122	chr11:28300896-32690170	SBS100	3	1	2	1	0	0	0	0	0	0	0	0	0	0
123	chr11:28300896-32690170	SBS13	3	1	1	0	1	0	0	0	0	0	0	0	0	0
124	chr11:28300896-32690170	SBS3	3	1	17	5	2	0	0	0	0	0	0	0	0	0
125	chr11:28300896-32690170	SBS5	3	1	1	0	0	0	0	0	0	0	0	0	0	0
126	chr11:32690171-33165529	SBS3	4	1	1	1	0	0	0	0	0	0	0	0	0	0
127	chr11:33165530-33537283	SBS3	3	1	0	1	0	0	0	0	0	0	0	0	0	0
128	chr11:33537331-33869954	SBS1	3	1	1	0	0	0	0	0	0	0	0	0	0	0
129	chr11:33537331-33869954	SBS3	3	1	1	1	0	0	0	0	0	0	0	0	0	0
130	chr11:33870085-34324416	SBS3	3	1	1	0	0	0	0	0	0	0	0	0	0	0
131	chr11:34335424-35614049	SBS1	3	1	2	0	0	0	0	0	0	0	0	0	0	0
132	chr11:34335424-35614049	SBS13	3	1	0	1	0	0	0	0	0	0	0	0	0	0
133	chr11:34335424-35614049	SBS3	3	1	5	0	0	0	0	0	0	0	0	0	0	0
134	chr11:35698495-35712334	SBS3	2	1	1	0	0	0	0	0	0	0	0	0	0	0
135	chr11:35712335-36632000	SBS1	3	1	1	0	0	0	0	0	0	0	0	0	0	0
136	chr11:35712335-36632000	SBS3	3	1	0	2	0	0	0	0	0	0	0	0	0	0
137	chr11:36632001-41100396	SBS100	3	1	1	0	0	0	0	0	0	0	0	0	0	0
138	chr11:36632001-41100396	SBS13	3	1	0	1	0	0	0	0	0	0	0	0	0	0
139	chr11:36632001-41100396	SBS3	3	1	21	2	0	0	0	0	0	0	0	0	0	0
140	chr11:36632001-41100396	SBS5	3	1	4	0	0	0	0	0	0	0	0	0	0	0
141	chr11:41100397-43312000	SBS1	2	1	1	0	0	0	0	0	0	0	0	0	0	0
142	chr11:41100397-43312000	SBS100	2	1	0	1	0	0	0	0	0	0	0	0	0	0
143	chr11:41100397-43312000	SBS3	2	1	7	2	0	0	0	0	0	0	0	0	0	0
144	chr11:43312001-48196000	SBS1	2	1	1	0	0	0	0	0	0	0	0	0	0	0
145	chr11:43312001-48196000	SBS13	2	1	1	0	0	0	0	0	0	0	0	0	0	0
146	chr11:43312001-48196000	SBS3	2	1	15	2	0	0	0	0	0	0	0	0	0	0
147	chr11:43312001-48196000	SBS5	2	1	1	1	0	0	0	0	0	0	0	0	0	0
148	chr11:48196001-50674958	SBS13	2	1	4	0	0	0	0	0	0	0	0	0	0	0
149	chr11:48196001-50674958	SBS3	2	1	12	3	0	0	0	0	0	0	0	0	0	0
150	chr11:50674959-52751710	SBS1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
151	chr11:50674959-52751710	SBS100	1	1	1	0	0	0	0	0	0	0	0	0	0	0
152	chr11:50674959-52751710	SBS3	1	1	1	0	0	0	0	0	0	0	0	0	0	0
153	chr11:52751711-57225000	SBS1	1	1	2	0	0	0	0	0	0	0	0	0	0	0
154	chr11:52751711-57225000	SBS100	1	1	1	0	0	0	0	0	0	0	0	0	0	0
155	chr11:52751711-57225000	SBS13	1	1	3	0	0	0	0	0	0	0	0	0	0	0
156	chr11:52751711-57225000	SBS3	1	1	15	0	0	0	0	0	0	0	0	0	0	0
157	chr11:52751711-57225000	SBS5	1	1	1	0	0	0	0	0	0	0	0	0	0	0
158	chr11:57225001-57702461	SBS3	1	1	1	0	0	0	0	0	0	0	0	0	0	0
159	chr11:57225001-57702461	SBS5	1	1	1	0	0	0	0	0	0	0	0	0	0	0
160	chr11:57702462-57918988	SBS3	2	1	1	0	0	0	0	0	0	0	0	0	0	0
161	chr11:57918989-64038904	SBS1	1	1	2	0	0	0	0	0	0	0	0	0	0	0
162	chr11:57918989-64038904	SBS100	1	1	3	0	0	0	0	0	0	0	0	0	0	0
163	chr11:57918989-64038904	SBS13	1	1	3	0	0	0	0	0	0	0	0	0	0	0
164	chr11:57918989-64038904	SBS3	1	1	26	0	0	0	0	0	0	0	0	0	0	0
165	chr11:64059499-65786409	SBS3	1	1	6	0	0	0	0	0	0	0	0	0	0	0
166	chr11:65786544-70721748	SBS1	1	1	2	0	0	0	0	0	0	0	0	0	0	0
167	chr11:65786544-70721748	SBS100	1	1	2	0	0	0	0	0	0	0	0	0	0	0
168	chr11:65786544-70721748	SBS13	1	1	1	0	0	0	0	0	0	0	0	0	0	0
169	chr11:65786544-70721748	SBS3	1	1	11	0	0	0	0	0	0	0	0	0	0	0
170	chr11:65786544-70721748	SBS5	1	1	1	0	0	0	0	0	0	0	0	0	0	0
171	chr11:70721749-70833210	SBS3	2	1	1	0	0	0	0	0	0	0	0	0	0	0
172	chr11:70833211-78271304	SBS1	1	1	2	0	0	0	0	0	0	0	0	0	0	0
173	chr11:70833211-78271304	SBS100	1	1	1	0	0	0	0	0	0	0	0	0	0	0
174	chr11:70833211-78271304	SBS13	1	1	2	0	0	0	0	0	0	0	0	0	0	0
175	chr11:70833211-78271304	SBS3	1	1	19	0	0	0	0	0	0	0	0	0	0	0
176	chr11:70833211-78271304	SBS5	1	1	1	0	0	0	0	0	0	0	0	0	0	0
177	chr11:78271363-78390498	SBS3	1	1	1	0	0	0	0	0	0	0	0	0	0	0
178	chr11:78457849-98213490	SBS1	1	1	4	0	0	0	0	0	0	0	0	0	0	0
179	chr11:78457849-98213490	SBS100	1	1	2	0	0	0	0	0	0	0	0	0	0	0
180	chr11:78457849-98213490	SBS13	1	1	6	0	0	0	0	0	0	0	0	0	0	0
181	chr11:78457849-98213490	SBS3	1	1	47	0	0	0	0	0	0	0	0	0	0	0
182	chr11:78457849-98213490	SBS5	1	1	8	0	0	0	0	0	0	0	0	0	0	0
183	chr11:98213491-102148921	SBS100	2	1	1	1	0	0	0	0	0	0	0	0	0	0
184	chr11:98213491-102148921	SBS3	2	1	12	2	0	0	0	0	0	0	0	0	0	0
185	chr11:98213491-102148921	SBS5	2	1	1	1	0	0	0	0	0	0	0	0	0	0
186	chr12:1-6796727	SBS1	2	0	2	0	0	0	0	0	0	0	0	0	0	0
187	chr12:1-6796727	SBS3	2	0	18	4	0	0	0	0	0	0	0	0	0	0
188	chr12:1-6796727	SBS5	2	0	1	0	0	0	0	0	0	0	0	0	0	0
189	chr12:110297456-110329280	SBS3	2	1	1	0	0	0	0	0	0	0	0	0	0	0
190	chr12:110329281-112329713	SBS3	1	1	4	0	0	0	0	0	0	0	0	0	0	0
191	chr12:112329714-112483355	SBS100	2	1	1	0	0	0	0	0	0	0	0	0	0	0
192	chr12:112329714-112483355	SBS3	2	1	1	0	0	0	0	0	0	0	0	0	0	0
193	chr12:112483356-112825087	SBS1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
194	chr12:112483356-112825087	SBS3	1	1	1	0	0	0	0	0	0	0	0	0	0	0
195	chr12:112830693-113472000	SBS3	1	1	4	0	0	0	0	0	0	0	0	0	0	0
196	chr12:113472001-115953000	SBS1	1	1	2	0	0	0	0	0	0	0	0	0	0	0
197	chr12:113472001-115953000	SBS3	1	1	5	0	0	0	0	0	0	0	0	0	0	0
198	chr12:113472001-115953000	SBS5	1	1	1	0	0	0	0	0	0	0	0	0	0	0
199	chr12:115953001-116668295	SBS3	1	1	3	0	0	0	0	0	0	0	0	0	0	0
200	chr12:116709096-122585415	SBS1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
201	chr12:116709096-122585415	SBS100	1	1	1	0	0	0	0	0	0	0	0	0	0	0
202	chr12:116709096-122585415	SBS3	1	1	36	0	0	0	0	0	0	0	0	0	0	0
203	chr12:116709096-122585415	SBS5	1	1	1	0	0	0	0	0	0	0	0	0	0	0
204	chr12:122585488-123890317	SBS1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
205	chr12:122585488-123890317	SBS3	1	1	3	0	0	0	0	0	0	0	0	0	0	0
206	chr12:123890366-124852342	SBS13	1	1	1	0	0	0	0	0	0	0	0	0	0	0
207	chr12:123890366-124852342	SBS3	1	1	3	0	0	0	0	0	0	0	0	0	0	0
208	chr12:125204501-131093016	SBS1	1	1	7	0	0	0	0	0	0	0	0	0	0	0
209	chr12:125204501-131093016	SBS100	1	1	3	0	0	0	0	0	0	0	0	0	0	0
210	chr12:125204501-131093016	SBS13	1	1	4	0	0	0	0	0	0	0	0	0	0	0
211	chr12:125204501-131093016	SBS3	1	1	16	0	0	0	0	0	0	0	0	0	0	0
212	chr12:125204501-131093016	SBS5	1	1	1	0	0	0	0	0	0	0	0	0	0	0
213	chr12:131103563-131583349	SBS1	1	0	1	0	0	0	0	0	0	0	0	0	0	0
214	chr12:131588603-133275309	SBS3	1	0	1	0	0	0	0	0	0	0	0	0	0	0
215	chr12:16464417-22355205	SBS1	1	0	2	0	0	0	0	0	0	0	0	0	0	0
216	chr12:16464417-22355205	SBS100	1	0	1	0	0	0	0	0	0	0	0	0	0	0
217	chr12:16464417-22355205	SBS3	1	0	10	0	0	0	0	0	0	0	0	0	0	0
218	chr12:22355206-29295500	SBS1	1	1	2	0	0	0	0	0	0	0	0	0	0	0
219	chr12:22355206-29295500	SBS100	1	1	1	0	0	0	0	0	0	0	0	0	0	0
220	chr12:22355206-29295500	SBS13	1	1	1	0	0	0	0	0	0	0	0	0	0	0
221	chr12:22355206-29295500	SBS3	1	1	21	0	0	0	0	0	0	0	0	0	0	0
222	chr12:29321945-31739460	SBS13	1	1	1	0	0	0	0	0	0	0	0	0	0	0
223	chr12:29321945-31739460	SBS3	1	1	15	0	0	0	0	0	0	0	0	0	0	0
224	chr12:29321945-31739460	SBS5	1	1	2	0	0	0	0	0	0	0	0	0	0	0
225	chr12:31739498-35977329	SBS1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
226	chr12:31739498-35977329	SBS13	1	1	1	0	0	0	0	0	0	0	0	0	0	0
227	chr12:31739498-35977329	SBS3	1	1	14	0	0	0	0	0	0	0	0	0	0	0
228	chr12:31739498-35977329	SBS5	1	1	1	0	0	0	0	0	0	0	0	0	0	0
229	chr12:35977330-37982000	SBS100	1	1	1	0	0	0	0	0	0	0	0	0	0	0
230	chr12:35977330-37982000	SBS13	1	1	1	0	0	0	0	0	0	0	0	0	0	0
231	chr12:35977330-37982000	SBS3	1	1	7	0	0	0	0	0	0	0	0	0	0	0
232	chr12:37982001-40618349	SBS1	1	1	3	0	0	0	0	0	0	0	0	0	0	0
233	chr12:37982001-40618349	SBS100	1	1	3	0	0	0	0	0	0	0	0	0	0	0
234	chr12:37982001-40618349	SBS13	1	1	3	0	0	0	0	0	0	0	0	0	0	0
235	chr12:37982001-40618349	SBS3	1	1	24	0	0	0	0	0	0	0	0	0	0	0
236	chr12:37982001-40618349	SBS5	1	1	2	0	0	0	0	0	0	0	0	0	0	0
237	chr12:40618350-40622389	SBS3	2	1	1	0	0	0	0	0	0	0	0	0	0	0
238	chr12:40622390-43377670	SBS1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
239	chr12:40622390-43377670	SBS100	1	1	1	0	0	0	0	0	0	0	0	0	0	0
240	chr12:40622390-43377670	SBS3	1	1	6	0	0	0	0	0	0	0	0	0	0	0
241	chr12:40622390-43377670	SBS5	1	1	1	0	0	0	0	0	0	0	0	0	0	0
242	chr12:43381259-48014794	SBS100	1	1	1	0	0	0	0	0	0	0	0	0	0	0
243	chr12:43381259-48014794	SBS13	1	1	3	0	0	0	0	0	0	0	0	0	0	0
244	chr12:43381259-48014794	SBS3	1	1	10	0	0	0	0	0	0	0	0	0	0	0
245	chr12:43381259-48014794	SBS5	1	1	2	0	0	0	0	0	0	0	0	0	0	0
246	chr12:48125658-75685947	SBS1	1	0	5	0	0	0	0	0	0	0	0	0	0	0
247	chr12:48125658-75685947	SBS13	1	0	7	0	0	0	0	0	0	0	0	0	0	0
248	chr12:48125658-75685947	SBS3	1	0	45	0	0	0	0	0	0	0	0	0	0	0
249	chr12:48125658-75685947	SBS5	1	0	1	0	0	0	0	0	0	0	0	0	0	0
250	chr12:6796827-6876184	SBS1	2	0	0	1	0	0	0	0	0	0	0	0	0	0
251	chr12:6876185-16464379	SBS100	1	0	2	0	0	0	0	0	0	0	0	0	0	0
252	chr12:6876185-16464379	SBS13	1	0	3	0	0	0	0	0	0	0	0	0	0	0
253	chr12:6876185-16464379	SBS3	1	0	17	0	0	0	0	0	0	0	0	0	0	0
254	chr12:75685948-77267355	SBS1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
255	chr12:75685948-77267355	SBS13	1	1	1	0	0	0	0	0	0	0	0	0	0	0
256	chr12:75685948-77267355	SBS3	1	1	3	0	0	0	0	0	0	0	0	0	0	0
257	chr12:77267417-91435471	SBS1	1	1	2	0	0	0	0	0	0	0	0	0	0	0
258	chr12:77267417-91435471	SBS100	1	1	2	0	0	0	0	0	0	0	0	0	0	0
259	chr12:77267417-91435471	SBS13	1	1	7	0	0	0	0	0	0	0	0	0	0	0
260	chr12:77267417-91435471	SBS3	1	1	40	0	0	0	0	0	0	0	0	0	0	0
261	chr12:91435653-92855442	SBS3	1	1	2	0	0	0	0	0	0	0	0	0	0	0
262	chr12:92856191-95065759	SBS1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
263	chr12:92856191-95065759	SBS3	1	1	9	0	0	0	0	0	0	0	0	0	0	0
264	chr12:92856191-95065759	SBS5	1	1	2	0	0	0	0	0	0	0	0	0	0	0
265	chr12:95069978-98312564	SBS13	1	1	2	0	0	0	0	0	0	0	0	0	0	0
266	chr12:95069978-98312564	SBS3	1	1	8	0	0	0	0	0	0	0	0	0	0	0
267	chr12:95069978-98312564	SBS5	1	1	1	0	0	0	0	0	0	0	0	0	0	0
268	chr12:98312616-98788000	SBS3	1	1	3	0	0	0	0	0	0	0	0	0	0	0
269	chr12:99094001-110297455	SBS1	1	1	8	0	0	0	0	0	0	0	0	0	0	0
270	chr12:99094001-110297455	SBS100	1	1	3	0	0	0	0	0	0	0	0	0	0	0
271	chr12:99094001-110297455	SBS13	1	1	5	0	0	0	0	0	0	0	0	0	0	0
272	chr12:99094001-110297455	SBS3	1	1	26	0	0	0	0	0	0	0	0	0	0	0
273	chr12:99094001-110297455	SBS5	1	1	2	0	0	0	0	0	0	0	0	0	0	0
274	chr13:1-17025623	SBS3	1	1	1	0	0	0	0	0	0	0	0	0	0	0
275	chr13:107109381-108499628	SBS3	1	1	3	0	0	0	0	0	0	0	0	0	0	0
276	chr13:107109381-108499628	SBS5	1	1	1	0	0	0	0	0	0	0	0	0	0	0
277	chr13:108765304-109130247	SBS3	2	1	1	0	0	0	0	0	0	0	0	0	0	0
278	chr13:109130248-111476000	SBS1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
279	chr13:109130248-111476000	SBS13	1	1	1	0	0	0	0	0	0	0	0	0	0	0
280	chr13:109130248-111476000	SBS3	1	1	14	0	0	0	0	0	0	0	0	0	0	0
281	chr13:111476001-112003436	SBS3	1	1	1	0	0	0	0	0	0	0	0	0	0	0
282	chr13:112022403-112457000	SBS3	1	1	3	0	0	0	0	0	0	0	0	0	0	0
283	chr13:112457001-114364328	SBS13	1	1	1	0	0	0	0	0	0	0	0	0	0	0
284	chr13:112457001-114364328	SBS3	1	1	6	0	0	0	0	0	0	0	0	0	0	0
285	chr13:112457001-114364328	SBS5	1	1	1	0	0	0	0	0	0	0	0	0	0	0
286	chr13:17025624-32063250	SBS1	1	1	5	0	0	0	0	0	0	0	0	0	0	0
287	chr13:17025624-32063250	SBS100	1	1	2	0	0	0	0	0	0	0	0	0	0	0
288	chr13:17025624-32063250	SBS13	1	1	2	0	0	0	0	0	0	0	0	0	0	0
289	chr13:17025624-32063250	SBS3	1	1	59	0	0	0	0	0	0	0	0	0	0	0
290	chr13:17025624-32063250	SBS5	1	1	3	0	0	0	0	0	0	0	0	0	0	0
291	chr13:32063666-36025732	SBS13	1	1	1	0	0	0	0	0	0	0	0	0	0	0
292	chr13:32063666-36025732	SBS3	1	1	8	0	0	0	0	0	0	0	0	0	0	0
293	chr13:32063666-36025732	SBS5	1	1	1	0	0	0	0	0	0	0	0	0	0	0
294	chr13:36457610-62522518	SBS1	1	1	5	0	0	0	0	0	0	0	0	0	0	0
