	segment_id	sig_max	major_cn	minor_cn	N2	N1	N3	N4	N5	N7	N8	N6	N11
39	chr10:118762001-122979000	SBS3	2	1	5	5	0	0	0	0	0	0	0
40	chr10:122979001-130203000	SBS1	2	0	1	4	0	0	0	0	0	0	0
41	chr10:122979001-130203000	SBS13	2	0	0	1	0	0	0	0	0	0	0
42	chr10:122979001-130203000	SBS3	2	0	6	6	0	0	0	0	0	0	0
43	chr10:122979001-130203000	SBS5	2	0	1	0	0	0	0	0	0	0	0
44	chr10:122979001-130203000	SBS8	2	0	2	0	0	0	0	0	0	0	0
45	chr10:130203001-133797422	SBS1	2	0	1	0	0	0	0	0	0	0	0
46	chr10:130203001-133797422	SBS100	2	0	0	1	0	0	0	0	0	0	0
47	chr10:130203001-133797422	SBS3	2	0	6	2	0	0	0	0	0	0	0
48	chr10:130203001-133797422	SBS8	2	0	0	2	0	0	0	0	0	0	0
49	chr10:16359236-16806000	SBS1	3	2	1	0	0	0	0	0	0	0	0
50	chr10:17240001-19809000	SBS1	3	2	0	0	1	0	0	0	0	0	0
51	chr10:17240001-19809000	SBS13	3	2	0	3	0	0	0	0	0	0	0
52	chr10:17240001-19809000	SBS3	3	2	8	1	4	0	0	0	0	0	0
53	chr10:17240001-19809000	SBS5	3	2	0	1	0	0	0	0	0	0	0
54	chr10:17240001-19809000	SBS8	3	2	1	0	1	0	0	0	0	0	0
55	chr10:20197001-24160788	SBS1	3	2	1	1	0	0	0	0	0	0	0
56	chr10:20197001-24160788	SBS100	3	2	0	0	1	0	0	0	0	0	0
57	chr10:20197001-24160788	SBS13	3	2	1	1	0	0	0	0	0	0	0
58	chr10:20197001-24160788	SBS3	3	2	7	10	4	0	0	0	0	0	0
59	chr10:20197001-24160788	SBS5	3	2	0	3	0	0	0	0	0	0	0
60	chr10:20197001-24160788	SBS8	3	2	1	2	1	0	0	0	0	0	0
61	chr10:24160789-24385005	SBS13	2	1	0	2	0	0	0	0	0	0	0
62	chr10:24160789-24385005	SBS3	2	1	1	0	0	0	0	0	0	0	0
63	chr10:24385006-24742553	SBS13	3	2	1	0	0	0	0	0	0	0	0
64	chr10:24752525-25127000	SBS1	3	2	0	1	0	0	0	0	0	0	0
65	chr10:24752525-25127000	SBS3	3	2	0	1	0	0	0	0	0	0	0
66	chr10:24752525-25127000	SBS5	3	2	0	1	0	0	0	0	0	0	0
67	chr10:25127001-26723000	SBS1	3	3	0	0	1	0	0	0	0	0	0
68	chr10:25127001-26723000	SBS100	3	3	0	2	0	0	0	0	0	0	0
69	chr10:25127001-26723000	SBS13	3	3	1	0	0	0	0	0	0	0	0
70	chr10:25127001-26723000	SBS3	3	3	2	10	1	0	0	0	0	0	0
71	chr10:25127001-26723000	SBS5	3	3	1	1	1	0	0	0	0	0	0
72	chr10:25127001-26723000	SBS8	3	3	0	1	0	0	0	0	0	0	0
73	chr10:2601190-3067500	SBS13	4	1	1	0	0	0	0	0	0	0	0
74	chr10:2601190-3067500	SBS3	4	1	2	1	0	1	0	0	0	0	0
75	chr10:2601190-3067500	SBS8	4	1	0	0	0	1	0	0	0	0	0
76	chr10:26723001-26884500	SBS3	3	2	1	0	0	0	0	0	0	0	0
77	chr10:26884501-27966593	SBS3	3	3	1	7	0	0	0	0	0	0	0
78	chr10:26884501-27966593	SBS5	3	3	0	2	0	0	0	0	0	0	0
79	chr10:26884501-27966593	SBS8	3	3	0	1	1	0	0	0	0	0	0
80	chr10:27966634-32266760	SBS1	3	3	1	2	0	0	0	0	0	0	0
81	chr10:27966634-32266760	SBS100	3	3	2	0	0	0	0	0	0	0	0
82	chr10:27966634-32266760	SBS13	3	3	0	1	1	0	0	0	0	0	0
83	chr10:27966634-32266760	SBS3	3	3	11	6	3	0	0	0	0	0	0
84	chr10:27966634-32266760	SBS5	3	3	0	2	0	0	0	0	0	0	0
85	chr10:27966634-32266760	SBS8	3	3	3	2	3	0	0	0	0	0	0
86	chr10:3067501-4821331	SBS100	3	1	1	0	0	0	0	0	0	0	0
87	chr10:3067501-4821331	SBS3	3	1	2	3	0	0	0	0	0	0	0
88	chr10:3067501-4821331	SBS8	3	1	1	0	0	0	0	0	0	0	0
89	chr10:32382001-32882000	SBS3	4	3	1	0	0	0	0	0	0	0	0
90	chr10:32382001-32882000	SBS5	4	3	2	0	0	0	0	0	0	0	0
91	chr10:32382001-32882000	SBS8	4	3	1	0	0	0	0	0	0	0	0
92	chr10:32882001-33011000	SBS100	3	2	0	1	0	0	0	0	0	0	0
93	chr10:32882001-33011000	SBS5	3	2	0	1	0	0	0	0	0	0	0
94	chr10:33011001-34184977	SBS3	3	3	5	3	1	0	0	0	0	0	0
95	chr10:34184978-38913000	SBS1	3	2	1	2	0	0	0	0	0	0	0
96	chr10:34184978-38913000	SBS100	3	2	0	0	1	0	0	0	0	0	0
97	chr10:34184978-38913000	SBS13	3	2	2	0	1	0	0	0	0	0	0
98	chr10:34184978-38913000	SBS3	3	2	8	15	6	0	0	0	0	0	0
99	chr10:34184978-38913000	SBS5	3	2	1	4	0	0	0	0	0	0	0
100	chr10:34184978-38913000	SBS8	3	2	0	1	0	0	0	0	0	0	0
101	chr10:38913001-40640101	SBS100	4	3	1	0	0	0	0	0	0	0	0
102	chr10:38913001-40640101	SBS13	4	3	0	1	0	0	0	0	0	0	0
103	chr10:38913001-40640101	SBS3	4	3	1	3	0	1	0	0	0	0	0
104	chr10:38913001-40640101	SBS5	4	3	0	1	0	0	0	0	0	0	0
105	chr10:38913001-40640101	SBS8	4	3	0	1	0	0	0	0	0	0	0
106	chr10:40640102-46561000	SBS1	2	0	1	1	0	0	0	0	0	0	0
107	chr10:40640102-46561000	SBS13	2	0	0	1	0	0	0	0	0	0	0
108	chr10:40640102-46561000	SBS3	2	0	3	8	0	0	0	0	0	0	0
109	chr10:40640102-46561000	SBS5	2	0	1	2	0	0	0	0	0	0	0
110	chr10:40640102-46561000	SBS8	2	0	1	2	0	0	0	0	0	0	0
111	chr10:46561001-49330563	SBS100	2	1	0	1	0	0	0	0	0	0	0
112	chr10:46561001-49330563	SBS13	2	1	2	0	0	0	0	0	0	0	0
113	chr10:46561001-49330563	SBS3	2	1	2	0	0	0	0	0	0	0	0
114	chr10:46561001-49330563	SBS5	2	1	0	1	0	0	0	0	0	0	0
115	chr10:4823268-5409000	SBS100	3	1	0	1	0	0	0	0	0	0	0
116	chr10:4823268-5409000	SBS3	3	1	1	0	0	0	0	0	0	0	0
117	chr10:4823268-5409000	SBS5	3	1	0	0	1	0	0	0	0	0	0
118	chr10:49330564-50305000	SBS100	2	0	0	1	0	0	0	0	0	0	0
119	chr10:49330564-50305000	SBS3	2	0	1	1	0	0	0	0	0	0	0
120	chr10:49330564-50305000	SBS8	2	0	1	1	0	0	0	0	0	0	0
121	chr10:50790001-51772110	SBS3	2	0	1	1	0	0	0	0	0	0	0
122	chr10:51772111-59570415	SBS1	2	1	2	0	0	0	0	0	0	0	0
123	chr10:51772111-59570415	SBS13	2	1	0	2	0	0	0	0	0	0	0
124	chr10:51772111-59570415	SBS3	2	1	17	12	0	0	0	0	0	0	0
125	chr10:51772111-59570415	SBS5	2	1	1	2	0	0	0	0	0	0	0
126	chr10:51772111-59570415	SBS8	2	1	3	3	0	0	0	0	0	0	0
127	chr10:5409001-7426000	SBS1	3	1	0	2	1	0	0	0	0	0	0
128	chr10:5409001-7426000	SBS13	3	1	0	0	1	0	0	0	0	0	0
129	chr10:5409001-7426000	SBS3	3	1	2	3	3	0	0	0	0	0	0
130	chr10:5409001-7426000	SBS5	3	1	0	1	1	0	0	0	0	0	0
131	chr10:59613315-61742000	SBS1	2	1	0	1	0	0	0	0	0	0	0
132	chr10:59613315-61742000	SBS3	2	1	2	3	0	0	0	0	0	0	0
133	chr10:59613315-61742000	SBS5	2	1	0	1	0	0	0	0	0	0	0
134	chr10:59613315-61742000	SBS8	2	1	0	2	0	0	0	0	0	0	0
135	chr10:61742001-62273000	SBS3	2	1	1	0	0	0	0	0	0	0	0
136	chr10:62273001-63093000	SBS1	2	1	1	0	0	0	0	0	0	0	0
137	chr10:63725001-64846943	SBS1	2	1	0	1	0	0	0	0	0	0	0
138	chr10:63725001-64846943	SBS3	2	1	0	3	0	0	0	0	0	0	0
139	chr10:63725001-64846943	SBS5	2	1	0	1	0	0	0	0	0	0	0
140	chr10:63725001-64846943	SBS8	2	1	0	1	0	0	0	0	0	0	0
141	chr10:64850068-67758000	SBS13	2	1	1	1	0	0	0	0	0	0	0
142	chr10:64850068-67758000	SBS3	2	1	5	5	0	0	0	0	0	0	0
143	chr10:64850068-67758000	SBS8	2	1	1	1	0	0	0	0	0	0	0
144	chr10:67758001-70906588	SBS13	2	1	1	0	0	0	0	0	0	0	0
145	chr10:67758001-70906588	SBS3	2	1	1	3	0	0	0	0	0	0	0
146	chr10:67758001-70906588	SBS5	2	1	3	0	0	0	0	0	0	0	0
147	chr10:67758001-70906588	SBS8	2	1	1	0	0	0	0	0	0	0	0
148	chr10:70906589-71730000	SBS13	1	0	0	1	0	0	0	0	0	0	0
149	chr10:71730001-72214000	SBS13	2	0	1	0	0	0	0	0	0	0	0
150	chr10:71730001-72214000	SBS3	2	0	1	0	0	0	0	0	0	0	0
151	chr10:72214001-72359000	SBS3	1	0	0	1	0	0	0	0	0	0	0
152	chr10:72359001-75125601	SBS1	2	0	0	1	0	0	0	0	0	0	0
153	chr10:72359001-75125601	SBS3	2	0	1	2	0	0	0	0	0	0	0
154	chr10:72359001-75125601	SBS8	2	0	0	1	0	0	0	0	0	0	0
155	chr10:7426001-10001312	SBS1	3	1	0	1	0	0	0	0	0	0	0
156	chr10:7426001-10001312	SBS100	3	1	1	0	0	0	0	0	0	0	0
157	chr10:7426001-10001312	SBS13	3	1	0	2	0	0	0	0	0	0	0
158	chr10:7426001-10001312	SBS3	3	1	3	0	2	0	0	0	0	0	0
159	chr10:7426001-10001312	SBS5	3	1	1	0	1	0	0	0	0	0	0
160	chr10:7426001-10001312	SBS8	3	1	0	1	0	0	0	0	0	0	0
161	chr10:75125647-75869942	SBS1	2	0	1	0	0	0	0	0	0	0	0
162	chr10:76024918-80545000	SBS1	2	0	1	1	0	0	0	0	0	0	0
163	chr10:76024918-80545000	SBS13	2	0	1	0	0	0	0	0	0	0	0
164	chr10:76024918-80545000	SBS3	2	0	8	3	0	0	0	0	0	0	0
165	chr10:80545001-84131000	SBS100	2	0	0	1	0	0	0	0	0	0	0
166	chr10:80545001-84131000	SBS3	2	0	4	4	0	0	0	0	0	0	0
167	chr10:80545001-84131000	SBS5	2	0	3	0	0	0	0	0	0	0	0
168	chr10:80545001-84131000	SBS8	2	0	1	1	0	0	0	0	0	0	0
169	chr10:84131001-84553000	SBS3	2	0	1	0	0	0	0	0	0	0	0
170	chr10:84553001-86375000	SBS1	2	0	1	0	0	0	0	0	0	0	0
171	chr10:84553001-86375000	SBS3	2	0	4	1	0	0	0	0	0	0	0
172	chr10:84553001-86375000	SBS8	2	0	1	0	0	0	0	0	0	0	0
173	chr10:86375001-87749270	SBS3	2	0	0	2	0	0	0	0	0	0	0
174	chr10:88722971-94642000	SBS3	2	0	6	3	0	0	0	0	0	0	0
175	chr10:88722971-94642000	SBS8	2	0	3	0	0	0	0	0	0	0	0
176	chr10:94642001-95170000	SBS3	2	0	1	0	0	0	0	0	0	0	0
177	chr10:95170001-98424000	SBS13	2	0	1	0	0	0	0	0	0	0	0
178	chr10:95170001-98424000	SBS3	2	0	1	1	0	0	0	0	0	0	0
179	chr10:95170001-98424000	SBS8	2	0	1	0	0	0	0	0	0	0	0
180	chr10:98424001-99247317	SBS3	2	0	1	0	0	0	0	0	0	0	0
181	chr10:99251016-100560000	SBS3	2	0	2	3	0	0	0	0	0	0	0
182	chr10:99251016-100560000	SBS5	2	0	1	0	0	0	0	0	0	0	0
183	chr11:1-1019000	SBS3	2	0	0	2	0	0	0	0	0	0	0
184	chr11:1-1019000	SBS5	2	0	0	1	0	0	0	0	0	0	0
185	chr11:1-1019000	SBS8	2	0	0	1	0	0	0	0	0	0	0
186	chr11:1019001-1191499	SBS3	3	0	2	1	0	0	0	0	0	0	0
187	chr11:102107001-102626000	SBS1	2	0	0	1	0	0	0	0	0	0	0
188	chr11:102107001-102626000	SBS8	2	0	0	1	0	0	0	0	0	0	0
189	chr11:102626001-108994000	SBS1	2	0	0	2	0	0	0	0	0	0	0
190	chr11:102626001-108994000	SBS13	2	0	1	0	0	0	0	0	0	0	0
191	chr11:102626001-108994000	SBS3	2	0	6	12	0	0	0	0	0	0	0
192	chr11:102626001-108994000	SBS5	2	0	2	1	0	0	0	0	0	0	0
193	chr11:102626001-108994000	SBS8	2	0	2	0	0	0	0	0	0	0	0
194	chr11:108994001-109931000	SBS3	2	0	0	1	0	0	0	0	0	0	0
195	chr11:108994001-109931000	SBS8	2	0	1	0	0	0	0	0	0	0	0
196	chr11:109931001-114641000	SBS1	2	0	0	2	0	0	0	0	0	0	0
197	chr11:109931001-114641000	SBS100	2	0	1	0	0	0	0	0	0	0	0
198	chr11:109931001-114641000	SBS13	2	0	0	1	0	0	0	0	0	0	0
199	chr11:109931001-114641000	SBS3	2	0	4	6	0	0	0	0	0	0	0
200	chr11:109931001-114641000	SBS5	2	0	1	1	0	0	0	0	0	0	0
201	chr11:109931001-114641000	SBS8	2	0	1	3	0	0	0	0	0	0	0
202	chr11:114641001-115167000	SBS3	2	0	0	1	0	0	0	0	0	0	0
203	chr11:115167001-118422639	SBS3	2	0	3	4	0	0	0	0	0	0	0
204	chr11:115167001-118422639	SBS5	2	0	2	0	0	0	0	0	0	0	0
205	chr11:115167001-118422639	SBS8	2	0	1	1	0	0	0	0	0	0	0
206	chr11:118422640-128402000	SBS100	3	0	0	1	0	0	0	0	0	0	0
207	chr11:118422640-128402000	SBS13	3	0	0	0	1	0	0	0	0	0	0
208	chr11:118422640-128402000	SBS3	3	0	1	3	9	0	0	0	0	0	0
209	chr11:118422640-128402000	SBS8	3	0	0	1	1	0	0	0	0	0	0
210	chr11:1206646-2663000	SBS3	2	0	1	2	0	0	0	0	0	0	0
211	chr11:128836001-130952000	SBS100	3	0	1	0	0	0	0	0	0	0	0
212	chr11:128836001-130952000	SBS3	3	0	0	1	2	0	0	0	0	0	0
213	chr11:130952001-135086622	SBS1	3	0	0	0	1	0	0	0	0	0	0
214	chr11:130952001-135086622	SBS100	3	0	0	1	0	0	0	0	0	0	0
215	chr11:130952001-135086622	SBS13	3	0	0	0	2	0	0	0	0	0	0
216	chr11:130952001-135086622	SBS3	3	0	1	6	2	0	0	0	0	0	0
217	chr11:130952001-135086622	SBS5	3	0	0	0	1	0	0	0	0	0	0
218	chr11:130952001-135086622	SBS8	3	0	0	2	1	0	0	0	0	0	0
219	chr11:13498001-13664000	SBS13	2	0	0	1	0	0	0	0	0	0	0
220	chr11:13664001-15629000	SBS3	2	0	0	2	0	0	0	0	0	0	0
221	chr11:13664001-15629000	SBS8	2	0	1	3	0	0	0	0	0	0	0
222	chr11:15629001-17358000	SBS3	2	0	0	2	0	0	0	0	0	0	0
223	chr11:17358001-17799000	SBS3	2	0	0	1	0	0	0	0	0	0	0
224	chr11:17799001-18781000	SBS1	2	0	0	2	0	0	0	0	0	0	0
225	chr11:17799001-18781000	SBS3	2	0	1	2	0	0	0	0	0	0	0
226	chr11:17799001-18781000	SBS8	2	0	0	1	0	0	0	0	0	0	0
227	chr11:19067001-20514000	SBS3	2	0	1	4	0	0	0	0	0	0	0
228	chr11:19067001-20514000	SBS8	2	0	0	2	0	0	0	0	0	0	0
229	chr11:20514001-30313000	SBS1	2	0	0	1	0	0	0	0	0	0	0
230	chr11:20514001-30313000	SBS100	2	0	0	1	0	0	0	0	0	0	0
231	chr11:20514001-30313000	SBS13	2	0	1	1	0	0	0	0	0	0	0
232	chr11:20514001-30313000	SBS3	2	0	4	20	0	0	0	0	0	0	0
233	chr11:20514001-30313000	SBS5	2	0	0	1	0	0	0	0	0	0	0
234	chr11:20514001-30313000	SBS8	2	0	0	5	0	0	0	0	0	0	0
235	chr11:2663001-4137000	SBS1	2	0	0	1	0	0	0	0	0	0	0
236	chr11:2663001-4137000	SBS100	2	0	0	1	0	0	0	0	0	0	0
237	chr11:2663001-4137000	SBS13	2	0	0	1	0	0	0	0	0	0	0
238	chr11:2663001-4137000	SBS3	2	0	0	4	0	0	0	0	0	0	0
239	chr11:2663001-4137000	SBS5	2	0	0	1	0	0	0	0	0	0	0
240	chr11:2663001-4137000	SBS8	2	0	0	2	0	0	0	0	0	0	0
241	chr11:30313001-34855000	SBS1	2	0	0	1	0	0	0	0	0	0	0
242	chr11:30313001-34855000	SBS3	2	0	2	9	0	0	0	0	0	0	0
243	chr11:30313001-34855000	SBS5	2	0	0	1	0	0	0	0	0	0	0
244	chr11:30313001-34855000	SBS8	2	0	1	0	0	0	0	0	0	0	0
245	chr11:34855001-35406000	SBS5	1	0	0	1	0	0	0	0	0	0	0
246	chr11:36757001-43312000	SBS1	2	0	0	1	0	0	0	0	0	0	0
247	chr11:36757001-43312000	SBS3	2	0	1	15	0	0	0	0	0	0	0
248	chr11:36757001-43312000	SBS5	2	0	0	1	0	0	0	0	0	0	0
249	chr11:36757001-43312000	SBS8	2	0	0	5	0	0	0	0	0	0	0
250	chr11:4137001-6202000	SBS100	2	0	1	0	0	0	0	0	0	0	0
251	chr11:4137001-6202000	SBS3	2	0	1	2	0	0	0	0	0	0	0
252	chr11:4137001-6202000	SBS5	2	0	1	1	0	0	0	0	0	0	0
253	chr11:4137001-6202000	SBS8	2	0	0	1	0	0	0	0	0	0	0
254	chr11:43312001-47195346	SBS1	2	0	0	1	0	0	0	0	0	0	0
255	chr11:43312001-47195346	SBS3	2	0	2	5	0	0	0	0	0	0	0
256	chr11:43312001-47195346	SBS5	2	0	1	2	0	0	0	0	0	0	0
257	chr11:43312001-47195346	SBS8	2	0	0	1	0	0	0	0	0	0	0
258	chr11:47220657-48188500	SBS3	2	0	0	1	0	0	0	0	0	0	0
259	chr11:47220657-48188500	SBS8	2	0	0	1	0	0	0	0	0	0	0
260	chr11:48188501-52751710	SBS100	2	0	0	2	0	0	0	0	0	0	0
261	chr11:48188501-52751710	SBS3	2	0	1	6	0	0	0	0	0	0	0
262	chr11:48188501-52751710	SBS8	2	0	0	1	0	0	0	0	0	0	0
263	chr11:52751711-56895299	SBS1	2	0	0	1	0	0	0	0	0	0	0
264	chr11:52751711-56895299	SBS13	2	0	0	2	0	0	0	0	0	0	0
265	chr11:52751711-56895299	SBS3	2	0	1	7	0	0	0	0	0	0	0
266	chr11:52751711-56895299	SBS5	2	0	0	2	0	0	0	0	0	0	0
267	chr11:52751711-56895299	SBS8	2	0	1	1	0	0	0	0	0	0	0
268	chr11:56895300-56915000	SBS13	2	1	0	2	0	0	0	0	0	0	0
269	chr11:56895300-56915000	SBS3	2	1	1	0	0	0	0	0	0	0	0
270	chr11:56943695-57215074	SBS100	3	2	1	0	0	0	0	0	0	0	0
271	chr11:56943695-57215074	SBS8	3	2	0	1	0	0	0	0	0	0	0
272	chr11:57215075-57238544	SBS3	5	2	0	0	0	0	1	0	0	0	0
273	chr11:57215075-57238544	SBS5	5	2	0	0	0	1	0	0	0	0	0
274	chr11:57400040-57731614	SBS3	2	1	2	2	0	0	0	0	0	0	0
275	chr11:57731615-57837000	SBS3	2	0	0	5	0	0	0	0	0	0	0
276	chr11:57837001-58494000	SBS3	2	0	1	0	0	0	0	0	0	0	0
277	chr11:58494001-59294000	SBS3	2	0	0	1	0	0	0	0	0	0	0
278	chr11:59294001-59533000	SBS13	2	0	0	1	0	0	0	0	0	0	0
279	chr11:59294001-59533000	SBS3	2	0	0	1	0	0	0	0	0	0	0
280	chr11:59533001-59683000	SBS3	2	0	0	1	0	0	0	0	0	0	0
281	chr11:59533001-59683000	SBS8	2	0	0	1	0	0	0	0	0	0	0
282	chr11:59683001-66118336	SBS1	2	0	2	4	0	0	0	0	0	0	0
283	chr11:59683001-66118336	SBS100	2	0	0	3	0	0	0	0	0	0	0
284	chr11:59683001-66118336	SBS3	2	0	6	14	0	0	0	0	0	0	0
285	chr11:59683001-66118336	SBS5	2	0	1	0	0	0	0	0	0	0	0
286	chr11:59683001-66118336	SBS8	2	0	0	1	0	0	0	0	0	0	0
287	chr11:6202001-6766000	SBS3	2	0	0	2	0	0	0	0	0	0	0
288	chr11:6202001-6766000	SBS8	2	0	0	1	0	0	0	0	0	0	0
289	chr11:66118337-71921000	SBS1	3	0	0	4	0	0	0	0	0	0	0
290	chr11:66118337-71921000	SBS100	3	0	1	1	0	0	0	0	0	0	0
291	chr11:66118337-71921000	SBS3	3	0	8	20	2	0	0	0	0	0	0
292	chr11:66118337-71921000	SBS5	3	0	0	6	0	0	0	0	0	0	0
293	chr11:66118337-71921000	SBS8	3	0	0	1	0	0	0	0	0	0	0
294	chr11:6766001-7416000	SBS1	2	0	1	0	0	0	0	0	0	0	0
295	chr11:6766001-7416000	SBS13	2	0	0	1	0	0	0	0	0	0	0
296	chr11:6766001-7416000	SBS3	2	0	0	2	0	0	0	0	0	0	0
297	chr11:72116001-73217303	SBS1	3	0	0	2	0	0	0	0	0	0	0
298	chr11:72116001-73217303	SBS3	3	0	0	2	0	0	0	0	0	0	0
299	chr11:72116001-73217303	SBS5	3	0	0	1	0	0	0	0	0	0	0
300	chr11:72116001-73217303	SBS8	3	0	1	0	0	0	0	0	0	0	0
301	chr11:73217347-77029000	SBS1	3	0	1	0	1	0	0	0	0	0	0
302	chr11:73217347-77029000	SBS100	3	0	0	1	0	0	0	0	0	0	0
303	chr11:73217347-77029000	SBS13	3	0	0	1	0	0	0	0	0	0	0
304	chr11:73217347-77029000	SBS3	3	0	2	0	3	0	0	0	0	0	0
305	chr11:73217347-77029000	SBS8	3	0	1	0	0	0	0	0	0	0	0
306	chr11:7416001-7707000	SBS13	1	0	0	1	0	0	0	0	0	0	0
307	chr11:7416001-7707000	SBS3	1	0	0	1	0	0	0	0	0	0	0
308	chr11:77029001-82675000	SBS1	2	0	1	2	0	0	0	0	0	0	0
309	chr11:77029001-82675000	SBS13	2	0	1	1	0	0	0	0	0	0	0
310	chr11:77029001-82675000	SBS3	2	0	1	6	0	0	0	0	0	0	0
311	chr11:77029001-82675000	SBS5	2	0	1	1	0	0	0	0	0	0	0
312	chr11:7707001-8563000	SBS3	2	0	0	5	0	0	0	0	0	0	0
313	chr11:7707001-8563000	SBS5	2	0	0	2	0	0	0	0	0	0	0
314	chr11:82675001-83307000	SBS8	2	0	1	0	0	0	0	0	0	0	0
315	chr11:83307001-85590000	SBS3	2	0	0	3	0	0	0	0	0	0	0
316	chr11:83307001-85590000	SBS5	2	0	0	1	0	0	0	0	0	0	0
317	chr11:85590001-86252000	SBS100	2	0	1	0	0	0	0	0	0	0	0
318	chr11:85590001-86252000	SBS3	2	0	1	3	0	0	0	0	0	0	0
319	chr11:85590001-86252000	SBS5	2	0	0	2	0	0	0	0	0	0	0
320	chr11:85590001-86252000	SBS8	2	0	0	1	0	0	0	0	0	0	0
321	chr11:8563001-13498000	SBS100	2	0	1	1	0	0	0	0	0	0	0
322	chr11:8563001-13498000	SBS13	2	0	0	1	0	0	0	0	0	0	0
323	chr11:8563001-13498000	SBS3	2	0	1	5	0	0	0	0	0	0	0
324	chr11:8563001-13498000	SBS8	2	0	1	6	0	0	0	0	0	0	0
325	chr11:86252001-93484000	SBS1	2	0	0	1	0	0	0	0	0	0	0
326	chr11:86252001-93484000	SBS3	2	0	3	6	0	0	0	0	0	0	0
327	chr11:86252001-93484000	SBS5	2	0	0	1	0	0	0	0	0	0	0
328	chr11:86252001-93484000	SBS8	2	0	0	2	0	0	0	0	0	0	0
329	chr11:94414001-96030000	SBS3	2	0	1	1	0	0	0	0	0	0	0
330	chr11:96030001-96395000	SBS5	1	0	0	1	0	0	0	0	0	0	0
331	chr11:96395001-102107000	SBS100	2	0	1	0	0	0	0	0	0	0	0
332	chr11:96395001-102107000	SBS13	2	0	0	2	0	0	0	0	0	0	0
333	chr11:96395001-102107000	SBS3	2	0	4	5	0	0	0	0	0	0	0
334	chr11:96395001-102107000	SBS5	2	0	0	1	0	0	0	0	0	0	0
335	chr11:96395001-102107000	SBS8	2	0	3	3	0	0	0	0	0	0	0
336	chr12:1-5041235	SBS1	1	1	0	2	0	0	0	0	0	0	0
337	chr12:1-5041235	SBS13	1	1	0	1	0	0	0	0	0	0	0
338	chr12:1-5041235	SBS3	1	1	0	17	0	0	0	0	0	0	0
