	segment_id	sig_max	major_cn	minor_cn	N1	N2	N3	N4	N5	N6	N7	N11	N8	N12
29	chr10:112115001-114986000	SBS2	2	2	0	1	0	0	0	0	0	0	0	0
30	chr10:112115001-114986000	SBS3	2	2	1	1	0	0	0	0	0	0	0	0
31	chr10:114986001-118099625	SBS100	2	1	0	1	0	0	0	0	0	0	0	0
32	chr10:114986001-118099625	SBS13	2	1	3	0	0	0	0	0	0	0	0	0
33	chr10:114986001-118099625	SBS2	2	1	0	1	0	0	0	0	0	0	0	0
34	chr10:114986001-118099625	SBS3	2	1	6	2	0	0	0	0	0	0	0	0
35	chr10:1157001-1764045	SBS1	2	2	0	1	0	0	0	0	0	0	0	0
36	chr10:1157001-1764045	SBS2	2	2	1	0	0	0	0	0	0	0	0	0
37	chr10:1157001-1764045	SBS3	2	2	2	0	0	0	0	0	0	0	0	0
38	chr10:118099679-124708496	SBS1	2	1	1	2	0	0	0	0	0	0	0	0
39	chr10:118099679-124708496	SBS100	2	1	1	0	0	0	0	0	0	0	0	0
40	chr10:118099679-124708496	SBS13	2	1	4	6	0	0	0	0	0	0	0	0
41	chr10:118099679-124708496	SBS2	2	1	6	2	0	0	0	0	0	0	0	0
42	chr10:118099679-124708496	SBS3	2	1	10	10	0	0	0	0	0	0	0	0
43	chr10:124708497-125404980	SBS100	4	2	1	0	0	0	0	0	0	0	0	0
44	chr10:124708497-125404980	SBS3	4	2	3	2	0	0	0	0	0	0	0	0
45	chr10:125404981-125621089	SBS3	2	1	1	1	0	0	0	0	0	0	0	0
46	chr10:125621090-127405000	SBS100	2	1	1	0	0	0	0	0	0	0	0	0
47	chr10:125621090-127405000	SBS13	2	1	1	0	0	0	0	0	0	0	0	0
48	chr10:125621090-127405000	SBS2	2	1	3	2	0	0	0	0	0	0	0	0
49	chr10:125621090-127405000	SBS3	2	1	4	3	0	0	0	0	0	0	0	0
50	chr10:127405001-127956000	SBS3	1	1	4	0	0	0	0	0	0	0	0	0
51	chr10:128163001-129024000	SBS1	1	1	1	0	0	0	0	0	0	0	0	0
52	chr10:128163001-129024000	SBS100	1	1	1	0	0	0	0	0	0	0	0	0
53	chr10:128163001-129024000	SBS2	1	1	1	0	0	0	0	0	0	0	0	0
54	chr10:128163001-129024000	SBS3	1	1	6	0	0	0	0	0	0	0	0	0
55	chr10:129024001-129311946	SBS13	2	1	2	0	0	0	0	0	0	0	0	0
56	chr10:129311976-129777637	SBS13	2	1	1	0	0	0	0	0	0	0	0	0
57	chr10:129311976-129777637	SBS3	2	1	1	0	0	0	0	0	0	0	0	0
58	chr10:129777638-130258000	SBS3	2	1	1	0	0	0	0	0	0	0	0	0
59	chr10:130258001-131845000	SBS1	2	1	0	2	0	0	0	0	0	0	0	0
60	chr10:130258001-131845000	SBS13	2	1	0	1	0	0	0	0	0	0	0	0
61	chr10:130258001-131845000	SBS2	2	1	1	1	0	0	0	0	0	0	0	0
62	chr10:130258001-131845000	SBS3	2	1	5	3	0	0	0	0	0	0	0	0
63	chr10:131845001-133797422	SBS1	2	1	1	4	0	0	0	0	0	0	0	0
64	chr10:131845001-133797422	SBS100	2	1	1	0	0	0	0	0	0	0	0	0
65	chr10:131845001-133797422	SBS13	2	1	0	1	0	0	0	0	0	0	0	0
66	chr10:131845001-133797422	SBS2	2	1	1	0	0	0	0	0	0	0	0	0
67	chr10:131845001-133797422	SBS3	2	1	3	3	0	0	0	0	0	0	0	0
68	chr10:13794025-15380000	SBS13	3	0	3	0	1	0	0	0	0	0	0	0
69	chr10:13794025-15380000	SBS3	3	0	4	1	2	0	0	0	0	0	0	0
70	chr10:15380001-15792000	SBS2	3	0	1	0	0	0	0	0	0	0	0	0
71	chr10:15380001-15792000	SBS3	3	0	1	1	2	0	0	0	0	0	0	0
72	chr10:16432001-16767000	SBS13	3	0	1	0	0	0	0	0	0	0	0	0
73	chr10:16432001-16767000	SBS3	3	0	2	0	0	0	0	0	0	0	0	0
74	chr10:16767001-17807000	SBS13	3	0	2	0	0	0	0	0	0	0	0	0
75	chr10:16767001-17807000	SBS3	3	0	2	0	2	0	0	0	0	0	0	0
76	chr10:17807001-19709000	SBS13	3	0	1	0	0	0	0	0	0	0	0	0
77	chr10:17807001-19709000	SBS2	3	0	0	1	0	0	0	0	0	0	0	0
78	chr10:17807001-19709000	SBS3	3	0	3	1	1	0	0	0	0	0	0	0
79	chr10:1795725-3045000	SBS1	3	2	1	0	0	0	0	0	0	0	0	0
80	chr10:1795725-3045000	SBS2	3	2	3	0	0	0	0	0	0	0	0	0
81	chr10:1795725-3045000	SBS3	3	2	1	1	2	0	0	0	0	0	0	0
82	chr10:19709001-23132000	SBS13	3	0	3	0	0	0	0	0	0	0	0	0
83	chr10:19709001-23132000	SBS2	3	0	0	1	1	0	0	0	0	0	0	0
84	chr10:19709001-23132000	SBS3	3	0	4	1	2	0	0	0	0	0	0	0
85	chr10:23967001-25086000	SBS13	3	0	0	0	1	0	0	0	0	0	0	0
86	chr10:23967001-25086000	SBS3	3	0	1	1	0	0	0	0	0	0	0	0
87	chr10:26029317-26713000	SBS2	2	0	2	0	0	0	0	0	0	0	0	0
88	chr10:26029317-26713000	SBS3	2	0	11	0	0	0	0	0	0	0	0	0
89	chr10:26894001-28276000	SBS1	3	0	2	0	0	0	0	0	0	0	0	0
90	chr10:26894001-28276000	SBS13	3	0	1	0	0	0	0	0	0	0	0	0
91	chr10:26894001-28276000	SBS3	3	0	7	0	0	0	0	0	0	0	0	0
92	chr10:28276001-28893035	SBS13	3	0	1	0	1	0	0	0	0	0	0	0
93	chr10:28276001-28893035	SBS3	3	0	0	0	1	0	0	0	0	0	0	0
94	chr10:28893036-35940627	SBS13	2	0	1	0	0	0	0	0	0	0	0	0
95	chr10:28893036-35940627	SBS2	2	0	0	1	0	0	0	0	0	0	0	0
96	chr10:28893036-35940627	SBS3	2	0	8	5	0	0	0	0	0	0	0	0
97	chr10:3045001-5548000	SBS1	3	3	2	0	0	0	0	0	0	0	0	0
98	chr10:3045001-5548000	SBS13	3	3	2	2	0	0	0	0	0	0	0	0
99	chr10:3045001-5548000	SBS2	3	3	2	2	1	0	0	0	0	0	0	0
100	chr10:3045001-5548000	SBS3	3	3	9	7	3	0	0	0	0	0	0	0
101	chr10:35940779-36807000	SBS2	2	0	1	0	0	0	0	0	0	0	0	0
102	chr10:35940779-36807000	SBS3	2	0	1	1	0	0	0	0	0	0	0	0
103	chr10:36807001-38913000	SBS1	2	1	1	0	0	0	0	0	0	0	0	0
104	chr10:36807001-38913000	SBS100	2	1	1	0	0	0	0	0	0	0	0	0
105	chr10:36807001-38913000	SBS13	2	1	2	1	0	0	0	0	0	0	0	0
106	chr10:36807001-38913000	SBS2	2	1	2	1	0	0	0	0	0	0	0	0
107	chr10:36807001-38913000	SBS3	2	1	16	3	0	0	0	0	0	0	0	0
108	chr10:38913001-39325000	SBS2	1	1	1	0	0	0	0	0	0	0	0	0
109	chr10:38913001-39325000	SBS3	1	1	7	0	0	0	0	0	0	0	0	0
110	chr10:40640102-43053000	SBS1	2	2	0	1	0	0	0	0	0	0	0	0
111	chr10:40640102-43053000	SBS13	2	2	0	1	0	0	0	0	0	0	0	0
112	chr10:40640102-43053000	SBS3	2	2	5	6	0	0	0	0	0	0	0	0
113	chr10:43053001-43951000	SBS13	2	2	1	0	0	0	0	0	0	0	0	0
114	chr10:43053001-43951000	SBS2	2	2	4	2	0	0	0	0	0	0	0	0
115	chr10:43053001-43951000	SBS3	2	2	0	4	0	0	0	0	0	0	0	0
116	chr10:43951001-49611000	SBS13	2	1	3	1	0	0	0	0	0	0	0	0
117	chr10:43951001-49611000	SBS2	2	1	3	4	0	0	0	0	0	0	0	0
118	chr10:43951001-49611000	SBS3	2	1	13	5	0	0	0	0	0	0	0	0
119	chr10:474320-1157000	SBS13	3	3	0	1	1	0	0	0	0	0	0	0
120	chr10:474320-1157000	SBS3	3	3	0	0	3	0	0	0	0	0	0	0
121	chr10:49611001-50149000	SBS1	2	1	1	0	0	0	0	0	0	0	0	0
122	chr10:49611001-50149000	SBS100	2	1	1	0	0	0	0	0	0	0	0	0
123	chr10:49611001-50149000	SBS2	2	1	0	2	0	0	0	0	0	0	0	0
124	chr10:49611001-50149000	SBS3	2	1	3	0	0	0	0	0	0	0	0	0
125	chr10:50149001-50764500	SBS2	2	1	1	0	0	0	0	0	0	0	0	0
126	chr10:50149001-50764500	SBS3	2	1	2	1	0	0	0	0	0	0	0	0
127	chr10:50764501-52893447	SBS13	2	1	1	0	0	0	0	0	0	0	0	0
128	chr10:50764501-52893447	SBS3	2	1	6	3	0	0	0	0	0	0	0	0
129	chr10:52893513-57600000	SBS1	2	1	0	1	0	0	0	0	0	0	0	0
130	chr10:52893513-57600000	SBS13	2	1	3	2	0	0	0	0	0	0	0	0
131	chr10:52893513-57600000	SBS2	2	1	4	0	0	0	0	0	0	0	0	0
132	chr10:52893513-57600000	SBS3	2	1	11	10	0	0	0	0	0	0	0	0
133	chr10:5548001-6115987	SBS3	4	2	2	0	1	0	0	0	0	0	0	0
134	chr10:57600001-58143000	SBS13	2	1	1	0	0	0	0	0	0	0	0	0
135	chr10:57600001-58143000	SBS3	2	1	2	0	0	0	0	0	0	0	0	0
136	chr10:58143001-58965000	SBS2	2	1	1	0	0	0	0	0	0	0	0	0
137	chr10:58143001-58965000	SBS3	2	1	2	0	0	0	0	0	0	0	0	0
138	chr10:59551001-63738000	SBS100	2	1	1	0	0	0	0	0	0	0	0	0
139	chr10:59551001-63738000	SBS13	2	1	3	1	0	0	0	0	0	0	0	0
140	chr10:59551001-63738000	SBS3	2	1	5	4	0	0	0	0	0	0	0	0
141	chr10:6120177-8433646	SBS13	3	2	2	0	1	0	0	0	0	0	0	0
142	chr10:6120177-8433646	SBS2	3	2	1	1	0	0	0	0	0	0	0	0
143	chr10:6120177-8433646	SBS3	3	2	2	5	4	0	0	0	0	0	0	0
144	chr10:63738001-67452321	SBS100	2	1	0	1	0	0	0	0	0	0	0	0
145	chr10:63738001-67452321	SBS13	2	1	5	0	0	0	0	0	0	0	0	0
146	chr10:63738001-67452321	SBS2	2	1	3	0	0	0	0	0	0	0	0	0
147	chr10:63738001-67452321	SBS3	2	1	2	4	0	0	0	0	0	0	0	0
148	chr10:67456601-67620948	SBS3	2	1	2	0	0	0	0	0	0	0	0	0
149	chr10:67636661-67903059	SBS3	4	1	0	1	1	0	0	0	0	0	0	0
150	chr10:67903060-81188000	SBS1	2	1	3	4	0	0	0	0	0	0	0	0
151	chr10:67903060-81188000	SBS13	2	1	5	2	0	0	0	0	0	0	0	0
152	chr10:67903060-81188000	SBS2	2	1	1	0	0	0	0	0	0	0	0	0
153	chr10:67903060-81188000	SBS3	2	1	44	13	0	0	0	0	0	0	0	0
154	chr10:81188001-82721250	SBS13	2	1	1	1	0	0	0	0	0	0	0	0
155	chr10:81188001-82721250	SBS3	2	1	2	0	0	0	0	0	0	0	0	0
156	chr10:82721292-84134000	SBS13	2	1	1	0	0	0	0	0	0	0	0	0
157	chr10:82721292-84134000	SBS3	2	1	3	4	0	0	0	0	0	0	0	0
158	chr10:84134001-84559000	SBS3	2	1	1	1	0	0	0	0	0	0	0	0
159	chr10:8433663-13789740	SBS1	3	2	0	1	0	0	0	0	0	0	0	0
160	chr10:8433663-13789740	SBS13	3	2	2	4	2	0	0	0	0	0	0	0
161	chr10:8433663-13789740	SBS2	3	2	1	1	0	0	0	0	0	0	0	0
162	chr10:8433663-13789740	SBS3	3	2	2	7	4	0	0	0	0	0	0	0
163	chr10:84559001-85160344	SBS2	2	1	2	0	0	0	0	0	0	0	0	0
164	chr10:85162395-86359000	SBS13	2	1	1	1	0	0	0	0	0	0	0	0
165	chr10:85162395-86359000	SBS3	2	1	2	0	0	0	0	0	0	0	0	0
166	chr10:86359001-88091971	SBS100	2	1	2	0	0	0	0	0	0	0	0	0
167	chr10:86359001-88091971	SBS13	2	1	3	0	0	0	0	0	0	0	0	0
168	chr10:86359001-88091971	SBS2	2	1	1	0	0	0	0	0	0	0	0	0
169	chr10:86359001-88091971	SBS3	2	1	5	2	0	0	0	0	0	0	0	0
170	chr10:88096104-89438000	SBS13	2	1	1	0	0	0	0	0	0	0	0	0
171	chr10:88096104-89438000	SBS3	2	1	2	2	0	0	0	0	0	0	0	0
172	chr10:89438001-89894000	SBS13	2	1	1	0	0	0	0	0	0	0	0	0
173	chr10:89438001-89894000	SBS3	2	1	1	0	0	0	0	0	0	0	0	0
174	chr10:89894001-90848000	SBS3	2	1	2	1	0	0	0	0	0	0	0	0
175	chr10:90848001-94044837	SBS13	2	1	1	0	0	0	0	0	0	0	0	0
176	chr10:90848001-94044837	SBS2	2	1	1	1	0	0	0	0	0	0	0	0
177	chr10:90848001-94044837	SBS3	2	1	6	2	0	0	0	0	0	0	0	0
178	chr10:94046887-94351446	SBS3	2	1	1	0	0	0	0	0	0	0	0	0
179	chr10:94617001-95172000	SBS13	2	1	1	0	0	0	0	0	0	0	0	0
180	chr10:94617001-95172000	SBS2	2	1	1	0	0	0	0	0	0	0	0	0
181	chr10:94617001-95172000	SBS3	2	1	0	1	0	0	0	0	0	0	0	0
182	chr10:95172001-97889500	SBS13	2	1	1	1	0	0	0	0	0	0	0	0
183	chr10:95172001-97889500	SBS2	2	1	1	0	0	0	0	0	0	0	0	0
184	chr10:95172001-97889500	SBS3	2	1	4	4	0	0	0	0	0	0	0	0
185	chr10:97889501-98127000	SBS13	2	1	0	1	0	0	0	0	0	0	0	0
186	chr10:97889501-98127000	SBS2	2	1	1	0	0	0	0	0	0	0	0	0
187	chr10:97889501-98127000	SBS3	2	1	0	1	0	0	0	0	0	0	0	0
188	chr10:98127001-98566000	SBS13	2	1	1	0	0	0	0	0	0	0	0	0
189	chr10:98127001-98566000	SBS3	2	1	2	0	0	0	0	0	0	0	0	0
190	chr10:98594521-99364000	SBS13	2	1	1	0	0	0	0	0	0	0	0	0
191	chr10:98594521-99364000	SBS3	2	1	1	4	0	0	0	0	0	0	0	0
192	chr10:99364001-100073399	SBS13	2	1	2	0	0	0	0	0	0	0	0	0
193	chr10:99364001-100073399	SBS3	2	1	1	1	0	0	0	0	0	0	0	0
194	chr11:1-1011000	SBS3	2	0	4	0	0	0	0	0	0	0	0	0
195	chr11:100534001-101059000	SBS13	2	0	0	1	0	0	0	0	0	0	0	0
196	chr11:100534001-101059000	SBS3	2	0	2	0	0	0	0	0	0	0	0	0
197	chr11:101059001-102072000	SBS13	2	0	1	1	0	0	0	0	0	0	0	0
198	chr11:1011001-2728000	SBS13	2	0	1	0	0	0	0	0	0	0	0	0
199	chr11:1011001-2728000	SBS3	2	0	2	0	0	0	0	0	0	0	0	0
200	chr11:102632001-105258000	SBS1	2	0	2	0	0	0	0	0	0	0	0	0
201	chr11:102632001-105258000	SBS3	2	0	5	0	0	0	0	0	0	0	0	0
202	chr11:105258001-108007000	SBS13	2	0	1	0	0	0	0	0	0	0	0	0
203	chr11:105258001-108007000	SBS2	2	0	0	1	0	0	0	0	0	0	0	0
204	chr11:105258001-108007000	SBS3	2	0	1	4	0	0	0	0	0	0	0	0
205	chr11:108007001-109001000	SBS1	2	0	1	0	0	0	0	0	0	0	0	0
206	chr11:108007001-109001000	SBS3	2	0	2	0	0	0	0	0	0	0	0	0
207	chr11:109001001-109837000	SBS3	1	0	1	0	0	0	0	0	0	0	0	0
208	chr11:109837001-114482000	SBS13	2	0	2	0	0	0	0	0	0	0	0	0
209	chr11:109837001-114482000	SBS2	2	0	1	0	0	0	0	0	0	0	0	0
210	chr11:109837001-114482000	SBS3	2	0	5	3	0	0	0	0	0	0	0	0
211	chr11:114482001-115173000	SBS3	2	0	3	0	0	0	0	0	0	0	0	0
212	chr11:115173001-116702000	SBS1	2	0	0	1	0	0	0	0	0	0	0	0
213	chr11:115173001-116702000	SBS13	2	0	2	1	0	0	0	0	0	0	0	0
214	chr11:115173001-116702000	SBS2	2	0	1	0	0	0	0	0	0	0	0	0
215	chr11:115173001-116702000	SBS3	2	0	1	3	0	0	0	0	0	0	0	0
216	chr11:117790001-120507000	SBS13	2	0	3	0	0	0	0	0	0	0	0	0
217	chr11:117790001-120507000	SBS2	2	0	1	0	0	0	0	0	0	0	0	0
218	chr11:117790001-120507000	SBS3	2	0	2	2	0	0	0	0	0	0	0	0
219	chr11:120507001-121197000	SBS1	2	0	0	1	0	0	0	0	0	0	0	0
220	chr11:120507001-121197000	SBS3	2	0	0	1	0	0	0	0	0	0	0	0
221	chr11:121688001-123766000	SBS13	2	0	1	1	0	0	0	0	0	0	0	0
222	chr11:121688001-123766000	SBS3	2	0	4	1	0	0	0	0	0	0	0	0
223	chr11:123766001-124644326	SBS2	2	0	1	0	0	0	0	0	0	0	0	0
224	chr11:123766001-124644326	SBS3	2	0	1	1	0	0	0	0	0	0	0	0
225	chr11:124644359-125569500	SBS1	2	0	0	1	0	0	0	0	0	0	0	0
226	chr11:124644359-125569500	SBS13	2	0	1	0	0	0	0	0	0	0	0	0
227	chr11:124644359-125569500	SBS2	2	0	1	0	0	0	0	0	0	0	0	0
228	chr11:124644359-125569500	SBS3	2	0	2	0	0	0	0	0	0	0	0	0
229	chr11:125871501-126662000	SBS3	2	0	1	0	0	0	0	0	0	0	0	0
230	chr11:12600916-13469000	SBS3	2	1	1	1	0	0	0	0	0	0	0	0
231	chr11:126662001-127942500	SBS13	2	0	1	0	0	0	0	0	0	0	0	0
232	chr11:126662001-127942500	SBS3	2	0	0	3	0	0	0	0	0	0	0	0
233	chr11:127942501-129383001	SBS3	2	0	1	1	0	0	0	0	0	0	0	0
234	chr11:129386277-130942500	SBS13	2	0	3	1	0	0	0	0	0	0	0	0
235	chr11:129386277-130942500	SBS2	2	0	1	0	0	0	0	0	0	0	0	0
236	chr11:129386277-130942500	SBS3	2	0	2	2	0	0	0	0	0	0	0	0
237	chr11:130942501-133014039	SBS1	1	0	2	0	0	0	0	0	0	0	0	0
238	chr11:130942501-133014039	SBS2	1	0	1	0	0	0	0	0	0	0	0	0
239	chr11:130942501-133014039	SBS3	1	0	1	0	0	0	0	0	0	0	0	0
240	chr11:133015699-134142000	SBS1	1	0	1	0	0	0	0	0	0	0	0	0
241	chr11:133015699-134142000	SBS13	1	0	2	0	0	0	0	0	0	0	0	0
242	chr11:133015699-134142000	SBS2	1	0	1	0	0	0	0	0	0	0	0	0
243	chr11:133015699-134142000	SBS3	1	0	4	0	0	0	0	0	0	0	0	0
244	chr11:134142001-135086622	SBS1	2	0	0	1	0	0	0	0	0	0	0	0
245	chr11:134142001-135086622	SBS3	2	0	1	0	0	0	0	0	0	0	0	0
246	chr11:13661001-15618000	SBS3	2	1	3	1	0	0	0	0	0	0	0	0
247	chr11:15618001-16030000	SBS3	2	1	2	2	0	0	0	0	0	0	0	0
248	chr11:16030001-18783000	SBS13	2	1	2	0	0	0	0	0	0	0	0	0
249	chr11:16030001-18783000	SBS3	2	1	2	1	0	0	0	0	0	0	0	0
250	chr11:18783001-19066000	SBS3	2	1	1	0	0	0	0	0	0	0	0	0
251	chr11:19066001-20141000	SBS3	2	1	1	3	0	0	0	0	0	0	0	0
252	chr11:20141001-20349000	SBS2	2	1	1	0	0	0	0	0	0	0	0	0
253	chr11:20512001-22442494	SBS13	2	1	1	0	0	0	0	0	0	0	0	0
254	chr11:20512001-22442494	SBS2	2	1	1	0	0	0	0	0	0	0	0	0
255	chr11:20512001-22442494	SBS3	2	1	2	1	0	0	0	0	0	0	0	0
256	chr11:22447265-22495428	SBS3	13	2	0	0	0	1	0	0	0	0	0	0
257	chr11:22496918-26550000	SBS1	4	2	1	0	0	0	0	0	0	0	0	0
258	chr11:22496918-26550000	SBS13	4	2	3	1	1	2	0	0	0	0	0	0
259	chr11:22496918-26550000	SBS2	4	2	0	2	0	2	0	0	0	0	0	0
260	chr11:22496918-26550000	SBS3	4	2	5	0	0	6	0	0	0	0	0	0
261	chr11:26550001-26999743	SBS13	5	2	0	1	0	0	0	0	0	0	0	0
262	chr11:26550001-26999743	SBS3	5	2	1	0	0	0	1	0	0	0	0	0
263	chr11:26999790-27696301	SBS13	5	2	0	1	1	0	0	0	0	0	0	0
264	chr11:26999790-27696301	SBS2	5	2	0	1	0	0	0	0	0	0	0	0
265	chr11:2728001-4128000	SBS1	2	0	2	0	0	0	0	0	0	0	0	0
266	chr11:2728001-4128000	SBS100	2	0	1	0	0	0	0	0	0	0	0	0
267	chr11:2728001-4128000	SBS13	2	0	1	0	0	0	0	0	0	0	0	0
268	chr11:2728001-4128000	SBS3	2	0	6	0	0	0	0	0	0	0	0	0
269	chr11:27696302-29950000	SBS13	4	2	1	0	1	1	0	0	0	0	0	0
270	chr11:27696302-29950000	SBS2	4	2	1	1	0	0	0	0	0	0	0	0
271	chr11:27696302-29950000	SBS3	4	2	3	6	1	4	0	0	0	0	0	0
272	chr11:29950001-30081253	SBS2	3	1	1	0	0	0	0	0	0	0	0	0
273	chr11:29950001-30081253	SBS3	3	1	2	0	0	0	0	0	0	0	0	0
274	chr11:30081254-30118770	SBS13	4	1	3	2	0	0	0	0	0	0	0	0
275	chr11:30118771-30139412	SBS2	4	2	2	0	0	0	0	0	0	0	0	0
276	chr11:30139413-32499678	SBS13	4	2	0	1	0	1	0	0	0	0	0	0
277	chr11:30139413-32499678	SBS2	4	2	1	0	1	0	0	0	0	0	0	0
278	chr11:30139413-32499678	SBS3	4	2	4	4	0	3	0	0	0	0	0	0
279	chr11:32500657-32786000	SBS13	5	2	0	1	0	0	0	0	0	0	0	0
280	chr11:32500657-32786000	SBS3	5	2	0	2	0	0	0	0	0	0	0	0
281	chr11:32786001-33023571	SBS3	6	2	0	0	0	0	0	1	0	0	0	0
282	chr11:33023572-33595773	SBS1	4	2	1	0	0	0	0	0	0	0	0	0
283	chr11:33023572-33595773	SBS3	4	2	2	0	0	0	0	0	0	0	0	0
284	chr11:33595774-36510000	SBS1	5	2	0	0	1	0	1	0	0	0	0	0
285	chr11:33595774-36510000	SBS13	5	2	0	3	1	0	2	0	0	0	0	0
286	chr11:33595774-36510000	SBS2	5	2	1	0	0	0	0	0	0	0	0	0
287	chr11:33595774-36510000	SBS3	5	2	0	3	0	1	3	0	0	0	0	0
288	chr11:36510001-38993000	SBS1	5	2	0	0	0	1	0	0	0	0	0	0
289	chr11:36510001-38993000	SBS13	5	2	0	0	0	0	1	0	0	0	0	0
290	chr11:36510001-38993000	SBS2	5	2	0	0	1	0	0	0	0	0	0	0
291	chr11:36510001-38993000	SBS3	5	2	1	3	1	1	9	0	0	0	0	0
292	chr11:38993001-40630312	SBS1	4	2	0	0	1	0	0	0	0	0	0	0
293	chr11:38993001-40630312	SBS13	4	2	1	1	0	1	0	0	0	0	0	0
294	chr11:38993001-40630312	SBS2	4	2	0	1	0	0	0	0	0	0	0	0
295	chr11:38993001-40630312	SBS3	4	2	3	3	4	2	0	0	0	0	0	0
296	chr11:40630351-41200460	SBS13	4	2	0	0	0	1	0	0	0	0	0	0
297	chr11:40630351-41200460	SBS3	4	2	0	0	1	2	0	0	0	0	0	0
298	chr11:41200623-41416955	SBS2	4	2	0	1	0	0	0	0	0	0	0	0
299	chr11:4128001-6197000	SBS1	2	0	0	1	0	0	0	0	0	0	0	0
300	chr11:4128001-6197000	SBS13	2	0	1	1	0	0	0	0	0	0	0	0
301	chr11:4128001-6197000	SBS2	2	0	3	0	0	0	0	0	0	0	0	0
302	chr11:4128001-6197000	SBS3	2	0	4	1	0	0	0	0	0	0	0	0
303	chr11:41416956-41475667	SBS2	3	2	0	0	1	0	0	0	0	0	0	0
304	chr11:41416956-41475667	SBS3	3	2	0	0	1	0	0	0	0	0	0	0
305	chr11:41488042-41776716	SBS2	2	1	2	0	0	0	0	0	0	0	0	0
306	chr11:41776717-45796000	SBS1	2	2	0	2	0	0	0	0	0	0	0	0
307	chr11:41776717-45796000	SBS13	2	2	1	2	0	0	0	0	0	0	0	0
308	chr11:41776717-45796000	SBS2	2	2	2	1	0	0	0	0	0	0	0	0
309	chr11:41776717-45796000	SBS3	2	2	6	14	0	0	0	0	0	0	0	0
310	chr11:45796001-47923030	SBS1	2	2	3	1	0	0	0	0	0	0	0	0
311	chr11:45796001-47923030	SBS100	2	2	1	0	0	0	0	0	0	0	0	0
312	chr11:45796001-47923030	SBS13	2	2	0	2	0	0	0	0	0	0	0	0
313	chr11:45796001-47923030	SBS2	2	2	2	0	0	0	0	0	0	0	0	0
314	chr11:45796001-47923030	SBS3	2	2	9	0	0	0	0	0	0	0	0	0
315	chr11:47923031-47980678	SBS3	4	1	0	1	0	0	0	0	0	0	0	0
316	chr11:47980679-48179000	SBS3	2	2	2	0	0	0	0	0	0	0	0	0
317	chr11:48179001-48579000	SBS3	2	1	1	1	0	0	0	0	0	0	0	0
318	chr11:48579001-49350764	SBS1	1	1	1	0	0	0	0	0	0	0	0	0
319	chr11:48579001-49350764	SBS13	1	1	1	0	0	0	0	0	0	0	0	0
320	chr11:48579001-49350764	SBS2	1	1	1	0	0	0	0	0	0	0	0	0
321	chr11:48579001-49350764	SBS3	1	1	5	0	0	0	0	0	0	0	0	0
322	chr11:49355642-52751710	SBS1	2	1	1	0	0	0	0	0	0	0	0	0
