	segment_id	sig_max	major_cn	minor_cn	N1	N2	N3
57	chr10:4413388-17983162	SBS8	2	1	5	2	0
58	chr10:73501753-91759032	SBS1	1	1	4	0	0
59	chr10:73501753-91759032	SBS13	1	1	3	0	0
60	chr10:73501753-91759032	SBS2	1	1	2	0	0
61	chr10:73501753-91759032	SBS3	1	1	14	0	0
62	chr10:73501753-91759032	SBS5	1	1	10	0	0
63	chr10:73501753-91759032	SBS8	1	1	7	0	0
64	chr10:91759303-101061143	SBS1	1	1	1	0	0
65	chr10:91759303-101061143	SBS13	1	1	1	0	0
66	chr10:91759303-101061143	SBS2	1	1	4	0	0
67	chr10:91759303-101061143	SBS3	1	1	9	0	0
68	chr10:91759303-101061143	SBS5	1	1	9	0	0
69	chr10:91759303-101061143	SBS8	1	1	3	0	0
70	chr11:1-52751710	SBS1	1	1	3	0	0
71	chr11:1-52751710	SBS13	1	1	4	0	0
72	chr11:1-52751710	SBS2	1	1	13	0	0
73	chr11:1-52751710	SBS3	1	1	55	0	0
74	chr11:1-52751710	SBS5	1	1	31	0	0
75	chr11:1-52751710	SBS8	1	1	23	0	0
76	chr11:52751711-61321329	SBS1	1	1	2	0	0
77	chr11:52751711-61321329	SBS13	1	1	4	0	0
78	chr11:52751711-61321329	SBS2	1	1	1	0	0
79	chr11:52751711-61321329	SBS3	1	1	4	0	0
80	chr11:52751711-61321329	SBS5	1	1	4	0	0
81	chr11:52751711-61321329	SBS8	1	1	7	0	0
82	chr11:61321866-67162340	SBS1	1	1	1	0	0
83	chr11:61321866-67162340	SBS13	1	1	2	0	0
84	chr11:61321866-67162340	SBS3	1	1	11	0	0
85	chr11:61321866-67162340	SBS5	1	1	3	0	0
86	chr11:67162351-74409273	SBS1	1	1	2	0	0
87	chr11:67162351-74409273	SBS13	1	1	2	0	0
88	chr11:67162351-74409273	SBS2	1	1	1	0	0
89	chr11:67162351-74409273	SBS3	1	1	9	0	0
90	chr11:67162351-74409273	SBS5	1	1	11	0	0
91	chr11:67162351-74409273	SBS8	1	1	5	0	0
92	chr11:75944633-135086622	SBS1	1	0	7	0	0
93	chr11:75944633-135086622	SBS13	1	0	8	0	0
94	chr11:75944633-135086622	SBS2	1	0	6	0	0
95	chr11:75944633-135086622	SBS3	1	0	38	0	0
96	chr11:75944633-135086622	SBS5	1	0	25	0	0
97	chr11:75944633-135086622	SBS8	1	0	17	0	0
98	chr12:1-25981000	SBS1	1	0	4	0	0
99	chr12:1-25981000	SBS13	1	0	3	0	0
100	chr12:1-25981000	SBS2	1	0	3	0	0
101	chr12:1-25981000	SBS3	1	0	18	0	0
102	chr12:1-25981000	SBS5	1	0	16	0	0
103	chr12:1-25981000	SBS8	1	0	13	0	0
104	chr12:100591001-103938134	SBS13	1	1	1	0	0
105	chr12:100591001-103938134	SBS3	1	1	7	0	0
106	chr12:100591001-103938134	SBS5	1	1	1	0	0
107	chr12:100591001-103938134	SBS8	1	1	2	0	0
108	chr12:104127647-116868104	SBS1	1	1	1	0	0
109	chr12:104127647-116868104	SBS13	1	1	1	0	0
110	chr12:104127647-116868104	SBS2	1	1	2	0	0
111	chr12:104127647-116868104	SBS3	1	1	15	0	0
112	chr12:104127647-116868104	SBS5	1	1	5	0	0
113	chr12:104127647-116868104	SBS8	1	1	6	0	0
114	chr12:116868168-119470393	SBS13	1	1	1	0	0
115	chr12:116868168-119470393	SBS3	1	1	3	0	0
116	chr12:116868168-119470393	SBS5	1	1	4	0	0
117	chr12:116868168-119470393	SBS8	1	1	1	0	0
118	chr12:119470541-125225000	SBS1	1	1	1	0	0
119	chr12:119470541-125225000	SBS3	1	1	6	0	0
120	chr12:119470541-125225000	SBS5	1	1	8	0	0
121	chr12:119470541-125225000	SBS8	1	1	4	0	0
122	chr12:125225001-127212142	SBS1	1	1	1	0	0
123	chr12:125225001-127212142	SBS13	1	1	1	0	0
124	chr12:125225001-127212142	SBS2	1	1	1	0	0
125	chr12:125225001-127212142	SBS5	1	1	1	0	0
126	chr12:125225001-127212142	SBS8	1	1	1	0	0
127	chr12:127212187-131653000	SBS1	1	1	2	0	0
128	chr12:127212187-131653000	SBS13	1	1	1	0	0
129	chr12:127212187-131653000	SBS3	1	1	7	0	0
130	chr12:127212187-131653000	SBS5	1	1	3	0	0
131	chr12:127212187-131653000	SBS8	1	1	5	0	0
132	chr12:131653001-133275309	SBS1	1	1	2	0	0
133	chr12:131653001-133275309	SBS3	1	1	3	0	0
134	chr12:131653001-133275309	SBS5	1	1	3	0	0
135	chr12:25981001-35977329	SBS1	1	1	1	0	0
136	chr12:25981001-35977329	SBS13	1	1	2	0	0
137	chr12:25981001-35977329	SBS2	1	1	3	0	0
138	chr12:25981001-35977329	SBS3	1	1	13	0	0
139	chr12:25981001-35977329	SBS5	1	1	5	0	0
140	chr12:25981001-35977329	SBS8	1	1	4	0	0
141	chr12:35977330-77635513	SBS1	1	1	5	0	0
142	chr12:35977330-77635513	SBS13	1	1	9	0	0
143	chr12:35977330-77635513	SBS2	1	1	8	0	0
144	chr12:35977330-77635513	SBS3	1	1	46	0	0
145	chr12:35977330-77635513	SBS5	1	1	41	0	0
146	chr12:35977330-77635513	SBS8	1	1	17	0	0
147	chr12:77635556-88998000	SBS1	1	1	1	0	0
148	chr12:77635556-88998000	SBS13	1	1	2	0	0
149	chr12:77635556-88998000	SBS2	1	1	4	0	0
150	chr12:77635556-88998000	SBS3	1	1	5	0	0
151	chr12:77635556-88998000	SBS5	1	1	8	0	0
152	chr12:77635556-88998000	SBS8	1	1	11	0	0
153	chr12:88998001-100591000	SBS13	1	1	3	0	0
154	chr12:88998001-100591000	SBS2	1	1	1	0	0
155	chr12:88998001-100591000	SBS3	1	1	3	0	0
156	chr12:88998001-100591000	SBS5	1	1	7	0	0
157	chr12:88998001-100591000	SBS8	1	1	5	0	0
158	chr13:1-17025623	SBS8	1	1	1	0	0
159	chr13:102087444-114364328	SBS1	2	1	3	1	0
160	chr13:102087444-114364328	SBS13	2	1	4	4	0
161	chr13:102087444-114364328	SBS2	2	1	3	0	0
162	chr13:102087444-114364328	SBS3	2	1	9	6	0
163	chr13:102087444-114364328	SBS5	2	1	6	6	0
164	chr13:102087444-114364328	SBS8	2	1	3	2	0
165	chr13:17025624-19172141	SBS13	1	1	1	0	0
166	chr13:17025624-19172141	SBS3	1	1	7	0	0
167	chr13:17025624-19172141	SBS5	1	1	2	0	0
168	chr13:19172307-21757953	SBS13	2	1	0	1	0
169	chr13:19172307-21757953	SBS3	2	1	2	0	0
170	chr13:19172307-21757953	SBS5	2	1	0	1	0
171	chr13:21758271-28988543	SBS1	2	1	2	1	0
172	chr13:21758271-28988543	SBS13	2	1	0	1	0
173	chr13:21758271-28988543	SBS2	2	1	2	1	0
174	chr13:21758271-28988543	SBS3	2	1	2	2	0
175	chr13:21758271-28988543	SBS5	2	1	2	5	0
176	chr13:28988609-29078456	SBS8	2	1	0	1	0
177	chr13:29085116-30144912	SBS13	2	1	1	0	0
178	chr13:29085116-30144912	SBS3	2	1	1	0	0
179	chr13:29085116-30144912	SBS8	2	1	1	0	0
180	chr13:30144945-31915748	SBS13	2	1	2	0	0
181	chr13:30144945-31915748	SBS3	2	1	1	1	0
182	chr13:30144945-31915748	SBS5	2	1	0	1	0
183	chr13:30144945-31915748	SBS8	2	1	1	1	0
184	chr13:31915749-48463237	SBS1	1	0	3	0	0
185	chr13:31915749-48463237	SBS13	1	0	2	0	0
186	chr13:31915749-48463237	SBS2	1	0	1	0	0
187	chr13:31915749-48463237	SBS3	1	0	4	0	0
188	chr13:31915749-48463237	SBS5	1	0	1	0	0
189	chr13:31915749-48463237	SBS8	1	0	6	0	0
190	chr13:48463982-57346260	SBS3	1	0	1	0	0
191	chr13:48463982-57346260	SBS5	1	0	2	0	0
192	chr13:57346261-70488672	SBS13	1	0	1	0	0
193	chr13:57346261-70488672	SBS2	1	0	1	0	0
194	chr13:57346261-70488672	SBS3	1	0	7	0	0
195	chr13:57346261-70488672	SBS5	1	0	3	0	0
196	chr13:57346261-70488672	SBS8	1	0	3	0	0
197	chr13:70489330-85474356	SBS13	1	0	1	0	0
198	chr13:70489330-85474356	SBS3	1	0	6	0	0
199	chr13:70489330-85474356	SBS5	1	0	5	0	0
200	chr13:70489330-85474356	SBS8	1	0	5	0	0
201	chr13:85474480-87608948	SBS13	1	0	1	0	0
202	chr13:85474480-87608948	SBS3	1	0	1	0	0
203	chr13:85474480-87608948	SBS5	1	0	1	0	0
204	chr13:85474480-87608948	SBS8	1	0	1	0	0
205	chr13:87609031-102087443	SBS1	1	0	2	0	0
206	chr13:87609031-102087443	SBS2	1	0	1	0	0
207	chr13:87609031-102087443	SBS3	1	0	10	0	0
208	chr13:87609031-102087443	SBS5	1	0	8	0	0
209	chr13:87609031-102087443	SBS8	1	0	8	0	0
210	chr14:1-17086761	SBS3	1	1	1	0	0
211	chr14:1-17086761	SBS5	1	1	2	0	0
212	chr14:1-17086761	SBS8	1	1	1	0	0
213	chr14:17086762-51658024	SBS1	1	1	4	0	0
214	chr14:17086762-51658024	SBS13	1	1	9	0	0
215	chr14:17086762-51658024	SBS2	1	1	5	0	0
216	chr14:17086762-51658024	SBS3	1	1	20	0	0
217	chr14:17086762-51658024	SBS5	1	1	23	0	0
218	chr14:17086762-51658024	SBS8	1	1	10	0	0
219	chr14:51658065-55705557	SBS13	1	1	2	0	0
220	chr14:51658065-55705557	SBS3	1	1	6	0	0
221	chr14:51658065-55705557	SBS5	1	1	1	0	0
222	chr14:51658065-55705557	SBS8	1	1	3	0	0
223	chr14:55705569-58739827	SBS5	1	1	2	0	0
224	chr14:55705569-58739827	SBS8	1	1	1	0	0
225	chr14:58739828-86367396	SBS1	1	0	2	0	0
226	chr14:58739828-86367396	SBS13	1	0	4	0	0
227	chr14:58739828-86367396	SBS2	1	0	1	0	0
228	chr14:58739828-86367396	SBS3	1	0	20	0	0
229	chr14:58739828-86367396	SBS5	1	0	15	0	0
230	chr14:58739828-86367396	SBS8	1	0	5	0	0
231	chr14:86367399-107043718	SBS1	1	0	3	0	0
232	chr14:86367399-107043718	SBS13	1	0	1	0	0
233	chr14:86367399-107043718	SBS3	1	0	11	0	0
234	chr14:86367399-107043718	SBS5	1	0	11	0	0
235	chr14:86367399-107043718	SBS8	1	0	15	0	0
236	chr15:1-18362626	SBS3	1	1	1	0	0
237	chr15:18362627-24292918	SBS1	1	1	1	0	0
238	chr15:18362627-24292918	SBS13	1	1	1	0	0
239	chr15:18362627-24292918	SBS2	1	1	1	0	0
240	chr15:18362627-24292918	SBS3	1	1	2	0	0
241	chr15:18362627-24292918	SBS5	1	1	7	0	0
242	chr15:18362627-24292918	SBS8	1	1	1	0	0
243	chr15:24292937-59683102	SBS1	1	1	6	0	0
244	chr15:24292937-59683102	SBS13	1	1	7	0	0
245	chr15:24292937-59683102	SBS2	1	1	5	0	0
246	chr15:24292937-59683102	SBS3	1	1	35	0	0
247	chr15:24292937-59683102	SBS5	1	1	36	0	0
248	chr15:24292937-59683102	SBS8	1	1	8	0	0
249	chr15:59683154-101991189	SBS1	1	1	2	0	0
250	chr15:59683154-101991189	SBS13	1	1	8	0	0
251	chr15:59683154-101991189	SBS2	1	1	7	0	0
252	chr15:59683154-101991189	SBS3	1	1	40	0	0
253	chr15:59683154-101991189	SBS5	1	1	27	0	0
254	chr15:59683154-101991189	SBS8	1	1	17	0	0
255	chr16:1-438152	SBS3	2	0	1	0	0
256	chr16:1-438152	SBS5	2	0	1	0	0
257	chr16:721498-9772436	SBS1	2	0	0	3	0
258	chr16:721498-9772436	SBS13	2	0	1	0	0
259	chr16:721498-9772436	SBS2	2	0	1	0	0
260	chr16:721498-9772436	SBS3	2	0	1	2	0
261	chr16:721498-9772436	SBS5	2	0	2	2	0
262	chr16:721498-9772436	SBS8	2	0	1	0	0
263	chr16:9772477-37295919	SBS1	2	0	3	0	0
264	chr16:9772477-37295919	SBS13	2	0	1	2	0
265	chr16:9772477-37295919	SBS2	2	0	2	0	0
266	chr16:9772477-37295919	SBS3	2	0	13	3	0
267	chr16:9772477-37295919	SBS5	2	0	12	5	0
268	chr16:9772477-37295919	SBS8	2	0	4	3	0
269	chr17:1-16118024	SBS1	1	0	2	0	0
270	chr17:1-16118024	SBS13	1	0	6	0	0
271	chr17:1-16118024	SBS3	1	0	13	0	0
272	chr17:1-16118024	SBS5	1	0	14	0	0
273	chr17:1-16118024	SBS8	1	0	2	0	0
274	chr17:16118064-21180191	SBS1	1	0	1	0	0
275	chr17:16118064-21180191	SBS13	1	0	1	0	0
276	chr17:16118064-21180191	SBS2	1	0	1	0	0
277	chr17:16118064-21180191	SBS3	1	0	2	0	0
278	chr17:16118064-21180191	SBS5	1	0	3	0	0
279	chr17:16118064-21180191	SBS8	1	0	3	0	0
280	chr17:21180192-22158000	SBS1	1	1	2	0	0
281	chr17:21180192-22158000	SBS3	1	1	5	0	0
282	chr17:21180192-22158000	SBS5	1	1	7	0	0
283	chr17:21180192-22158000	SBS8	1	1	1	0	0
284	chr17:22269048-24849829	SBS13	1	1	3	0	0
285	chr17:22269048-24849829	SBS3	1	1	1	0	0
286	chr17:22269048-24849829	SBS5	1	1	1	0	0
287	chr17:22269048-24849829	SBS8	1	1	2	0	0
288	chr17:24849830-27369464	SBS13	1	1	1	0	0
289	chr17:24849830-27369464	SBS3	1	1	2	0	0
290	chr17:24849830-27369464	SBS5	1	1	4	0	0
291	chr17:24849830-27369464	SBS8	1	1	1	0	0
292	chr17:27369500-45580176	SBS1	1	1	3	0	0
293	chr17:27369500-45580176	SBS13	1	1	2	0	0
294	chr17:27369500-45580176	SBS2	1	1	7	0	0
295	chr17:27369500-45580176	SBS3	1	1	24	0	0
296	chr17:27369500-45580176	SBS5	1	1	19	0	0
297	chr17:27369500-45580176	SBS8	1	1	15	0	0
298	chr17:45580394-48127962	SBS1	2	1	1	0	0
299	chr17:45580394-48127962	SBS13	2	1	2	0	0
300	chr17:45580394-48127962	SBS2	2	1	1	0	0
301	chr17:45580394-48127962	SBS3	2	1	4	1	0
302	chr17:45580394-48127962	SBS5	2	1	6	1	0
303	chr17:45580394-48127962	SBS8	2	1	3	0	0
304	chr17:48347959-49578534	SBS2	3	2	0	0	1
305	chr17:48347959-49578534	SBS5	3	2	1	0	0
306	chr17:49579547-59102332	SBS1	3	2	1	0	0
307	chr17:49579547-59102332	SBS13	3	2	1	0	0
308	chr17:49579547-59102332	SBS2	3	2	1	1	0
309	chr17:49579547-59102332	SBS3	3	2	9	2	2
310	chr17:49579547-59102332	SBS5	3	2	6	1	2
311	chr17:49579547-59102332	SBS8	3	2	2	2	1
312	chr17:59109250-64136000	SBS1	3	2	3	0	1
313	chr17:59109250-64136000	SBS13	3	2	0	1	1
314	chr17:59109250-64136000	SBS3	3	2	12	2	0
315	chr17:59109250-64136000	SBS5	3	2	6	2	0
316	chr17:59109250-64136000	SBS8	3	2	2	1	1
317	chr17:64136001-68008250	SBS1	2	2	0	1	0
318	chr17:64136001-68008250	SBS13	2	2	0	3	0
319	chr17:64136001-68008250	SBS3	2	2	4	3	0
320	chr17:64136001-68008250	SBS5	2	2	8	1	0
321	chr17:64136001-68008250	SBS8	2	2	2	1	0
322	chr17:68008914-72114086	SBS1	2	2	0	1	0
323	chr17:68008914-72114086	SBS13	2	2	1	1	0
324	chr17:68008914-72114086	SBS2	2	2	1	2	0
325	chr17:68008914-72114086	SBS3	2	2	0	3	0
326	chr17:68008914-72114086	SBS5	2	2	2	2	0
327	chr17:68008914-72114086	SBS8	2	2	1	1	0
328	chr17:72114087-80361069	SBS1	2	1	1	0	0
329	chr17:72114087-80361069	SBS13	2	1	1	1	0
330	chr17:72114087-80361069	SBS2	2	1	2	2	0
331	chr17:72114087-80361069	SBS3	2	1	10	8	0
332	chr17:72114087-80361069	SBS5	2	1	9	1	0
333	chr17:72114087-80361069	SBS8	2	1	2	0	0
334	chr17:80361070-83257441	SBS13	2	2	1	0	0
335	chr17:80361070-83257441	SBS2	2	2	0	2	0
336	chr17:80361070-83257441	SBS3	2	2	6	0	0
337	chr17:80361070-83257441	SBS5	2	2	3	1	0
338	chr17:80361070-83257441	SBS8	2	2	0	2	0
339	chr18:1-18161052	SBS1	1	1	4	0	0
340	chr18:1-18161052	SBS13	1	1	2	0	0
341	chr18:1-18161052	SBS2	1	1	1	0	0
342	chr18:1-18161052	SBS3	1	1	12	0	0
343	chr18:1-18161052	SBS5	1	1	15	0	0
344	chr18:1-18161052	SBS8	1	1	9	0	0
345	chr18:18161053-51715000	SBS1	1	1	1	0	0
346	chr18:18161053-51715000	SBS13	1	1	3	0	0
347	chr18:18161053-51715000	SBS2	1	1	5	0	0
348	chr18:18161053-51715000	SBS3	1	1	31	0	0
349	chr18:18161053-51715000	SBS5	1	1	27	0	0
350	chr18:18161053-51715000	SBS8	1	1	10	0	0
351	chr18:51715001-52094838	SBS3	1	1	1	0	0
352	chr18:52095379-80373285	SBS1	1	1	5	0	0
353	chr18:52095379-80373285	SBS13	1	1	8	0	0
354	chr18:52095379-80373285	SBS2	1	1	9	0	0
355	chr18:52095379-80373285	SBS3	1	1	28	0	0
356	chr18:52095379-80373285	SBS5	1	1	21	0	0
357	chr18:52095379-80373285	SBS8	1	1	7	0	0
358	chr19:1-8353490	SBS1	1	1	5	0	0
359	chr19:1-8353490	SBS13	1	1	2	0	0
360	chr19:1-8353490	SBS2	1	1	2	0	0
361	chr19:1-8353490	SBS3	1	1	14	0	0
362	chr19:1-8353490	SBS5	1	1	14	0	0
363	chr19:1-8353490	SBS8	1	1	5	0	0
364	chr19:11733343-25844926	SBS1	1	1	4	0	0
365	chr19:11733343-25844926	SBS13	1	1	3	0	0
366	chr19:11733343-25844926	SBS2	1	1	4	0	0
367	chr19:11733343-25844926	SBS3	1	1	19	0	0
368	chr19:11733343-25844926	SBS5	1	1	15	0	0
369	chr19:11733343-25844926	SBS8	1	1	12	0	0
370	chr19:25844927-35429421	SBS13	1	1	3	0	0
371	chr19:25844927-35429421	SBS2	1	1	4	0	0
372	chr19:25844927-35429421	SBS3	1	1	10	0	0
373	chr19:25844927-35429421	SBS5	1	1	6	0	0
374	chr19:25844927-35429421	SBS8	1	1	13	0	0
375	chr19:35429462-58617616	SBS1	1	1	5	0	0
376	chr19:35429462-58617616	SBS13	1	1	2	0	0
377	chr19:35429462-58617616	SBS2	1	1	6	0	0
378	chr19:35429462-58617616	SBS3	1	1	39	0	0
379	chr19:35429462-58617616	SBS5	1	1	36	0	0
380	chr19:35429462-58617616	SBS8	1	1	15	0	0
381	chr19:8354388-11733303	SBS1	1	1	1	0	0
382	chr19:8354388-11733303	SBS13	1	1	3	0	0
383	chr19:8354388-11733303	SBS3	1	1	8	0	0
384	chr19:8354388-11733303	SBS5	1	1	5	0	0
385	chr19:8354388-11733303	SBS8	1	1	4	0	0
386	chr1:1-9784354	SBS2	1	0	1	0	0
387	chr1:1-9784354	SBS3	1	0	10	0	0
388	chr1:1-9784354	SBS5	1	0	6	0	0
389	chr1:1-9784354	SBS8	1	0	5	0	0
390	chr1:109515904-118508438	SBS1	1	1	1	0	0
391	chr1:109515904-118508438	SBS13	1	1	4	0	0
392	chr1:109515904-118508438	SBS2	1	1	3	0	0
393	chr1:109515904-118508438	SBS3	1	1	8	0	0
394	chr1:109515904-118508438	SBS5	1	1	5	0	0
395	chr1:109515904-118508438	SBS8	1	1	4	0	0
396	chr1:118508791-123605522	SBS5	1	1	3	0	0
397	chr1:123605523-149415500	SBS1	1	1	1	0	0
398	chr1:123605523-149415500	SBS13	1	1	2	0	0
399	chr1:123605523-149415500	SBS2	1	1	2	0	0
400	chr1:123605523-149415500	SBS3	1	1	3	0	0
401	chr1:123605523-149415500	SBS5	1	1	9	0	0
402	chr1:123605523-149415500	SBS8	1	1	4	0	0
403	chr1:13175001-38944537	SBS1	1	0	3	0	0
404	chr1:13175001-38944537	SBS13	1	0	6	0	0
405	chr1:13175001-38944537	SBS2	1	0	5	0	0
406	chr1:13175001-38944537	SBS3	1	0	14	0	0
407	chr1:13175001-38944537	SBS5	1	0	14	0	0
408	chr1:13175001-38944537	SBS8	1	0	5	0	0
409	chr1:149415501-216501438	SBS1	2	1	7	4	0
410	chr1:149415501-216501438	SBS13	2	1	14	5	0
411	chr1:149415501-216501438	SBS2	2	1	10	5	0
412	chr1:149415501-216501438	SBS3	2	1	48	27	0
413	chr1:149415501-216501438	SBS5	2	1	32	21	0
414	chr1:149415501-216501438	SBS8	2	1	33	16	0
415	chr1:216501925-248956422	SBS1	2	1	4	0	0
416	chr1:216501925-248956422	SBS13	2	1	6	6	0
417	chr1:216501925-248956422	SBS2	2	1	6	1	0
418	chr1:216501925-248956422	SBS3	2	1	22	16	0
419	chr1:216501925-248956422	SBS5	2	1	14	14	0
420	chr1:216501925-248956422	SBS8	2	1	13	6	0
421	chr1:38944538-39222278	SBS3	2	0	1	0	0
422	chr1:38944538-39222278	SBS5	2	0	2	0	0
423	chr1:38944538-39222278	SBS8	2	0	1	0	0
424	chr1:39222279-52539000	SBS1	1	0	1	0	0
425	chr1:39222279-52539000	SBS13	1	0	1	0	0
426	chr1:39222279-52539000	SBS2	1	0	1	0	0
427	chr1:39222279-52539000	SBS3	1	0	9	0	0
428	chr1:39222279-52539000	SBS5	1	0	6	0	0
429	chr1:39222279-52539000	SBS8	1	0	3	0	0
430	chr1:52539001-67646394	SBS1	1	1	1	0	0
431	chr1:52539001-67646394	SBS13	1	1	4	0	0
432	chr1:52539001-67646394	SBS2	1	1	1	0	0
433	chr1:52539001-67646394	SBS3	1	1	23	0	0
434	chr1:52539001-67646394	SBS5	1	1	11	0	0
435	chr1:52539001-67646394	SBS8	1	1	9	0	0
436	chr1:67646611-71878765	SBS1	1	1	1	0	0
437	chr1:67646611-71878765	SBS13	1	1	1	0	0
438	chr1:67646611-71878765	SBS2	1	1	1	0	0
439	chr1:67646611-71878765	SBS3	1	1	3	0	0
440	chr1:67646611-71878765	SBS5	1	1	2	0	0
441	chr1:71878809-98710874	SBS13	1	1	5	0	0
442	chr1:71878809-98710874	SBS2	1	1	2	0	0
443	chr1:71878809-98710874	SBS3	1	1	20	0	0
444	chr1:71878809-98710874	SBS5	1	1	14	0	0
445	chr1:71878809-98710874	SBS8	1	1	11	0	0
446	chr1:9784355-13175000	SBS1	1	1	1	0	0
447	chr1:9784355-13175000	SBS2	1	1	1	0	0
448	chr1:9784355-13175000	SBS3	1	1	4	0	0
449	chr1:9784355-13175000	SBS5	1	1	4	0	0
450	chr1:9784355-13175000	SBS8	1	1	5	0	0
451	chr1:98710959-109515864	SBS1	1	1	2	0	0
452	chr1:98710959-109515864	SBS13	1	1	3	0	0
453	chr1:98710959-109515864	SBS2	1	1	3	0	0
454	chr1:98710959-109515864	SBS3	1	1	10	0	0
455	chr1:98710959-109515864	SBS5	1	1	8	0	0
456	chr1:98710959-109515864	SBS8	1	1	8	0	0
457	chr20:1-24789573	SBS1	1	1	1	0	0
458	chr20:1-24789573	SBS13	1	1	6	0	0
459	chr20:1-24789573	SBS2	1	1	3	0	0
460	chr20:1-24789573	SBS3	1	1	13	0	0
461	chr20:1-24789573	SBS5	1	1	13	0	0
462	chr20:1-24789573	SBS8	1	1	15	0	0
463	chr20:24789959-28237289	SBS13	1	1	3	0	0
464	chr20:24789959-28237289	SBS2	1	1	1	0	0
465	chr20:24789959-28237289	SBS3	1	1	3	0	0
466	chr20:24789959-28237289	SBS5	1	1	4	0	0
467	chr20:24789959-28237289	SBS8	1	1	4	0	0
468	chr20:28237290-34482479	SBS1	1	1	7	0	0
469	chr20:28237290-34482479	SBS13	1	1	2	0	0
470	chr20:28237290-34482479	SBS2	1	1	2	0	0
471	chr20:28237290-34482479	SBS3	1	1	33	0	0
472	chr20:28237290-34482479	SBS5	1	1	22	0	0
473	chr20:28237290-34482479	SBS8	1	1	17	0	0
474	chr20:34482480-39450221	SBS13	2	1	1	0	0
475	chr20:34482480-39450221	SBS3	2	1	6	0	0
476	chr20:34482480-39450221	SBS5	2	1	5	0	0
477	chr20:34482480-39450221	SBS8	2	1	2	1	0
478	chr20:39458953-53929535	SBS1	2	1	4	0	0
479	chr20:39458953-53929535	SBS13	2	1	2	1	0
480	chr20:39458953-53929535	SBS2	2	1	4	3	0
481	chr20:39458953-53929535	SBS3	2	1	15	6	0
482	chr20:39458953-53929535	SBS5	2	1	8	1	0
483	chr20:39458953-53929535	SBS8	2	1	5	0	0
