	segment_id	sig_max	major_cn	minor_cn	N4	N2	N3	N1	N5	N7
42	chr10:72458853-73971119	SBS13	3	1	0	0	1	0	0	0
43	chr10:72458853-73971119	SBS3	3	1	0	0	3	0	0	0
44	chr10:72458853-73971119	SBS5	3	1	0	0	1	0	0	0
45	chr10:73971152-74928000	SBS1	2	1	0	1	0	0	0	0
46	chr10:73971152-74928000	SBS3	2	1	0	1	0	0	0	0
47	chr10:73971152-74928000	SBS5	2	1	0	2	0	0	0	0
48	chr10:74928001-75303000	SBS3	4	1	2	0	0	0	0	0
49	chr10:75303001-78442514	SBS3	2	1	0	3	0	0	0	0
50	chr10:75303001-78442514	SBS5	2	1	0	3	0	0	0	0
51	chr10:7545183-9244482	SBS13	4	1	1	0	0	0	0	0
52	chr10:7545183-9244482	SBS3	4	1	0	0	4	0	0	0
53	chr10:78442532-86795281	SBS1	2	1	0	2	0	0	0	0
54	chr10:78442532-86795281	SBS3	2	1	0	15	0	0	0	0
55	chr10:78442532-86795281	SBS5	2	1	0	6	0	0	0	0
56	chr10:86872305-94152499	SBS13	2	1	0	1	0	0	0	0
57	chr10:86872305-94152499	SBS3	2	1	0	5	0	0	0	0
58	chr10:86872305-94152499	SBS5	2	1	0	3	0	0	0	0
59	chr10:9259020-27353000	SBS1	4	1	1	0	0	0	0	0
60	chr10:9259020-27353000	SBS13	4	1	6	0	2	0	0	0
61	chr10:9259020-27353000	SBS3	4	1	21	2	14	0	0	0
62	chr10:9259020-27353000	SBS5	4	1	9	0	5	0	0	0
63	chr10:94158344-109805000	SBS1	2	1	0	1	0	0	0	0
64	chr10:94158344-109805000	SBS100	2	1	0	2	0	0	0	0
65	chr10:94158344-109805000	SBS3	2	1	0	25	0	0	0	0
66	chr10:94158344-109805000	SBS5	2	1	0	10	0	1	0	0
67	chr11:1-16898000	SBS1	2	1	0	3	0	1	0	0
68	chr11:1-16898000	SBS100	2	1	0	2	0	0	0	0
69	chr11:1-16898000	SBS3	2	1	0	19	0	1	0	0
70	chr11:1-16898000	SBS5	2	1	0	12	0	2	0	0
71	chr11:114052001-114395000	SBS5	4	0	1	0	0	0	0	0
72	chr11:114395001-117422933	SBS1	2	0	0	0	0	1	0	0
73	chr11:114395001-117422933	SBS13	2	0	0	1	0	0	0	0
74	chr11:114395001-117422933	SBS3	2	0	0	1	0	0	0	0
75	chr11:114395001-117422933	SBS5	2	0	0	0	0	2	0	0
76	chr11:117422986-135086622	SBS1	2	0	0	0	0	1	0	0
77	chr11:117422986-135086622	SBS100	2	0	0	1	0	3	0	0
78	chr11:117422986-135086622	SBS3	2	0	0	17	0	6	0	0
79	chr11:117422986-135086622	SBS5	2	0	0	6	0	3	0	0
80	chr11:16898001-44812000	SBS1	3	1	0	1	2	0	0	0
81	chr11:16898001-44812000	SBS100	3	1	0	0	1	0	0	0
82	chr11:16898001-44812000	SBS13	3	1	0	1	4	0	0	0
83	chr11:16898001-44812000	SBS3	3	1	0	13	41	0	0	0
84	chr11:16898001-44812000	SBS5	3	1	0	7	11	0	0	0
85	chr11:44812001-52751710	SBS1	2	1	0	2	0	0	0	0
86	chr11:44812001-52751710	SBS13	2	1	0	2	0	0	0	0
87	chr11:44812001-52751710	SBS3	2	1	0	10	0	0	0	0
88	chr11:44812001-52751710	SBS5	2	1	0	10	0	1	0	0
89	chr11:52751711-68538000	SBS1	2	1	0	1	0	0	0	0
90	chr11:52751711-68538000	SBS100	2	1	0	1	0	0	0	0
91	chr11:52751711-68538000	SBS13	2	1	0	3	0	0	0	0
92	chr11:52751711-68538000	SBS3	2	1	0	20	0	0	0	0
93	chr11:52751711-68538000	SBS5	2	1	0	13	0	0	0	0
94	chr11:68538001-69189000	SBS3	3	1	0	0	1	0	0	0
95	chr11:68538001-69189000	SBS5	3	1	0	1	0	0	0	0
96	chr11:69189001-73020000	SBS1	3	2	0	0	2	0	0	0
97	chr11:69189001-73020000	SBS13	3	2	0	0	1	0	0	0
98	chr11:69189001-73020000	SBS3	3	2	0	1	5	0	0	0
99	chr11:69189001-73020000	SBS5	3	2	0	1	11	0	0	0
100	chr11:73020001-73315000	SBS3	4	2	1	0	0	0	0	0
101	chr11:73315001-79091000	SBS100	3	1	0	0	1	0	0	0
102	chr11:73315001-79091000	SBS13	3	1	0	0	1	0	0	0
103	chr11:73315001-79091000	SBS3	3	1	0	2	6	0	0	0
104	chr11:73315001-79091000	SBS5	3	1	0	3	4	0	0	0
105	chr11:79091001-114052000	SBS1	2	0	0	1	0	0	0	0
106	chr11:79091001-114052000	SBS100	2	0	0	1	0	0	0	0
107	chr11:79091001-114052000	SBS13	2	0	0	3	0	0	0	0
108	chr11:79091001-114052000	SBS3	2	0	0	31	0	9	0	0
109	chr11:79091001-114052000	SBS5	2	0	0	13	0	7	0	0
110	chr12:1-2913000	SBS13	3	1	0	0	1	0	0	0
111	chr12:1-2913000	SBS5	3	1	0	5	2	0	0	0
112	chr12:112901731-114577000	SBS13	2	0	0	1	0	0	0	0
113	chr12:112901731-114577000	SBS3	2	0	0	1	0	0	0	0
114	chr12:114577001-133275309	SBS1	2	0	0	1	0	2	0	0
115	chr12:114577001-133275309	SBS100	2	0	0	2	0	1	0	0
116	chr12:114577001-133275309	SBS13	2	0	0	1	0	0	0	0
117	chr12:114577001-133275309	SBS3	2	0	0	19	0	12	0	0
118	chr12:114577001-133275309	SBS5	2	0	0	14	0	7	0	0
119	chr12:16527001-35977329	SBS1	2	0	0	1	0	1	0	0
120	chr12:16527001-35977329	SBS13	2	0	0	0	0	2	0	0
121	chr12:16527001-35977329	SBS3	2	0	0	8	0	15	0	0
122	chr12:16527001-35977329	SBS5	2	0	0	11	0	3	0	0
123	chr12:2913001-3073000	SBS3	5	1	0	0	0	0	2	0
124	chr12:3073001-7859000	SBS1	3	1	0	0	1	0	0	0
125	chr12:3073001-7859000	SBS13	3	1	0	0	2	0	0	0
126	chr12:3073001-7859000	SBS3	3	1	0	10	5	0	0	0
127	chr12:3073001-7859000	SBS5	3	1	0	5	3	0	0	0
128	chr12:35977330-52377000	SBS1	2	1	0	3	0	0	0	0
129	chr12:35977330-52377000	SBS100	2	1	0	2	0	0	0	0
130	chr12:35977330-52377000	SBS3	2	1	0	23	0	3	0	0
131	chr12:35977330-52377000	SBS5	2	1	0	13	0	1	0	0
132	chr12:52377001-65978000	SBS1	2	0	0	1	0	0	0	0
133	chr12:52377001-65978000	SBS13	2	0	0	2	0	0	0	0
134	chr12:52377001-65978000	SBS3	2	0	0	6	0	2	0	0
135	chr12:52377001-65978000	SBS5	2	0	0	6	0	3	0	0
136	chr12:66076992-68840499	SBS13	2	1	0	1	0	0	0	0
137	chr12:66076992-68840499	SBS3	2	1	0	4	0	0	0	0
138	chr12:66076992-68840499	SBS5	2	1	0	2	0	0	0	0
139	chr12:68857816-97900000	SBS1	2	1	0	4	0	0	0	0
140	chr12:68857816-97900000	SBS100	2	1	0	3	0	0	0	0
141	chr12:68857816-97900000	SBS13	2	1	0	4	0	0	0	0
142	chr12:68857816-97900000	SBS3	2	1	0	29	0	0	0	0
143	chr12:68857816-97900000	SBS5	2	1	0	19	0	0	0	0
144	chr12:7859001-9394000	SBS1	2	0	0	0	0	1	0	0
145	chr12:7859001-9394000	SBS100	2	0	0	0	0	1	0	0
146	chr12:7859001-9394000	SBS3	2	0	0	1	0	6	0	0
147	chr12:7859001-9394000	SBS5	2	0	0	1	0	1	0	0
148	chr12:9394001-16527000	SBS1	1	1	0	0	0	3	0	0
149	chr12:9394001-16527000	SBS13	1	1	0	0	0	1	0	0
150	chr12:9394001-16527000	SBS3	1	1	0	0	0	15	0	0
151	chr12:9394001-16527000	SBS5	1	1	0	0	0	8	0	0
152	chr12:97900001-112901682	SBS100	2	0	0	1	0	0	0	0
153	chr12:97900001-112901682	SBS13	2	0	0	1	0	1	0	0
154	chr12:97900001-112901682	SBS3	2	0	0	23	0	3	0	0
155	chr12:97900001-112901682	SBS5	2	0	0	4	0	4	0	0
156	chr13:17025624-61201348	SBS1	2	0	0	3	0	2	0	0
157	chr13:17025624-61201348	SBS100	2	0	0	3	0	0	0	0
158	chr13:17025624-61201348	SBS13	2	0	0	2	0	1	0	0
159	chr13:17025624-61201348	SBS3	2	0	0	23	0	10	0	0
160	chr13:17025624-61201348	SBS5	2	0	0	20	0	8	0	0
161	chr13:61201394-114364328	SBS1	2	0	0	4	0	1	0	0
162	chr13:61201394-114364328	SBS13	2	0	0	5	0	0	0	0
163	chr13:61201394-114364328	SBS3	2	0	0	41	0	9	0	0
164	chr13:61201394-114364328	SBS5	2	0	0	18	0	5	0	0
165	chr14:1-17086761	SBS3	1	0	0	0	0	3	0	0
166	chr14:1-17086761	SBS5	1	0	0	0	0	3	0	0
167	chr14:17086762-21495130	SBS1	1	0	0	0	0	1	0	0
168	chr14:17086762-21495130	SBS3	1	0	0	0	0	2	0	0
169	chr14:17086762-21495130	SBS5	1	0	0	0	0	5	0	0
170	chr14:21756545-67243000	SBS1	2	0	0	2	0	2	0	0
171	chr14:21756545-67243000	SBS100	2	0	0	2	0	1	0	0
172	chr14:21756545-67243000	SBS13	2	0	0	4	0	0	0	0
173	chr14:21756545-67243000	SBS3	2	0	0	28	0	25	0	0
174	chr14:21756545-67243000	SBS5	2	0	0	14	0	24	0	0
175	chr14:67637001-107043718	SBS1	2	0	0	3	0	4	0	0
176	chr14:67637001-107043718	SBS100	2	0	0	1	0	1	0	0
177	chr14:67637001-107043718	SBS13	2	0	0	3	0	0	0	0
178	chr14:67637001-107043718	SBS3	2	0	0	27	0	13	0	0
179	chr14:67637001-107043718	SBS5	2	0	0	11	0	17	0	0
180	chr15:1-18362626	SBS3	2	0	0	0	0	2	0	0
181	chr15:101001307-101991189	SBS3	4	0	1	0	0	0	0	0
182	chr15:101001307-101991189	SBS5	4	0	1	2	2	0	0	0
183	chr15:18362627-22600481	SBS3	2	0	0	2	0	5	0	0
184	chr15:18362627-22600481	SBS5	2	0	0	3	0	3	0	0
185	chr15:22907183-34263000	SBS1	2	1	0	1	0	0	0	0
186	chr15:22907183-34263000	SBS13	2	1	0	1	0	0	0	0
187	chr15:22907183-34263000	SBS3	2	1	0	10	0	0	0	0
188	chr15:22907183-34263000	SBS5	2	1	0	8	0	2	0	0
189	chr15:34263001-42040000	SBS1	1	0	0	0	0	1	0	0
190	chr15:34263001-42040000	SBS13	1	0	0	0	0	2	0	0
191	chr15:34263001-42040000	SBS3	1	0	0	0	0	3	0	0
192	chr15:34263001-42040000	SBS5	1	0	0	0	0	3	0	0
193	chr15:42041027-43865290	SBS3	2	0	0	2	0	2	0	0
194	chr15:43865331-48200062	SBS3	2	0	0	5	0	3	0	0
195	chr15:48204873-49253000	SBS3	3	0	0	0	1	0	0	0
196	chr15:49253001-52700000	SBS3	1	0	0	0	0	6	0	0
197	chr15:52700001-62628000	SBS13	2	0	0	0	0	1	0	0
198	chr15:52700001-62628000	SBS3	2	0	0	5	0	1	0	0
199	chr15:52700001-62628000	SBS5	2	0	0	1	0	0	0	0
200	chr15:62628001-74635185	SBS1	3	0	0	2	0	0	0	0
201	chr15:62628001-74635185	SBS13	3	0	0	0	1	0	0	0
202	chr15:62628001-74635185	SBS3	3	0	0	3	13	0	0	0
203	chr15:62628001-74635185	SBS5	3	0	0	7	6	0	0	0
204	chr15:74875001-75572909	SBS3	3	0	0	0	1	0	0	0
205	chr15:75593889-80407000	SBS100	3	0	0	0	1	0	0	0
206	chr15:75593889-80407000	SBS13	3	0	0	0	1	0	0	0
207	chr15:75593889-80407000	SBS3	3	0	0	4	2	0	0	0
208	chr15:75593889-80407000	SBS5	3	0	0	2	3	0	0	0
209	chr15:80407001-99032000	SBS1	4	0	2	0	0	0	0	0
210	chr15:80407001-99032000	SBS100	4	0	2	0	0	0	0	0
211	chr15:80407001-99032000	SBS13	4	0	0	1	0	0	0	0
212	chr15:80407001-99032000	SBS3	4	0	14	5	5	0	0	0
213	chr15:80407001-99032000	SBS5	4	0	3	9	2	0	0	0
214	chr15:99313001-100998393	SBS3	4	0	1	0	1	0	0	0
215	chr15:99313001-100998393	SBS5	4	0	2	0	1	0	0	0
216	chr16:1-17986942	SBS1	2	1	0	5	0	0	0	0
217	chr16:1-17986942	SBS100	2	1	0	2	0	0	0	0
218	chr16:1-17986942	SBS13	2	1	0	3	0	0	0	0
219	chr16:1-17986942	SBS3	2	1	0	31	0	2	0	0
220	chr16:1-17986942	SBS5	2	1	0	19	0	3	0	0
221	chr16:17995039-37295919	SBS1	2	1	0	5	0	2	0	0
222	chr16:17995039-37295919	SBS13	2	1	0	5	0	0	0	0
223	chr16:17995039-37295919	SBS3	2	1	0	26	0	9	0	0
224	chr16:17995039-37295919	SBS5	2	1	0	28	0	10	0	0
225	chr17:1-4274465	SBS1	2	0	0	1	0	2	0	0
226	chr17:1-4274465	SBS13	2	0	0	3	0	0	0	0
227	chr17:1-4274465	SBS3	2	0	0	3	0	2	0	0
228	chr17:1-4274465	SBS5	2	0	0	5	0	1	0	0
229	chr17:24849830-42626000	SBS1	2	0	0	3	0	2	0	0
230	chr17:24849830-42626000	SBS100	2	0	0	2	0	1	0	0
231	chr17:24849830-42626000	SBS13	2	0	0	1	0	0	0	0
232	chr17:24849830-42626000	SBS3	2	0	0	12	0	12	0	0
233	chr17:24849830-42626000	SBS5	2	0	0	7	0	11	0	0
234	chr17:42626001-58117000	SBS1	2	0	0	1	0	0	0	0
235	chr17:42626001-58117000	SBS13	2	0	0	2	0	0	0	0
236	chr17:42626001-58117000	SBS3	2	0	0	15	0	2	0	0
237	chr17:42626001-58117000	SBS5	2	0	0	5	0	2	0	0
238	chr17:4324538-7031204	SBS1	2	0	0	0	0	2	0	0
239	chr17:4324538-7031204	SBS3	2	0	0	2	0	1	0	0
240	chr17:4324538-7031204	SBS5	2	0	0	1	0	0	0	0
241	chr17:58175000-62424510	SBS1	4	0	2	0	1	0	0	0
242	chr17:58175000-62424510	SBS100	4	0	0	0	1	0	0	0
243	chr17:58175000-62424510	SBS3	4	0	2	2	2	0	0	0
244	chr17:58175000-62424510	SBS5	4	0	3	1	1	0	0	0
245	chr17:62424511-62963746	SBS1	7	0	0	0	0	0	0	1
246	chr17:62424511-62963746	SBS13	7	0	0	0	0	0	0	1
247	chr17:62424511-62963746	SBS5	7	0	0	0	0	0	0	1
248	chr17:62963747-83257441	SBS1	4	0	4	0	1	0	0	0
249	chr17:62963747-83257441	SBS100	4	0	1	0	0	0	0	0
250	chr17:62963747-83257441	SBS13	4	0	2	0	1	0	0	0
251	chr17:62963747-83257441	SBS3	4	0	20	3	11	0	0	0
252	chr17:62963747-83257441	SBS5	4	0	5	10	2	0	0	0
253	chr17:7031457-24849829	SBS1	2	0	0	2	0	2	0	0
254	chr17:7031457-24849829	SBS100	2	0	0	1	0	2	0	0
255	chr17:7031457-24849829	SBS13	2	0	0	1	0	0	0	0
256	chr17:7031457-24849829	SBS3	2	0	0	10	0	8	0	0
257	chr17:7031457-24849829	SBS5	2	0	0	12	0	8	0	0
258	chr18:1-11765000	SBS13	2	1	0	7	0	0	0	0
259	chr18:1-11765000	SBS3	2	1	0	15	0	0	0	0
260	chr18:1-11765000	SBS5	2	1	0	9	0	1	0	0
261	chr18:11765001-18161052	SBS1	2	1	0	1	0	0	0	0
262	chr18:11765001-18161052	SBS3	2	1	0	10	0	0	0	0
263	chr18:11765001-18161052	SBS5	2	1	0	9	0	1	0	0
264	chr18:18161053-45879000	SBS1	2	1	0	2	0	0	0	0
265	chr18:18161053-45879000	SBS100	2	1	0	1	0	0	0	0
266	chr18:18161053-45879000	SBS13	2	1	0	1	0	0	0	0
267	chr18:18161053-45879000	SBS3	2	1	0	13	0	0	0	0
268	chr18:18161053-45879000	SBS5	2	1	0	10	0	0	0	0
269	chr18:46390001-70714000	SBS1	2	1	0	2	0	0	0	0
270	chr18:46390001-70714000	SBS13	2	1	0	1	0	0	0	0
271	chr18:46390001-70714000	SBS3	2	1	0	38	0	0	0	0
272	chr18:46390001-70714000	SBS5	2	1	0	12	0	0	0	0
273	chr18:70714001-80373285	SBS1	3	2	0	0	2	0	0	0
274	chr18:70714001-80373285	SBS100	3	2	0	0	1	0	0	0
275	chr18:70714001-80373285	SBS3	3	2	0	0	20	0	0	0
276	chr18:70714001-80373285	SBS5	3	2	0	0	8	0	0	0
277	chr19:1-6369000	SBS1	2	0	0	1	0	2	0	0
278	chr19:1-6369000	SBS100	2	0	0	0	0	1	0	0
279	chr19:1-6369000	SBS13	2	0	0	1	0	0	0	0
280	chr19:1-6369000	SBS3	2	0	0	11	0	2	0	0
281	chr19:1-6369000	SBS5	2	0	0	5	0	2	0	0
282	chr19:25844927-34353043	SBS13	2	1	0	3	0	0	0	0
283	chr19:25844927-34353043	SBS3	2	1	0	14	0	0	0	0
284	chr19:25844927-34353043	SBS5	2	1	0	6	0	0	0	0
285	chr19:34353044-46981000	SBS1	2	1	0	2	0	0	0	0
286	chr19:34353044-46981000	SBS100	2	1	0	1	0	0	0	0
287	chr19:34353044-46981000	SBS13	2	1	0	2	0	0	0	0
288	chr19:34353044-46981000	SBS3	2	1	0	20	0	0	0	0
289	chr19:34353044-46981000	SBS5	2	1	0	13	0	0	0	0
290	chr19:46981001-50056000	SBS1	2	0	0	1	0	0	0	0
291	chr19:46981001-50056000	SBS3	2	0	0	1	0	1	0	0
292	chr19:46981001-50056000	SBS5	2	0	0	1	0	4	0	0
293	chr19:50056001-57585000	SBS1	3	0	0	1	1	0	0	0
294	chr19:50056001-57585000	SBS100	3	0	0	2	0	1	0	0
295	chr19:50056001-57585000	SBS3	3	0	0	15	12	3	0	0
296	chr19:50056001-57585000	SBS5	3	0	0	8	7	2	0	0
297	chr19:57585001-58617616	SBS13	3	0	0	0	1	0	0	0
298	chr19:57585001-58617616	SBS3	3	0	0	0	1	0	0	0
299	chr19:6369001-25844926	SBS1	2	1	0	4	0	1	0	0
300	chr19:6369001-25844926	SBS100	2	1	0	1	0	0	0	0
301	chr19:6369001-25844926	SBS13	2	1	0	5	0	0	0	0
302	chr19:6369001-25844926	SBS3	2	1	0	44	0	1	0	0
303	chr19:6369001-25844926	SBS5	2	1	0	29	0	1	0	0
304	chr1:1-5615692	SBS1	3	0	0	2	0	0	0	0
305	chr1:1-5615692	SBS13	3	0	0	1	0	0	0	0
306	chr1:1-5615692	SBS3	3	0	0	9	5	1	0	0
307	chr1:1-5615692	SBS5	3	0	0	7	3	1	0	0
308	chr1:123605523-157602000	SBS1	2	1	0	2	0	0	0	0
309	chr1:123605523-157602000	SBS13	2	1	0	5	0	0	0	0
310	chr1:123605523-157602000	SBS3	2	1	0	15	0	2	0	0
311	chr1:123605523-157602000	SBS5	2	1	0	17	0	0	0	0
312	chr1:157602001-161482000	SBS13	3	1	0	0	3	0	0	0
313	chr1:157602001-161482000	SBS3	3	1	0	1	6	0	0	0
314	chr1:157602001-161482000	SBS5	3	1	0	2	2	0	0	0
315	chr1:161482001-169728854	SBS13	3	0	0	0	1	0	0	0
316	chr1:161482001-169728854	SBS3	3	0	0	5	3	0	0	0
317	chr1:161482001-169728854	SBS5	3	0	0	1	2	0	0	0
318	chr1:169728888-182604868	SBS1	3	0	0	0	4	0	0	0
319	chr1:169728888-182604868	SBS13	3	0	0	1	1	0	0	0
320	chr1:169728888-182604868	SBS3	3	0	0	21	14	7	0	0
321	chr1:169728888-182604868	SBS5	3	0	0	3	7	6	0	0
322	chr1:182609988-198054039	SBS1	3	0	0	0	1	0	0	0
323	chr1:182609988-198054039	SBS100	3	0	0	1	1	0	0	0
324	chr1:182609988-198054039	SBS13	3	0	0	0	2	0	0	0
325	chr1:182609988-198054039	SBS3	3	0	0	5	18	0	0	0
326	chr1:182609988-198054039	SBS5	3	0	0	4	4	0	0	0
327	chr1:19051001-35065931	SBS1	2	1	0	3	0	0	0	0
328	chr1:19051001-35065931	SBS3	2	1	0	16	0	2	0	0
329	chr1:19051001-35065931	SBS5	2	1	0	7	0	0	0	0
330	chr1:198067164-222875064	SBS1	3	0	0	0	3	0	0	0
331	chr1:198067164-222875064	SBS100	3	0	0	1	1	1	0	0
332	chr1:198067164-222875064	SBS13	3	0	0	0	1	0	0	0
333	chr1:198067164-222875064	SBS3	3	0	0	22	21	3	0	0
334	chr1:198067164-222875064	SBS5	3	0	0	10	5	1	0	0
335	chr1:222885349-224307310	SBS1	3	0	0	0	1	0	0	0
336	chr1:222885349-224307310	SBS3	3	0	0	2	1	0	0	0
337	chr1:222885349-224307310	SBS5	3	0	0	1	2	0	0	0
338	chr1:224307311-224465567	SBS3	5	0	0	0	1	0	0	0
339	chr1:224307311-224465567	SBS5	5	0	0	0	1	0	0	0
340	chr1:224593431-233780000	SBS1	3	0	0	1	1	0	0	0
341	chr1:224593431-233780000	SBS100	3	0	0	0	1	0	0	0
342	chr1:224593431-233780000	SBS13	3	0	0	1	0	0	0	0
343	chr1:224593431-233780000	SBS3	3	0	0	5	6	3	0	0
344	chr1:224593431-233780000	SBS5	3	0	0	0	1	3	0	0
345	chr1:233780001-234478325	SBS3	4	0	0	1	0	0	0	0
346	chr1:233780001-234478325	SBS5	4	0	0	1	0	0	0	0
347	chr1:234478372-248956422	SBS100	3	0	0	1	0	0	0	0
348	chr1:234478372-248956422	SBS13	3	0	0	0	2	0	0	0
349	chr1:234478372-248956422	SBS3	3	0	0	6	12	0	0	0
350	chr1:234478372-248956422	SBS5	3	0	0	6	9	0	0	0
351	chr1:35065965-41527209	SBS1	2	1	0	1	0	0	0	0
352	chr1:35065965-41527209	SBS13	2	1	0	2	0	0	0	0
353	chr1:35065965-41527209	SBS3	2	1	0	16	0	0	0	0
354	chr1:35065965-41527209	SBS5	2	1	0	4	0	2	0	0
355	chr1:41527301-52169000	SBS1	2	1	0	1	0	0	0	0
356	chr1:41527301-52169000	SBS13	2	1	0	1	0	0	0	0
357	chr1:41527301-52169000	SBS3	2	1	0	20	0	0	0	0
358	chr1:41527301-52169000	SBS5	2	1	0	8	0	0	0	0
359	chr1:52169001-53935507	SBS1	2	2	0	1	0	0	0	0
360	chr1:52169001-53935507	SBS13	2	2	0	1	0	0	0	0
361	chr1:52169001-53935507	SBS3	2	2	0	2	0	0	0	0
362	chr1:53939956-66463000	SBS100	2	2	0	2	0	0	0	0
363	chr1:53939956-66463000	SBS13	2	2	0	1	0	0	0	0
364	chr1:53939956-66463000	SBS3	2	2	0	25	0	0	0	0
365	chr1:53939956-66463000	SBS5	2	2	0	18	0	0	0	0
366	chr1:5615693-19051000	SBS1	2	0	0	0	0	1	0	0
367	chr1:5615693-19051000	SBS13	2	0	0	4	0	0	0	0
368	chr1:5615693-19051000	SBS3	2	0	0	12	0	9	0	0
369	chr1:5615693-19051000	SBS5	2	0	0	6	0	6	0	0
370	chr1:66463001-123605522	SBS1	2	1	0	6	0	1	0	0
371	chr1:66463001-123605522	SBS13	2	1	0	6	0	1	0	0
372	chr1:66463001-123605522	SBS3	2	1	0	64	0	11	0	0
373	chr1:66463001-123605522	SBS5	2	1	0	27	0	4	0	0
374	chr20:1-28237289	SBS1	2	1	0	2	0	0	0	0
375	chr20:1-28237289	SBS100	2	1	0	1	0	0	0	0
376	chr20:1-28237289	SBS13	2	1	0	2	0	0	0	0
377	chr20:1-28237289	SBS3	2	1	0	43	0	0	0	0
378	chr20:1-28237289	SBS5	2	1	0	26	0	0	0	0
379	chr20:28237290-41438000	SBS1	2	1	0	7	0	1	0	0
380	chr20:28237290-41438000	SBS100	2	1	0	7	0	2	0	0
381	chr20:28237290-41438000	SBS13	2	1	0	8	0	1	0	0
382	chr20:28237290-41438000	SBS3	2	1	0	81	0	10	0	0
383	chr20:28237290-41438000	SBS5	2	1	0	53	0	7	0	0
384	chr20:41438001-50560631	SBS1	2	0	0	1	0	4	0	0
385	chr20:41438001-50560631	SBS3	2	0	0	3	0	1	0	0
386	chr20:41438001-50560631	SBS5	2	0	0	5	0	2	0	0
387	chr20:50560666-64444167	SBS13	2	0	0	1	0	0	0	0
388	chr20:50560666-64444167	SBS3	2	0	0	12	0	0	0	0
389	chr20:50560666-64444167	SBS5	2	0	0	8	0	2	0	0
390	chr21:1-11890183	SBS100	1	1	0	0	0	1	0	0
391	chr21:1-11890183	SBS13	1	1	0	0	0	1	0	0
392	chr21:1-11890183	SBS3	1	1	0	0	0	17	0	0
393	chr21:1-11890183	SBS5	1	1	0	0	0	3	0	0
394	chr21:11890184-41501000	SBS1	1	1	0	0	0	1	0	0
395	chr21:11890184-41501000	SBS100	1	1	0	0	0	1	0	0
396	chr21:11890184-41501000	SBS13	1	1	0	0	0	1	0	0
397	chr21:11890184-41501000	SBS3	1	1	0	0	0	32	0	0
398	chr21:11890184-41501000	SBS5	1	1	0	0	0	14	0	0
399	chr21:41501001-43865792	SBS3	3	0	0	0	4	0	0	0
