	segment_id	sig_max	major_cn	minor_cn	N1	N2	N3	N4	N5	N6
27	chr10:29158787-30694190	SBS3	2	1	7	3	0	0	0	0
28	chr10:2929546-2931323	SBS3	3	0	0	1	0	0	0	0
29	chr10:2931327-7776148	SBS13	2	0	1	1	0	0	0	0
30	chr10:2931327-7776148	SBS3	2	0	7	3	0	0	0	0
31	chr10:30694191-37339000	SBS13	2	2	2	1	0	0	0	0
32	chr10:30694191-37339000	SBS3	2	2	13	14	0	0	0	0
33	chr10:37339001-37774000	SBS13	4	2	1	2	0	1	0	0
34	chr10:37339001-37774000	SBS2	4	2	1	0	0	0	0	0
35	chr10:37774001-40640101	SBS1	2	2	1	2	0	0	0	0
36	chr10:37774001-40640101	SBS13	2	2	1	0	0	0	0	0
37	chr10:37774001-40640101	SBS2	2	2	1	0	0	0	0	0
38	chr10:37774001-40640101	SBS3	2	2	26	2	0	0	0	0
39	chr10:40640102-41877515	SBS3	3	1	1	0	0	0	0	0
40	chr10:41883941-45611075	SBS1	2	2	0	1	0	0	0	0
41	chr10:41883941-45611075	SBS13	2	2	1	2	0	0	0	0
42	chr10:41883941-45611075	SBS2	2	2	1	0	0	0	0	0
43	chr10:41883941-45611075	SBS3	2	2	7	2	0	0	0	0
44	chr10:45611185-47820000	SBS1	2	2	0	2	0	0	0	0
45	chr10:45611185-47820000	SBS3	2	2	4	5	0	0	0	0
46	chr10:47820001-51119541	SBS3	2	0	3	2	0	0	0	0
47	chr10:51119590-79641233	SBS1	2	0	2	1	0	0	0	0
48	chr10:51119590-79641233	SBS13	2	0	1	3	0	0	0	0
49	chr10:51119590-79641233	SBS2	2	0	6	3	0	0	0	0
50	chr10:51119590-79641233	SBS3	2	0	35	8	0	0	0	0
51	chr10:7873291-13128553	SBS1	2	1	1	2	0	0	0	0
52	chr10:7873291-13128553	SBS13	2	1	3	2	0	0	0	0
53	chr10:7873291-13128553	SBS2	2	1	0	1	0	0	0	0
54	chr10:7873291-13128553	SBS3	2	1	13	5	0	0	0	0
55	chr10:79648530-87747282	SBS13	2	0	0	1	0	0	0	0
56	chr10:79648530-87747282	SBS2	2	0	1	1	0	0	0	0
57	chr10:79648530-87747282	SBS3	2	0	13	2	0	0	0	0
58	chr10:87864920-95248898	SBS1	2	0	1	0	0	0	0	0
59	chr10:87864920-95248898	SBS2	2	0	1	0	0	0	0	0
60	chr10:87864920-95248898	SBS3	2	0	14	4	0	0	0	0
61	chr10:95248937-97983823	SBS2	2	0	2	0	0	0	0	0
62	chr10:95248937-97983823	SBS3	2	0	2	0	0	0	0	0
63	chr10:98002907-122228463	SBS1	2	0	0	1	0	0	0	0
64	chr10:98002907-122228463	SBS13	2	0	2	1	0	0	0	0
65	chr10:98002907-122228463	SBS2	2	0	3	2	0	0	0	0
66	chr10:98002907-122228463	SBS3	2	0	28	6	0	0	0	0
67	chr11:1-2178302	SBS1	2	2	2	1	0	0	0	0
68	chr11:1-2178302	SBS13	2	2	0	1	0	0	0	0
69	chr11:1-2178302	SBS2	2	2	0	1	0	0	0	0
70	chr11:1-2178302	SBS3	2	2	9	9	0	0	0	0
71	chr11:105623999-133173282	SBS1	1	0	5	0	0	0	0	0
72	chr11:105623999-133173282	SBS13	1	0	7	0	0	0	0	0
73	chr11:105623999-133173282	SBS2	1	0	5	0	0	0	0	0
74	chr11:105623999-133173282	SBS3	1	0	48	0	0	0	0	0
75	chr11:133173315-135086622	SBS1	1	0	1	0	0	0	0	0
76	chr11:133173315-135086622	SBS2	1	0	1	0	0	0	0	0
77	chr11:133173315-135086622	SBS3	1	0	7	0	0	0	0	0
78	chr11:18782699-25554252	SBS13	2	2	3	1	0	0	0	0
79	chr11:18782699-25554252	SBS2	2	2	1	1	0	0	0	0
80	chr11:18782699-25554252	SBS3	2	2	11	9	0	0	0	0
81	chr11:2179900-3520540	SBS2	2	2	2	0	0	0	0	0
82	chr11:2179900-3520540	SBS3	2	2	7	5	0	0	0	0
83	chr11:25554365-25988306	SBS2	2	2	0	1	0	0	0	0
84	chr11:25554365-25988306	SBS3	2	2	2	3	0	0	0	0
85	chr11:25989719-27254244	SBS3	2	2	1	5	0	0	0	0
86	chr11:27254301-37171498	SBS1	2	2	3	3	0	0	0	0
87	chr11:27254301-37171498	SBS13	2	2	2	3	0	0	0	0
88	chr11:27254301-37171498	SBS2	2	2	0	1	0	0	0	0
89	chr11:27254301-37171498	SBS3	2	2	15	19	0	0	0	0
90	chr11:3520588-9418000	SBS1	2	1	0	2	0	0	0	0
91	chr11:3520588-9418000	SBS13	2	1	3	1	0	0	0	0
92	chr11:3520588-9418000	SBS2	2	1	1	0	0	0	0	0
93	chr11:3520588-9418000	SBS3	2	1	14	6	0	0	0	0
94	chr11:37171499-41236557	SBS13	2	1	2	0	0	0	0	0
95	chr11:37171499-41236557	SBS3	2	1	13	4	0	0	0	0
96	chr11:41236603-45056135	SBS1	2	1	2	1	0	0	0	0
97	chr11:41236603-45056135	SBS2	2	1	1	0	0	0	0	0
98	chr11:41236603-45056135	SBS3	2	1	3	6	0	0	0	0
99	chr11:45056300-45949485	SBS1	2	1	0	1	0	0	0	0
100	chr11:45056300-45949485	SBS3	2	1	4	1	0	0	0	0
101	chr11:45961190-52751710	SBS1	2	1	1	0	0	0	0	0
102	chr11:45961190-52751710	SBS13	2	1	2	1	0	0	0	0
103	chr11:45961190-52751710	SBS2	2	1	4	0	0	0	0	0
104	chr11:45961190-52751710	SBS3	2	1	29	4	0	0	0	0
105	chr11:52751711-58861853	SBS13	2	2	0	1	0	0	0	0
106	chr11:52751711-58861853	SBS2	2	2	1	2	0	0	0	0
107	chr11:52751711-58861853	SBS3	2	2	5	6	0	0	0	0
108	chr11:58861854-69616354	SBS1	2	1	6	0	0	0	0	0
109	chr11:58861854-69616354	SBS13	2	1	3	4	0	0	0	0
110	chr11:58861854-69616354	SBS2	2	1	2	1	0	0	0	0
111	chr11:58861854-69616354	SBS3	2	1	24	9	0	0	0	0
112	chr11:69616374-94255109	SBS1	1	1	3	0	0	0	0	0
113	chr11:69616374-94255109	SBS13	1	1	11	0	0	0	0	0
114	chr11:69616374-94255109	SBS2	1	1	9	0	0	0	0	0
115	chr11:69616374-94255109	SBS3	1	1	48	0	0	0	0	0
116	chr11:9418001-18782666	SBS1	2	2	1	1	0	0	0	0
117	chr11:9418001-18782666	SBS13	2	2	3	3	0	0	0	0
118	chr11:9418001-18782666	SBS2	2	2	2	1	0	0	0	0
119	chr11:9418001-18782666	SBS3	2	2	21	24	0	0	0	0
120	chr11:94255147-97833049	SBS13	1	1	1	0	0	0	0	0
121	chr11:94255147-97833049	SBS2	1	1	4	0	0	0	0	0
122	chr11:94255147-97833049	SBS3	1	1	8	0	0	0	0	0
123	chr11:98124731-105623998	SBS1	1	1	1	0	0	0	0	0
124	chr11:98124731-105623998	SBS13	1	1	7	0	0	0	0	0
125	chr11:98124731-105623998	SBS2	1	1	4	0	0	0	0	0
126	chr11:98124731-105623998	SBS3	1	1	19	0	0	0	0	0
127	chr12:1-11857620	SBS1	2	0	1	0	0	0	0	0
128	chr12:1-11857620	SBS13	2	0	2	1	0	0	0	0
129	chr12:1-11857620	SBS2	2	0	3	1	0	0	0	0
130	chr12:1-11857620	SBS3	2	0	33	3	0	0	0	0
131	chr12:11864985-26122174	SBS1	2	0	0	1	0	0	0	0
132	chr12:11864985-26122174	SBS13	2	0	1	1	0	0	0	0
133	chr12:11864985-26122174	SBS2	2	0	2	1	0	0	0	0
134	chr12:11864985-26122174	SBS3	2	0	21	3	0	0	0	0
135	chr12:126191126-132985529	SBS1	2	0	2	1	0	0	0	0
136	chr12:126191126-132985529	SBS13	2	0	2	1	0	0	0	0
137	chr12:126191126-132985529	SBS2	2	0	1	0	0	0	0	0
138	chr12:126191126-132985529	SBS3	2	0	16	4	0	0	0	0
139	chr12:132988712-133275309	SBS3	2	0	1	0	0	0	0	0
140	chr12:26126887-35977329	SBS1	2	0	0	1	0	0	0	0
141	chr12:26126887-35977329	SBS13	2	0	3	0	0	0	0	0
142	chr12:26126887-35977329	SBS2	2	0	2	0	0	0	0	0
143	chr12:26126887-35977329	SBS3	2	0	21	4	0	0	0	0
144	chr12:35977330-44566943	SBS13	2	0	2	0	0	0	0	0
145	chr12:35977330-44566943	SBS2	2	0	1	0	0	0	0	0
146	chr12:35977330-44566943	SBS3	2	0	20	2	0	0	0	0
147	chr12:44736929-49000069	SBS13	2	0	2	1	0	0	0	0
148	chr12:44736929-49000069	SBS2	2	0	1	0	0	0	0	0
149	chr12:44736929-49000069	SBS3	2	0	4	2	0	0	0	0
150	chr12:49010185-126191091	SBS1	2	0	4	2	0	0	0	0
151	chr12:49010185-126191091	SBS13	2	0	17	6	0	0	0	0
152	chr12:49010185-126191091	SBS2	2	0	13	3	0	0	0	0
153	chr12:49010185-126191091	SBS3	2	0	144	23	0	0	0	0
154	chr13:102118001-102521195	SBS2	6	0	1	0	0	0	0	0
155	chr13:102118001-102521195	SBS3	6	0	1	0	1	0	0	0
156	chr13:102521228-113506732	SBS1	6	0	1	3	0	0	1	0
157	chr13:102521228-113506732	SBS13	6	0	3	2	2	1	1	0
158	chr13:102521228-113506732	SBS2	6	0	3	3	0	0	1	0
159	chr13:102521228-113506732	SBS3	6	0	7	14	10	5	2	1
160	chr13:113507344-114364328	SBS1	6	0	1	1	0	0	0	0
161	chr13:113507344-114364328	SBS2	6	0	0	0	0	1	0	0
162	chr13:113507344-114364328	SBS3	6	0	0	2	1	0	0	1
163	chr13:17025624-19713163	SBS13	2	0	1	0	0	0	0	0
164	chr13:17025624-19713163	SBS2	2	0	1	0	0	0	0	0
165	chr13:17025624-19713163	SBS3	2	0	11	0	0	0	0	0
166	chr13:19713299-33636586	SBS1	2	0	1	2	0	0	0	0
167	chr13:19713299-33636586	SBS13	2	0	3	5	0	0	0	0
168	chr13:19713299-33636586	SBS2	2	0	3	0	0	0	0	0
169	chr13:19713299-33636586	SBS3	2	0	26	5	0	0	0	0
170	chr13:33639758-43176509	SBS13	3	0	3	0	1	0	0	0
171	chr13:33639758-43176509	SBS2	3	0	0	1	0	0	0	0
172	chr13:33639758-43176509	SBS3	3	0	10	3	3	0	0	0
173	chr13:43176711-43176726	SBS3	3	0	1	0	0	0	0	0
174	chr13:43176727-50670997	SBS13	3	0	1	1	0	0	0	0
175	chr13:43176727-50670997	SBS2	3	0	1	2	1	0	0	0
176	chr13:43176727-50670997	SBS3	3	0	7	4	1	0	0	0
177	chr13:50671009-52700617	SBS13	3	0	0	1	0	0	0	0
178	chr13:50671009-52700617	SBS2	3	0	1	0	0	0	0	0
179	chr13:50671009-52700617	SBS3	3	0	1	1	0	0	0	0
180	chr13:52700836-63227509	SBS3	3	0	6	2	1	0	0	0
181	chr13:63245374-72953964	SBS1	3	0	1	0	1	0	0	0
182	chr13:63245374-72953964	SBS13	3	0	1	0	0	0	0	0
183	chr13:63245374-72953964	SBS3	3	0	11	5	4	0	0	0
184	chr13:72956673-80223227	SBS1	3	0	1	1	0	0	0	0
185	chr13:72956673-80223227	SBS13	3	0	0	1	0	0	0	0
186	chr13:72956673-80223227	SBS3	3	0	6	4	2	0	0	0
187	chr13:80223263-83038833	SBS13	3	0	0	1	1	0	0	0
188	chr13:80223263-83038833	SBS3	3	0	2	1	1	0	0	0
189	chr13:83039659-87011103	SBS13	5	0	0	2	0	0	1	0
190	chr13:83039659-87011103	SBS2	5	0	0	0	1	0	0	0
191	chr13:83039659-87011103	SBS3	5	0	1	6	1	0	2	0
192	chr13:87012578-89815081	SBS13	5	0	1	2	0	0	0	0
193	chr13:87012578-89815081	SBS2	5	0	2	0	0	0	0	0
194	chr13:87012578-89815081	SBS3	5	0	3	7	0	1	1	0
195	chr13:89815369-102118000	SBS1	5	0	2	2	1	0	0	0
196	chr13:89815369-102118000	SBS13	5	0	1	3	1	0	0	0
197	chr13:89815369-102118000	SBS2	5	0	4	2	3	0	0	0
198	chr13:89815369-102118000	SBS3	5	0	30	25	6	0	3	0
199	chr14:17086762-19906038	SBS13	2	1	0	1	0	0	0	0
200	chr14:17086762-19906038	SBS3	2	1	2	0	0	0	0	0
201	chr14:19906075-22065000	SBS1	2	1	1	0	0	0	0	0
202	chr14:19906075-22065000	SBS13	2	1	1	1	0	0	0	0
203	chr14:19906075-22065000	SBS3	2	1	4	4	0	0	0	0
204	chr14:22065001-22519000	SBS3	2	1	2	0	0	0	0	0
205	chr14:22519001-28238000	SBS13	2	1	1	0	0	0	0	0
206	chr14:22519001-28238000	SBS3	2	1	11	5	0	0	0	0
207	chr14:28238001-36521033	SBS1	2	1	2	0	0	0	0	0
208	chr14:28238001-36521033	SBS13	2	1	1	0	0	0	0	0
209	chr14:28238001-36521033	SBS3	2	1	18	7	0	0	0	0
210	chr14:36521034-55784952	SBS1	1	0	2	0	0	0	0	0
211	chr14:36521034-55784952	SBS13	1	0	5	0	0	0	0	0
212	chr14:36521034-55784952	SBS2	1	0	3	0	0	0	0	0
213	chr14:36521034-55784952	SBS3	1	0	27	0	0	0	0	0
214	chr14:55784990-96770364	SBS1	1	0	9	0	0	0	0	0
215	chr14:55784990-96770364	SBS13	1	0	13	0	0	0	0	0
216	chr14:55784990-96770364	SBS2	1	0	9	0	0	0	0	0
217	chr14:55784990-96770364	SBS3	1	0	62	0	0	0	0	0
218	chr14:96770545-107043718	SBS1	2	0	5	0	0	0	0	0
219	chr14:96770545-107043718	SBS13	2	0	4	4	0	0	0	0
220	chr14:96770545-107043718	SBS2	2	0	7	0	0	0	0	0
221	chr14:96770545-107043718	SBS3	2	0	18	7	0	0	0	0
222	chr15:1-18362626	SBS3	1	1	2	0	0	0	0	0
223	chr15:100057506-101193493	SBS3	2	1	2	2	0	0	0	0
224	chr15:101193527-101991189	SBS3	2	1	2	0	0	0	0	0
225	chr15:18362627-44547396	SBS1	1	1	6	0	0	0	0	0
226	chr15:18362627-44547396	SBS13	1	1	8	0	0	0	0	0
227	chr15:18362627-44547396	SBS2	1	1	4	0	0	0	0	0
228	chr15:18362627-44547396	SBS3	1	1	56	0	0	0	0	0
229	chr15:44547469-53865941	SBS1	1	1	2	0	0	0	0	0
230	chr15:44547469-53865941	SBS13	1	1	1	0	0	0	0	0
231	chr15:44547469-53865941	SBS2	1	1	3	0	0	0	0	0
232	chr15:44547469-53865941	SBS3	1	1	19	0	0	0	0	0
233	chr15:53867606-60908335	SBS1	1	1	1	0	0	0	0	0
234	chr15:53867606-60908335	SBS13	1	1	4	0	0	0	0	0
235	chr15:53867606-60908335	SBS2	1	1	4	0	0	0	0	0
236	chr15:53867606-60908335	SBS3	1	1	20	0	0	0	0	0
237	chr15:60908482-62979341	SBS13	1	1	1	0	0	0	0	0
238	chr15:60908482-62979341	SBS3	1	1	4	0	0	0	0	0
239	chr15:62979414-67976705	SBS13	1	1	2	0	0	0	0	0
240	chr15:62979414-67976705	SBS2	1	1	4	0	0	0	0	0
241	chr15:62979414-67976705	SBS3	1	1	14	0	0	0	0	0
242	chr15:67976757-75779000	SBS2	1	1	5	0	0	0	0	0
243	chr15:67976757-75779000	SBS3	1	1	8	0	0	0	0	0
244	chr15:75779001-89330822	SBS13	2	1	7	2	0	0	0	0
245	chr15:75779001-89330822	SBS2	2	1	2	1	0	0	0	0
246	chr15:75779001-89330822	SBS3	2	1	20	6	0	0	0	0
247	chr15:89330833-98081069	SBS13	2	1	1	1	0	0	0	0
248	chr15:89330833-98081069	SBS2	2	1	1	0	0	0	0	0
249	chr15:89330833-98081069	SBS3	2	1	13	7	0	0	0	0
250	chr15:98081245-100057496	SBS1	2	1	0	1	0	0	0	0
251	chr15:98081245-100057496	SBS2	2	1	0	1	0	0	0	0
252	chr15:98081245-100057496	SBS3	2	1	9	5	0	0	0	0
253	chr16:1-22092749	SBS1	3	0	2	1	1	0	0	0
254	chr16:1-22092749	SBS13	3	0	3	1	1	0	0	0
255	chr16:1-22092749	SBS2	3	0	4	2	0	0	0	0
256	chr16:1-22092749	SBS3	3	0	39	16	6	0	0	0
257	chr16:22097014-30407019	SBS1	3	0	4	0	1	0	0	0
258	chr16:22097014-30407019	SBS13	3	0	0	2	0	0	0	0
259	chr16:22097014-30407019	SBS2	3	0	1	1	0	0	0	0
260	chr16:22097014-30407019	SBS3	3	0	9	5	4	0	0	0
261	chr16:30407020-30415876	SBS3	1	0	1	0	0	0	0	0
262	chr16:30415877-34956822	SBS1	3	0	2	0	0	0	0	0
263	chr16:30415877-34956822	SBS2	3	0	1	0	0	0	0	0
264	chr16:30415877-34956822	SBS3	3	0	11	1	0	0	0	0
265	chr16:34956823-37295919	SBS2	3	0	2	0	0	0	0	0
266	chr16:34956823-37295919	SBS3	3	0	13	0	0	0	0	0
267	chr17:1-12349159	SBS1	2	0	5	3	0	0	0	0
268	chr17:1-12349159	SBS13	2	0	3	4	0	0	0	0
269	chr17:1-12349159	SBS2	2	0	4	0	0	0	0	0
270	chr17:1-12349159	SBS3	2	0	17	5	0	0	0	0
271	chr17:12416513-24849829	SBS1	2	0	5	1	0	0	0	0
272	chr17:12416513-24849829	SBS13	2	0	6	1	0	0	0	0
273	chr17:12416513-24849829	SBS2	2	0	0	1	0	0	0	0
274	chr17:12416513-24849829	SBS3	2	0	31	9	0	0	0	0
275	chr17:24849830-28568359	SBS13	2	0	1	0	0	0	0	0
276	chr17:24849830-28568359	SBS2	2	0	2	0	0	0	0	0
277	chr17:24849830-28568359	SBS3	2	0	10	0	0	0	0	0
278	chr17:28570042-46933541	SBS1	2	0	4	2	0	0	0	0
279	chr17:28570042-46933541	SBS13	2	0	6	1	0	0	0	0
280	chr17:28570042-46933541	SBS2	2	0	3	1	0	0	0	0
281	chr17:28570042-46933541	SBS3	2	0	31	10	0	0	0	0
282	chr17:46933581-76574500	SBS1	2	0	7	1	0	0	0	0
283	chr17:46933581-76574500	SBS13	2	0	8	3	0	0	0	0
284	chr17:46933581-76574500	SBS2	2	0	3	1	0	0	0	0
285	chr17:46933581-76574500	SBS3	2	0	53	13	0	0	0	0
286	chr17:76574501-78172356	SBS3	1	0	3	0	0	0	0	0
287	chr17:78172399-83257441	SBS1	1	0	1	0	0	0	0	0
288	chr17:78172399-83257441	SBS13	1	0	1	0	0	0	0	0
289	chr17:78172399-83257441	SBS2	1	0	1	0	0	0	0	0
290	chr17:78172399-83257441	SBS3	1	0	6	0	0	0	0	0
291	chr18:1-5347194	SBS1	2	1	2	1	0	0	0	0
292	chr18:1-5347194	SBS13	2	1	2	1	0	0	0	0
293	chr18:1-5347194	SBS3	2	1	18	4	0	0	0	0
294	chr18:12934156-18161052	SBS1	2	1	1	0	0	0	0	0
295	chr18:12934156-18161052	SBS13	2	1	1	0	0	0	0	0
296	chr18:12934156-18161052	SBS2	2	1	0	2	0	0	0	0
297	chr18:12934156-18161052	SBS3	2	1	13	0	0	0	0	0
298	chr18:18161053-27887331	SBS1	2	1	2	1	0	0	0	0
299	chr18:18161053-27887331	SBS13	2	1	4	2	0	0	0	0
300	chr18:18161053-27887331	SBS3	2	1	27	5	0	0	0	0
301	chr18:27887366-30182871	SBS2	2	2	2	1	0	0	0	0
302	chr18:27887366-30182871	SBS3	2	2	2	6	0	0	0	0
303	chr18:30182872-35926978	SBS13	2	1	1	1	0	0	0	0
304	chr18:30182872-35926978	SBS2	2	1	3	0	0	0	0	0
305	chr18:30182872-35926978	SBS3	2	1	11	4	0	0	0	0
306	chr18:35926979-49023391	SBS1	1	1	1	0	0	0	0	0
307	chr18:35926979-49023391	SBS13	1	1	3	0	0	0	0	0
308	chr18:35926979-49023391	SBS2	1	1	2	0	0	0	0	0
309	chr18:35926979-49023391	SBS3	1	1	30	0	0	0	0	0
310	chr18:49023392-49713473	SBS1	2	1	0	1	0	0	0	0
311	chr18:49023392-49713473	SBS2	2	1	0	1	0	0	0	0
312	chr18:49728833-61952894	SBS13	2	1	6	4	0	0	0	0
313	chr18:49728833-61952894	SBS2	2	1	3	2	0	0	0	0
314	chr18:49728833-61952894	SBS3	2	1	24	14	0	0	0	0
315	chr18:5724337-8552167	SBS1	2	1	2	0	0	0	0	0
316	chr18:5724337-8552167	SBS13	2	1	1	0	0	0	0	0
317	chr18:5724337-8552167	SBS3	2	1	7	3	0	0	0	0
318	chr18:61952930-64329388	SBS1	2	1	1	0	0	0	0	0
319	chr18:61952930-64329388	SBS3	2	1	4	0	0	0	0	0
320	chr18:64330935-67448202	SBS1	2	1	1	1	0	0	0	0
321	chr18:64330935-67448202	SBS2	2	1	1	0	0	0	0	0
322	chr18:64330935-67448202	SBS3	2	1	8	2	0	0	0	0
323	chr18:67448203-80373285	SBS1	2	0	1	4	0	0	0	0
324	chr18:67448203-80373285	SBS13	2	0	5	2	0	0	0	0
325	chr18:67448203-80373285	SBS2	2	0	5	4	0	0	0	0
326	chr18:67448203-80373285	SBS3	2	0	25	3	0	0	0	0
327	chr18:8552201-12934121	SBS1	2	1	1	0	0	0	0	0
328	chr18:8552201-12934121	SBS13	2	1	1	0	0	0	0	0
329	chr18:8552201-12934121	SBS2	2	1	0	3	0	0	0	0
330	chr18:8552201-12934121	SBS3	2	1	7	2	0	0	0	0
331	chr19:1-1658777	SBS1	2	1	1	0	0	0	0	0
332	chr19:1-1658777	SBS13	2	1	1	0	0	0	0	0
333	chr19:1-1658777	SBS3	2	1	2	0	0	0	0	0
334	chr19:1658778-2427940	SBS2	1	1	1	0	0	0	0	0
335	chr19:1658778-2427940	SBS3	1	1	2	0	0	0	0	0
336	chr19:2427941-4628366	SBS2	2	1	1	0	0	0	0	0
337	chr19:2427941-4628366	SBS3	2	1	9	2	0	0	0	0
338	chr19:25844927-32584653	SBS1	2	0	3	2	0	0	0	0
339	chr19:25844927-32584653	SBS13	2	0	1	0	0	0	0	0
340	chr19:25844927-32584653	SBS2	2	0	1	0	0	0	0	0
341	chr19:25844927-32584653	SBS3	2	0	17	4	0	0	0	0
342	chr19:32584710-58617616	SBS1	2	0	6	0	0	0	0	0
343	chr19:32584710-58617616	SBS13	2	0	14	1	0	0	0	0
344	chr19:32584710-58617616	SBS2	2	0	8	1	0	0	0	0
345	chr19:32584710-58617616	SBS3	2	0	59	15	0	0	0	0
346	chr19:4628367-4630919	SBS3	2	1	1	0	0	0	0	0
347	chr19:4630920-25844926	SBS1	2	1	6	2	0	0	0	0
348	chr19:4630920-25844926	SBS13	2	1	13	2	0	0	0	0
349	chr19:4630920-25844926	SBS2	2	1	4	1	0	0	0	0
350	chr19:4630920-25844926	SBS3	2	1	89	17	0	0	0	0
351	chr1:1-19471867	SBS1	1	1	7	0	0	0	0	0
352	chr1:1-19471867	SBS13	1	1	6	0	0	0	0	0
353	chr1:1-19471867	SBS2	1	1	5	0	0	0	0	0
354	chr1:1-19471867	SBS3	1	1	49	0	0	0	0	0
355	chr1:123605523-147049701	SBS1	3	1	0	1	0	0	0	0
356	chr1:123605523-147049701	SBS13	3	1	2	0	0	0	0	0
357	chr1:123605523-147049701	SBS2	3	1	2	0	0	0	0	0
358	chr1:123605523-147049701	SBS3	3	1	13	3	2	0	0	0
359	chr1:147049791-158171045	SBS1	3	1	5	0	1	0	0	0
360	chr1:147049791-158171045	SBS13	3	1	1	2	2	0	0	0
361	chr1:147049791-158171045	SBS2	3	1	0	0	1	0	0	0
362	chr1:147049791-158171045	SBS3	3	1	17	9	6	0	0	0
363	chr1:158172857-195555423	SBS1	3	1	3	2	1	0	0	0
364	chr1:158172857-195555423	SBS13	3	1	12	6	5	0	0	0
365	chr1:158172857-195555423	SBS2	3	1	5	5	6	0	0	0
366	chr1:158172857-195555423	SBS3	3	1	54	36	20	0	0	0
367	chr1:19471923-36585859	SBS1	1	1	7	0	0	0	0	0
368	chr1:19471923-36585859	SBS13	1	1	8	0	0	0	0	0
369	chr1:19471923-36585859	SBS2	1	1	6	0	0	0	0	0
370	chr1:19471923-36585859	SBS3	1	1	47	0	0	0	0	0
371	chr1:195556116-200583740	SBS1	3	1	1	1	0	0	0	0
372	chr1:195556116-200583740	SBS13	3	1	1	1	0	0	0	0
373	chr1:195556116-200583740	SBS3	3	1	8	6	5	0	0	0
374	chr1:200596522-202012894	SBS2	3	1	0	1	0	0	0	0
375	chr1:200596522-202012894	SBS3	3	1	2	0	2	0	0	0
376	chr1:202013967-202885508	SBS1	3	1	0	1	0	0	0	0
377	chr1:202013967-202885508	SBS13	3	1	0	0	1	0	0	0
378	chr1:202013967-202885508	SBS3	3	1	1	0	0	0	0	0
379	chr1:202885509-205856268	SBS1	3	0	1	0	0	0	0	0
380	chr1:202885509-205856268	SBS13	3	0	1	1	0	0	0	0
381	chr1:202885509-205856268	SBS3	3	0	6	3	1	0	0	0
382	chr1:205856302-215179411	SBS1	3	0	1	0	0	0	0	0
383	chr1:205856302-215179411	SBS13	3	0	0	2	1	0	0	0
384	chr1:205856302-215179411	SBS3	3	0	8	7	5	0	0	0
385	chr1:215179412-234040442	SBS1	3	1	2	0	0	0	0	0
386	chr1:215179412-234040442	SBS13	3	1	4	2	4	0	0	0
387	chr1:215179412-234040442	SBS2	3	1	1	1	2	0	0	0
388	chr1:215179412-234040442	SBS3	3	1	21	14	10	0	0	0
389	chr1:234040527-242287898	SBS1	3	1	1	1	1	0	0	0
390	chr1:234040527-242287898	SBS13	3	1	2	3	4	0	0	0
391	chr1:234040527-242287898	SBS2	3	1	4	0	0	0	0	0
392	chr1:234040527-242287898	SBS3	3	1	12	12	9	0	0	0
393	chr1:242287934-247716699	SBS1	3	1	1	0	0	0	0	0
394	chr1:242287934-247716699	SBS13	3	1	0	1	1	0	0	0
395	chr1:242287934-247716699	SBS2	3	1	0	1	2	0	0	0
396	chr1:242287934-247716699	SBS3	3	1	10	5	4	0	0	0
397	chr1:247716712-248956422	SBS13	3	1	0	1	1	0	0	0
398	chr1:247716712-248956422	SBS3	3	1	1	2	1	0	0	0
