	segment_id	sig_max	major_cn	minor_cn	N1	N2	N5	N3	N4
143	chr11:125730728-128174370	SBS5	1	1	4	0	0	0	0
144	chr11:125730728-128174370	SBS8	1	1	1	0	0	0	0
145	chr11:128179334-135086622	SBS1	1	1	6	0	0	0	0
146	chr11:128179334-135086622	SBS3	1	1	16	0	0	0	0
147	chr11:128179334-135086622	SBS5	1	1	5	0	0	0	0
148	chr11:128179334-135086622	SBS8	1	1	6	0	0	0	0
149	chr11:13224617-13368035	SBS3	2	1	1	0	0	0	0
150	chr11:13224617-13368035	SBS5	2	1	2	0	0	0	0
151	chr11:13368036-13454854	SBS1	2	0	1	0	0	0	0
152	chr11:13368036-13454854	SBS5	2	0	1	0	0	0	0
153	chr11:13368036-13454854	SBS8	2	0	1	0	0	0	0
154	chr11:13454855-13723785	SBS5	2	1	1	0	0	0	0
155	chr11:13723786-16667671	SBS1	1	1	1	0	0	0	0
156	chr11:13723786-16667671	SBS3	1	1	5	0	0	0	0
157	chr11:13723786-16667671	SBS5	1	1	2	0	0	0	0
158	chr11:13723786-16667671	SBS8	1	1	1	0	0	0	0
159	chr11:16685001-22284346	SBS1	1	1	1	0	0	0	0
160	chr11:16685001-22284346	SBS3	1	1	15	0	0	0	0
161	chr11:16685001-22284346	SBS5	1	1	9	0	0	0	0
162	chr11:16685001-22284346	SBS8	1	1	6	0	0	0	0
163	chr11:22287079-26224606	SBS1	1	1	2	0	0	0	0
164	chr11:22287079-26224606	SBS3	1	1	15	0	0	0	0
165	chr11:22287079-26224606	SBS5	1	1	5	0	0	0	0
166	chr11:22287079-26224606	SBS8	1	1	5	0	0	0	0
167	chr11:26251537-27494417	SBS8	1	1	2	0	0	0	0
168	chr11:27494729-28075833	SBS1	1	1	1	0	0	0	0
169	chr11:27494729-28075833	SBS3	1	1	2	0	0	0	0
170	chr11:27494729-28075833	SBS5	1	1	3	0	0	0	0
171	chr11:27494729-28075833	SBS8	1	1	1	0	0	0	0
172	chr11:28076134-33692005	SBS1	1	1	6	0	0	0	0
173	chr11:28076134-33692005	SBS3	1	1	11	0	0	0	0
174	chr11:28076134-33692005	SBS5	1	1	5	0	0	0	0
175	chr11:28076134-33692005	SBS8	1	1	4	0	0	0	0
176	chr11:33734947-43398419	SBS3	1	1	23	0	0	0	0
177	chr11:33734947-43398419	SBS5	1	1	12	0	0	0	0
178	chr11:33734947-43398419	SBS8	1	1	14	0	0	0	0
179	chr11:43415057-52751710	SBS1	1	1	3	0	0	0	0
180	chr11:43415057-52751710	SBS100	1	1	1	0	0	0	0
181	chr11:43415057-52751710	SBS3	1	1	25	0	0	0	0
182	chr11:43415057-52751710	SBS5	1	1	7	0	0	0	0
183	chr11:43415057-52751710	SBS8	1	1	8	0	0	0	0
184	chr11:54610875-54616888	SBS5	1	0	1	0	0	0	0
185	chr11:54616889-55247000	SBS1	1	0	1	0	0	0	0
186	chr11:54616889-55247000	SBS3	1	0	3	0	0	0	0
187	chr11:54616889-55247000	SBS8	1	0	2	0	0	0	0
188	chr11:55247001-56572776	SBS3	1	0	5	0	0	0	0
189	chr11:55247001-56572776	SBS5	1	0	3	0	0	0	0
190	chr11:55247001-56572776	SBS8	1	0	2	0	0	0	0
191	chr11:56603464-59253348	SBS3	1	1	3	0	0	0	0
192	chr11:56603464-59253348	SBS5	1	1	1	0	0	0	0
193	chr11:59253404-61711738	SBS3	1	1	2	0	0	0	0
194	chr11:59253404-61711738	SBS5	1	1	4	0	0	0	0
195	chr11:59253404-61711738	SBS8	1	1	7	0	0	0	0
196	chr11:62052937-67682674	SBS1	1	1	1	0	0	0	0
197	chr11:62052937-67682674	SBS100	1	1	1	0	0	0	0
198	chr11:62052937-67682674	SBS3	1	1	10	0	0	0	0
199	chr11:62052937-67682674	SBS5	1	1	6	0	0	0	0
200	chr11:62052937-67682674	SBS8	1	1	3	0	0	0	0
201	chr11:67682675-67686523	SBS3	2	1	1	0	0	0	0
202	chr11:67686524-69711525	SBS3	1	1	2	0	0	0	0
203	chr11:67686524-69711525	SBS5	1	1	5	0	0	0	0
204	chr11:67686524-69711525	SBS8	1	1	1	0	0	0	0
205	chr11:69713670-69970531	SBS3	2	1	2	1	0	0	0
206	chr11:69970571-70752652	SBS5	2	1	1	0	0	0	0
207	chr11:69970571-70752652	SBS8	2	1	1	0	0	0	0
208	chr11:70754490-75787606	SBS1	2	1	3	0	0	0	0
209	chr11:70754490-75787606	SBS100	2	1	2	0	0	0	0
210	chr11:70754490-75787606	SBS3	2	1	13	0	0	0	0
211	chr11:70754490-75787606	SBS5	2	1	13	1	0	0	0
212	chr11:70754490-75787606	SBS8	2	1	3	2	0	0	0
213	chr11:75816081-76648574	SBS5	2	1	1	0	0	0	0
214	chr11:76651164-84604901	SBS1	2	1	2	0	0	0	0
215	chr11:76651164-84604901	SBS100	2	1	1	0	0	0	0
216	chr11:76651164-84604901	SBS3	2	1	29	2	0	0	0
217	chr11:76651164-84604901	SBS5	2	1	14	1	0	0	0
218	chr11:76651164-84604901	SBS8	2	1	8	0	0	0	0
219	chr11:84604918-88831021	SBS1	2	1	1	0	0	0	0
220	chr11:84604918-88831021	SBS100	2	1	1	0	0	0	0
221	chr11:84604918-88831021	SBS3	2	1	11	1	0	0	0
222	chr11:84604918-88831021	SBS5	2	1	3	0	0	0	0
223	chr11:84604918-88831021	SBS8	2	1	2	0	0	0	0
224	chr11:88831069-93428372	SBS3	2	1	10	0	0	0	0
225	chr11:88831069-93428372	SBS5	2	1	7	0	0	0	0
226	chr11:88831069-93428372	SBS8	2	1	6	0	0	0	0
227	chr11:93470190-93975846	SBS8	2	1	1	0	0	0	0
228	chr11:93975847-93984550	SBS5	1	1	1	0	0	0	0
229	chr11:93984551-97336201	SBS3	2	1	6	1	0	0	0
230	chr11:93984551-97336201	SBS5	2	1	7	1	0	0	0
231	chr11:93984551-97336201	SBS8	2	1	1	1	0	0	0
232	chr11:97341056-102234520	SBS1	2	1	1	0	0	0	0
233	chr11:97341056-102234520	SBS3	2	1	18	0	0	0	0
234	chr11:97341056-102234520	SBS5	2	1	7	3	0	0	0
235	chr11:97341056-102234520	SBS8	2	1	6	1	0	0	0
236	chr12:1-1933239	SBS1	5	0	1	0	0	0	0
237	chr12:1-1933239	SBS100	5	0	0	1	0	0	0
238	chr12:1-1933239	SBS3	5	0	4	0	0	0	0
239	chr12:1-1933239	SBS5	5	0	1	0	0	0	0
240	chr12:1-1933239	SBS8	5	0	0	0	1	0	0
241	chr12:101692863-111512919	SBS1	2	0	1	1	0	0	0
242	chr12:101692863-111512919	SBS100	2	0	1	0	0	0	0
243	chr12:101692863-111512919	SBS3	2	0	5	2	0	0	0
244	chr12:101692863-111512919	SBS5	2	0	1	2	0	0	0
245	chr12:101692863-111512919	SBS8	2	0	2	2	0	0	0
246	chr12:111522685-113362602	SBS3	2	0	2	2	0	0	0
247	chr12:113364538-116689596	SBS1	2	0	0	1	0	0	0
248	chr12:113364538-116689596	SBS3	2	0	1	2	0	0	0
249	chr12:113364538-116689596	SBS8	2	0	0	1	0	0	0
250	chr12:116689640-118783742	SBS3	2	0	0	1	0	0	0
251	chr12:116689640-118783742	SBS5	2	0	0	2	0	0	0
252	chr12:116689640-118783742	SBS8	2	0	0	1	0	0	0
253	chr12:118783749-133229635	SBS1	2	0	4	1	0	0	0
254	chr12:118783749-133229635	SBS3	2	0	3	21	0	0	0
255	chr12:118783749-133229635	SBS5	2	0	10	6	0	0	0
256	chr12:118783749-133229635	SBS8	2	0	2	6	0	0	0
257	chr12:16141900-16374336	SBS3	3	1	1	0	0	0	0
258	chr12:16374337-16385790	SBS3	4	1	0	0	0	1	0
259	chr12:16448128-21176437	SBS1	4	1	1	0	0	0	1
260	chr12:16448128-21176437	SBS100	4	1	0	0	0	0	1
261	chr12:16448128-21176437	SBS3	4	1	7	0	0	0	6
262	chr12:16448128-21176437	SBS5	4	1	6	1	0	0	2
263	chr12:16448128-21176437	SBS8	4	1	2	0	0	0	1
264	chr12:1950528-4072238	SBS1	5	0	2	0	0	0	0
265	chr12:1950528-4072238	SBS3	5	0	3	0	2	1	2
266	chr12:1950528-4072238	SBS5	5	0	1	0	0	0	1
267	chr12:1950528-4072238	SBS8	5	0	1	0	1	0	0
268	chr12:21176438-23170087	SBS3	4	1	0	1	0	0	0
269	chr12:23170088-24183355	SBS1	2	1	2	0	0	0	0
270	chr12:23170088-24183355	SBS3	2	1	1	1	0	0	0
271	chr12:23170088-24183355	SBS5	2	1	1	0	0	0	0
272	chr12:24183372-26343342	SBS1	2	1	1	0	0	0	0
273	chr12:24183372-26343342	SBS3	2	1	1	2	0	0	0
274	chr12:24183372-26343342	SBS5	2	1	2	1	0	0	0
275	chr12:24183372-26343342	SBS8	2	1	5	1	0	0	0
276	chr12:26343688-27769294	SBS3	2	1	1	1	0	0	0
277	chr12:26343688-27769294	SBS8	2	1	1	0	0	0	0
278	chr12:27777594-31489578	SBS1	2	1	5	1	0	0	0
279	chr12:27777594-31489578	SBS3	2	1	8	5	0	0	0
280	chr12:27777594-31489578	SBS5	2	1	6	1	0	0	0
281	chr12:27777594-31489578	SBS8	2	1	2	1	0	0	0
282	chr12:31489579-34408000	SBS3	1	1	5	0	0	0	0
283	chr12:31489579-34408000	SBS5	1	1	6	0	0	0	0
284	chr12:31489579-34408000	SBS8	1	1	4	0	0	0	0
285	chr12:34408001-35977329	SBS3	1	1	2	0	0	0	0
286	chr12:34408001-35977329	SBS5	1	1	4	0	0	0	0
287	chr12:34408001-35977329	SBS8	1	1	1	0	0	0	0
288	chr12:35977330-38045000	SBS3	1	1	6	0	0	0	0
289	chr12:35977330-38045000	SBS5	1	1	3	0	0	0	0
290	chr12:35977330-38045000	SBS8	1	1	5	0	0	0	0
291	chr12:38045001-46333107	SBS3	1	1	25	0	0	0	0
292	chr12:38045001-46333107	SBS5	1	1	14	0	0	0	0
293	chr12:38045001-46333107	SBS8	1	1	12	0	0	0	0
294	chr12:4072239-4076662	SBS8	10	0	0	1	0	0	0
295	chr12:4076663-4696665	SBS3	5	0	0	0	0	0	1
296	chr12:4076663-4696665	SBS8	5	0	1	0	0	0	0
297	chr12:46333230-47339477	SBS3	1	1	2	0	0	0	0
298	chr12:46333230-47339477	SBS5	1	1	1	0	0	0	0
299	chr12:46333230-47339477	SBS8	1	1	1	0	0	0	0
300	chr12:4702483-7452675	SBS1	4	0	0	0	0	0	1
301	chr12:4702483-7452675	SBS100	4	0	1	0	0	0	0
302	chr12:4702483-7452675	SBS3	4	0	2	1	0	0	5
303	chr12:4702483-7452675	SBS5	4	0	1	0	0	0	1
304	chr12:4702483-7452675	SBS8	4	0	0	0	0	0	2
305	chr12:47339478-49864422	SBS100	1	0	1	0	0	0	0
306	chr12:47339478-49864422	SBS3	1	0	2	0	0	0	0
307	chr12:47339478-49864422	SBS5	1	0	2	0	0	0	0
308	chr12:47339478-49864422	SBS8	1	0	1	0	0	0	0
309	chr12:49864423-49883787	SBS5	2	0	2	0	0	0	0
310	chr12:49883788-61010615	SBS1	1	0	1	0	0	0	0
311	chr12:49883788-61010615	SBS100	1	0	1	0	0	0	0
312	chr12:49883788-61010615	SBS3	1	0	31	0	0	0	0
313	chr12:49883788-61010615	SBS5	1	0	30	0	0	0	0
314	chr12:49883788-61010615	SBS8	1	0	8	0	0	0	0
315	chr12:61010649-91333447	SBS1	1	0	5	0	0	0	0
316	chr12:61010649-91333447	SBS100	1	0	6	0	0	0	0
317	chr12:61010649-91333447	SBS3	1	0	40	0	0	0	0
318	chr12:61010649-91333447	SBS5	1	0	34	0	0	0	0
319	chr12:61010649-91333447	SBS8	1	0	12	0	0	0	0
320	chr12:7460843-7764000	SBS3	4	0	1	0	0	0	0
321	chr12:7764001-16141899	SBS1	4	1	1	0	0	0	0
322	chr12:7764001-16141899	SBS100	4	1	1	0	0	0	1
323	chr12:7764001-16141899	SBS3	4	1	27	0	0	0	2
324	chr12:7764001-16141899	SBS5	4	1	16	2	0	1	2
325	chr12:7764001-16141899	SBS8	4	1	8	0	0	0	1
326	chr12:91336971-101687559	SBS1	2	0	2	0	0	0	0
327	chr12:91336971-101687559	SBS3	2	0	4	6	0	0	0
328	chr12:91336971-101687559	SBS5	2	0	1	7	0	0	0
329	chr12:91336971-101687559	SBS8	2	0	2	0	0	0	0
330	chr13:1-17025623	SBS3	1	0	1	0	0	0	0
331	chr13:17025624-19208061	SBS1	1	0	1	0	0	0	0
332	chr13:17025624-19208061	SBS3	1	0	5	0	0	0	0
333	chr13:17025624-19208061	SBS5	1	0	1	0	0	0	0
334	chr13:17025624-19208061	SBS8	1	0	5	0	0	0	0
335	chr13:19217016-21371632	SBS1	1	0	1	0	0	0	0
336	chr13:19217016-21371632	SBS3	1	0	4	0	0	0	0
337	chr13:19217016-21371632	SBS5	1	0	4	0	0	0	0
338	chr13:19217016-21371632	SBS8	1	0	1	0	0	0	0
339	chr13:21376080-35625744	SBS1	1	0	3	0	0	0	0
340	chr13:21376080-35625744	SBS3	1	0	19	0	0	0	0
341	chr13:21376080-35625744	SBS5	1	0	20	0	0	0	0
342	chr13:21376080-35625744	SBS8	1	0	5	0	0	0	0
343	chr13:35632685-38167684	SBS3	1	0	4	0	0	0	0
344	chr13:35632685-38167684	SBS5	1	0	1	0	0	0	0
345	chr13:38175704-40066876	SBS3	1	0	2	0	0	0	0
346	chr13:40066877-40343781	SBS3	2	0	1	0	0	0	0
347	chr13:40343782-48471949	SBS1	1	0	3	0	0	0	0
348	chr13:40343782-48471949	SBS3	1	0	13	0	0	0	0
349	chr13:40343782-48471949	SBS5	1	0	11	0	0	0	0
350	chr13:48478168-49833508	SBS3	1	0	1	0	0	0	0
351	chr13:48478168-49833508	SBS5	1	0	5	0	0	0	0
352	chr13:49847398-67847000	SBS1	1	0	5	0	0	0	0
353	chr13:49847398-67847000	SBS3	1	0	17	0	0	0	0
354	chr13:49847398-67847000	SBS5	1	0	12	0	0	0	0
355	chr13:49847398-67847000	SBS8	1	0	3	0	0	0	0
356	chr13:67847001-94765735	SBS1	2	0	1	4	0	0	0
357	chr13:67847001-94765735	SBS3	2	0	15	30	0	0	0
358	chr13:67847001-94765735	SBS5	2	0	11	14	0	0	0
359	chr13:67847001-94765735	SBS8	2	0	6	9	0	0	0
360	chr13:94765744-114364328	SBS1	2	0	3	2	0	0	0
361	chr13:94765744-114364328	SBS100	2	0	0	1	0	0	0
362	chr13:94765744-114364328	SBS3	2	0	6	16	0	0	0
363	chr13:94765744-114364328	SBS5	2	0	6	6	0	0	0
364	chr13:94765744-114364328	SBS8	2	0	2	8	0	0	0
365	chr14:1-17086761	SBS1	1	1	1	0	0	0	0
366	chr14:1-17086761	SBS3	1	1	1	0	0	0	0
367	chr14:1-17086761	SBS5	1	1	2	0	0	0	0
368	chr14:105522311-107043718	SBS3	1	0	2	0	0	0	0
369	chr14:105522311-107043718	SBS5	1	0	5	0	0	0	0
370	chr14:105522311-107043718	SBS8	1	0	1	0	0	0	0
371	chr14:17086762-22080945	SBS3	1	1	8	0	0	0	0
372	chr14:17086762-22080945	SBS5	1	1	4	0	0	0	0
373	chr14:17086762-22080945	SBS8	1	1	1	0	0	0	0
374	chr14:22083372-31381267	SBS1	1	1	3	0	0	0	0
375	chr14:22083372-31381267	SBS3	1	1	27	0	0	0	0
376	chr14:22083372-31381267	SBS5	1	1	18	0	0	0	0
377	chr14:22083372-31381267	SBS8	1	1	9	0	0	0	0
378	chr14:31381319-33702000	SBS100	1	1	1	0	0	0	0
379	chr14:31381319-33702000	SBS3	1	1	2	0	0	0	0
380	chr14:31381319-33702000	SBS5	1	1	5	0	0	0	0
381	chr14:31381319-33702000	SBS8	1	1	4	0	0	0	0
382	chr14:33702001-58754023	SBS1	1	0	4	0	0	0	0
383	chr14:33702001-58754023	SBS3	1	0	27	0	0	0	0
384	chr14:33702001-58754023	SBS5	1	0	33	0	0	0	0
385	chr14:33702001-58754023	SBS8	1	0	9	0	0	0	0
386	chr14:58754266-60292826	SBS3	1	0	2	0	0	0	0
387	chr14:60295431-61210161	SBS3	1	0	1	0	0	0	0
388	chr14:61210162-61216571	SBS3	2	0	2	0	0	0	0
389	chr14:61210162-61216571	SBS5	2	0	1	0	0	0	0
390	chr14:61216572-66284673	SBS3	1	0	1	0	0	0	0
391	chr14:61216572-66284673	SBS5	1	0	5	0	0	0	0
392	chr14:66285999-78277000	SBS1	1	0	4	0	0	0	0
393	chr14:66285999-78277000	SBS100	1	0	1	0	0	0	0
394	chr14:66285999-78277000	SBS3	1	0	16	0	0	0	0
395	chr14:66285999-78277000	SBS5	1	0	18	0	0	0	0
396	chr14:66285999-78277000	SBS8	1	0	5	0	0	0	0
397	chr14:78277001-87665754	SBS1	1	1	4	0	0	0	0
398	chr14:78277001-87665754	SBS3	1	1	13	0	0	0	0
399	chr14:78277001-87665754	SBS5	1	1	7	0	0	0	0
400	chr14:78277001-87665754	SBS8	1	1	8	0	0	0	0
401	chr14:87665755-89928775	SBS3	1	0	2	0	0	0	0
402	chr14:87665755-89928775	SBS5	1	0	2	0	0	0	0
403	chr14:87665755-89928775	SBS8	1	0	2	0	0	0	0
404	chr14:89929733-95479430	SBS1	1	0	3	0	0	0	0
405	chr14:89929733-95479430	SBS3	1	0	12	0	0	0	0
406	chr14:89929733-95479430	SBS5	1	0	10	0	0	0	0
407	chr14:89929733-95479430	SBS8	1	0	2	0	0	0	0
408	chr14:95500537-99644747	SBS1	1	0	1	0	0	0	0
409	chr14:95500537-99644747	SBS3	1	0	1	0	0	0	0
410	chr14:95500537-99644747	SBS5	1	0	1	0	0	0	0
411	chr14:95500537-99644747	SBS8	1	0	1	0	0	0	0
412	chr14:99645171-105522270	SBS1	1	0	1	0	0	0	0
413	chr14:99645171-105522270	SBS100	1	0	1	0	0	0	0
414	chr14:99645171-105522270	SBS3	1	0	10	0	0	0	0
415	chr14:99645171-105522270	SBS5	1	0	10	0	0	0	0
416	chr14:99645171-105522270	SBS8	1	0	1	0	0	0	0
417	chr15:1-18362626	SBS3	1	1	2	0	0	0	0
418	chr15:1-18362626	SBS8	1	1	1	0	0	0	0
419	chr15:100864032-101314000	SBS8	2	0	0	1	0	0	0
420	chr15:101314001-101991189	SBS1	2	1	1	0	0	0	0
421	chr15:101314001-101991189	SBS3	2	1	2	0	0	0	0
422	chr15:101314001-101991189	SBS5	2	1	1	0	0	0	0
