	segment_id	sig_max	major_cn	minor_cn	N1	N2	N3	N4
54	chr10:131111001-133797422	SBS13	2	0	2	0	0	0
55	chr10:131111001-133797422	SBS3	2	0	6	0	0	0
56	chr10:131111001-133797422	SBS5	2	0	6	1	0	0
57	chr10:131111001-133797422	SBS8	2	0	4	0	0	0
58	chr10:14085282-14751707	SBS3	2	1	0	1	0	0
59	chr10:14085282-14751707	SBS5	2	1	2	1	0	0
60	chr10:14751745-16793000	SBS13	2	1	1	0	0	0
61	chr10:14751745-16793000	SBS3	2	1	7	1	0	0
62	chr10:14751745-16793000	SBS5	2	1	11	2	0	0
63	chr10:14751745-16793000	SBS8	2	1	1	0	0	0
64	chr10:16793001-18020000	SBS1	2	1	0	1	0	0
65	chr10:16793001-18020000	SBS3	2	1	0	1	0	0
66	chr10:16793001-18020000	SBS5	2	1	8	0	0	0
67	chr10:18020001-18473080	SBS3	2	1	1	1	0	0
68	chr10:18020001-18473080	SBS5	2	1	1	1	0	0
69	chr10:18020001-18473080	SBS8	2	1	1	0	0	0
70	chr10:18473284-19319000	SBS13	2	1	1	0	0	0
71	chr10:18473284-19319000	SBS5	2	1	1	0	0	0
72	chr10:18473284-19319000	SBS8	2	1	1	0	0	0
73	chr10:19319001-21403126	SBS13	2	1	1	0	0	0
74	chr10:19319001-21403126	SBS3	2	1	3	0	0	0
75	chr10:19319001-21403126	SBS5	2	1	4	2	0	0
76	chr10:19319001-21403126	SBS8	2	1	1	0	0	0
77	chr10:21403405-24037189	SBS13	2	1	0	1	0	0
78	chr10:21403405-24037189	SBS3	2	1	7	0	0	0
79	chr10:21403405-24037189	SBS5	2	1	6	0	0	0
80	chr10:21403405-24037189	SBS8	2	1	6	0	0	0
81	chr10:24037214-25115000	SBS3	1	1	1	0	0	0
82	chr10:24037214-25115000	SBS5	1	1	4	0	0	0
83	chr10:24037214-25115000	SBS8	1	1	3	0	0	0
84	chr10:25115001-28089000	SBS13	1	1	2	0	0	0
85	chr10:25115001-28089000	SBS3	1	1	4	0	0	0
86	chr10:25115001-28089000	SBS5	1	1	14	0	0	0
87	chr10:25115001-28089000	SBS8	1	1	8	0	0	0
88	chr10:28089001-29194354	SBS5	1	1	4	0	0	0
89	chr10:28089001-29194354	SBS8	1	1	3	0	0	0
90	chr10:29257294-29522360	SBS5	1	1	1	0	0	0
91	chr10:29257294-29522360	SBS8	1	1	1	0	0	0
92	chr10:29541304-30158729	SBS13	1	1	2	0	0	0
93	chr10:29541304-30158729	SBS3	1	1	1	0	0	0
94	chr10:29541304-30158729	SBS5	1	1	2	0	0	0
95	chr10:30158767-33735684	SBS13	1	1	3	0	0	0
96	chr10:30158767-33735684	SBS3	1	1	1	0	0	0
97	chr10:30158767-33735684	SBS5	1	1	11	0	0	0
98	chr10:30158767-33735684	SBS8	1	1	6	0	0	0
99	chr10:3026001-5787725	SBS1	2	1	1	0	0	0
100	chr10:3026001-5787725	SBS3	2	1	2	0	0	0
101	chr10:3026001-5787725	SBS5	2	1	10	1	0	0
102	chr10:3026001-5787725	SBS8	2	1	8	0	0	0
103	chr10:33735738-34529971	SBS3	1	1	1	0	0	0
104	chr10:33735738-34529971	SBS5	1	1	5	0	0	0
105	chr10:33735738-34529971	SBS8	1	1	1	0	0	0
106	chr10:34530010-36977000	SBS13	1	1	1	0	0	0
107	chr10:34530010-36977000	SBS3	1	1	5	0	0	0
108	chr10:34530010-36977000	SBS5	1	1	14	0	0	0
109	chr10:34530010-36977000	SBS8	1	1	4	0	0	0
110	chr10:36977001-37966000	SBS3	1	1	5	0	0	0
111	chr10:36977001-37966000	SBS5	1	1	3	0	0	0
112	chr10:36977001-37966000	SBS8	1	1	1	0	0	0
113	chr10:38267001-40640101	SBS1	1	1	2	0	0	0
114	chr10:38267001-40640101	SBS13	1	1	1	0	0	0
115	chr10:38267001-40640101	SBS3	1	1	1	0	0	0
116	chr10:38267001-40640101	SBS5	1	1	18	0	0	0
117	chr10:38267001-40640101	SBS8	1	1	5	0	0	0
118	chr10:40640102-42651677	SBS1	1	1	1	0	0	0
119	chr10:40640102-42651677	SBS3	1	1	2	0	0	0
120	chr10:40640102-42651677	SBS5	1	1	16	0	0	0
121	chr10:40640102-42651677	SBS8	1	1	2	0	0	0
122	chr10:42653248-43522200	SBS3	1	1	1	0	0	0
123	chr10:42653248-43522200	SBS5	1	1	5	0	0	0
124	chr10:42653248-43522200	SBS8	1	1	2	0	0	0
125	chr10:43522201-45021206	SBS3	1	1	2	0	0	0
126	chr10:43522201-45021206	SBS5	1	1	11	0	0	0
127	chr10:43522201-45021206	SBS8	1	1	5	0	0	0
128	chr10:45021207-45433437	SBS3	1	1	1	0	0	0
129	chr10:45021207-45433437	SBS5	1	1	4	0	0	0
130	chr10:45021207-45433437	SBS8	1	1	4	0	0	0
131	chr10:45436302-49332968	SBS13	1	1	1	0	0	0
132	chr10:45436302-49332968	SBS3	1	1	13	0	0	0
133	chr10:45436302-49332968	SBS5	1	1	11	0	0	0
134	chr10:45436302-49332968	SBS8	1	1	6	0	0	0
135	chr10:49358245-50151000	SBS1	1	1	2	0	0	0
136	chr10:49358245-50151000	SBS3	1	1	1	0	0	0
137	chr10:49358245-50151000	SBS5	1	1	2	0	0	0
138	chr10:49358245-50151000	SBS8	1	1	2	0	0	0
139	chr10:50151001-50649000	SBS13	1	1	1	0	0	0
140	chr10:50151001-50649000	SBS5	1	1	1	0	0	0
141	chr10:50151001-50649000	SBS8	1	1	1	0	0	0
142	chr10:50649001-55406856	SBS3	1	1	8	0	0	0
143	chr10:50649001-55406856	SBS5	1	1	17	0	0	0
144	chr10:50649001-55406856	SBS8	1	1	15	0	0	0
145	chr10:55408996-58148500	SBS1	1	1	1	0	0	0
146	chr10:55408996-58148500	SBS3	1	1	8	0	0	0
147	chr10:55408996-58148500	SBS5	1	1	10	0	0	0
148	chr10:55408996-58148500	SBS8	1	1	9	0	0	0
149	chr10:5787909-9354000	SBS3	2	1	3	3	0	0
150	chr10:5787909-9354000	SBS5	2	1	13	3	0	0
151	chr10:5787909-9354000	SBS8	2	1	7	0	0	0
152	chr10:58148501-63924000	SBS13	1	1	1	0	0	0
153	chr10:58148501-63924000	SBS3	1	1	4	0	0	0
154	chr10:58148501-63924000	SBS5	1	1	18	0	0	0
155	chr10:58148501-63924000	SBS8	1	1	10	0	0	0
156	chr10:63924001-65154886	SBS13	1	1	1	0	0	0
157	chr10:63924001-65154886	SBS3	1	1	1	0	0	0
158	chr10:63924001-65154886	SBS5	1	1	6	0	0	0
159	chr10:63924001-65154886	SBS8	1	1	1	0	0	0
160	chr10:65157626-65966910	SBS3	1	1	1	0	0	0
161	chr10:65157626-65966910	SBS5	1	1	2	0	0	0
162	chr10:65157626-65966910	SBS8	1	1	2	0	0	0
163	chr10:65967607-67762000	SBS1	1	1	1	0	0	0
164	chr10:65967607-67762000	SBS13	1	1	1	0	0	0
165	chr10:65967607-67762000	SBS3	1	1	1	0	0	0
166	chr10:65967607-67762000	SBS5	1	1	6	0	0	0
167	chr10:65967607-67762000	SBS8	1	1	4	0	0	0
168	chr10:67762001-74951146	SBS13	1	1	5	0	0	0
169	chr10:67762001-74951146	SBS3	1	1	8	0	0	0
170	chr10:67762001-74951146	SBS5	1	1	28	0	0	0
171	chr10:67762001-74951146	SBS8	1	1	4	0	0	0
172	chr10:74951198-76171342	SBS3	1	1	1	0	0	0
173	chr10:74951198-76171342	SBS5	1	1	3	0	0	0
174	chr10:74951198-76171342	SBS8	1	1	3	0	0	0
175	chr10:76171383-76645508	SBS13	1	1	1	0	0	0
176	chr10:76171383-76645508	SBS5	1	1	1	0	0	0
177	chr10:76171383-76645508	SBS8	1	1	3	0	0	0
178	chr10:76645509-76657026	SBS5	2	1	1	0	0	0
179	chr10:76662913-77084000	SBS5	1	0	2	0	0	0
180	chr10:77084001-78091500	SBS3	2	0	2	0	0	0
181	chr10:78091501-80697081	SBS3	1	0	2	0	0	0
182	chr10:78091501-80697081	SBS5	1	0	6	0	0	0
183	chr10:80805319-86754000	SBS3	1	0	4	0	0	0
184	chr10:80805319-86754000	SBS5	1	0	11	0	0	0
185	chr10:80805319-86754000	SBS8	1	0	7	0	0	0
186	chr10:86754001-87919239	SBS13	1	0	1	0	0	0
187	chr10:86754001-87919239	SBS3	1	0	3	0	0	0
188	chr10:86754001-87919239	SBS5	1	0	2	0	0	0
189	chr10:87925663-92142330	SBS13	1	0	1	0	0	0
190	chr10:87925663-92142330	SBS3	1	0	2	0	0	0
191	chr10:87925663-92142330	SBS5	1	0	7	0	0	0
192	chr10:87925663-92142330	SBS8	1	0	4	0	0	0
193	chr10:92146730-104296614	SBS1	1	0	3	0	0	0
194	chr10:92146730-104296614	SBS13	1	0	4	0	0	0
195	chr10:92146730-104296614	SBS3	1	0	11	0	0	0
196	chr10:92146730-104296614	SBS5	1	0	16	0	0	0
197	chr10:92146730-104296614	SBS8	1	0	9	0	0	0
198	chr10:9354001-10776000	SBS13	2	1	1	0	0	0
199	chr10:9354001-10776000	SBS3	2	1	1	0	0	0
200	chr10:9354001-10776000	SBS5	2	1	4	1	0	0
201	chr10:9354001-10776000	SBS8	2	1	3	0	0	0
202	chr11:1-3454883	SBS13	1	0	2	0	0	0
203	chr11:1-3454883	SBS3	1	0	2	0	0	0
204	chr11:1-3454883	SBS5	1	0	13	0	0	0
205	chr11:1-3454883	SBS8	1	0	4	0	0	0
206	chr11:102693001-114989380	SBS1	2	0	1	1	0	0
207	chr11:102693001-114989380	SBS13	2	0	3	2	0	0
208	chr11:102693001-114989380	SBS3	2	0	14	4	0	0
209	chr11:102693001-114989380	SBS5	2	0	35	1	0	0
210	chr11:102693001-114989380	SBS8	2	0	10	3	0	0
211	chr11:114989439-115642714	SBS3	2	0	1	0	0	0
212	chr11:114989439-115642714	SBS5	2	0	2	0	0	0
213	chr11:115642787-125871500	SBS13	2	0	2	0	0	0
214	chr11:115642787-125871500	SBS3	2	0	21	1	0	0
215	chr11:115642787-125871500	SBS5	2	0	26	2	0	0
216	chr11:115642787-125871500	SBS8	2	0	10	2	0	0
217	chr11:125871501-126660000	SBS8	2	0	1	0	0	0
218	chr11:126660001-128024000	SBS1	2	0	1	0	0	0
219	chr11:126660001-128024000	SBS13	2	0	1	0	0	0
220	chr11:126660001-128024000	SBS3	2	0	1	0	0	0
221	chr11:126660001-128024000	SBS5	2	0	6	0	0	0
222	chr11:126660001-128024000	SBS8	2	0	1	0	0	0
223	chr11:128024001-130657506	SBS3	2	0	4	0	0	0
224	chr11:128024001-130657506	SBS5	2	0	12	1	0	0
225	chr11:128024001-130657506	SBS8	2	0	4	1	0	0
226	chr11:130657539-133099753	SBS3	2	0	7	1	0	0
227	chr11:130657539-133099753	SBS5	2	0	8	3	0	0
228	chr11:130657539-133099753	SBS8	2	0	7	2	0	0
229	chr11:133099754-133099768	SBS5	1	0	1	0	0	0
230	chr11:133099769-135086622	SBS1	2	0	1	0	0	0
231	chr11:133099769-135086622	SBS5	2	0	8	1	0	0
232	chr11:133099769-135086622	SBS8	2	0	6	0	0	0
233	chr11:14149429-17834734	SBS3	1	0	2	0	0	0
234	chr11:14149429-17834734	SBS5	1	0	12	0	0	0
235	chr11:14149429-17834734	SBS8	1	0	3	0	0	0
236	chr11:17834735-22969018	SBS13	1	1	1	0	0	0
237	chr11:17834735-22969018	SBS3	1	1	6	0	0	0
238	chr11:17834735-22969018	SBS5	1	1	16	0	0	0
239	chr11:17834735-22969018	SBS8	1	1	10	0	0	0
240	chr11:22969227-26738000	SBS1	1	0	1	0	0	0
241	chr11:22969227-26738000	SBS3	1	0	2	0	0	0
242	chr11:22969227-26738000	SBS5	1	0	13	0	0	0
243	chr11:22969227-26738000	SBS8	1	0	8	0	0	0
244	chr11:26738001-27097791	SBS3	1	0	2	0	0	0
245	chr11:26738001-27097791	SBS5	1	0	3	0	0	0
246	chr11:26738001-27097791	SBS8	1	0	1	0	0	0
247	chr11:27100182-33127270	SBS13	1	1	4	0	0	0
248	chr11:27100182-33127270	SBS3	1	1	14	0	0	0
249	chr11:27100182-33127270	SBS5	1	1	17	0	0	0
250	chr11:27100182-33127270	SBS8	1	1	12	0	0	0
251	chr11:33127326-36749000	SBS13	1	1	1	0	0	0
252	chr11:33127326-36749000	SBS3	1	1	4	0	0	0
253	chr11:33127326-36749000	SBS5	1	1	13	0	0	0
254	chr11:33127326-36749000	SBS8	1	1	6	0	0	0
255	chr11:3454884-4151000	SBS3	2	0	7	0	0	0
256	chr11:3454884-4151000	SBS5	2	0	9	0	0	0
257	chr11:3454884-4151000	SBS8	2	0	4	0	0	0
258	chr11:36749001-39128786	SBS13	1	0	1	0	0	0
259	chr11:36749001-39128786	SBS3	1	0	3	0	0	0
260	chr11:36749001-39128786	SBS5	1	0	7	0	0	0
261	chr11:36749001-39128786	SBS8	1	0	4	0	0	0
262	chr11:39132034-41221788	SBS13	1	0	3	0	0	0
263	chr11:39132034-41221788	SBS3	1	0	5	0	0	0
264	chr11:39132034-41221788	SBS5	1	0	7	0	0	0
265	chr11:39132034-41221788	SBS8	1	0	8	0	0	0
266	chr11:41221939-46182931	SBS13	1	1	3	0	0	0
267	chr11:41221939-46182931	SBS3	1	1	12	0	0	0
268	chr11:41221939-46182931	SBS5	1	1	21	0	0	0
269	chr11:41221939-46182931	SBS8	1	1	14	0	0	0
270	chr11:4151001-4937305	SBS13	2	0	1	0	0	0
271	chr11:4151001-4937305	SBS3	2	0	1	0	0	0
272	chr11:4151001-4937305	SBS5	2	0	2	2	0	0
273	chr11:46186254-48183000	SBS3	1	1	5	0	0	0
274	chr11:46186254-48183000	SBS5	1	1	5	0	0	0
275	chr11:46186254-48183000	SBS8	1	1	4	0	0	0
276	chr11:48183001-52751710	SBS1	1	0	2	0	0	0
277	chr11:48183001-52751710	SBS5	1	0	17	0	0	0
278	chr11:48183001-52751710	SBS8	1	0	8	0	0	0
279	chr11:4937306-14149319	SBS3	1	0	4	0	0	0
280	chr11:4937306-14149319	SBS5	1	0	15	0	0	0
281	chr11:4937306-14149319	SBS8	1	0	8	0	0	0
282	chr11:52751711-62060594	SBS1	1	1	5	0	0	0
283	chr11:52751711-62060594	SBS13	1	1	2	0	0	0
284	chr11:52751711-62060594	SBS3	1	1	18	0	0	0
285	chr11:52751711-62060594	SBS5	1	1	34	0	0	0
286	chr11:52751711-62060594	SBS8	1	1	19	0	0	0
287	chr11:62097794-65435457	SBS1	1	1	1	0	0	0
288	chr11:62097794-65435457	SBS13	1	1	1	0	0	0
289	chr11:62097794-65435457	SBS3	1	1	5	0	0	0
290	chr11:62097794-65435457	SBS5	1	1	8	0	0	0
291	chr11:62097794-65435457	SBS8	1	1	3	0	0	0
292	chr11:65459534-67382669	SBS13	1	1	1	0	0	0
293	chr11:65459534-67382669	SBS3	1	1	2	0	0	0
294	chr11:65459534-67382669	SBS5	1	1	6	0	0	0
295	chr11:65459534-67382669	SBS8	1	1	1	0	0	0
296	chr11:67382707-68628000	SBS1	1	1	1	0	0	0
297	chr11:67382707-68628000	SBS3	1	1	4	0	0	0
298	chr11:67382707-68628000	SBS5	1	1	10	0	0	0
299	chr11:67382707-68628000	SBS8	1	1	3	0	0	0
300	chr11:68628001-69196799	SBS13	2	1	1	0	0	0
301	chr11:68628001-69196799	SBS3	2	1	2	0	0	0
302	chr11:68628001-69196799	SBS5	2	1	3	0	0	0
303	chr11:69196848-70274631	SBS1	2	1	0	1	0	0
304	chr11:69196848-70274631	SBS3	2	1	4	0	0	0
305	chr11:69196848-70274631	SBS5	2	1	6	2	0	0
306	chr11:69196848-70274631	SBS8	2	1	3	2	0	0
307	chr11:70275931-71746000	SBS13	2	1	1	0	0	0
308	chr11:70275931-71746000	SBS3	2	1	4	0	0	0
309	chr11:70275931-71746000	SBS5	2	1	2	1	0	0
310	chr11:70275931-71746000	SBS8	2	1	1	0	0	0
311	chr11:71746001-83294321	SBS13	1	0	5	0	0	0
312	chr11:71746001-83294321	SBS3	1	0	6	0	0	0
313	chr11:71746001-83294321	SBS5	1	0	18	0	0	0
314	chr11:71746001-83294321	SBS8	1	0	5	0	0	0
315	chr11:83294354-83322264	SBS5	1	0	1	0	0	0
316	chr11:83322265-85947000	SBS13	2	0	1	0	0	0
317	chr11:83322265-85947000	SBS3	2	0	1	0	0	0
318	chr11:83322265-85947000	SBS5	2	0	6	1	0	0
319	chr11:83322265-85947000	SBS8	2	0	6	0	0	0
320	chr11:85947001-87360000	SBS13	2	0	1	0	0	0
321	chr11:85947001-87360000	SBS3	2	0	1	0	0	0
322	chr11:85947001-87360000	SBS5	2	0	4	0	0	0
323	chr11:87360001-88062916	SBS3	2	0	1	0	0	0
324	chr11:87360001-88062916	SBS5	2	0	2	0	0	0
325	chr11:87360001-88062916	SBS8	2	0	1	0	0	0
326	chr11:88062976-88515486	SBS5	2	0	1	0	0	0
327	chr11:88062976-88515486	SBS8	2	0	2	0	0	0
328	chr11:88518056-90610210	SBS3	2	0	3	0	0	0
329	chr11:88518056-90610210	SBS5	2	0	1	1	0	0
330	chr11:88518056-90610210	SBS8	2	0	1	0	0	0
331	chr11:90610211-90623994	SBS8	4	0	1	0	0	0
332	chr11:90623995-93130000	SBS13	2	0	1	0	0	0
333	chr11:90623995-93130000	SBS3	2	0	3	1	0	0
334	chr11:90623995-93130000	SBS5	2	0	7	1	0	0
335	chr11:90623995-93130000	SBS8	2	0	11	0	0	0
336	chr11:93130001-95859022	SBS13	2	0	0	1	0	0
337	chr11:93130001-95859022	SBS3	2	0	1	1	0	0
338	chr11:93130001-95859022	SBS5	2	0	9	0	0	0
339	chr11:93130001-95859022	SBS8	2	0	6	0	0	0
340	chr11:95866962-96430000	SBS13	3	0	0	1	0	0
341	chr11:95866962-96430000	SBS5	3	0	1	0	0	0
342	chr11:96430001-102106000	SBS1	2	0	0	1	0	0
343	chr11:96430001-102106000	SBS13	2	0	5	1	0	0
344	chr11:96430001-102106000	SBS3	2	0	6	1	0	0
345	chr11:96430001-102106000	SBS5	2	0	10	3	0	0
346	chr11:96430001-102106000	SBS8	2	0	9	0	0	0
347	chr12:1-5443804	SBS1	1	0	2	0	0	0
348	chr12:1-5443804	SBS3	1	0	4	0	0	0
349	chr12:1-5443804	SBS5	1	0	25	0	0	0
350	chr12:1-5443804	SBS8	1	0	4	0	0	0
351	chr12:11844947-12050199	SBS13	3	1	1	0	1	0
352	chr12:11844947-12050199	SBS3	3	1	1	0	0	0
353	chr12:120268991-125113000	SBS1	2	0	1	2	0	0
354	chr12:120268991-125113000	SBS13	2	0	1	1	0	0
355	chr12:120268991-125113000	SBS3	2	0	1	0	0	0
356	chr12:120268991-125113000	SBS5	2	0	5	2	0	0
357	chr12:120268991-125113000	SBS8	2	0	2	1	0	0
358	chr12:12050200-27312376	SBS13	1	0	6	0	0	0
359	chr12:12050200-27312376	SBS3	1	0	11	0	0	0
360	chr12:12050200-27312376	SBS5	1	0	37	0	0	0
361	chr12:12050200-27312376	SBS8	1	0	19	0	0	0
362	chr12:125113001-133275309	SBS1	1	0	3	0	0	0
363	chr12:125113001-133275309	SBS13	1	0	5	0	0	0
364	chr12:125113001-133275309	SBS3	1	0	12	0	0	0
365	chr12:125113001-133275309	SBS5	1	0	24	0	0	0
366	chr12:125113001-133275309	SBS8	1	0	12	0	0	0
367	chr12:27320755-35977329	SBS1	1	0	2	0	0	0
368	chr12:27320755-35977329	SBS13	1	0	3	0	0	0
369	chr12:27320755-35977329	SBS3	1	0	11	0	0	0
370	chr12:27320755-35977329	SBS5	1	0	19	0	0	0
371	chr12:27320755-35977329	SBS8	1	0	19	0	0	0
372	chr12:35977330-38276000	SBS3	1	0	3	0	0	0
373	chr12:35977330-38276000	SBS5	1	0	5	0	0	0
374	chr12:35977330-38276000	SBS8	1	0	6	0	0	0
375	chr12:38276001-40380614	SBS13	1	0	1	0	0	0
376	chr12:38276001-40380614	SBS3	1	0	3	0	0	0
377	chr12:38276001-40380614	SBS5	1	0	3	0	0	0
378	chr12:38276001-40380614	SBS8	1	0	2	0	0	0
379	chr12:40380667-53222747	SBS13	1	0	1	0	0	0
380	chr12:40380667-53222747	SBS3	1	0	8	0	0	0
381	chr12:40380667-53222747	SBS5	1	0	18	0	0	0
382	chr12:40380667-53222747	SBS8	1	0	5	0	0	0
383	chr12:53277963-54099133	SBS3	1	0	2	0	0	0
384	chr12:53277963-54099133	SBS5	1	0	2	0	0	0
385	chr12:54099134-56890005	SBS3	1	1	4	0	0	0
386	chr12:54099134-56890005	SBS5	1	1	6	0	0	0
387	chr12:54099134-56890005	SBS8	1	1	5	0	0	0
388	chr12:5443839-11834000	SBS1	1	0	2	0	0	0
389	chr12:5443839-11834000	SBS3	1	0	9	0	0	0
390	chr12:5443839-11834000	SBS5	1	0	17	0	0	0
391	chr12:5443839-11834000	SBS8	1	0	12	0	0	0
392	chr12:56890070-59328474	SBS13	1	1	1	0	0	0
393	chr12:56890070-59328474	SBS3	1	1	3	0	0	0
394	chr12:56890070-59328474	SBS5	1	1	10	0	0	0
395	chr12:56890070-59328474	SBS8	1	1	3	0	0	0
396	chr12:59334316-62239000	SBS1	1	1	1	0	0	0
397	chr12:59334316-62239000	SBS5	1	1	4	0	0	0
398	chr12:59334316-62239000	SBS8	1	1	7	0	0	0
399	chr12:62239001-63075000	SBS8	1	1	1	0	0	0
400	chr12:63075001-63754000	SBS3	1	1	1	0	0	0
401	chr12:63075001-63754000	SBS5	1	1	4	0	0	0
402	chr12:63075001-63754000	SBS8	1	1	2	0	0	0
403	chr12:63754001-63983184	SBS13	1	1	1	0	0	0
404	chr12:63754001-63983184	SBS5	1	1	1	0	0	0
405	chr12:63983292-65683986	SBS13	1	1	2	0	0	0
406	chr12:63983292-65683986	SBS5	1	1	11	0	0	0
407	chr12:63983292-65683986	SBS8	1	1	2	0	0	0
408	chr12:65684421-69151452	SBS13	1	1	3	0	0	0
409	chr12:65684421-69151452	SBS3	1	1	2	0	0	0
410	chr12:65684421-69151452	SBS5	1	1	5	0	0	0
411	chr12:65684421-69151452	SBS8	1	1	7	0	0	0
412	chr12:69151453-70122286	SBS3	2	1	2	0	0	0
413	chr12:69151453-70122286	SBS5	2	1	1	0	0	0
414	chr12:70122325-70375000	SBS3	2	1	2	0	0	0
415	chr12:70122325-70375000	SBS5	2	1	2	0	0	0
416	chr12:70375001-75476000	SBS13	2	1	1	0	0	0
417	chr12:70375001-75476000	SBS3	2	1	10	2	0	0
418	chr12:70375001-75476000	SBS5	2	1	15	4	0	0
419	chr12:70375001-75476000	SBS8	2	1	9	1	0	0
420	chr12:75476001-75796614	SBS5	3	1	1	0	0	0
421	chr12:75796615-77089000	SBS1	1	1	1	0	0	0
422	chr12:75796615-77089000	SBS5	1	1	5	0	0	0
423	chr12:75796615-77089000	SBS8	1	1	1	0	0	0
424	chr12:77089001-80619689	SBS3	1	1	5	0	0	0
425	chr12:77089001-80619689	SBS5	1	1	4	0	0	0
426	chr12:77089001-80619689	SBS8	1	1	12	0	0	0
427	chr12:80624743-83428947	SBS3	1	1	6	0	0	0
428	chr12:80624743-83428947	SBS5	1	1	7	0	0	0
429	chr12:80624743-83428947	SBS8	1	1	7	0	0	0
430	chr12:83434055-83755026	SBS1	1	1	1	0	0	0
431	chr12:83434055-83755026	SBS8	1	1	1	0	0	0
432	chr12:83755027-120268990	SBS1	1	0	3	0	0	0
433	chr12:83755027-120268990	SBS13	1	0	9	0	0	0
434	chr12:83755027-120268990	SBS3	1	0	26	0	0	0
435	chr12:83755027-120268990	SBS5	1	0	74	0	0	0
436	chr12:83755027-120268990	SBS8	1	0	31	0	0	0
437	chr13:1-17025623	SBS3	1	1	1	0	0	0
438	chr13:1-17025623	SBS5	1	1	2	0	0	0
439	chr13:1-17025623	SBS8	1	1	1	0	0	0
440	chr13:109381009-109850946	SBS3	2	0	1	0	0	0
441	chr13:109381009-109850946	SBS8	2	0	1	0	0	0
442	chr13:109850981-111088505	SBS3	2	0	4	0	0	0
443	chr13:109850981-111088505	SBS5	2	0	5	0	0	0
444	chr13:111088538-111299000	SBS3	2	0	1	0	0	0
445	chr13:111299001-112470000	SBS1	2	0	2	0	0	0
446	chr13:111299001-112470000	SBS13	2	0	0	1	0	0
447	chr13:111299001-112470000	SBS5	2	0	3	1	0	0
448	chr13:111299001-112470000	SBS8	2	0	2	1	0	0
449	chr13:112470001-114364328	SBS1	2	0	2	0	0	0
