	segment_id	sig_max	major_cn	minor_cn	N1	N2	N3	N4	N5
91	chr12:28292106-35977329	SBS1	1	1	5	0	0	0	0
92	chr12:28292106-35977329	SBS3	1	1	41	0	0	0	0
93	chr12:28292106-35977329	SBS5	1	1	1	0	0	0	0
94	chr12:35977330-37764000	SBS100	1	1	1	0	0	0	0
95	chr12:35977330-37764000	SBS3	1	1	1	0	0	0	0
96	chr12:37764001-113767671	SBS1	1	0	8	0	0	0	0
97	chr12:37764001-113767671	SBS100	1	0	7	0	0	0	0
98	chr12:37764001-113767671	SBS3	1	0	176	0	0	0	0
99	chr12:37764001-113767671	SBS5	1	0	2	0	0	0	0
100	chr12:6151001-7146534	SBS1	2	1	1	1	0	0	0
101	chr12:6151001-7146534	SBS3	2	1	8	2	0	0	0
102	chr12:7146576-12189404	SBS1	2	1	4	0	0	0	0
103	chr12:7146576-12189404	SBS100	2	1	3	1	0	0	0
104	chr12:7146576-12189404	SBS3	2	1	67	3	0	0	0
105	chr12:7146576-12189404	SBS5	2	1	1	0	0	0	0
106	chr13:17025624-40612864	SBS1	1	0	8	0	0	0	0
107	chr13:17025624-40612864	SBS100	1	0	3	0	0	0	0
108	chr13:17025624-40612864	SBS3	1	0	58	0	0	0	0
109	chr13:17025624-40612864	SBS5	1	0	1	0	0	0	0
110	chr13:40612901-48322106	SBS1	1	0	2	0	0	0	0
111	chr13:40612901-48322106	SBS100	1	0	1	0	0	0	0
112	chr13:40612901-48322106	SBS3	1	0	23	0	0	0	0
113	chr13:40612901-48322106	SBS5	1	0	1	0	0	0	0
114	chr13:48455580-79766863	SBS100	1	0	1	0	0	0	0
115	chr13:48455580-79766863	SBS3	1	0	51	0	0	0	0
116	chr13:48455580-79766863	SBS5	1	0	1	0	0	0	0
117	chr13:79768891-91465567	SBS100	1	0	1	0	0	0	0
118	chr13:79768891-91465567	SBS3	1	0	24	0	0	0	0
119	chr13:91467007-95798411	SBS1	1	0	1	0	0	0	0
120	chr13:91467007-95798411	SBS100	1	0	1	0	0	0	0
121	chr13:91467007-95798411	SBS3	1	0	11	0	0	0	0
122	chr13:95804758-114364328	SBS1	1	0	1	0	0	0	0
123	chr13:95804758-114364328	SBS100	1	0	2	0	0	0	0
124	chr13:95804758-114364328	SBS3	1	0	48	0	0	0	0
125	chr14:1-17086761	SBS3	1	0	6	0	0	0	0
126	chr14:100573501-101162005	SBS3	1	1	3	0	0	0	0
127	chr14:101162006-105683416	SBS1	1	1	3	0	0	0	0
128	chr14:101162006-105683416	SBS100	1	1	1	0	0	0	0
129	chr14:101162006-105683416	SBS3	1	1	13	0	0	0	0
130	chr14:101162006-105683416	SBS5	1	1	1	0	0	0	0
131	chr14:105683417-107043718	SBS1	1	0	1	0	0	0	0
132	chr14:105683417-107043718	SBS3	1	0	12	0	0	0	0
133	chr14:105683417-107043718	SBS5	1	0	1	0	0	0	0
134	chr14:17086762-31463923	SBS100	1	0	1	0	0	0	0
135	chr14:17086762-31463923	SBS3	1	0	28	0	0	0	0
136	chr14:31468839-38554235	SBS3	1	0	12	0	0	0	0
137	chr14:38554236-38603532	SBS3	2	0	0	1	0	0	0
138	chr14:38603533-67325734	SBS1	1	0	4	0	0	0	0
139	chr14:38603533-67325734	SBS3	1	0	51	0	0	0	0
140	chr14:68259916-77728667	SBS1	1	0	1	0	0	0	0
141	chr14:68259916-77728667	SBS3	1	0	10	0	0	0	0
142	chr14:77728668-84597101	SBS3	1	0	30	0	0	0	0
143	chr14:84597102-89354132	SBS100	1	1	1	0	0	0	0
144	chr14:84597102-89354132	SBS3	1	1	29	0	0	0	0
145	chr14:89354169-91937209	SBS100	2	1	1	0	0	0	0
146	chr14:89354169-91937209	SBS3	2	1	11	3	0	0	0
147	chr14:91937253-93355000	SBS3	2	1	6	2	0	0	0
148	chr14:91937253-93355000	SBS5	2	1	1	0	0	0	0
149	chr14:93355001-95014000	SBS1	1	1	1	0	0	0	0
150	chr14:93355001-95014000	SBS3	1	1	4	0	0	0	0
151	chr14:95014001-95579000	SBS100	2	1	0	1	0	0	0
152	chr14:95014001-95579000	SBS3	2	1	0	1	0	0	0
153	chr14:95579001-96128107	SBS3	1	1	4	0	0	0	0
154	chr14:96128608-99378000	SBS1	1	1	2	0	0	0	0
155	chr14:96128608-99378000	SBS100	1	1	1	0	0	0	0
156	chr14:96128608-99378000	SBS3	1	1	14	0	0	0	0
157	chr14:96128608-99378000	SBS5	1	1	1	0	0	0	0
158	chr14:99378001-100573500	SBS100	2	1	0	1	0	0	0
159	chr14:99378001-100573500	SBS3	2	1	5	0	0	0	0
160	chr15:1-18362626	SBS1	1	0	1	0	0	0	0
161	chr15:1-18362626	SBS100	1	0	1	0	0	0	0
162	chr15:1-18362626	SBS3	1	0	5	0	0	0	0
163	chr15:18362627-35326587	SBS1	1	0	2	0	0	0	0
164	chr15:18362627-35326587	SBS100	1	0	2	0	0	0	0
165	chr15:18362627-35326587	SBS3	1	0	29	0	0	0	0
166	chr15:35326636-83045468	SBS1	1	0	6	0	0	0	0
167	chr15:35326636-83045468	SBS100	1	0	4	0	0	0	0
168	chr15:35326636-83045468	SBS3	1	0	99	0	0	0	0
169	chr15:35326636-83045468	SBS5	1	0	1	0	0	0	0
170	chr15:83048063-93242867	SBS1	1	0	2	0	0	0	0
171	chr15:83048063-93242867	SBS100	1	0	2	0	0	0	0
172	chr15:83048063-93242867	SBS3	1	0	23	0	0	0	0
173	chr15:83048063-93242867	SBS5	1	0	1	0	0	0	0
174	chr15:93242868-101991189	SBS1	1	0	1	0	0	0	0
175	chr15:93242868-101991189	SBS3	1	0	16	0	0	0	0
176	chr16:1-3496729	SBS1	1	1	1	0	0	0	0
177	chr16:1-3496729	SBS100	1	1	2	0	0	0	0
178	chr16:1-3496729	SBS3	1	1	5	0	0	0	0
179	chr16:18893501-24853656	SBS1	1	1	1	0	0	0	0
180	chr16:18893501-24853656	SBS3	1	1	31	0	0	0	0
181	chr16:18893501-24853656	SBS5	1	1	1	0	0	0	0
182	chr16:24853698-29915000	SBS1	1	0	2	0	0	0	0
183	chr16:24853698-29915000	SBS3	1	0	19	0	0	0	0
184	chr16:29915001-31196643	SBS3	1	1	3	0	0	0	0
185	chr16:31196644-31200098	SBS3	2	1	1	0	0	0	0
186	chr16:31200099-34959000	SBS1	1	0	2	0	0	0	0
187	chr16:31200099-34959000	SBS3	1	0	25	0	0	0	0
188	chr16:31200099-34959000	SBS5	1	0	1	0	0	0	0
189	chr16:34959001-37295919	SBS1	1	0	1	0	0	0	0
190	chr16:34959001-37295919	SBS3	1	0	8	0	0	0	0
191	chr16:3496763-4874999	SBS3	1	1	1	0	0	0	0
192	chr16:4875388-4988685	SBS3	1	0	2	0	0	0	0
193	chr16:4988686-6143572	SBS1	1	1	2	0	0	0	0
194	chr16:4988686-6143572	SBS100	1	1	1	0	0	0	0
195	chr16:4988686-6143572	SBS3	1	1	8	0	0	0	0
196	chr16:6338461-7224650	SBS1	1	0	2	0	0	0	0
197	chr16:6338461-7224650	SBS3	1	0	6	0	0	0	0
198	chr16:7224686-18815000	SBS1	1	0	3	0	0	0	0
199	chr16:7224686-18815000	SBS3	1	0	53	0	0	0	0
200	chr16:7224686-18815000	SBS5	1	0	1	0	0	0	0
201	chr17:1-12594311	SBS1	1	0	6	0	0	0	0
202	chr17:1-12594311	SBS3	1	0	31	0	0	0	0
203	chr17:12595121-24849829	SBS1	1	0	4	0	0	0	0
204	chr17:12595121-24849829	SBS3	1	0	20	0	0	0	0
205	chr17:24849830-35850605	SBS1	1	0	1	0	0	0	0
206	chr17:24849830-35850605	SBS100	1	0	1	0	0	0	0
207	chr17:24849830-35850605	SBS3	1	0	27	0	0	0	0
208	chr17:35851195-35924802	SBS3	2	0	1	0	0	0	0
209	chr17:38304921-40219389	SBS5	1	0	1	0	0	0	0
210	chr17:40219390-41825243	SBS3	1	0	5	0	0	0	0
211	chr17:41825817-44275502	SBS1	1	0	1	0	0	0	0
212	chr17:41825817-44275502	SBS3	1	0	5	0	0	0	0
213	chr17:44275503-44279982	SBS3	2	0	0	1	0	0	0
214	chr17:44279983-48514774	SBS1	1	0	3	0	0	0	0
215	chr17:44279983-48514774	SBS3	1	0	10	0	0	0	0
216	chr17:44279983-48514774	SBS5	1	0	1	0	0	0	0
217	chr17:48519983-54348727	SBS100	1	0	2	0	0	0	0
218	chr17:48519983-54348727	SBS3	1	0	16	0	0	0	0
219	chr17:54348760-59265480	SBS3	1	0	8	0	0	0	0
220	chr17:59267456-67726545	SBS1	1	0	2	0	0	0	0
221	chr17:59267456-67726545	SBS3	1	0	19	0	0	0	0
222	chr17:67726546-76299638	SBS1	2	0	1	0	0	0	0
223	chr17:67726546-76299638	SBS100	2	0	2	0	0	0	0
224	chr17:67726546-76299638	SBS3	2	0	32	4	0	0	0
225	chr17:76299639-76863878	SBS100	3	0	3	0	0	0	0
226	chr17:76299639-76863878	SBS3	3	0	4	1	0	0	0
227	chr17:76889884-83257441	SBS1	2	0	2	0	0	0	0
228	chr17:76889884-83257441	SBS100	2	0	4	0	0	0	0
229	chr17:76889884-83257441	SBS3	2	0	17	4	0	0	0
230	chr18:1-18161052	SBS1	1	1	8	0	0	0	0
231	chr18:1-18161052	SBS3	1	1	76	0	0	0	0
232	chr18:18161053-21491061	SBS3	1	1	4	0	0	0	0
233	chr18:21491162-31217653	SBS1	1	1	1	0	0	0	0
234	chr18:21491162-31217653	SBS100	1	1	2	0	0	0	0
235	chr18:21491162-31217653	SBS3	1	1	27	0	0	0	0
236	chr18:21491162-31217653	SBS5	1	1	1	0	0	0	0
237	chr18:31286085-32203036	SBS3	1	1	2	0	0	0	0
238	chr18:31286085-32203036	SBS5	1	1	1	0	0	0	0
239	chr18:32206489-38155558	SBS1	1	1	3	0	0	0	0
240	chr18:32206489-38155558	SBS3	1	1	13	0	0	0	0
241	chr18:38155559-55587384	SBS1	1	0	2	0	0	0	0
242	chr18:38155559-55587384	SBS3	1	0	39	0	0	0	0
243	chr18:38155559-55587384	SBS5	1	0	1	0	0	0	0
244	chr18:55593351-57528873	SBS3	1	0	5	0	0	0	0
245	chr18:57528909-80373285	SBS1	1	0	4	0	0	0	0
246	chr18:57528909-80373285	SBS100	1	0	1	0	0	0	0
247	chr18:57528909-80373285	SBS3	1	0	63	0	0	0	0
248	chr18:57528909-80373285	SBS5	1	0	1	0	0	0	0
249	chr19:1-6128173	SBS3	1	0	15	0	0	0	0
250	chr19:1-6128173	SBS5	1	0	1	0	0	0	0
251	chr19:13962125-14935242	SBS1	1	1	1	0	0	0	0
252	chr19:13962125-14935242	SBS100	1	1	1	0	0	0	0
253	chr19:13962125-14935242	SBS3	1	1	5	0	0	0	0
254	chr19:14945312-15547645	SBS1	1	1	1	0	0	0	0
255	chr19:14945312-15547645	SBS3	1	1	1	0	0	0	0
256	chr19:15553815-25844926	SBS1	1	1	5	0	0	0	0
257	chr19:15553815-25844926	SBS3	1	1	31	0	0	0	0
258	chr19:15553815-25844926	SBS5	1	1	1	0	0	0	0
259	chr19:25844927-29914534	SBS3	1	1	15	0	0	0	0
260	chr19:29917621-41893209	SBS1	1	1	5	0	0	0	0
261	chr19:29917621-41893209	SBS100	1	1	1	0	0	0	0
262	chr19:29917621-41893209	SBS3	1	1	59	0	0	0	0
263	chr19:29917621-41893209	SBS5	1	1	2	0	0	0	0
264	chr19:41893243-51987939	SBS1	1	1	4	0	0	0	0
265	chr19:41893243-51987939	SBS100	1	1	3	0	0	0	0
266	chr19:41893243-51987939	SBS3	1	1	44	0	0	0	0
267	chr19:51987962-52877848	SBS3	1	1	5	0	0	0	0
268	chr19:52877891-53656609	SBS1	1	1	1	0	0	0	0
269	chr19:52877891-53656609	SBS100	1	1	1	0	0	0	0
270	chr19:52877891-53656609	SBS3	1	1	8	0	0	0	0
271	chr19:53656610-53661602	SBS3	1	0	4	0	0	0	0
272	chr19:53661603-58617616	SBS1	1	1	6	0	0	0	0
273	chr19:53661603-58617616	SBS100	1	1	6	0	0	0	0
274	chr19:53661603-58617616	SBS3	1	1	98	0	0	0	0
275	chr19:53661603-58617616	SBS5	1	1	1	0	0	0	0
276	chr19:6128174-13961799	SBS1	1	1	3	0	0	0	0
277	chr19:6128174-13961799	SBS100	1	1	3	0	0	0	0
278	chr19:6128174-13961799	SBS3	1	1	39	0	0	0	0
279	chr19:6128174-13961799	SBS5	1	1	1	0	0	0	0
280	chr1:1-1579771	SBS3	1	1	1	0	0	0	0
281	chr1:10683764-11711817	SBS3	1	0	1	0	0	0	0
282	chr1:115925191-123605522	SBS1	1	1	2	0	0	0	0
283	chr1:115925191-123605522	SBS100	1	1	1	0	0	0	0
284	chr1:115925191-123605522	SBS3	1	1	23	0	0	0	0
285	chr1:11711853-15889804	SBS100	1	0	3	0	0	0	0
286	chr1:11711853-15889804	SBS3	1	0	16	0	0	0	0
287	chr1:11711853-15889804	SBS5	1	0	1	0	0	0	0
288	chr1:123605523-149849135	SBS1	2	1	5	0	0	0	0
289	chr1:123605523-149849135	SBS100	2	1	2	0	0	0	0
290	chr1:123605523-149849135	SBS3	2	1	32	5	0	0	0
291	chr1:149849136-152059000	SBS1	3	1	2	0	0	0	0
292	chr1:149849136-152059000	SBS3	3	1	5	3	3	0	0
293	chr1:152059001-152726926	SBS1	2	1	0	1	0	0	0
294	chr1:152059001-152726926	SBS3	2	1	2	4	0	0	0
295	chr1:152726927-153869041	SBS3	2	2	3	2	0	0	0
296	chr1:153869042-153997670	SBS1	3	3	1	0	0	0	0
297	chr1:153869042-153997670	SBS3	3	3	0	0	1	0	0
298	chr1:153997671-157172500	SBS1	3	2	0	0	2	0	0
299	chr1:153997671-157172500	SBS3	3	2	5	6	8	0	0
300	chr1:157172501-159607484	SBS3	2	2	11	9	0	0	0
301	chr1:1579772-10655809	SBS100	1	0	1	0	0	0	0
302	chr1:1579772-10655809	SBS3	1	0	32	0	0	0	0
303	chr1:15889838-17409688	SBS1	1	0	1	0	0	0	0
304	chr1:15889838-17409688	SBS3	1	0	6	0	0	0	0
305	chr1:159608512-161918017	SBS3	3	2	3	3	3	0	0
306	chr1:159608512-161918017	SBS5	3	2	1	0	0	0	0
307	chr1:161920295-164033465	SBS3	2	2	9	5	0	0	0
308	chr1:164033466-164282690	SBS3	2	1	1	0	0	0	0
309	chr1:164748101-166528203	SBS3	2	1	4	3	0	0	0
310	chr1:166637690-174845377	SBS1	1	1	2	0	0	0	0
311	chr1:166637690-174845377	SBS3	1	1	24	0	0	0	0
312	chr1:166637690-174845377	SBS5	1	1	2	0	0	0	0
313	chr1:17433332-24191621	SBS1	1	0	1	0	0	0	0
314	chr1:17433332-24191621	SBS3	1	0	12	0	0	0	0
315	chr1:174889087-175449927	SBS3	1	1	5	0	0	0	0
316	chr1:175450217-182400620	SBS1	1	1	6	0	0	0	0
317	chr1:175450217-182400620	SBS100	1	1	1	0	0	0	0
318	chr1:175450217-182400620	SBS3	1	1	29	0	0	0	0
319	chr1:175450217-182400620	SBS5	1	1	1	0	0	0	0
320	chr1:182400621-186680611	SBS1	1	0	1	0	0	0	0
321	chr1:182400621-186680611	SBS100	1	0	1	0	0	0	0
322	chr1:182400621-186680611	SBS3	1	0	13	0	0	0	0
323	chr1:186680612-228556000	SBS1	1	1	12	0	0	0	0
324	chr1:186680612-228556000	SBS100	1	1	5	0	0	0	0
325	chr1:186680612-228556000	SBS3	1	1	193	0	0	0	0
326	chr1:186680612-228556000	SBS5	1	1	6	0	0	0	0
327	chr1:228556001-236613000	SBS1	2	1	2	1	0	0	0
328	chr1:228556001-236613000	SBS100	2	1	3	0	0	0	0
329	chr1:228556001-236613000	SBS3	2	1	25	4	0	0	0
330	chr1:228556001-236613000	SBS5	2	1	1	0	0	0	0
331	chr1:236613001-244292000	SBS1	2	1	2	1	0	0	0
332	chr1:236613001-244292000	SBS100	2	1	3	0	0	0	0
333	chr1:236613001-244292000	SBS3	2	1	48	6	0	0	0
334	chr1:24191622-29310000	SBS1	1	1	3	0	0	0	0
335	chr1:24191622-29310000	SBS3	1	1	24	0	0	0	0
336	chr1:244292001-247485000	SBS1	2	1	3	0	0	0	0
337	chr1:244292001-247485000	SBS100	2	1	2	0	0	0	0
338	chr1:244292001-247485000	SBS3	2	1	13	3	0	0	0
339	chr1:247485001-248956422	SBS3	2	1	8	3	0	0	0
340	chr1:29310001-30795381	SBS1	1	1	2	0	0	0	0
341	chr1:29310001-30795381	SBS3	1	1	9	0	0	0	0
342	chr1:30806592-31553206	SBS3	1	1	1	0	0	0	0
343	chr1:31553239-47472000	SBS100	1	1	4	0	0	0	0
344	chr1:31553239-47472000	SBS3	1	1	51	0	0	0	0
345	chr1:31553239-47472000	SBS5	1	1	1	0	0	0	0
346	chr1:47472001-50287000	SBS1	1	1	1	0	0	0	0
347	chr1:47472001-50287000	SBS3	1	1	16	0	0	0	0
348	chr1:50287001-58312320	SBS3	1	1	27	0	0	0	0
349	chr1:58316864-59572028	SBS3	1	1	7	0	0	0	0
350	chr1:59572029-60530351	SBS3	2	1	5	1	0	0	0
351	chr1:60531258-60655000	SBS3	1	1	1	0	0	0	0
352	chr1:60655001-65060068	SBS100	2	1	0	1	0	0	0
353	chr1:60655001-65060068	SBS3	2	1	9	7	0	0	0
354	chr1:60655001-65060068	SBS5	2	1	1	0	0	0	0
355	chr1:65060069-65675525	SBS3	1	1	3	0	0	0	0
356	chr1:65692898-77905503	SBS100	1	1	1	0	0	0	0
357	chr1:65692898-77905503	SBS3	1	1	46	0	0	0	0
358	chr1:65692898-77905503	SBS5	1	1	1	0	0	0	0
359	chr1:77905538-86913201	SBS1	1	1	2	0	0	0	0
360	chr1:77905538-86913201	SBS3	1	1	39	0	0	0	0
361	chr1:77905538-86913201	SBS5	1	1	1	0	0	0	0
362	chr1:86913202-87288144	SBS3	2	1	4	0	0	0	0
363	chr1:87293929-88224305	SBS3	1	1	3	0	0	0	0
364	chr1:88232094-115919123	SBS1	1	1	2	0	0	0	0
365	chr1:88232094-115919123	SBS100	1	1	1	0	0	0	0
366	chr1:88232094-115919123	SBS3	1	1	104	0	0	0	0
367	chr1:88232094-115919123	SBS5	1	1	1	0	0	0	0
368	chr20:1-1241987	SBS3	1	0	4	0	0	0	0
369	chr20:1253959-9229125	SBS1	1	0	3	0	0	0	0
370	chr20:1253959-9229125	SBS3	1	0	24	0	0	0	0
371	chr20:18024035-24882000	SBS1	1	1	1	0	0	0	0
372	chr20:18024035-24882000	SBS3	1	1	36	0	0	0	0
373	chr20:18024035-24882000	SBS5	1	1	1	0	0	0	0
374	chr20:24882001-28237289	SBS1	1	1	3	0	0	0	0
375	chr20:24882001-28237289	SBS100	1	1	1	0	0	0	0
376	chr20:24882001-28237289	SBS3	1	1	12	0	0	0	0
377	chr20:28237290-41231634	SBS1	1	0	12	0	0	0	0
378	chr20:28237290-41231634	SBS100	1	0	11	0	0	0	0
379	chr20:28237290-41231634	SBS3	1	0	103	0	0	0	0
380	chr20:28237290-41231634	SBS5	1	0	1	0	0	0	0
381	chr20:41453991-41601801	SBS3	11	0	1	0	0	0	0
382	chr20:41602384-44972242	SBS3	3	0	10	3	2	0	0
383	chr20:44983526-46728650	SBS3	3	0	5	1	0	0	0
384	chr20:46728651-54681000	SBS1	2	0	3	0	0	0	0
385	chr20:46728651-54681000	SBS100	2	0	1	0	0	0	0
386	chr20:46728651-54681000	SBS3	2	0	29	3	0	0	0
387	chr20:46728651-54681000	SBS5	2	0	1	0	0	0	0
388	chr20:54681001-56344000	SBS3	2	0	15	1	0	0	0
389	chr20:54681001-56344000	SBS5	2	0	1	0	0	0	0
390	chr20:56808998-60032500	SBS3	2	0	7	0	0	0	0
391	chr20:60032501-61668000	SBS100	2	0	1	0	0	0	0
392	chr20:60032501-61668000	SBS3	2	0	6	0	0	0	0
393	chr20:61668001-64444167	SBS1	2	0	1	1	0	0	0
394	chr20:61668001-64444167	SBS100	2	0	0	1	0	0	0
395	chr20:61668001-64444167	SBS3	2	0	5	4	0	0	0
396	chr20:61668001-64444167	SBS5	2	0	0	1	0	0	0
397	chr20:9229126-9310713	SBS3	1	0	1	0	0	0	0
398	chr20:9310714-18024034	SBS1	1	1	1	0	0	0	0
399	chr20:9310714-18024034	SBS100	1	1	1	0	0	0	0
400	chr20:9310714-18024034	SBS3	1	1	24	0	0	0	0
401	chr21:1-11890183	SBS1	2	0	5	0	0	0	0
402	chr21:1-11890183	SBS100	2	0	2	0	0	0	0
403	chr21:1-11890183	SBS3	2	0	23	0	0	0	0
404	chr21:1-11890183	SBS5	2	0	1	0	0	0	0
405	chr21:11890184-33269175	SBS1	2	0	2	3	0	0	0
406	chr21:11890184-33269175	SBS100	2	0	2	0	0	0	0
407	chr21:11890184-33269175	SBS3	2	0	77	23	0	0	0
408	chr21:11890184-33269175	SBS5	2	0	2	0	0	0	0
409	chr21:33269176-34005143	SBS3	3	0	0	0	1	0	0
410	chr21:34005144-35630197	SBS3	2	0	2	2	0	0	0
411	chr21:35630198-36512781	SBS3	3	0	2	0	0	0	0
412	chr21:36512782-38288876	SBS3	2	0	2	1	0	0	0
413	chr21:38288877-39814304	SBS100	3	0	1	0	0	0	0
414	chr21:38288877-39814304	SBS3	3	0	1	0	1	0	0
415	chr21:39918086-40090960	SBS3	3	0	0	0	1	0	0
416	chr21:40090961-41148000	SBS3	2	0	1	1	0	0	0
417	chr21:40090961-41148000	SBS5	2	0	0	1	0	0	0
418	chr21:41148001-41891835	SBS3	2	0	1	0	0	0	0
419	chr21:41891836-42133772	SBS3	3	0	0	0	1	0	0
420	chr21:42134450-42632665	SBS100	2	0	1	0	0	0	0
421	chr21:42134450-42632665	SBS3	2	0	1	0	0	0	0
422	chr21:42640556-44409177	SBS1	2	0	1	0	0	0	0
