	segment_id	sig_max	major_cn	minor_cn	N4	N2	N3	N1	N5	N6	N8	N7	N13	N10	N11
66	chr11:35688275-52751710	SBS5	2	2	0	3	0	0	0	0	0	0	0	0	0
67	chr11:3843001-9606500	SBS1	2	0	0	1	0	0	0	0	0	0	0	0	0
68	chr11:3843001-9606500	SBS3	2	0	0	6	0	2	0	0	0	0	0	0	0
69	chr11:52751711-55184000	SBS18	2	1	0	1	0	0	0	0	0	0	0	0	0
70	chr11:52751711-55184000	SBS3	2	1	0	5	0	0	0	0	0	0	0	0	0
71	chr11:55184001-61379013	SBS18	2	2	0	2	0	0	0	0	0	0	0	0	0
72	chr11:55184001-61379013	SBS3	2	2	0	20	0	0	0	0	0	0	0	0	0
73	chr11:55184001-61379013	SBS5	2	2	0	4	0	0	0	0	0	0	0	0	0
74	chr11:61384088-73956000	SBS1	2	2	0	5	0	0	0	0	0	0	0	0	0
75	chr11:61384088-73956000	SBS100	2	2	0	1	0	0	0	0	0	0	0	0	0
76	chr11:61384088-73956000	SBS18	2	2	0	1	0	0	0	0	0	0	0	0	0
77	chr11:61384088-73956000	SBS3	2	2	0	26	0	0	0	0	0	0	0	0	0
78	chr11:73956001-80803590	SBS1	3	2	0	3	2	0	0	0	0	0	0	0	0
79	chr11:73956001-80803590	SBS100	3	2	0	1	0	0	0	0	0	0	0	0	0
80	chr11:73956001-80803590	SBS3	3	2	0	1	18	0	0	0	0	0	0	0	0
81	chr11:80803638-86777806	SBS18	3	2	0	0	1	0	0	0	0	0	0	0	0
82	chr11:80803638-86777806	SBS3	3	2	0	0	13	0	0	0	0	0	0	0	0
83	chr11:87041475-95815391	SBS100	2	2	0	2	0	0	0	0	0	0	0	0	0
84	chr11:87041475-95815391	SBS18	2	2	0	4	0	0	0	0	0	0	0	0	0
85	chr11:87041475-95815391	SBS3	2	2	0	17	0	0	0	0	0	0	0	0	0
86	chr11:87041475-95815391	SBS5	2	2	0	2	0	0	0	0	0	0	0	0	0
87	chr11:95817337-99359825	SBS3	3	2	0	0	5	0	0	0	0	0	0	0	0
88	chr11:9606501-24281500	SBS100	2	1	0	0	0	1	0	0	0	0	0	0	0
89	chr11:9606501-24281500	SBS18	2	1	0	3	0	0	0	0	0	0	0	0	0
90	chr11:9606501-24281500	SBS3	2	1	0	16	0	2	0	0	0	0	0	0	0
91	chr11:99656001-107726259	SBS100	3	2	0	0	2	0	0	0	0	0	0	0	0
92	chr11:99656001-107726259	SBS18	3	2	0	1	2	0	0	0	0	0	0	0	0
93	chr11:99656001-107726259	SBS3	3	2	0	0	8	0	0	0	0	0	0	0	0
94	chr11:99656001-107726259	SBS5	3	2	0	0	3	0	0	0	0	0	0	0	0
95	chr12:1-11817251	SBS1	2	2	0	7	0	0	0	0	0	0	0	0	0
96	chr12:1-11817251	SBS100	2	2	0	5	0	0	0	0	0	0	0	0	0
97	chr12:1-11817251	SBS18	2	2	0	3	0	0	0	0	0	0	0	0	0
98	chr12:1-11817251	SBS3	2	2	0	50	0	1	0	0	0	0	0	0	0
99	chr12:1-11817251	SBS5	2	2	0	6	0	0	0	0	0	0	0	0	0
100	chr12:107260048-107955571	SBS3	2	0	0	1	0	0	0	0	0	0	0	0	0
101	chr12:107955572-112169319	SBS1	3	0	0	2	0	0	0	0	0	0	0	0	0
102	chr12:107955572-112169319	SBS3	3	0	0	3	2	1	0	0	0	0	0	0	0
103	chr12:112271222-116467000	SBS1	3	0	0	1	0	0	0	0	0	0	0	0	0
104	chr12:112271222-116467000	SBS3	3	0	0	3	2	1	0	0	0	0	0	0	0
105	chr12:112271222-116467000	SBS5	3	0	0	1	0	0	0	0	0	0	0	0	0
106	chr12:116467001-117369000	SBS18	4	0	1	0	0	0	0	0	0	0	0	0	0
107	chr12:116467001-117369000	SBS3	4	0	1	0	0	0	0	0	0	0	0	0	0
108	chr12:117369001-125172000	SBS1	3	0	0	0	3	1	0	0	0	0	0	0	0
109	chr12:117369001-125172000	SBS100	3	0	0	2	1	0	0	0	0	0	0	0	0
110	chr12:117369001-125172000	SBS3	3	0	0	9	6	3	0	0	0	0	0	0	0
111	chr12:11817252-12027011	SBS3	4	2	1	0	0	0	0	0	0	0	0	0	0
112	chr12:12027012-16222000	SBS1	2	2	0	1	0	0	0	0	0	0	0	0	0
113	chr12:12027012-16222000	SBS100	2	2	0	1	0	0	0	0	0	0	0	0	0
114	chr12:12027012-16222000	SBS18	2	2	0	1	0	0	0	0	0	0	0	0	0
115	chr12:12027012-16222000	SBS3	2	2	0	5	0	0	0	0	0	0	0	0	0
116	chr12:125172001-131577000	SBS1	3	0	0	3	1	0	0	0	0	0	0	0	0
117	chr12:125172001-131577000	SBS100	3	0	0	1	0	0	0	0	0	0	0	0	0
118	chr12:125172001-131577000	SBS18	3	0	0	0	1	0	0	0	0	0	0	0	0
119	chr12:125172001-131577000	SBS3	3	0	0	6	0	2	0	0	0	0	0	0	0
120	chr12:131577001-133275309	SBS1	3	0	0	0	0	1	0	0	0	0	0	0	0
121	chr12:131577001-133275309	SBS18	3	0	0	1	0	0	0	0	0	0	0	0	0
122	chr12:131577001-133275309	SBS3	3	0	0	3	1	1	0	0	0	0	0	0	0
123	chr12:16222001-17375241	SBS3	2	1	0	1	0	2	0	0	0	0	0	0	0
124	chr12:16222001-17375241	SBS5	2	1	0	1	0	0	0	0	0	0	0	0	0
125	chr12:17376289-18258000	SBS3	2	1	0	1	0	0	0	0	0	0	0	0	0
126	chr12:17376289-18258000	SBS5	2	1	0	1	0	0	0	0	0	0	0	0	0
127	chr12:18258001-35977329	SBS1	2	2	0	5	0	0	0	0	0	0	0	0	0
128	chr12:18258001-35977329	SBS100	2	2	0	1	0	0	0	0	0	0	0	0	0
129	chr12:18258001-35977329	SBS18	2	2	0	1	0	0	0	0	0	0	0	0	0
130	chr12:18258001-35977329	SBS3	2	2	0	38	0	0	0	0	0	0	0	0	0
131	chr12:18258001-35977329	SBS5	2	2	0	3	0	0	0	0	0	0	0	0	0
132	chr12:35977330-38077000	SBS18	2	0	0	1	0	1	0	0	0	0	0	0	0
133	chr12:35977330-38077000	SBS3	2	0	0	0	0	6	0	0	0	0	0	0	0
134	chr12:38077001-44551831	SBS1	3	0	0	1	0	0	0	0	0	0	0	0	0
135	chr12:38077001-44551831	SBS100	3	0	0	0	0	1	0	0	0	0	0	0	0
136	chr12:38077001-44551831	SBS18	3	0	0	0	1	0	0	0	0	0	0	0	0
137	chr12:38077001-44551831	SBS3	3	0	0	4	3	1	0	0	0	0	0	0	0
138	chr12:38077001-44551831	SBS5	3	0	0	1	0	0	0	0	0	0	0	0	0
139	chr12:44575001-90182000	SBS1	2	0	0	3	0	4	0	0	0	0	0	0	0
140	chr12:44575001-90182000	SBS100	2	0	0	4	0	1	0	0	0	0	0	0	0
141	chr12:44575001-90182000	SBS18	2	0	0	3	0	0	0	0	0	0	0	0	0
142	chr12:44575001-90182000	SBS3	2	0	0	40	0	36	0	0	0	0	0	0	0
143	chr12:44575001-90182000	SBS5	2	0	0	4	0	2	0	0	0	0	0	0	0
144	chr12:90182001-107256390	SBS1	3	0	0	0	1	1	0	0	0	0	0	0	0
145	chr12:90182001-107256390	SBS18	3	0	0	0	0	1	0	0	0	0	0	0	0
146	chr12:90182001-107256390	SBS3	3	0	0	5	10	3	0	0	0	0	0	0	0
147	chr13:1-17025623	SBS3	3	2	0	0	3	0	0	0	0	0	0	0	0
148	chr13:103518296-103926752	SBS3	2	0	0	0	0	2	0	0	0	0	0	0	0
149	chr13:103926789-114364328	SBS1	3	0	0	0	4	0	0	0	0	0	0	0	0
150	chr13:103926789-114364328	SBS18	3	0	0	0	1	0	0	0	0	0	0	0	0
151	chr13:103926789-114364328	SBS3	3	0	0	5	5	1	0	0	0	0	0	0	0
152	chr13:17025624-20466832	SBS1	3	2	0	2	1	0	0	0	0	0	0	0	0
153	chr13:17025624-20466832	SBS18	3	2	0	1	1	0	0	0	0	0	0	0	0
154	chr13:17025624-20466832	SBS3	3	2	0	7	4	0	0	0	0	0	0	0	0
155	chr13:17025624-20466832	SBS5	3	2	0	1	1	0	0	0	0	0	0	0	0
156	chr13:20486602-21723000	SBS18	3	2	0	0	1	0	0	0	0	0	0	0	0
157	chr13:20486602-21723000	SBS3	3	2	0	0	1	0	0	0	0	0	0	0	0
158	chr13:21723001-28531471	SBS18	2	0	0	1	0	0	0	0	0	0	0	0	0
159	chr13:21723001-28531471	SBS3	2	0	0	8	0	3	0	0	0	0	0	0	0
160	chr13:28531513-43931000	SBS1	2	0	0	0	0	2	0	0	0	0	0	0	0
161	chr13:28531513-43931000	SBS18	2	0	0	1	0	0	0	0	0	0	0	0	0
162	chr13:28531513-43931000	SBS3	2	0	0	5	0	7	0	0	0	0	0	0	0
163	chr13:28531513-43931000	SBS5	2	0	0	1	0	1	0	0	0	0	0	0	0
164	chr13:43931001-46253270	SBS100	4	0	1	1	0	0	0	0	0	0	0	0	0
165	chr13:43931001-46253270	SBS3	4	0	3	2	0	0	0	0	0	0	0	0	0
166	chr13:46261066-46527000	SBS3	4	1	1	0	12	0	0	0	0	0	0	0	0
167	chr13:46527001-72826280	SBS1	2	0	0	2	0	2	0	0	0	0	0	0	0
168	chr13:46527001-72826280	SBS18	2	0	0	3	0	1	0	0	0	0	0	0	0
169	chr13:46527001-72826280	SBS3	2	0	0	15	0	18	0	0	0	0	0	0	0
170	chr13:72826281-73726806	SBS3	5	1	0	0	0	0	2	0	0	0	0	0	0
171	chr13:73726807-75295650	SBS18	2	0	0	1	0	0	0	0	0	0	0	0	0
172	chr13:73726807-75295650	SBS3	2	0	0	2	0	0	0	0	0	0	0	0	0
173	chr13:75303796-97175115	SBS1	2	0	0	1	0	1	0	0	0	0	0	0	0
174	chr13:75303796-97175115	SBS18	2	0	0	2	0	1	0	0	0	0	0	0	0
175	chr13:75303796-97175115	SBS3	2	0	0	21	0	9	0	0	0	0	0	0	0
176	chr13:75303796-97175115	SBS5	2	0	0	1	0	0	0	0	0	0	0	0	0
177	chr13:97175164-103516090	SBS1	2	0	0	1	0	0	0	0	0	0	0	0	0
178	chr13:97175164-103516090	SBS18	2	0	0	2	0	0	0	0	0	0	0	0	0
179	chr13:97175164-103516090	SBS3	2	0	0	4	0	2	0	0	0	0	0	0	0
180	chr14:1-17086761	SBS3	3	0	0	0	0	1	0	0	0	0	0	0	0
181	chr14:103198855-105679000	SBS1	2	0	0	1	0	1	0	0	0	0	0	0	0
182	chr14:103198855-105679000	SBS3	2	0	0	0	0	2	0	0	0	0	0	0	0
183	chr14:103198855-105679000	SBS5	2	0	0	1	0	0	0	0	0	0	0	0	0
184	chr14:105679001-106113000	SBS1	1	0	0	0	0	2	0	0	0	0	0	0	0
185	chr14:105679001-106113000	SBS3	1	0	0	0	0	3	0	0	0	0	0	0	0
186	chr14:105679001-106113000	SBS5	1	0	0	0	0	1	0	0	0	0	0	0	0
187	chr14:106113001-107043718	SBS3	2	0	0	7	0	4	0	0	0	0	0	0	0
188	chr14:106113001-107043718	SBS5	2	0	0	2	0	0	0	0	0	0	0	0	0
189	chr14:17086762-31773763	SBS100	3	0	0	0	1	0	0	0	0	0	0	0	0
190	chr14:17086762-31773763	SBS3	3	0	0	6	9	3	0	0	0	0	0	0	0
191	chr14:17086762-31773763	SBS5	3	0	0	1	1	0	0	0	0	0	0	0	0
192	chr14:31773844-46180896	SBS1	3	0	0	0	2	0	0	0	0	0	0	0	0
193	chr14:31773844-46180896	SBS18	3	0	0	1	0	0	0	0	0	0	0	0	0
194	chr14:31773844-46180896	SBS3	3	0	0	6	12	2	0	0	0	0	0	0	0
195	chr14:46187090-50092560	SBS3	3	0	0	1	4	0	0	0	0	0	0	0	0
196	chr14:50643608-58467120	SBS1	3	0	0	0	0	3	0	0	0	0	0	0	0
197	chr14:50643608-58467120	SBS100	3	0	0	0	1	1	0	0	0	0	0	0	0
198	chr14:50643608-58467120	SBS3	3	0	0	2	3	8	0	0	0	0	0	0	0
199	chr14:58482059-68327378	SBS100	3	0	0	0	2	0	0	0	0	0	0	0	0
200	chr14:58482059-68327378	SBS18	3	0	0	1	0	0	0	0	0	0	0	0	0
201	chr14:58482059-68327378	SBS3	3	0	0	4	6	0	0	0	0	0	0	0	0
202	chr14:68381001-90037370	SBS100	2	0	0	0	0	1	0	0	0	0	0	0	0
203	chr14:68381001-90037370	SBS18	2	0	0	1	0	1	0	0	0	0	0	0	0
204	chr14:68381001-90037370	SBS3	2	0	0	13	0	13	0	0	0	0	0	0	0
205	chr14:68381001-90037370	SBS5	2	0	0	0	0	2	0	0	0	0	0	0	0
206	chr14:90042212-98591171	SBS1	2	0	0	0	0	1	0	0	0	0	0	0	0
207	chr14:90042212-98591171	SBS18	2	0	0	0	0	1	0	0	0	0	0	0	0
208	chr14:90042212-98591171	SBS3	2	0	0	7	0	2	0	0	0	0	0	0	0
209	chr14:98593768-103195304	SBS18	2	0	0	0	0	1	0	0	0	0	0	0	0
210	chr14:98593768-103195304	SBS3	2	0	0	5	0	1	0	0	0	0	0	0	0
211	chr14:98593768-103195304	SBS5	2	0	0	1	0	0	0	0	0	0	0	0	0
212	chr15:1-18362626	SBS3	8	1	1	0	0	0	0	0	0	0	0	0	0
213	chr15:100916184-101305485	SBS1	6	0	1	0	0	0	0	0	0	0	0	0	0
214	chr15:100916184-101305485	SBS3	6	0	1	1	0	0	0	2	0	0	0	0	0
215	chr15:101305486-101991189	SBS1	3	0	0	0	1	0	0	0	0	0	0	0	0
216	chr15:101305486-101991189	SBS3	3	0	0	1	1	0	0	0	0	0	0	0	0
217	chr15:18362627-24016507	SBS18	8	1	0	0	0	0	0	0	1	0	0	0	0
218	chr15:18362627-24016507	SBS3	8	1	2	0	3	0	6	2	2	0	0	0	0
219	chr15:24081001-30363500	SBS100	1	0	0	0	0	1	0	0	0	0	0	0	0
220	chr15:24081001-30363500	SBS3	1	0	0	0	0	10	0	0	0	0	0	0	0
221	chr15:30363501-32142500	SBS18	2	0	0	1	0	0	0	0	0	0	0	0	0
222	chr15:30363501-32142500	SBS3	2	0	0	1	0	2	0	0	0	0	0	0	0
223	chr15:32142501-60160000	SBS1	1	0	0	0	0	1	0	0	0	0	0	0	0
224	chr15:32142501-60160000	SBS100	1	0	0	0	0	3	0	0	0	0	0	0	0
225	chr15:32142501-60160000	SBS3	1	0	0	0	0	23	0	0	0	0	0	0	0
226	chr15:32142501-60160000	SBS5	1	0	0	0	0	3	0	0	0	0	0	0	0
227	chr15:60160001-64461038	SBS3	2	0	0	1	0	3	0	0	0	0	0	0	0
228	chr15:64461039-69021019	SBS1	2	0	0	1	0	1	0	0	0	0	0	0	0
229	chr15:64461039-69021019	SBS18	2	0	0	1	0	0	0	0	0	0	0	0	0
230	chr15:64461039-69021019	SBS3	2	0	0	9	0	2	0	0	0	0	0	0	0
231	chr15:64461039-69021019	SBS5	2	0	0	0	0	1	0	0	0	0	0	0	0
232	chr15:69027421-69744000	SBS3	2	0	0	0	0	1	0	0	0	0	0	0	0
233	chr15:69744001-70288665	SBS3	4	0	0	0	1	0	0	0	0	0	0	0	0
234	chr15:70288772-71653000	SBS3	4	0	3	0	1	0	0	0	0	0	0	0	0
235	chr15:72173001-72985400	SBS3	4	0	2	1	0	0	0	0	0	0	0	0	0
236	chr15:72173001-72985400	SBS5	4	0	0	1	0	0	0	0	0	0	0	0	0
237	chr15:72985437-98625213	SBS1	4	0	1	1	0	0	0	0	0	0	0	0	0
238	chr15:72985437-98625213	SBS100	4	0	3	2	1	0	0	0	0	0	0	0	0
239	chr15:72985437-98625213	SBS18	4	0	3	1	0	2	0	0	0	0	0	0	0
240	chr15:72985437-98625213	SBS3	4	0	17	22	11	1	0	0	0	0	0	0	0
241	chr15:72985437-98625213	SBS5	4	0	1	0	0	1	0	0	0	0	0	0	0
242	chr15:98740434-99017000	SBS3	5	0	0	0	1	0	0	0	0	0	0	0	0
243	chr15:99017001-100916183	SBS1	3	0	0	1	0	0	0	0	0	0	0	0	0
244	chr15:99017001-100916183	SBS3	3	0	0	4	0	0	0	0	0	0	0	0	0
245	chr16:1-5167000	SBS1	2	1	0	3	0	1	0	0	0	0	0	0	0
246	chr16:1-5167000	SBS100	2	1	0	1	0	0	0	0	0	0	0	0	0
247	chr16:1-5167000	SBS18	2	1	0	1	0	0	0	0	0	0	0	0	0
248	chr16:1-5167000	SBS3	2	1	0	11	0	3	0	0	0	0	0	0	0
249	chr16:18785001-19191000	SBS3	3	3	0	0	1	0	0	0	0	0	0	0	0
250	chr16:19191001-20436000	SBS18	4	1	0	1	0	0	0	0	0	0	0	0	0
251	chr16:19191001-20436000	SBS3	4	1	3	0	1	0	0	0	0	0	0	0	0
252	chr16:20436001-22800416	SBS3	3	3	0	2	1	0	0	0	0	0	0	0	0
253	chr16:22805812-26923836	SBS1	3	2	0	0	1	0	0	0	0	0	0	0	0
254	chr16:22805812-26923836	SBS100	3	2	0	0	1	0	0	0	0	0	0	0	0
255	chr16:22805812-26923836	SBS3	3	2	0	1	17	0	0	0	0	0	0	0	0
256	chr16:22805812-26923836	SBS5	3	2	0	0	1	0	0	0	0	0	0	0	0
257	chr16:26923879-28002049	SBS3	3	3	0	0	4	0	0	0	0	0	0	0	0
258	chr16:28002050-34072000	SBS1	2	2	0	3	0	0	0	0	0	0	0	0	0
259	chr16:28002050-34072000	SBS18	2	2	0	1	0	0	0	0	0	0	0	0	0
260	chr16:28002050-34072000	SBS3	2	2	0	13	0	0	0	0	0	0	0	0	0
261	chr16:28002050-34072000	SBS5	2	2	0	1	0	0	0	0	0	0	0	0	0
262	chr16:34072001-35679000	SBS1	2	1	0	1	0	0	0	0	0	0	0	0	0
263	chr16:34072001-35679000	SBS18	2	1	0	1	0	0	0	0	0	0	0	0	0
264	chr16:34072001-35679000	SBS3	2	1	0	5	0	4	0	0	0	0	0	0	0
265	chr16:34072001-35679000	SBS5	2	1	0	1	0	1	0	0	0	0	0	0	0
266	chr16:35679001-37295919	SBS1	2	2	0	1	0	0	0	0	0	0	0	0	0
267	chr16:35679001-37295919	SBS3	2	2	0	3	0	0	0	0	0	0	0	0	0
268	chr16:5167001-8830000	SBS18	2	1	0	1	0	0	0	0	0	0	0	0	0
269	chr16:5167001-8830000	SBS3	2	1	0	11	0	0	0	0	0	0	0	0	0
270	chr16:8925709-18785000	SBS1	4	1	0	0	2	0	0	0	0	0	0	0	0
271	chr16:8925709-18785000	SBS100	4	1	1	0	2	0	0	0	0	0	0	0	0
272	chr16:8925709-18785000	SBS18	4	1	0	1	0	0	0	0	0	0	0	0	0
273	chr16:8925709-18785000	SBS3	4	1	7	4	6	0	0	0	0	0	0	0	0
274	chr16:8925709-18785000	SBS5	4	1	0	1	2	0	0	0	0	0	0	0	0
275	chr17:1-22158000	SBS1	2	0	0	0	0	3	0	0	0	0	0	0	0
276	chr17:1-22158000	SBS100	2	0	0	1	0	1	0	0	0	0	0	0	0
277	chr17:1-22158000	SBS18	2	0	0	0	0	1	0	0	0	0	0	0	0
278	chr17:1-22158000	SBS3	2	0	0	19	0	22	0	0	0	0	0	0	0
279	chr17:1-22158000	SBS5	2	0	0	0	0	2	0	0	0	0	0	0	0
280	chr17:22158001-24849829	SBS1	2	0	0	1	0	0	0	0	0	0	0	0	0
281	chr17:22158001-24849829	SBS3	2	0	0	1	0	0	0	0	0	0	0	0	0
282	chr17:24849830-52606566	SBS1	2	0	0	1	0	3	0	0	0	0	0	0	0
283	chr17:24849830-52606566	SBS100	2	0	0	2	0	2	0	0	0	0	0	0	0
284	chr17:24849830-52606566	SBS18	2	0	0	2	0	1	0	0	0	0	0	0	0
285	chr17:24849830-52606566	SBS3	2	0	0	21	0	25	0	0	0	0	0	0	0
286	chr17:24849830-52606566	SBS5	2	0	0	1	0	1	0	0	0	0	0	0	0
287	chr17:52606567-64088000	SBS1	4	0	2	4	3	0	0	0	0	0	0	0	0
288	chr17:52606567-64088000	SBS100	4	0	0	0	2	0	0	0	0	0	0	0	0
289	chr17:52606567-64088000	SBS18	4	0	1	1	2	0	0	0	0	0	0	0	0
290	chr17:52606567-64088000	SBS3	4	0	8	11	5	0	0	0	0	0	0	0	0
291	chr17:52606567-64088000	SBS5	4	0	1	1	0	0	0	0	0	0	0	0	0
292	chr17:64088001-74920442	SBS1	5	0	0	0	1	0	1	0	0	0	0	0	0
293	chr17:64088001-74920442	SBS100	5	0	0	2	0	0	0	0	0	0	0	0	0
294	chr17:64088001-74920442	SBS3	5	0	4	4	7	0	12	0	0	0	0	0	0
295	chr17:64088001-74920442	SBS5	5	0	0	0	0	0	1	0	0	0	0	0	0
296	chr17:74920443-75416838	SBS3	7	0	0	0	0	0	1	0	0	0	0	0	0
297	chr17:74920443-75416838	SBS5	7	0	1	0	0	0	0	0	0	0	0	0	0
298	chr17:75416839-76658399	SBS100	5	0	0	0	0	0	1	0	0	0	0	0	0
299	chr17:75416839-76658399	SBS3	5	0	0	0	1	0	1	0	0	0	0	0	0
300	chr17:76667769-80175000	SBS18	5	0	0	0	0	0	1	0	0	0	0	0	0
301	chr17:76667769-80175000	SBS3	5	0	4	1	3	0	2	0	0	0	0	0	0
302	chr17:80175001-83257441	SBS1	7	0	0	0	1	0	1	0	0	0	0	0	0
303	chr17:80175001-83257441	SBS100	7	0	0	0	0	0	0	1	0	0	0	0	0
304	chr17:80175001-83257441	SBS3	7	0	7	0	0	0	1	0	0	4	0	0	0
305	chr18:1-4116000	SBS18	3	3	0	0	1	0	0	0	0	0	0	0	0
306	chr18:1-4116000	SBS3	3	3	0	0	10	0	0	0	0	0	0	0	0
307	chr18:1-4116000	SBS5	3	3	0	0	1	0	0	0	0	0	0	0	0
308	chr18:18161053-27233643	SBS100	2	2	0	2	0	0	0	0	0	0	0	0	0
