	segment_id	sig_max	major_cn	minor_cn	N1	N2	N3	N4	N6	N5	N8	N9	N7
69	chr10:1990775-3039000	SBS1	2	1	1	0	0	0	0	0	0	0	0
70	chr10:1990775-3039000	SBS3	2	1	1	1	0	0	0	0	0	0	0
71	chr10:21021001-21496721	SBS18	2	1	2	0	0	0	0	0	0	0	0
72	chr10:21021001-21496721	SBS3	2	1	2	0	0	0	0	0	0	0	0
73	chr10:21497081-23125000	SBS1	2	1	1	0	0	0	0	0	0	0	0
74	chr10:21497081-23125000	SBS3	2	1	3	0	0	0	0	0	0	0	0
75	chr10:23125001-23729301	SBS18	2	1	1	0	0	0	0	0	0	0	0
76	chr10:23125001-23729301	SBS3	2	1	1	0	0	0	0	0	0	0	0
77	chr10:23125001-23729301	SBS5	2	1	1	0	0	0	0	0	0	0	0
78	chr10:23729302-24195236	SBS3	1	1	1	0	0	0	0	0	0	0	0
79	chr10:23729302-24195236	SBS5	1	1	1	0	0	0	0	0	0	0	0
80	chr10:24195492-24734000	SBS100	1	1	1	0	0	0	0	0	0	0	0
81	chr10:25397001-26731000	SBS1	1	1	1	0	0	0	0	0	0	0	0
82	chr10:25397001-26731000	SBS100	1	1	1	0	0	0	0	0	0	0	0
83	chr10:25397001-26731000	SBS3	1	1	7	0	0	0	0	0	0	0	0
84	chr10:28214001-29864000	SBS18	1	1	1	0	0	0	0	0	0	0	0
85	chr10:28214001-29864000	SBS3	1	1	7	0	0	0	0	0	0	0	0
86	chr10:28214001-29864000	SBS5	1	1	1	0	0	0	0	0	0	0	0
87	chr10:29864001-31750500	SBS3	1	1	2	0	0	0	0	0	0	0	0
88	chr10:3039001-3964000	SBS3	2	1	3	0	0	0	0	0	0	0	0
89	chr10:32383001-34112000	SBS3	1	1	3	0	0	0	0	0	0	0	0
90	chr10:34112001-35570000	SBS1	1	1	1	0	0	0	0	0	0	0	0
91	chr10:34112001-35570000	SBS18	1	1	1	0	0	0	0	0	0	0	0
92	chr10:35570001-38489000	SBS1	1	1	1	0	0	0	0	0	0	0	0
93	chr10:35570001-38489000	SBS100	1	1	1	0	0	0	0	0	0	0	0
94	chr10:35570001-38489000	SBS18	1	1	1	0	0	0	0	0	0	0	0
95	chr10:35570001-38489000	SBS3	1	1	7	0	0	0	0	0	0	0	0
96	chr10:35570001-38489000	SBS5	1	1	1	0	0	0	0	0	0	0	0
97	chr10:38489001-40640101	SBS3	1	1	10	0	0	0	0	0	0	0	0
98	chr10:38489001-40640101	SBS5	1	1	1	0	0	0	0	0	0	0	0
99	chr10:3964001-5411000	SBS18	2	1	1	0	0	0	0	0	0	0	0
100	chr10:3964001-5411000	SBS3	2	1	6	0	0	0	0	0	0	0	0
101	chr10:3964001-5411000	SBS5	2	1	1	0	0	0	0	0	0	0	0
102	chr10:40640102-42540000	SBS18	1	1	1	0	0	0	0	0	0	0	0
103	chr10:40640102-42540000	SBS3	1	1	3	0	0	0	0	0	0	0	0
104	chr10:42540001-46332000	SBS100	1	1	1	0	0	0	0	0	0	0	0
105	chr10:42540001-46332000	SBS3	1	1	3	0	0	0	0	0	0	0	0
106	chr10:48204001-48434000	SBS3	1	1	1	0	0	0	0	0	0	0	0
107	chr10:48434001-50151000	SBS1	1	1	1	0	0	0	0	0	0	0	0
108	chr10:48434001-50151000	SBS3	1	1	2	0	0	0	0	0	0	0	0
109	chr10:50791001-52295000	SBS3	1	1	5	0	0	0	0	0	0	0	0
110	chr10:52295001-52493000	SBS3	1	1	1	0	0	0	0	0	0	0	0
111	chr10:52493001-58441000	SBS1	1	1	1	0	0	0	0	0	0	0	0
112	chr10:52493001-58441000	SBS100	1	1	2	0	0	0	0	0	0	0	0
113	chr10:52493001-58441000	SBS18	1	1	2	0	0	0	0	0	0	0	0
114	chr10:52493001-58441000	SBS3	1	1	6	0	0	0	0	0	0	0	0
115	chr10:5411001-5874817	SBS1	3	1	1	1	0	0	0	0	0	0	0
116	chr10:5411001-5874817	SBS3	3	1	1	0	0	0	0	0	0	0	0
117	chr10:58441001-59607000	SBS18	1	1	3	0	0	0	0	0	0	0	0
118	chr10:58441001-59607000	SBS3	1	1	3	0	0	0	0	0	0	0	0
119	chr10:59607001-62640000	SBS3	1	1	4	0	0	0	0	0	0	0	0
120	chr10:59607001-62640000	SBS5	1	1	1	0	0	0	0	0	0	0	0
121	chr10:6086001-6418000	SBS1	2	1	1	0	0	0	0	0	0	0	0
122	chr10:6086001-6418000	SBS3	2	1	1	0	0	0	0	0	0	0	0
123	chr10:62640001-63113000	SBS3	1	1	2	0	0	0	0	0	0	0	0
124	chr10:63750001-67472000	SBS1	1	1	1	0	0	0	0	0	0	0	0
125	chr10:63750001-67472000	SBS3	1	1	6	0	0	0	0	0	0	0	0
126	chr10:6418001-7756000	SBS3	2	1	2	2	0	0	0	0	0	0	0
127	chr10:67472001-69315000	SBS3	1	1	1	0	0	0	0	0	0	0	0
128	chr10:69521001-81231000	SBS100	1	1	2	0	0	0	0	0	0	0	0
129	chr10:69521001-81231000	SBS18	1	1	3	0	0	0	0	0	0	0	0
130	chr10:69521001-81231000	SBS3	1	1	24	0	0	0	0	0	0	0	0
131	chr10:69521001-81231000	SBS5	1	1	3	0	0	0	0	0	0	0	0
132	chr10:7884720-8043500	SBS100	2	1	2	0	0	0	0	0	0	0	0
133	chr10:7884720-8043500	SBS3	2	1	1	0	0	0	0	0	0	0	0
134	chr10:8089001-9348000	SBS3	2	1	1	0	0	0	0	0	0	0	0
135	chr10:81231001-82792000	SBS1	1	1	1	0	0	0	0	0	0	0	0
136	chr10:81231001-82792000	SBS3	1	1	6	0	0	0	0	0	0	0	0
137	chr10:82792001-84556000	SBS1	1	1	1	0	0	0	0	0	0	0	0
138	chr10:82792001-84556000	SBS18	1	1	1	0	0	0	0	0	0	0	0
139	chr10:82792001-84556000	SBS3	1	1	5	0	0	0	0	0	0	0	0
140	chr10:84556001-86373000	SBS100	1	1	1	0	0	0	0	0	0	0	0
141	chr10:84556001-86373000	SBS18	1	1	2	0	0	0	0	0	0	0	0
142	chr10:84556001-86373000	SBS3	1	1	10	0	0	0	0	0	0	0	0
143	chr10:86373001-89806000	SBS100	1	1	2	0	0	0	0	0	0	0	0
144	chr10:86373001-89806000	SBS3	1	1	8	0	0	0	0	0	0	0	0
145	chr10:86373001-89806000	SBS5	1	1	1	0	0	0	0	0	0	0	0
146	chr10:89806001-91215000	SBS3	1	1	6	0	0	0	0	0	0	0	0
147	chr10:91215001-93969386	SBS18	1	1	1	0	0	0	0	0	0	0	0
148	chr10:91215001-93969386	SBS3	1	1	8	0	0	0	0	0	0	0	0
149	chr10:9348001-11465000	SBS100	2	1	1	0	0	0	0	0	0	0	0
150	chr10:9348001-11465000	SBS18	2	1	1	0	0	0	0	0	0	0	0
151	chr10:9348001-11465000	SBS3	2	1	9	0	0	0	0	0	0	0	0
152	chr10:9348001-11465000	SBS5	2	1	1	0	0	0	0	0	0	0	0
153	chr10:93969387-95243000	SBS3	1	1	2	0	0	0	0	0	0	0	0
154	chr10:95378001-98472000	SBS1	1	1	1	0	0	0	0	0	0	0	0
155	chr10:95378001-98472000	SBS100	1	1	2	0	0	0	0	0	0	0	0
156	chr10:95378001-98472000	SBS18	1	1	1	0	0	0	0	0	0	0	0
157	chr10:95378001-98472000	SBS3	1	1	8	0	0	0	0	0	0	0	0
158	chr10:95378001-98472000	SBS5	1	1	1	0	0	0	0	0	0	0	0
159	chr10:98472001-99388000	SBS100	1	1	1	0	0	0	0	0	0	0	0
160	chr10:98472001-99388000	SBS3	1	1	4	0	0	0	0	0	0	0	0
161	chr10:99388001-100338000	SBS3	1	1	1	0	0	0	0	0	0	0	0
162	chr10:99388001-100338000	SBS5	1	1	1	0	0	0	0	0	0	0	0
163	chr11:117242001-134673000	SBS1	1	0	3	0	0	0	0	0	0	0	0
164	chr11:117242001-134673000	SBS100	1	0	2	0	0	0	0	0	0	0	0
165	chr11:117242001-134673000	SBS18	1	0	3	0	0	0	0	0	0	0	0
166	chr11:117242001-134673000	SBS3	1	0	27	0	0	0	0	0	0	0	0
167	chr11:117242001-134673000	SBS5	1	0	2	0	0	0	0	0	0	0	0
168	chr11:12290001-13496000	SBS3	1	1	1	0	0	0	0	0	0	0	0
169	chr11:134673001-135086622	SBS1	1	1	1	0	0	0	0	0	0	0	0
170	chr11:134673001-135086622	SBS3	1	1	2	0	0	0	0	0	0	0	0
171	chr11:13496001-13665000	SBS3	1	1	2	0	0	0	0	0	0	0	0
172	chr11:13496001-13665000	SBS5	1	1	1	0	0	0	0	0	0	0	0
173	chr11:14541001-15480000	SBS3	1	1	3	0	0	0	0	0	0	0	0
174	chr11:15657001-16725000	SBS100	1	1	1	0	0	0	0	0	0	0	0
175	chr11:15657001-16725000	SBS3	1	1	6	0	0	0	0	0	0	0	0
176	chr11:16725001-19897000	SBS1	1	1	2	0	0	0	0	0	0	0	0
177	chr11:16725001-19897000	SBS100	1	1	1	0	0	0	0	0	0	0	0
178	chr11:16725001-19897000	SBS3	1	1	5	0	0	0	0	0	0	0	0
179	chr11:20504001-24351179	SBS100	1	1	2	0	0	0	0	0	0	0	0
180	chr11:20504001-24351179	SBS18	1	1	1	0	0	0	0	0	0	0	0
181	chr11:20504001-24351179	SBS3	1	1	7	0	0	0	0	0	0	0	0
182	chr11:20504001-24351179	SBS5	1	1	1	0	0	0	0	0	0	0	0
183	chr11:218586-3067906	SBS1	1	0	1	0	0	0	0	0	0	0	0
184	chr11:218586-3067906	SBS3	1	0	10	0	0	0	0	0	0	0	0
185	chr11:218586-3067906	SBS5	1	0	2	0	0	0	0	0	0	0	0
186	chr11:24351237-24836000	SBS3	1	1	2	0	0	0	0	0	0	0	0
187	chr11:24836001-27344000	SBS1	1	1	1	0	0	0	0	0	0	0	0
188	chr11:24836001-27344000	SBS3	1	1	6	0	0	0	0	0	0	0	0
189	chr11:27510001-28046000	SBS3	1	1	1	0	0	0	0	0	0	0	0
190	chr11:28535001-30319000	SBS18	1	1	1	0	0	0	0	0	0	0	0
191	chr11:28535001-30319000	SBS3	1	1	5	0	0	0	0	0	0	0	0
192	chr11:28535001-30319000	SBS5	1	1	1	0	0	0	0	0	0	0	0
193	chr11:30319001-30592000	SBS1	1	1	1	0	0	0	0	0	0	0	0
194	chr11:30592001-34038000	SBS100	1	1	1	0	0	0	0	0	0	0	0
195	chr11:30592001-34038000	SBS3	1	1	3	0	0	0	0	0	0	0	0
196	chr11:3067907-4204000	SBS3	1	1	3	0	0	0	0	0	0	0	0
197	chr11:34038001-35412000	SBS3	1	1	4	0	0	0	0	0	0	0	0
198	chr11:35412001-48175000	SBS1	1	1	3	0	0	0	0	0	0	0	0
199	chr11:35412001-48175000	SBS100	1	1	3	0	0	0	0	0	0	0	0
200	chr11:35412001-48175000	SBS18	1	1	3	0	0	0	0	0	0	0	0
201	chr11:35412001-48175000	SBS3	1	1	31	0	0	0	0	0	0	0	0
202	chr11:35412001-48175000	SBS5	1	1	1	0	0	0	0	0	0	0	0
203	chr11:4204001-5034562	SBS1	1	1	1	0	0	0	0	0	0	0	0
204	chr11:4204001-5034562	SBS3	1	1	4	0	0	0	0	0	0	0	0
205	chr11:48175001-52751710	SBS1	1	1	2	0	0	0	0	0	0	0	0
206	chr11:48175001-52751710	SBS3	1	1	9	0	0	0	0	0	0	0	0
207	chr11:5036901-5574000	SBS3	1	1	2	0	0	0	0	0	0	0	0
208	chr11:52751711-57422000	SBS100	1	1	1	0	0	0	0	0	0	0	0
209	chr11:52751711-57422000	SBS18	1	1	2	0	0	0	0	0	0	0	0
210	chr11:52751711-57422000	SBS3	1	1	2	0	0	0	0	0	0	0	0
211	chr11:52751711-57422000	SBS5	1	1	2	0	0	0	0	0	0	0	0
212	chr11:5574001-5739000	SBS5	1	1	1	0	0	0	0	0	0	0	0
213	chr11:5739001-6197000	SBS3	1	1	1	0	0	0	0	0	0	0	0
214	chr11:57834001-58502000	SBS18	1	1	1	0	0	0	0	0	0	0	0
215	chr11:57834001-58502000	SBS3	1	1	4	0	0	0	0	0	0	0	0
216	chr11:59826001-60246000	SBS3	1	1	1	0	0	0	0	0	0	0	0
217	chr11:60246001-60689000	SBS3	1	1	3	0	0	0	0	0	0	0	0
218	chr11:60246001-60689000	SBS5	1	1	1	0	0	0	0	0	0	0	0
219	chr11:60689001-64361756	SBS1	1	1	1	0	0	0	0	0	0	0	0
220	chr11:60689001-64361756	SBS100	1	1	2	0	0	0	0	0	0	0	0
221	chr11:60689001-64361756	SBS3	1	1	4	0	0	0	0	0	0	0	0
222	chr11:6197001-6759000	SBS1	1	1	1	0	0	0	0	0	0	0	0
223	chr11:6197001-6759000	SBS3	1	1	1	0	0	0	0	0	0	0	0
224	chr11:64361791-64759500	SBS3	1	1	3	0	0	0	0	0	0	0	0
225	chr11:65007001-68478650	SBS3	1	1	6	0	0	0	0	0	0	0	0
226	chr11:6759001-7436000	SBS3	1	1	3	0	0	0	0	0	0	0	0
227	chr11:68478651-71927000	SBS18	1	1	1	0	0	0	0	0	0	0	0
228	chr11:68478651-71927000	SBS3	1	1	9	0	0	0	0	0	0	0	0
229	chr11:68478651-71927000	SBS5	1	1	2	0	0	0	0	0	0	0	0
230	chr11:72115001-75287000	SBS18	1	1	1	0	0	0	0	0	0	0	0
231	chr11:72115001-75287000	SBS3	1	1	4	0	0	0	0	0	0	0	0
232	chr11:75287001-75434000	SBS100	2	1	1	0	0	0	0	0	0	0	0
233	chr11:75434001-76638535	SBS1	1	1	1	0	0	0	0	0	0	0	0
234	chr11:75434001-76638535	SBS3	1	1	2	0	0	0	0	0	0	0	0
235	chr11:75434001-76638535	SBS5	1	1	1	0	0	0	0	0	0	0	0
236	chr11:76638574-76764000	SBS18	1	1	1	0	0	0	0	0	0	0	0
237	chr11:76809001-78251000	SBS3	1	1	4	0	0	0	0	0	0	0	0
238	chr11:7703001-7888484	SBS3	1	1	1	0	0	0	0	0	0	0	0
239	chr11:78251001-78434000	SBS3	2	1	0	1	0	0	0	0	0	0	0
240	chr11:78434001-82841000	SBS1	1	1	2	0	0	0	0	0	0	0	0
241	chr11:78434001-82841000	SBS100	1	1	2	0	0	0	0	0	0	0	0
242	chr11:78434001-82841000	SBS18	1	1	4	0	0	0	0	0	0	0	0
243	chr11:78434001-82841000	SBS3	1	1	7	0	0	0	0	0	0	0	0
244	chr11:78434001-82841000	SBS5	1	1	1	0	0	0	0	0	0	0	0
245	chr11:7888528-8670000	SBS3	1	1	2	0	0	0	0	0	0	0	0
246	chr11:82841001-82985000	SBS3	1	1	1	0	0	0	0	0	0	0	0
247	chr11:82985001-83098000	SBS3	2	1	1	0	0	0	0	0	0	0	0
248	chr11:83098001-86930000	SBS3	1	1	5	0	0	0	0	0	0	0	0
249	chr11:8670001-9048000	SBS3	1	1	1	0	0	0	0	0	0	0	0
250	chr11:86930001-87358000	SBS3	1	1	2	0	0	0	0	0	0	0	0
251	chr11:87358001-87877000	SBS3	1	1	1	0	0	0	0	0	0	0	0
252	chr11:88440001-88620000	SBS3	1	1	1	0	0	0	0	0	0	0	0
253	chr11:88620001-89416000	SBS100	1	1	1	0	0	0	0	0	0	0	0
254	chr11:88620001-89416000	SBS3	1	1	1	0	0	0	0	0	0	0	0
255	chr11:89416001-95485318	SBS3	1	0	11	0	0	0	0	0	0	0	0
256	chr11:89416001-95485318	SBS5	1	0	1	0	0	0	0	0	0	0	0
257	chr11:9153001-10329000	SBS3	1	1	7	0	0	0	0	0	0	0	0
258	chr11:95486112-116941000	SBS1	1	0	5	0	0	0	0	0	0	0	0
259	chr11:95486112-116941000	SBS100	1	0	3	0	0	0	0	0	0	0	0
260	chr11:95486112-116941000	SBS18	1	0	4	0	0	0	0	0	0	0	0
261	chr11:95486112-116941000	SBS3	1	0	43	0	0	0	0	0	0	0	0
262	chr11:95486112-116941000	SBS5	1	0	5	0	0	0	0	0	0	0	0
263	chr12:1-176861	SBS3	1	0	1	0	0	0	0	0	0	0	0
264	chr12:100351001-101270000	SBS18	2	1	1	0	0	0	0	0	0	0	0
265	chr12:100351001-101270000	SBS3	2	1	1	0	0	0	0	0	0	0	0
266	chr12:100351001-101270000	SBS5	2	1	1	0	0	0	0	0	0	0	0
267	chr12:101270001-102223244	SBS3	2	1	1	1	0	0	0	0	0	0	0
268	chr12:102899866-103528000	SBS18	2	1	2	0	0	0	0	0	0	0	0
269	chr12:102899866-103528000	SBS3	2	1	0	1	0	0	0	0	0	0	0
270	chr12:10359001-10401000	SBS3	2	1	1	0	0	0	0	0	0	0	0
271	chr12:103761001-104362000	SBS3	2	1	0	1	0	0	0	0	0	0	0
272	chr12:10401001-11545000	SBS100	1	1	2	0	0	0	0	0	0	0	0
273	chr12:10401001-11545000	SBS18	1	1	2	0	0	0	0	0	0	0	0
274	chr12:10401001-11545000	SBS3	1	1	22	0	0	0	0	0	0	0	0
275	chr12:10401001-11545000	SBS5	1	1	2	0	0	0	0	0	0	0	0
276	chr12:104979001-107106000	SBS1	2	1	1	1	0	0	0	0	0	0	0
277	chr12:104979001-107106000	SBS3	2	1	0	1	0	0	0	0	0	0	0
278	chr12:104979001-107106000	SBS5	2	1	1	0	0	0	0	0	0	0	0
279	chr12:107106001-109817000	SBS100	2	1	1	0	0	0	0	0	0	0	0
280	chr12:107106001-109817000	SBS18	2	1	1	0	0	0	0	0	0	0	0
281	chr12:107106001-109817000	SBS3	2	1	5	4	0	0	0	0	0	0	0
282	chr12:107106001-109817000	SBS5	2	1	1	0	0	0	0	0	0	0	0
283	chr12:109817001-110748000	SBS18	2	1	1	0	0	0	0	0	0	0	0
284	chr12:109817001-110748000	SBS3	2	1	1	1	0	0	0	0	0	0	0
285	chr12:110748001-111395000	SBS18	2	1	1	0	0	0	0	0	0	0	0
286	chr12:110748001-111395000	SBS3	2	1	2	0	0	0	0	0	0	0	0
287	chr12:111395001-112505000	SBS3	2	1	2	2	0	0	0	0	0	0	0
288	chr12:112505001-112898000	SBS3	2	1	0	2	0	0	0	0	0	0	0
289	chr12:113183001-113264000	SBS3	3	1	0	2	0	0	0	0	0	0	0
290	chr12:113264001-114256398	SBS3	2	1	1	1	0	0	0	0	0	0	0
291	chr12:114256399-115856000	SBS3	2	0	2	3	0	0	0	0	0	0	0
292	chr12:11545001-13262500	SBS18	1	1	2	0	0	0	0	0	0	0	0
293	chr12:11545001-13262500	SBS3	1	1	3	0	0	0	0	0	0	0	0
294	chr12:115856001-116306000	SBS3	3	0	2	0	1	0	0	0	0	0	0
295	chr12:115856001-116306000	SBS5	3	0	0	0	1	0	0	0	0	0	0
296	chr12:116306001-117203000	SBS3	2	0	0	1	0	0	0	0	0	0	0
297	chr12:117203001-118009500	SBS18	2	0	1	0	0	0	0	0	0	0	0
298	chr12:117203001-118009500	SBS5	2	0	1	0	0	0	0	0	0	0	0
299	chr12:118424001-119644000	SBS3	2	0	2	1	0	0	0	0	0	0	0
300	chr12:118424001-119644000	SBS5	2	0	0	1	0	0	0	0	0	0	0
301	chr12:119644001-120226000	SBS3	2	0	1	0	0	0	0	0	0	0	0
302	chr12:120269001-121501349	SBS3	2	0	0	2	0	0	0	0	0	0	0
303	chr12:121501567-124596205	SBS1	2	0	1	0	0	0	0	0	0	0	0
304	chr12:121501567-124596205	SBS18	2	0	1	0	0	0	0	0	0	0	0
305	chr12:121501567-124596205	SBS3	2	0	3	0	0	0	0	0	0	0	0
306	chr12:124596206-125158000	SBS3	2	1	4	0	0	0	0	0	0	0	0
307	chr12:125158001-131703000	SBS1	2	1	5	1	0	0	0	0	0	0	0
308	chr12:125158001-131703000	SBS100	2	1	1	1	0	0	0	0	0	0	0
309	chr12:125158001-131703000	SBS18	2	1	1	1	0	0	0	0	0	0	0
310	chr12:125158001-131703000	SBS3	2	1	25	5	0	0	0	0	0	0	0
311	chr12:125158001-131703000	SBS5	2	1	2	1	0	0	0	0	0	0	0
312	chr12:131703001-133275309	SBS100	2	1	1	0	0	0	0	0	0	0	0
313	chr12:131703001-133275309	SBS18	2	1	0	1	0	0	0	0	0	0	0
314	chr12:131703001-133275309	SBS3	2	1	4	0	0	0	0	0	0	0	0
315	chr12:13262501-14181500	SBS3	1	1	5	0	0	0	0	0	0	0	0
316	chr12:14181501-14762000	SBS1	1	1	1	0	0	0	0	0	0	0	0
317	chr12:14181501-14762000	SBS3	1	1	4	0	0	0	0	0	0	0	0
318	chr12:15281001-15507000	SBS1	1	1	1	0	0	0	0	0	0	0	0
319	chr12:15997001-19578000	SBS100	1	1	1	0	0	0	0	0	0	0	0
320	chr12:15997001-19578000	SBS18	1	1	2	0	0	0	0	0	0	0	0
321	chr12:15997001-19578000	SBS3	1	1	9	0	0	0	0	0	0	0	0
322	chr12:15997001-19578000	SBS5	1	1	2	0	0	0	0	0	0	0	0
323	chr12:176862-718000	SBS1	1	1	1	0	0	0	0	0	0	0	0
324	chr12:176862-718000	SBS3	1	1	6	0	0	0	0	0	0	0	0
325	chr12:1797501-3726000	SBS1	1	1	1	0	0	0	0	0	0	0	0
326	chr12:1797501-3726000	SBS18	1	1	1	0	0	0	0	0	0	0	0
327	chr12:1797501-3726000	SBS3	1	1	2	0	0	0	0	0	0	0	0
328	chr12:1797501-3726000	SBS5	1	1	1	0	0	0	0	0	0	0	0
329	chr12:19578001-21631000	SBS1	1	1	1	0	0	0	0	0	0	0	0
330	chr12:19578001-21631000	SBS3	1	1	8	0	0	0	0	0	0	0	0
331	chr12:19578001-21631000	SBS5	1	1	1	0	0	0	0	0	0	0	0
332	chr12:21631001-25773000	SBS100	1	1	1	0	0	0	0	0	0	0	0
333	chr12:21631001-25773000	SBS18	1	1	1	0	0	0	0	0	0	0	0
334	chr12:21631001-25773000	SBS3	1	1	8	0	0	0	0	0	0	0	0
335	chr12:26128001-26700000	SBS3	1	1	1	0	0	0	0	0	0	0	0
336	chr12:26838001-28461000	SBS1	1	1	1	0	0	0	0	0	0	0	0
337	chr12:26838001-28461000	SBS3	1	1	3	0	0	0	0	0	0	0	0
338	chr12:28461001-29658838	SBS3	1	1	1	0	0	0	0	0	0	0	0
