	segment_id	sig_max	major_cn	minor_cn	N1	N2	N3	N4	N6	N5	N16	N14	N8	N12	N18	N10	N7	N11
39	chr10:44104388-45012000	SBS8	2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
40	chr10:45012001-45668535	SBS100	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
41	chr10:45012001-45668535	SBS3	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
42	chr10:45012001-45668535	SBS8	1	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0
43	chr10:45668536-51659922	SBS1	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
44	chr10:45668536-51659922	SBS100	2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
45	chr10:45668536-51659922	SBS3	2	1	13	9	0	0	0	0	0	0	0	0	0	0	0	0
46	chr10:45668536-51659922	SBS5	2	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0
47	chr10:45668536-51659922	SBS8	2	1	5	7	0	0	0	0	0	0	0	0	0	0	0	0
48	chr10:51660137-56870027	SBS100	2	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0
49	chr10:51660137-56870027	SBS3	2	1	7	7	0	0	0	0	0	0	0	0	0	0	0	0
50	chr10:51660137-56870027	SBS5	2	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0
51	chr10:51660137-56870027	SBS8	2	1	5	10	0	0	0	0	0	0	0	0	0	0	0	0
52	chr10:56870028-62107535	SBS1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
53	chr10:56870028-62107535	SBS3	2	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
54	chr10:56870028-62107535	SBS5	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
55	chr10:56870028-62107535	SBS8	2	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
56	chr10:62107536-63962000	SBS3	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
57	chr10:62107536-63962000	SBS5	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
58	chr10:66687453-79371423	SBS1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
59	chr10:66687453-79371423	SBS3	1	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0
60	chr10:66687453-79371423	SBS5	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
61	chr10:66687453-79371423	SBS8	1	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0
62	chr10:79371466-88448010	SBS100	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
63	chr10:79371466-88448010	SBS3	1	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0
64	chr10:79371466-88448010	SBS5	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
65	chr10:79371466-88448010	SBS8	1	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0
66	chr10:88448011-92186058	SBS100	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
67	chr10:88448011-92186058	SBS3	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
68	chr10:88448011-92186058	SBS8	1	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0
69	chr10:92187623-95586826	SBS3	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
70	chr10:92187623-95586826	SBS5	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
71	chr10:92187623-95586826	SBS8	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
72	chr10:95586827-114792008	SBS1	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
73	chr10:95586827-114792008	SBS100	1	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0
74	chr10:95586827-114792008	SBS3	1	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0
75	chr10:95586827-114792008	SBS5	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
76	chr10:95586827-114792008	SBS8	1	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0
77	chr11:1-7672884	SBS1	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
78	chr11:1-7672884	SBS100	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
79	chr11:1-7672884	SBS3	1	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0
80	chr11:1-7672884	SBS5	1	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
81	chr11:1-7672884	SBS8	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
82	chr11:120986635-133782295	SBS100	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
83	chr11:120986635-133782295	SBS3	1	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0
84	chr11:120986635-133782295	SBS5	1	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0
85	chr11:120986635-133782295	SBS8	1	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0
86	chr11:133782416-135086622	SBS1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
87	chr11:133782416-135086622	SBS3	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
88	chr11:133782416-135086622	SBS5	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
89	chr11:14269131-18902281	SBS3	1	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0
90	chr11:14269131-18902281	SBS5	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
91	chr11:14269131-18902281	SBS8	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
92	chr11:18903499-19810933	SBS3	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
93	chr11:18903499-19810933	SBS8	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
94	chr11:19814383-22078460	SBS100	4	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
95	chr11:19814383-22078460	SBS3	4	1	3	6	1	2	0	0	0	0	0	0	0	0	0	0
96	chr11:19814383-22078460	SBS5	4	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0
97	chr11:19814383-22078460	SBS8	4	1	2	5	1	4	0	0	0	0	0	0	0	0	0	0
98	chr11:22078461-22796723	SBS3	2	1	1	4	0	0	0	0	0	0	0	0	0	0	0	0
99	chr11:22078461-22796723	SBS8	2	1	3	1	0	0	0	0	0	0	0	0	0	0	0	0
100	chr11:22838237-30022922	SBS1	2	1	4	1	0	0	0	0	0	0	0	0	0	0	0	0
101	chr11:22838237-30022922	SBS100	2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
102	chr11:22838237-30022922	SBS3	2	1	16	7	0	0	0	0	0	0	0	0	0	0	0	0
103	chr11:22838237-30022922	SBS5	2	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0
104	chr11:22838237-30022922	SBS8	2	1	18	13	0	0	0	0	0	0	0	0	0	0	0	0
105	chr11:30022923-35798822	SBS100	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0
106	chr11:30022923-35798822	SBS3	1	1	17	0	0	0	0	0	0	0	0	0	0	0	0	0
107	chr11:30022923-35798822	SBS5	1	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0
108	chr11:30022923-35798822	SBS8	1	1	14	0	0	0	0	0	0	0	0	0	0	0	0	0
109	chr11:35798823-35799138	SBS3	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
110	chr11:35799139-38704159	SBS1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
111	chr11:35799139-38704159	SBS100	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
112	chr11:35799139-38704159	SBS3	1	1	9	0	0	0	0	0	0	0	0	0	0	0	0	0
113	chr11:35799139-38704159	SBS8	1	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0
114	chr11:38705424-39738480	SBS100	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0
115	chr11:38705424-39738480	SBS3	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
116	chr11:38705424-39738480	SBS5	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0
117	chr11:38705424-39738480	SBS8	1	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0
118	chr11:39738511-47751586	SBS1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
119	chr11:39738511-47751586	SBS100	1	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0
120	chr11:39738511-47751586	SBS3	1	1	28	0	0	0	0	0	0	0	0	0	0	0	0	0
121	chr11:39738511-47751586	SBS5	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
122	chr11:39738511-47751586	SBS8	1	1	20	0	0	0	0	0	0	0	0	0	0	0	0	0
123	chr11:47767272-52751710	SBS1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
124	chr11:47767272-52751710	SBS100	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0
125	chr11:47767272-52751710	SBS3	1	1	14	0	0	0	0	0	0	0	0	0	0	0	0	0
126	chr11:47767272-52751710	SBS5	1	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0
127	chr11:47767272-52751710	SBS8	1	1	9	0	0	0	0	0	0	0	0	0	0	0	0	0
128	chr11:52751711-55068583	SBS3	1	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0
129	chr11:52751711-55068583	SBS5	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
130	chr11:52751711-55068583	SBS8	1	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0
131	chr11:55068584-55138713	SBS3	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
132	chr11:55068584-55138713	SBS5	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
133	chr11:55068584-55138713	SBS8	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
134	chr11:55138714-56039000	SBS1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
135	chr11:55138714-56039000	SBS100	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
136	chr11:55138714-56039000	SBS3	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
137	chr11:55138714-56039000	SBS5	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
138	chr11:55138714-56039000	SBS8	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
139	chr11:56039001-57577639	SBS100	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
140	chr11:56039001-57577639	SBS3	1	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0
141	chr11:56039001-57577639	SBS8	1	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0
142	chr11:57579141-58017435	SBS3	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
143	chr11:58035583-58085324	SBS3	1	1	8	0	0	0	0	0	0	0	0	0	0	0	0	0
144	chr11:58035583-58085324	SBS5	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
145	chr11:58035583-58085324	SBS8	1	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0
146	chr11:58085325-58807340	SBS3	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
147	chr11:58085325-58807340	SBS8	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
148	chr11:58807754-60504080	SBS3	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
149	chr11:58807754-60504080	SBS5	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
150	chr11:58807754-60504080	SBS8	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
151	chr11:60504081-60948051	SBS3	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0
152	chr11:60504081-60948051	SBS8	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
153	chr11:60948052-63259777	SBS1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
154	chr11:60948052-63259777	SBS3	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
155	chr11:63345336-66070647	SBS1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
156	chr11:63345336-66070647	SBS3	1	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
157	chr11:63345336-66070647	SBS5	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
158	chr11:63345336-66070647	SBS8	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
159	chr11:66257430-67048489	SBS3	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
160	chr11:66257430-67048489	SBS5	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
161	chr11:66257430-67048489	SBS8	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
162	chr11:67048490-72952322	SBS1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
163	chr11:67048490-72952322	SBS100	2	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
164	chr11:67048490-72952322	SBS3	2	0	20	3	0	0	0	0	0	0	0	0	0	0	0	0
165	chr11:67048490-72952322	SBS5	2	0	8	1	0	0	0	0	0	0	0	0	0	0	0	0
166	chr11:67048490-72952322	SBS8	2	0	7	2	0	0	0	0	0	0	0	0	0	0	0	0
167	chr11:72952361-74455431	SBS3	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
168	chr11:74605908-74657856	SBS5	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
169	chr11:74657857-75913348	SBS100	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
170	chr11:74657857-75913348	SBS3	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
171	chr11:74657857-75913348	SBS8	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0
172	chr11:75913349-76486574	SBS3	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
173	chr11:75913349-76486574	SBS5	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
174	chr11:75913349-76486574	SBS8	2	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0
175	chr11:76486575-79001411	SBS1	3	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
176	chr11:76486575-79001411	SBS100	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
177	chr11:76486575-79001411	SBS3	3	1	2	5	3	0	0	0	0	0	0	0	0	0	0	0
178	chr11:76486575-79001411	SBS5	3	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0
179	chr11:76486575-79001411	SBS8	3	1	2	1	1	0	0	0	0	0	0	0	0	0	0	0
180	chr11:7672940-14268779	SBS1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
181	chr11:7672940-14268779	SBS3	1	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0
182	chr11:7672940-14268779	SBS5	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
183	chr11:7672940-14268779	SBS8	1	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0
184	chr11:79001412-80057249	SBS3	2	1	3	2	0	0	0	0	0	0	0	0	0	0	0	0
185	chr11:79001412-80057249	SBS8	2	1	6	2	0	0	0	0	0	0	0	0	0	0	0	0
186	chr11:80057250-81654049	SBS3	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
187	chr11:80057250-81654049	SBS8	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
188	chr11:81654050-82061179	SBS3	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
189	chr11:81654050-82061179	SBS8	2	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0
190	chr11:82061180-83612182	SBS100	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
191	chr11:82061180-83612182	SBS3	1	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0
192	chr11:82061180-83612182	SBS8	1	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0
193	chr11:83612183-85490198	SBS100	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
194	chr11:83612183-85490198	SBS3	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
195	chr11:83612183-85490198	SBS8	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
196	chr11:85490199-87496000	SBS3	1	1	7	0	0	0	0	0	0	0	0	0	0	0	0	0
197	chr11:85490199-87496000	SBS8	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0
198	chr11:87496001-120986567	SBS1	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
199	chr11:87496001-120986567	SBS100	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
200	chr11:87496001-120986567	SBS3	1	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0
201	chr11:87496001-120986567	SBS5	1	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0
202	chr11:87496001-120986567	SBS8	1	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0
203	chr12:1-6595348	SBS1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
204	chr12:1-6595348	SBS100	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0
205	chr12:1-6595348	SBS3	1	1	19	0	0	0	0	0	0	0	0	0	0	0	0	0
206	chr12:1-6595348	SBS5	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0
207	chr12:1-6595348	SBS8	1	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0
208	chr12:11812797-12376179	SBS3	2	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0
209	chr12:120812876-120812893	SBS8	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
210	chr12:122081517-131702174	SBS1	1	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0
211	chr12:122081517-131702174	SBS100	1	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
212	chr12:122081517-131702174	SBS3	1	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0
213	chr12:122081517-131702174	SBS5	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
214	chr12:122081517-131702174	SBS8	1	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0
215	chr12:12376547-12908469	SBS3	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
216	chr12:12376547-12908469	SBS8	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
217	chr12:12908512-15387978	SBS100	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
218	chr12:12908512-15387978	SBS3	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
219	chr12:12908512-15387978	SBS5	2	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0
220	chr12:12908512-15387978	SBS8	2	1	4	2	0	0	0	0	0	0	0	0	0	0	0	0
221	chr12:131702247-132164598	SBS3	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
222	chr12:131702247-132164598	SBS8	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
223	chr12:132186894-133275309	SBS1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
224	chr12:132186894-133275309	SBS3	1	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
225	chr12:15388173-15441167	SBS8	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
226	chr12:15441285-26090128	SBS1	2	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0
227	chr12:15441285-26090128	SBS100	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0
228	chr12:15441285-26090128	SBS3	2	1	34	10	0	0	0	0	0	0	0	0	0	0	0	0
229	chr12:15441285-26090128	SBS5	2	1	8	2	0	0	0	0	0	0	0	0	0	0	0	0
230	chr12:15441285-26090128	SBS8	2	1	19	9	0	0	0	0	0	0	0	0	0	0	0	0
231	chr12:26092120-26313522	SBS1	6	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
232	chr12:26092120-26313522	SBS3	6	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0
233	chr12:26092120-26313522	SBS8	6	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
234	chr12:26315737-26806695	SBS3	4	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
235	chr12:26315737-26806695	SBS5	4	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
236	chr12:26315737-26806695	SBS8	4	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
237	chr12:26992250-27624609	SBS100	3	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
238	chr12:26992250-27624609	SBS3	3	1	3	1	0	0	0	0	0	0	0	0	0	0	0	0
239	chr12:26992250-27624609	SBS5	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
240	chr12:26992250-27624609	SBS8	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
241	chr12:27624610-28989136	SBS100	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
242	chr12:27624610-28989136	SBS3	2	1	4	1	0	0	0	0	0	0	0	0	0	0	0	0
243	chr12:27624610-28989136	SBS5	2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
244	chr12:27624610-28989136	SBS8	2	1	4	3	0	0	0	0	0	0	0	0	0	0	0	0
245	chr12:28989137-35977329	SBS1	1	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0
246	chr12:28989137-35977329	SBS100	1	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0
247	chr12:28989137-35977329	SBS3	1	1	22	0	0	0	0	0	0	0	0	0	0	0	0	0
248	chr12:28989137-35977329	SBS5	1	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0
249	chr12:28989137-35977329	SBS8	1	1	8	0	0	0	0	0	0	0	0	0	0	0	0	0
250	chr12:35977330-38604538	SBS1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
251	chr12:35977330-38604538	SBS100	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0
252	chr12:35977330-38604538	SBS3	1	1	12	0	0	0	0	0	0	0	0	0	0	0	0	0
253	chr12:35977330-38604538	SBS8	1	1	7	0	0	0	0	0	0	0	0	0	0	0	0	0
254	chr12:38604539-46816530	SBS100	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
255	chr12:38604539-46816530	SBS3	1	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0
256	chr12:38604539-46816530	SBS5	1	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
257	chr12:38604539-46816530	SBS8	1	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
258	chr12:46816531-50141080	SBS3	1	1	9	0	0	0	0	0	0	0	0	0	0	0	0	0
259	chr12:46816531-50141080	SBS5	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
260	chr12:46816531-50141080	SBS8	1	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0
261	chr12:50144300-55204028	SBS1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
262	chr12:50144300-55204028	SBS100	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
263	chr12:50144300-55204028	SBS3	1	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
264	chr12:50144300-55204028	SBS5	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
265	chr12:50144300-55204028	SBS8	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
266	chr12:55204170-65699477	SBS100	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
267	chr12:55204170-65699477	SBS3	1	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0
268	chr12:55204170-65699477	SBS5	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
269	chr12:55204170-65699477	SBS8	1	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0
270	chr12:65699511-86437131	SBS1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
271	chr12:65699511-86437131	SBS100	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
