,segment_id,chromosome,start,end,file_path,t1,t2,averaged,solved,fully_solved,t1_norm,t2_norm,t1_norm_cumsum,t2_norm_cumsum,major,minor,breakpoints,seg_length
10,chr4:86569462-190214555,chr4,86569462,190214555,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//1_0.1_solutions_downsized.sobj,17,,False,True,False,1.0,,1.0,,1,0,[1.0],103645093
11,chr5:10875001-48272853,chr5,10875001,48272853,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//1_1.1_solutions_downsized.sobj,8,,False,True,False,1.0,,1.0,,1,1,[1.0],37397852
12,chr5:75601214-181538259,chr5,75601214,181538259,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//1_0.1_solutions_downsized.sobj,24,,False,True,False,1.0,,1.0,,1,0,[1.0],105937045
13,chr6:59191911-109708708,chr6,59191911,109708708,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//1_0.1_solutions_downsized.sobj,6,,False,True,False,1.0,,1.0,,1,0,[1.0],50516797
14,chr6:142220495-170805979,chr6,142220495,170805979,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//1_0.1_solutions_downsized.sobj,6,,False,True,False,1.0,,1.0,,1,0,[1.0],28585484
15,chr7:1-27390099,chr7,1,27390099,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//1_0.1_solutions_downsized.sobj,8,,False,True,False,1.0,,1.0,,1,0,[1.0],27390098
16,chr7:36766528-156880333,chr7,36766528,156880333,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//1_1.1_solutions_downsized.sobj,37/2,,False,True,False,1.0,,1.0,,1,1,[1.0],120113805
17,chr8:1-64452932,chr8,1,64452932,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//1_0.1_solutions_downsized.sobj,14,,False,True,False,1.0,,1.0,,1,0,[1.0],64452931
18,chr8:109949787-127466836,chr8,109949787,127466836,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//2_1.1_solutions_downsized.sobj,2,1,False,True,False,0.6666666666666666,0.3333333333333333,0.6666666666666666,1.0,2,1,"[0.6666666666666666, 1.0]",17517049
19,chr9:5891222-73314153,chr9,5891222,73314153,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//1_1.1_solutions_downsized.sobj,7,,False,True,False,1.0,,1.0,,1,1,[1.0],67422931
20,chr9:121826226-138394717,chr9,121826226,138394717,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//2_0.1_solutions_downsized.sobj,4,3/2,False,True,False,0.7272727272727273,0.2727272727272727,0.7272727272727273,1.0,2,0,"[0.7272727272727273, 1.0]",16568491
21,chr10:1-61524000,chr10,1,61524000,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//1_1.1_solutions_downsized.sobj,23/2,,False,True,False,1.0,,1.0,,1,1,[1.0],61523999
22,chr10:61524001-133797422,chr10,61524001,133797422,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//1_0.1_solutions_downsized.sobj,10,,False,True,False,1.0,,1.0,,1,0,[1.0],72273421
23,chr11:68138510-124373744,chr11,68138510,124373744,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//1_1.1_solutions_downsized.sobj,13/2,,False,True,False,1.0,,1.0,,1,1,[1.0],56235234
24,chr12:258001-12189404,chr12,258001,12189404,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//2_1.1_solutions_downsized.sobj,1,2,False,True,False,0.3333333333333333,0.6666666666666666,0.3333333333333333,1.0,2,1,"[0.3333333333333333, 1.0]",11931403
25,chr12:14459604-35977329,chr12,14459604,35977329,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//1_1.1_solutions_downsized.sobj,9/2,,False,True,False,1.0,,1.0,,1,1,[1.0],21517725
26,chr12:37764001-113767671,chr12,37764001,113767671,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//1_0.1_solutions_downsized.sobj,8,,False,True,False,1.0,,1.0,,1,0,[1.0],76003670
27,chr13:17025624-114364328,chr13,17025624,114364328,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//1_0.1_solutions_downsized.sobj,12,,False,True,False,1.0,,1.0,,1,0,[1.0],97338704
28,chr15:1-101991189,chr15,1,101991189,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//1_0.1_solutions_downsized.sobj,12,,False,True,False,1.0,,1.0,,1,0,[1.0],101991188
29,chr16:6338461-18815000,chr16,6338461,18815000,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//1_0.1_solutions_downsized.sobj,5,,False,True,False,1.0,,1.0,,1,0,[1.0],12476539
30,chr17:1-67726545,chr17,1,67726545,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//1_0.1_solutions_downsized.sobj,17,,False,True,False,1.0,,1.0,,1,0,[1.0],67726544
31,chr18:1-18161052,chr18,1,18161052,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//1_1.1_solutions_downsized.sobj,4,,False,True,False,1.0,,1.0,,1,1,[1.0],18161051
32,chr19:6128174-58617616,chr19,6128174,58617616,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//1_1.1_solutions_downsized.sobj,13,,False,True,False,1.0,,1.0,,1,1,[1.0],52489442
33,chr20:9310714-28237289,chr20,9310714,28237289,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//1_1.1_solutions_downsized.sobj,5/2,,False,True,False,1.0,,1.0,,1,1,[1.0],18926575
34,chr20:28237290-41231634,chr20,28237290,41231634,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//1_0.1_solutions_downsized.sobj,12,,False,True,False,1.0,,1.0,,1,0,[1.0],12994344
35,chr21:1-44409177,chr21,1,44409177,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//2_0.1_solutions_downsized.sobj,3,4,False,True,False,0.42857142857142855,0.5714285714285714,0.42857142857142855,1.0,2,0,"[0.42857142857142855, 1.0]",44409176
36,chr22:1-36367780,chr22,1,36367780,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//1_1.1_solutions_downsized.sobj,13/2,,False,True,False,1.0,,1.0,,1,1,[1.0],36367779
