,segment_id,chromosome,start,end,file_path,t1,t2,t3,averaged,solved,fully_solved,t1_norm,t2_norm,t3_norm,t1_norm_cumsum,t2_norm_cumsum,t3_norm_cumsum,major,minor,breakpoints,seg_length
13,chr3:157212683-197106618,chr3,157212683,197106618,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//1_1.1_solutions_downsized.sobj,13/2,,,False,True,False,1.0,,,1.0,,,1,1,[1.0],39893935
14,chr4:50726026-69333696,chr4,50726026,69333696,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//1_1.1_solutions_downsized.sobj,5/2,,,False,True,False,1.0,,,1.0,,,1,1,[1.0],18607670
15,chr4:81948391-190107309,chr4,81948391,190107309,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//1_0.1_solutions_downsized.sobj,17,,,False,True,False,1.0,,,1.0,,,1,0,[1.0],108158918
16,chr5:1-40257253,chr5,1,40257253,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//1_1.1_solutions_downsized.sobj,15/2,,,False,True,False,1.0,,,1.0,,,1,1,[1.0],40257252
17,chr5:100656165-181538259,chr5,100656165,181538259,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//1_0.1_solutions_downsized.sobj,10,,,False,True,False,1.0,,,1.0,,,1,0,[1.0],80882094
18,chr6:137873216-170311670,chr6,137873216,170311670,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//1_0.1_solutions_downsized.sobj,9,,,False,True,False,1.0,,,1.0,,,1,0,[1.0],32438454
19,chr7:25699164-96378089,chr7,25699164,96378089,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//1_1.1_solutions_downsized.sobj,13,,,False,True,False,1.0,,,1.0,,,1,1,[1.0],70678925
20,chr7:129745825-143310332,chr7,129745825,143310332,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//2_1.1_solutions_downsized.sobj,1,7/3,,False,True,False,0.3,0.7000000000000001,,0.3,1.0,,2,1,"[0.3, 1.0]",13564507
21,chr7:145038571-146807505,chr7,145038571,146807505,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//3_1.1_solutions_downsized.sobj,2.4999906,0.0,0.0,False,True,False,1.0,0.0,0.0,1.0,1.0,1.0,3,1,"[1.0, 1.0, 1.0]",1768934
22,chr7:149181675-159345973,chr7,149181675,159345973,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//2_1.1_solutions_downsized.sobj,0,8/3,,False,True,False,0.0,1.0,,0.0,1.0,,2,1,"[0.0, 1.0]",10164298
23,chr8:46252125-68928400,chr8,46252125,68928400,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//1_1.1_solutions_downsized.sobj,4,,,False,True,False,1.0,,,1.0,,,1,1,[1.0],22676275
24,chr8:84201920-145138636,chr8,84201920,145138636,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//1_1.1_solutions_downsized.sobj,3,,,False,True,False,1.0,,,1.0,,,1,1,[1.0],60936716
25,chr9:13790706-39028522,chr9,13790706,39028522,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//1_0.1_solutions_downsized.sobj,7,,,False,True,False,1.0,,,1.0,,,1,0,[1.0],25237816
26,chr9:44377363-121968414,chr9,44377363,121968414,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//1_1.1_solutions_downsized.sobj,19/2,,,False,True,False,1.0,,,1.0,,,1,1,[1.0],77591051
27,chr10:12694506-51343000,chr10,12694506,51343000,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//1_1.1_solutions_downsized.sobj,9,,,False,True,False,1.0,,,1.0,,,1,1,[1.0],38648494
28,chr11:27494729-52751710,chr11,27494729,52751710,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//1_1.1_solutions_downsized.sobj,5,,,False,True,False,1.0,,,1.0,,,1,1,[1.0],25256981
29,chr11:76651164-106983786,chr11,76651164,106983786,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//2_1.1_solutions_downsized.sobj,0,5/3,,False,True,False,0.0,1.0,,0.0,1.0,,2,1,"[0.0, 1.0]",30332622
30,chr11:108786164-135086622,chr11,108786164,135086622,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//1_1.1_solutions_downsized.sobj,11/2,,,False,True,False,1.0,,,1.0,,,1,1,[1.0],26300458
31,chr12:23170088-31489578,chr12,23170088,31489578,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//2_1.1_solutions_downsized.sobj,1,7/3,,False,True,False,0.3,0.7000000000000001,,0.3,1.0,,2,1,"[0.3, 1.0]",8319490
32,chr12:49883788-91333447,chr12,49883788,91333447,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//1_0.1_solutions_downsized.sobj,6,,,False,True,False,1.0,,,1.0,,,1,0,[1.0],41449659
33,chr12:91336971-133229635,chr12,91336971,133229635,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//2_0.1_solutions_downsized.sobj,3,7/2,,False,True,False,0.46153846153846156,0.5384615384615384,,0.46153846153846156,1.0,,2,0,"[0.46153846153846156, 1.0]",41892664
34,chr13:17025624-67847000,chr13,17025624,67847000,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//1_0.1_solutions_downsized.sobj,13,,,False,True,False,1.0,,,1.0,,,1,0,[1.0],50821376
35,chr13:67847001-114364328,chr13,67847001,114364328,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//2_0.1_solutions_downsized.sobj,6,2,,False,True,False,0.75,0.25,,0.75,1.0,,2,0,"[0.75, 1.0]",46517327
36,chr14:89929733-105522270,chr14,89929733,105522270,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//1_0.1_solutions_downsized.sobj,5,,,False,True,False,1.0,,,1.0,,,1,0,[1.0],15592537
37,chr15:28791001-76943404,chr15,28791001,76943404,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//1_0.1_solutions_downsized.sobj,9,,,False,True,False,1.0,,,1.0,,,1,0,[1.0],48152403
38,chr16:94732-14965000,chr16,94732,14965000,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//2_1.1_solutions_downsized.sobj,3,4/3,,False,True,False,0.6923076923076924,0.3076923076923077,,0.6923076923076924,1.0,,2,1,"[0.6923076923076924, 1.0]",14870268
39,chr16:14965001-37295919,chr16,14965001,37295919,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//1_1.1_solutions_downsized.sobj,11/2,,,False,True,False,1.0,,,1.0,,,1,1,[1.0],22330918
40,chr17:992193-61968946,chr17,992193,61968946,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//1_0.1_solutions_downsized.sobj,11,,,False,True,False,1.0,,,1.0,,,1,0,[1.0],60976753
41,chr18:18161053-43662205,chr18,18161053,43662205,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//1_1.1_solutions_downsized.sobj,3,,,False,True,False,1.0,,,1.0,,,1,1,[1.0],25501152
42,chr18:67710265-80373285,chr18,67710265,80373285,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//1_1.1_solutions_downsized.sobj,9/2,,,False,True,False,1.0,,,1.0,,,1,1,[1.0],12663020
43,chr19:27620001-48251488,chr19,27620001,48251488,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//1_1.1_solutions_downsized.sobj,9/2,,,False,True,False,1.0,,,1.0,,,1,1,[1.0],20631487
44,chr19:49481406-55981033,chr19,49481406,55981033,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//2_1.1_solutions_downsized.sobj,2,2,,False,True,False,0.5,0.5,,0.5,1.0,,2,1,"[0.5, 1.0]",6499627
45,chr20:6683549-64444167,chr20,6683549,64444167,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//1_1.1_solutions_downsized.sobj,25/2,,,False,True,False,1.0,,,1.0,,,1,1,[1.0],57760618
46,chr21:1-25522804,chr21,1,25522804,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//1_0.1_solutions_downsized.sobj,7,,,False,True,False,1.0,,,1.0,,,1,0,[1.0],25522803
47,chr22:1-35363477,chr22,1,35363477,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//1_1.1_solutions_downsized.sobj,9/2,,,False,True,False,1.0,,,1.0,,,1,1,[1.0],35363476
