,segment_id,chromosome,start,end,file_path,t1,t2,t3,t4,t5,averaged,solved,fully_solved,t1_norm,t2_norm,t3_norm,t4_norm,t5_norm,t1_norm_cumsum,t2_norm_cumsum,t3_norm_cumsum,t4_norm_cumsum,t5_norm_cumsum,major,minor,breakpoints,seg_length
10,chr4:8367531-14948592,chr4,8367531,14948592,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//2_0.1_solutions_downsized.sobj,0,5/2,,,,False,True,False,0.0,1.0,,,,0.0,1.0,,,,2,0,"[0.0, 1.0]",6581061
11,chr4:138776634-186390901,chr4,138776634,186390901,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//1_0.1_solutions_downsized.sobj,9,,,,,False,True,False,1.0,,,,,1.0,,,,,1,0,[1.0],47614267
12,chr5:3528055-10170000,chr5,3528055,10170000,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//2_1.1_solutions_downsized.sobj,1,1,,,,False,True,False,0.5,0.5,,,,0.5,1.0,,,,2,1,"[0.5, 1.0]",6641945
13,chr5:13942001-54732811,chr5,13942001,54732811,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//2_1.1_solutions_downsized.sobj,2,14/3,,,,False,True,False,0.3,0.7000000000000001,,,,0.3,1.0,,,,2,1,"[0.3, 1.0]",40790810
14,chr5:77983455-112562253,chr5,77983455,112562253,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//1_0.1_solutions_downsized.sobj,5,,,,,False,True,False,1.0,,,,,1.0,,,,,1,0,[1.0],34578798
15,chr6:75614138-84986365,chr6,75614138,84986365,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//3_2.1_solutions_downsized.sobj,1.0,0.25,0.5,0.25,,True,True,False,0.5,0.125,0.25,0.125,,0.5,0.625,0.875,1.0,,3,2,"[0.5, 0.625, 0.875, 1.0]",9372227
16,chr6:75614138-84986365,chr6,75614138,84986365,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//3_2.2_solutions_downsized.sobj,1.0,0.0,1.0,0.0,,False,True,False,0.5,0.0,0.5,0.0,,0.5,0.5,1.0,1.0,,3,2,"[0.5, 0.5, 1.0, 1.0]",9372227
17,chr7:44072945-59498943,chr7,44072945,59498943,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//1_0.1_solutions_downsized.sobj,6,,,,,False,True,False,1.0,,,,,1.0,,,,,1,0,[1.0],15425998
18,chr7:115255774-129348822,chr7,115255774,129348822,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//1_1.1_solutions_downsized.sobj,4,,,,,False,True,False,1.0,,,,,1.0,,,,,1,1,[1.0],14093048
19,chr7:140789095-159345973,chr7,140789095,159345973,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//3_0.1_solutions_downsized.sobj,5,2,3,,,False,True,False,0.5,0.2,0.3,,,0.5,0.7,1.0,,,3,0,"[0.5, 0.7, 1.0]",18556878
20,chr8:53632077-64357945,chr8,53632077,64357945,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//2_1.1_solutions_downsized.sobj,2,2/3,,,,False,True,False,0.75,0.25,,,,0.75,1.0,,,,2,1,"[0.75, 1.0]",10725868
21,chr9:22906315-44377362,chr9,22906315,44377362,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//2_0.1_solutions_downsized.sobj,2,2,,,,False,True,False,0.5,0.5,,,,0.5,1.0,,,,2,0,"[0.5, 1.0]",21471047
22,chr9:81932501-92467000,chr9,81932501,92467000,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//3_1.1_solutions_downsized.sobj,1,2,1/4,,,False,True,False,0.3076923076923077,0.6153846153846154,0.07692307692307693,,,0.3076923076923077,0.9230769230769231,1.0,,,3,1,"[0.3076923076923077, 0.9230769230769231, 1.0]",10534499
23,chr10:7648173-14793358,chr10,7648173,14793358,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//4_2.5_solutions_downsized.sobj,1.28790332,0.9496563616666668,0.14419159833333342,0.0,0.0,False,True,False,0.5407379564838525,0.3987218857153996,0.06054015780074795,0.0,0.0,0.5407379564838525,0.9394598421992522,1.0,1.0,1.0,4,2,"[0.5407379564838525, 0.9394598421992522, 1.0, 1.0, 1.0]",7145185
24,chr10:16774001-22992717,chr10,16774001,22992717,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//5_3.10_solutions_downsized.sobj,,,,,,,False,False,,,,,,,,,,,5,3,[],6218716
25,chr10:113163001-129757275,chr10,113163001,129757275,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//2_0.1_solutions_downsized.sobj,0,9/2,,,,False,True,False,0.0,1.0,,,,0.0,1.0,,,,2,0,"[0.0, 1.0]",16594274
26,chr11:70637853-83468272,chr11,70637853,83468272,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//2_1.1_solutions_downsized.sobj,1,5/3,,,,False,True,False,0.37499999999999994,0.625,,,,0.37499999999999994,1.0,,,,2,1,"[0.37499999999999994, 1.0]",12830419
27,chr11:118075679-135086622,chr11,118075679,135086622,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//1_0.1_solutions_downsized.sobj,5,,,,,False,True,False,1.0,,,,,1.0,,,,,1,0,[1.0],17010943
28,chr12:2852732-11607996,chr12,2852732,11607996,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//2_2.1_solutions_downsized.sobj,0.25,0.5,0.75,,,True,True,False,0.16666666666666666,0.3333333333333333,0.5,,,0.16666666666666666,0.5,1.0,,,2,2,"[0.16666666666666666, 0.5, 1.0]",8755264
29,chr12:46408384-85459977,chr12,46408384,85459977,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//2_0.1_solutions_downsized.sobj,1,13/2,,,,False,True,False,0.13333333333333333,0.8666666666666667,,,,0.13333333333333333,1.0,,,,2,0,"[0.13333333333333333, 1.0]",39051593
30,chr12:122777485-133275309,chr12,122777485,133275309,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//2_0.1_solutions_downsized.sobj,2,3,,,,False,True,False,0.4,0.6,,,,0.4,1.0,,,,2,0,"[0.4, 1.0]",10497824
31,chr13:75864553-83796345,chr13,75864553,83796345,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//2_0.1_solutions_downsized.sobj,0,3,,,,False,True,False,0.0,1.0,,,,0.0,1.0,,,,2,0,"[0.0, 1.0]",7931792
32,chr14:22128001-30570000,chr14,22128001,30570000,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//3_1.1_solutions_downsized.sobj,2.45851507,0.69425746,0.0,,,False,True,False,0.7797946241303999,0.22020537586960007,0.0,,,0.7797946241303999,1.0,1.0,,,3,1,"[0.7797946241303999, 1.0, 1.0]",8441999
33,chr14:49438001-76483714,chr14,49438001,76483714,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//3_0.1_solutions_downsized.sobj,0,4,0,,,False,True,False,0.0,1.0,0.0,,,0.0,1.0,1.0,,,3,0,"[0.0, 1.0, 1.0]",27045713
34,chr14:77770001-107043718,chr14,77770001,107043718,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//2_0.1_solutions_downsized.sobj,2,5,,,,False,True,False,0.2857142857142857,0.7142857142857143,,,,0.2857142857142857,1.0,,,,2,0,"[0.2857142857142857, 1.0]",29273717
35,chr15:57992296-98493000,chr15,57992296,98493000,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//2_0.1_solutions_downsized.sobj,2,19/2,,,,False,True,False,0.17391304347826086,0.8260869565217391,,,,0.17391304347826086,1.0,,,,2,0,"[0.17391304347826086, 1.0]",40500704
36,chr16:14516834-19913000,chr16,14516834,19913000,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//3_1.1_solutions_downsized.sobj,0.0,1.66657507,0.0,,,False,True,False,0.0,1.0,0.0,,,0.0,1.0,1.0,,,3,1,"[0.0, 1.0, 1.0]",5396166
37,chr17:5827508-32264370,chr17,5827508,32264370,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//2_0.1_solutions_downsized.sobj,2,6,,,,False,True,False,0.25,0.75,,,,0.25,1.0,,,,2,0,"[0.25, 1.0]",26436862
38,chr17:63058606-79222661,chr17,63058606,79222661,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//4_0.1_solutions_downsized.sobj,0,2,0,1,,False,True,False,0.0,0.6666666666666666,0.0,0.3333333333333333,,0.0,0.6666666666666666,0.6666666666666666,1.0,,4,0,"[0.0, 0.6666666666666666, 0.6666666666666666, 1.0]",16164055
39,chr18:7410484-18161052,chr18,7410484,18161052,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//2_1.1_solutions_downsized.sobj,2,2/3,,,,False,True,False,0.75,0.25,,,,0.75,1.0,,,,2,1,"[0.75, 1.0]",10750568
40,chr19:1078902-9651496,chr19,1078902,9651496,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//1_1.1_solutions_downsized.sobj,3,,,,,False,True,False,1.0,,,,,1.0,,,,,1,1,[1.0],8572594
41,chr19:9651497-12689325,chr19,9651497,12689325,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//4_1.2_solutions_downsized.sobj,1.0,0.35,0.3,0.15,,True,True,False,0.5555555555555556,0.19444444444444442,0.16666666666666666,0.08333333333333333,,0.5555555555555556,0.75,0.9166666666666666,1.0,,4,1,"[0.5555555555555556, 0.75, 0.9166666666666666, 1.0]",3037828
42,chr19:48818299-58004540,chr19,48818299,58004540,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//1_1.1_solutions_downsized.sobj,13/2,,,,,False,True,False,1.0,,,,,1.0,,,,,1,1,[1.0],9186241
43,chr20:17550707-23663308,chr20,17550707,23663308,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//2_1.1_solutions_downsized.sobj,1,4/3,,,,False,True,False,0.4285714285714286,0.5714285714285715,,,,0.4285714285714286,1.0,,,,2,1,"[0.4285714285714286, 1.0]",6112601
44,chr21:11890184-31953381,chr21,11890184,31953381,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//1_1.1_solutions_downsized.sobj,4,,,,,False,True,False,1.0,,,,,1.0,,,,,1,1,[1.0],20063197
45,chr22:1-40625456,chr22,1,40625456,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//2_0.1_solutions_downsized.sobj,3,4,,,,False,True,False,0.42857142857142855,0.5714285714285714,,,,0.42857142857142855,1.0,,,,2,0,"[0.42857142857142855, 1.0]",40625455
