,segment_id,chromosome,start,end,file_path,t1,t2,t3,averaged,solved,fully_solved,t1_norm,t2_norm,t3_norm,t1_norm_cumsum,t2_norm_cumsum,t3_norm_cumsum,major,minor,breakpoints,seg_length
13,chr4:1-47296338,chr4,1,47296338,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//1_0.1_solutions_downsized.sobj,10,,,False,True,False,1.0,,,1.0,,,1,0,[1.0],47296337
14,chr4:50726026-190214555,chr4,50726026,190214555,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//1_0.1_solutions_downsized.sobj,44,,,False,True,False,1.0,,,1.0,,,1,0,[1.0],139488529
15,chr5:1-48272853,chr5,1,48272853,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//1_1.1_solutions_downsized.sobj,14,,,False,True,False,1.0,,,1.0,,,1,1,[1.0],48272852
16,chr5:51152884-116531923,chr5,51152884,116531923,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//1_0.1_solutions_downsized.sobj,10,,,False,True,False,1.0,,,1.0,,,1,0,[1.0],65379039
17,chr5:132482480-181538259,chr5,132482480,181538259,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//1_0.1_solutions_downsized.sobj,17,,,False,True,False,1.0,,,1.0,,,1,0,[1.0],49055779
18,chr6:64344501-167914728,chr6,64344501,167914728,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//1_0.1_solutions_downsized.sobj,19,,,False,True,False,1.0,,,1.0,,,1,0,[1.0],103570227
19,chr7:1-30714359,chr7,1,30714359,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//1_1.1_solutions_downsized.sobj,8,,,False,True,False,1.0,,,1.0,,,1,1,[1.0],30714358
20,chr7:32494010-41677169,chr7,32494010,41677169,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//2_1.1_solutions_downsized.sobj,0,5/3,,False,True,False,0.0,1.0,,0.0,1.0,,2,1,"[0.0, 1.0]",9183159
21,chr7:42203237-86440646,chr7,42203237,86440646,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//1_1.1_solutions_downsized.sobj,25/2,,,False,True,False,1.0,,,1.0,,,1,1,[1.0],44237409
22,chr7:110539328-119677279,chr7,110539328,119677279,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//2_1.1_solutions_downsized.sobj,2,2/3,,False,True,False,0.75,0.25,,0.75,1.0,,2,1,"[0.75, 1.0]",9137951
23,chr7:120491611-159345973,chr7,120491611,159345973,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//1_1.1_solutions_downsized.sobj,14,,,False,True,False,1.0,,,1.0,,,1,1,[1.0],38854362
24,chr8:1-88822477,chr8,1,88822477,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//1_0.1_solutions_downsized.sobj,17,,,False,True,False,1.0,,,1.0,,,1,0,[1.0],88822476
25,chr8:90008001-145138636,chr8,90008001,145138636,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//1_1.1_solutions_downsized.sobj,7,,,False,True,False,1.0,,,1.0,,,1,1,[1.0],55130635
26,chr9:1-44377362,chr9,1,44377362,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//1_1.1_solutions_downsized.sobj,8,,,False,True,False,1.0,,,1.0,,,1,1,[1.0],44377361
27,chr9:44377363-138394717,chr9,44377363,138394717,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//1_0.1_solutions_downsized.sobj,20,,,False,True,False,1.0,,,1.0,,,1,0,[1.0],94017354
28,chr10:1-16567607,chr10,1,16567607,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//2_1.1_solutions_downsized.sobj,4,1,,False,True,False,0.8,0.2,,0.8,1.0,,2,1,"[0.8, 1.0]",16567606
29,chr10:22367281-62982414,chr10,22367281,62982414,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//1_1.1_solutions_downsized.sobj,10,,,False,True,False,1.0,,,1.0,,,1,1,[1.0],40615133
30,chr10:63302814-94522161,chr10,63302814,94522161,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//1_0.1_solutions_downsized.sobj,11,,,False,True,False,1.0,,,1.0,,,1,0,[1.0],31219347
31,chr10:94522162-133797422,chr10,94522162,133797422,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//1_1.1_solutions_downsized.sobj,8,,,False,True,False,1.0,,,1.0,,,1,1,[1.0],39275260
32,chr11:8460669-41473488,chr11,8460669,41473488,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//1_1.1_solutions_downsized.sobj,7/2,,,False,True,False,1.0,,,1.0,,,1,1,[1.0],33012819
33,chr11:49862397-82857648,chr11,49862397,82857648,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//1_1.1_solutions_downsized.sobj,6,,,False,True,False,1.0,,,1.0,,,1,1,[1.0],32995251
34,chr11:82857649-135086622,chr11,82857649,135086622,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//1_0.1_solutions_downsized.sobj,12,,,False,True,False,1.0,,,1.0,,,1,0,[1.0],52228973
35,chr12:4417891-133275309,chr12,4417891,133275309,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//1_0.1_solutions_downsized.sobj,41,,,False,True,False,1.0,,,1.0,,,1,0,[1.0],128857418
36,chr13:17025624-75825676,chr13,17025624,75825676,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//1_0.1_solutions_downsized.sobj,25,,,False,True,False,1.0,,,1.0,,,1,0,[1.0],58800052
37,chr13:77649752-114364328,chr13,77649752,114364328,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//1_1.1_solutions_downsized.sobj,8,,,False,True,False,1.0,,,1.0,,,1,1,[1.0],36714576
38,chr14:17086762-107043718,chr14,17086762,107043718,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//1_0.1_solutions_downsized.sobj,16,,,False,True,False,1.0,,,1.0,,,1,0,[1.0],89956956
39,chr15:18362627-38834925,chr15,18362627,38834925,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//1_1.1_solutions_downsized.sobj,7,,,False,True,False,1.0,,,1.0,,,1,1,[1.0],20472298
40,chr15:38834926-101991189,chr15,38834926,101991189,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//1_0.1_solutions_downsized.sobj,16,,,False,True,False,1.0,,,1.0,,,1,0,[1.0],63156263
41,chr16:1-35016000,chr16,1,35016000,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//2_0.1_solutions_downsized.sobj,2,17/2,,False,True,False,0.19047619047619047,0.8095238095238095,,0.19047619047619047,1.0,,2,0,"[0.19047619047619047, 1.0]",35015999
42,chr17:10920915-33267409,chr17,10920915,33267409,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//1_1.1_solutions_downsized.sobj,13/2,,,False,True,False,1.0,,,1.0,,,1,1,[1.0],22346494
43,chr17:33267410-46764786,chr17,33267410,46764786,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//1_0.1_solutions_downsized.sobj,5,,,False,True,False,1.0,,,1.0,,,1,0,[1.0],13497376
44,chr17:47399805-83257441,chr17,47399805,83257441,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//2_0.1_solutions_downsized.sobj,0,11/2,,False,True,False,0.0,1.0,,0.0,1.0,,2,0,"[0.0, 1.0]",35857636
45,chr18:1-80373285,chr18,1,80373285,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//1_1.1_solutions_downsized.sobj,15,,,False,True,False,1.0,,,1.0,,,1,1,[1.0],80373284
46,chr19:712233-58617616,chr19,712233,58617616,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//1_1.1_solutions_downsized.sobj,41/2,,,False,True,False,1.0,,,1.0,,,1,1,[1.0],57905383
47,chr20:16707137-31077051,chr20,16707137,31077051,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//1_1.1_solutions_downsized.sobj,8,,,False,True,False,1.0,,,1.0,,,1,1,[1.0],14369914
48,chr20:33285540-64444167,chr20,33285540,64444167,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//1_0.1_solutions_downsized.sobj,6,,,False,True,False,1.0,,,1.0,,,1,0,[1.0],31158627
49,chr21:1-36486244,chr21,1,36486244,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//1_1.1_solutions_downsized.sobj,13/2,,,False,True,False,1.0,,,1.0,,,1,1,[1.0],36486243
50,chr21:36487023-46709983,chr21,36487023,46709983,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//2_1.1_solutions_downsized.sobj,1,1,,False,True,False,0.5,0.5,,0.5,1.0,,2,1,"[0.5, 1.0]",10222960
51,chr22:14004553-37553923,chr22,14004553,37553923,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//1_1.1_solutions_downsized.sobj,5/2,,,False,True,False,1.0,,,1.0,,,1,1,[1.0],23549370
