segment_id	sig_max	major_cn	minor_cn	N1
11:85455829-87516728	SBS1	1	1	1
11:85455829-87516728	SBS5	1	1	3
11:87519245-89402909	SBS5	1	0	1
11:90295830-134452200	SBS1	1	0	2
11:90295830-134452200	SBS13	1	0	1
11:90295830-134452200	SBS2	1	0	2
11:90295830-134452200	SBS5	1	0	30
11:90295830-134452200	SBS51	1	0	5
12:132349401-133851894	SBS5	1	1	6
12:132349401-133851894	SBS51	1	1	2
12:193311-33299999	SBS1	1	1	5
12:193311-33299999	SBS2	1	1	1
12:193311-33299999	SBS31	1	1	2
12:193311-33299999	SBS5	1	1	24
12:193311-33299999	SBS51	1	1	11
12:33300000-38199999	SBS1	1	1	3
12:33300000-38199999	SBS13	1	1	1
12:33300000-38199999	SBS51	1	1	1
12:38200000-132349400	SBS1	1	1	8
12:38200000-132349400	SBS13	1	1	3
12:38200000-132349400	SBS2	1	1	2
12:38200000-132349400	SBS31	1	1	8
12:38200000-132349400	SBS5	1	1	89
12:38200000-132349400	SBS51	1	1	35
13:16300000-19499999	SBS5	1	1	2
13:19500000-114142800	SBS1	1	1	12
13:19500000-114142800	SBS13	1	1	1
13:19500000-114142800	SBS2	1	1	9
13:19500000-114142800	SBS31	1	1	6
13:19500000-114142800	SBS5	1	1	89
13:19500000-114142800	SBS51	1	1	20
14:19100000-106368400	SBS1	1	1	9
14:19100000-106368400	SBS13	1	1	1
14:19100000-106368400	SBS2	1	1	1
14:19100000-106368400	SBS31	1	1	4
14:19100000-106368400	SBS5	1	1	94
14:19100000-106368400	SBS51	1	1	30
15:100338801-102431166	SBS5	1	1	3
15:15800000-20699999	SBS31	1	1	1
15:20700000-79337891	SBS1	1	1	14
15:20700000-79337891	SBS2	1	1	4
15:20700000-79337891	SBS31	1	1	5
15:20700000-79337891	SBS5	1	1	51
15:20700000-79337891	SBS51	1	1	20
15:79338183-100338800	SBS1	1	1	7
15:79338183-100338800	SBS13	1	1	3
15:79338183-100338800	SBS2	1	1	2
15:79338183-100338800	SBS5	1	1	15
15:79338183-100338800	SBS51	1	1	5
16:32368233-33662500	SBS5	1	0	2
16:33662501-38599999	SBS5	1	0	1
16:38600000-79474817	SBS1	1	0	4
16:38600000-79474817	SBS13	1	0	1
16:38600000-79474817	SBS31	1	0	4
16:38600000-79474817	SBS5	1	0	10
16:38600000-79474817	SBS51	1	0	1
16:79474818-88827200	SBS5	1	0	4
16:79474818-88827200	SBS51	1	0	2
16:92688-30166280	SBS1	1	0	4
16:92688-30166280	SBS31	1	0	2
16:92688-30166280	SBS5	1	0	21
16:92688-30166280	SBS51	1	0	5
17:12500-22199999	SBS1	1	1	7
17:12500-22199999	SBS2	1	1	3
17:12500-22199999	SBS31	1	1	1
17:12500-22199999	SBS5	1	1	30
17:12500-22199999	SBS51	1	1	10
17:25800000-78774600	SBS1	1	1	2
17:25800000-78774600	SBS2	1	1	1
17:25800000-78774600	SBS31	1	1	4
17:25800000-78774600	SBS5	1	1	49
17:25800000-78774600	SBS51	1	1	23
17:78774601-81195209	SBS5	1	1	1
17:78774601-81195209	SBS51	1	1	2
18:125632-15399999	SBS1	1	1	3
18:125632-15399999	SBS13	1	1	1
18:125632-15399999	SBS2	1	1	1
18:125632-15399999	SBS5	1	1	16
18:125632-15399999	SBS51	1	1	4
18:19000000-54847304	SBS1	1	1	2
18:19000000-54847304	SBS2	1	1	2
18:19000000-54847304	SBS31	1	1	1
18:19000000-54847304	SBS5	1	1	30
18:19000000-54847304	SBS51	1	1	9
18:54889253-76117000	SBS13	1	1	1
18:54889253-76117000	SBS2	1	1	5
18:54889253-76117000	SBS31	1	1	1
18:54889253-76117000	SBS5	1	1	20
18:54889253-76117000	SBS51	1	1	8
18:76117001-78077247	SBS31	1	1	1
18:76117001-78077247	SBS5	1	1	4
18:76117001-78077247	SBS51	1	1	2
19:226776-6001368	SBS1	1	1	3
19:226776-6001368	SBS5	1	1	11
19:226776-6001368	SBS51	1	1	9
19:24400000-28599999	SBS1	1	1	1
19:24400000-28599999	SBS5	1	1	1
19:28600000-59128982	SBS1	1	1	8
19:28600000-59128982	SBS2	1	1	1
19:28600000-59128982	SBS31	1	1	4
19:28600000-59128982	SBS5	1	1	40
19:28600000-59128982	SBS51	1	1	22
19:6096387-24399999	SBS1	1	1	5
19:6096387-24399999	SBS31	1	1	2
19:6096387-24399999	SBS5	1	1	20
19:6096387-24399999	SBS51	1	1	20
1:1-7540000	SBS1	1	0	3
1:1-7540000	SBS5	1	0	9
1:1-7540000	SBS51	1	0	1
1:101766312-102197186	SBS5	1	1	1
1:102197187-112770228	SBS1	1	0	2
1:102197187-112770228	SBS5	1	0	5
1:102197187-112770228	SBS51	1	0	1
1:113355006-121390201	SBS1	1	0	1
1:113355006-121390201	SBS5	1	0	3
1:113355006-121390201	SBS51	1	0	1
1:128900000-142852938	SBS5	1	0	1
1:142852939-143989104	SBS5	1	0	1
1:143989105-149241742	SBS5	1	0	2
1:149241743-149659742	SBS5	1	0	1
1:149659743-161188547	SBS1	1	0	1
1:149659743-161188547	SBS5	1	0	4
1:149659743-161188547	SBS51	1	0	1
1:162374362-163411375	SBS13	1	1	1
1:162374362-163411375	SBS31	1	1	1
1:162374362-163411375	SBS5	1	1	2
1:163559377-165097762	SBS5	1	1	1
1:167188249-171510716	SBS1	1	0	1
1:171517070-172224972	SBS5	1	1	2
1:171517070-172224972	SBS51	1	1	1
1:173771855-174622242	SBS5	1	1	1
1:174623779-184248236	SBS13	1	1	1
1:174623779-184248236	SBS5	1	1	7
1:184626099-200949867	SBS13	1	0	1
1:184626099-200949867	SBS2	1	0	2
1:184626099-200949867	SBS5	1	0	16
1:184626099-200949867	SBS51	1	0	2
1:200949868-218006890	SBS1	1	1	2
1:200949868-218006890	SBS13	1	1	1
1:200949868-218006890	SBS5	1	1	17
1:200949868-218006890	SBS51	1	1	9
1:218006939-218842862	SBS5	1	1	1
1:218919412-220220085	SBS5	1	1	2
1:218919412-220220085	SBS51	1	1	1
1:220220116-221606288	SBS5	1	1	1
1:220220116-221606288	SBS51	1	1	1
1:222421600-222904323	SBS5	1	1	1
1:222421600-222904323	SBS51	1	1	1
1:222904324-230798790	SBS5	1	0	4
1:222904324-230798790	SBS51	1	0	1
1:231450769-247249600	SBS1	1	0	4
1:231450769-247249600	SBS5	1	0	6
1:231450769-247249600	SBS51	1	0	1
1:247249601-249250620	SBS1	1	0	1
1:247249601-249250620	SBS5	1	0	2
1:25710445-26299820	SBS1	1	0	1
1:26304834-26470932	SBS1	1	0	1
1:26707483-30676787	SBS1	1	1	1
1:26707483-30676787	SBS5	1	1	1
1:26707483-30676787	SBS51	1	1	7
1:30680604-32097048	SBS1	1	0	1
1:30680604-32097048	SBS31	1	0	1
1:30680604-32097048	SBS5	1	0	1
1:32117224-45274421	SBS1	1	1	5
1:32117224-45274421	SBS5	1	1	9
1:32117224-45274421	SBS51	1	1	7
1:45274422-45909361	SBS5	1	0	1
1:46087347-49537588	SBS31	1	0	1
1:46087347-49537588	SBS5	1	0	1
1:49537589-75930884	SBS1	1	1	2
1:49537589-75930884	SBS13	1	1	1
1:49537589-75930884	SBS2	1	1	2
1:49537589-75930884	SBS31	1	1	1
1:49537589-75930884	SBS5	1	1	16
1:49537589-75930884	SBS51	1	1	8
1:7540001-8214141	SBS31	1	1	1
1:7540001-8214141	SBS5	1	1	1
1:75930885-80813959	SBS1	1	0	1
1:75930885-80813959	SBS2	1	0	1
1:75930885-80813959	SBS31	1	0	2
1:75930885-80813959	SBS5	1	0	3
1:80816611-101766311	SBS13	1	0	1
1:80816611-101766311	SBS2	1	0	1
1:80816611-101766311	SBS31	1	0	2
1:80816611-101766311	SBS5	1	0	8
1:80816611-101766311	SBS51	1	0	1
1:8214142-8416294	SBS1	1	0	1
1:8416295-25675157	SBS1	1	1	4
1:8416295-25675157	SBS31	1	1	1
1:8416295-25675157	SBS5	1	1	17
1:8416295-25675157	SBS51	1	1	10
20:24347-25599999	SBS1	1	1	2
20:24347-25599999	SBS5	1	1	21
20:24347-25599999	SBS51	1	1	8
20:25600000-29399999	SBS31	1	1	1
20:29400000-62432500	SBS1	1	1	8
20:29400000-62432500	SBS13	1	1	1
20:29400000-62432500	SBS31	1	1	3
20:29400000-62432500	SBS5	1	1	35
20:29400000-62432500	SBS51	1	1	14
21:10900000-14299999	SBS5	1	1	3
21:14300000-46937500	SBS1	1	1	3
21:14300000-46937500	SBS13	1	1	1
21:14300000-46937500	SBS2	1	1	1
21:14300000-46937500	SBS31	1	1	2
21:14300000-46937500	SBS5	1	1	48
21:14300000-46937500	SBS51	1	1	8
21:46937501-48129894	SBS31	1	1	2
21:46937501-48129894	SBS5	1	1	2
22:12200000-17899999	SBS1	1	0	1
22:12200000-17899999	SBS31	1	0	1
22:12200000-17899999	SBS5	1	0	2
22:17900000-32136145	SBS1	1	0	2
22:17900000-32136145	SBS13	1	0	1
22:17900000-32136145	SBS31	1	0	1
22:17900000-32136145	SBS5	1	0	6
22:17900000-32136145	SBS51	1	0	3
22:32211144-49687500	SBS1	1	0	1
22:32211144-49687500	SBS31	1	0	2
22:32211144-49687500	SBS5	1	0	11
22:32211144-49687500	SBS51	1	0	4
22:49687501-51304565	SBS1	1	0	1
22:49687501-51304565	SBS5	1	0	1
2:151424392-159260027	SBS13	1	0	1
2:151424392-159260027	SBS5	1	0	3
2:159260028-159556120	SBS31	1	1	1
2:159260028-159556120	SBS5	1	1	1
2:159556615-242961919	SBS1	1	0	4
2:159556615-242961919	SBS13	1	0	1
2:159556615-242961919	SBS2	1	0	1
2:159556615-242961919	SBS31	1	0	4
2:159556615-242961919	SBS5	1	0	45
2:159556615-242961919	SBS51	1	0	9
2:20016-37428095	SBS1	1	0	4
2:20016-37428095	SBS13	1	0	3
2:20016-37428095	SBS2	1	0	1
2:20016-37428095	SBS31	1	0	2
2:20016-37428095	SBS5	1	0	16
2:20016-37428095	SBS51	1	0	2
2:37467658-42726046	SBS5	1	0	1
2:42741921-46927584	SBS1	1	1	1
2:42741921-46927584	SBS5	1	1	4
2:42741921-46927584	SBS51	1	1	3
2:46927585-48816907	SBS5	1	0	1
2:48816908-52001291	SBS2	1	1	1
2:48816908-52001291	SBS5	1	1	2
2:48816908-52001291	SBS51	1	1	1
2:52021077-90499999	SBS1	1	1	5
2:52021077-90499999	SBS13	1	1	1
2:52021077-90499999	SBS2	1	1	2
2:52021077-90499999	SBS31	1	1	3
2:52021077-90499999	SBS5	1	1	48
2:52021077-90499999	SBS51	1	1	9
2:90500000-96799999	SBS1	1	1	2
2:90500000-96799999	SBS5	1	1	4
2:90500000-96799999	SBS51	1	1	1
2:96800000-151424391	SBS1	1	1	6
2:96800000-151424391	SBS2	1	1	2
2:96800000-151424391	SBS31	1	1	4
2:96800000-151424391	SBS5	1	1	49
2:96800000-151424391	SBS51	1	1	16
3:100074-87899999	SBS1	1	1	9
3:100074-87899999	SBS13	1	1	5
3:100074-87899999	SBS2	1	1	2
3:100074-87899999	SBS31	1	1	9
3:100074-87899999	SBS5	1	1	67
3:100074-87899999	SBS51	1	1	25
3:87900000-93899999	SBS1	1	1	1
3:87900000-93899999	SBS5	1	1	3
3:87900000-93899999	SBS51	1	1	1
3:93900000-198022429	SBS1	1	1	12
3:93900000-198022429	SBS13	1	1	2
3:93900000-198022429	SBS2	1	1	6
3:93900000-198022429	SBS31	1	1	10
3:93900000-198022429	SBS5	1	1	95
3:93900000-198022429	SBS51	1	1	32
4:29975-48199999	SBS1	1	1	7
4:29975-48199999	SBS13	1	1	1
4:29975-48199999	SBS2	1	1	2
4:29975-48199999	SBS31	1	1	5
4:29975-48199999	SBS5	1	1	56
4:29975-48199999	SBS51	1	1	11
4:48200000-52699999	SBS5	1	1	3
4:52700000-191154275	SBS1	1	1	9
4:52700000-191154275	SBS13	1	1	6
4:52700000-191154275	SBS2	1	1	6
4:52700000-191154275	SBS31	1	1	9
4:52700000-191154275	SBS5	1	1	125
4:52700000-191154275	SBS51	1	1	30
5:22500-46099999	SBS1	1	1	5
5:22500-46099999	SBS13	1	1	3
5:22500-46099999	SBS2	1	1	1
5:22500-46099999	SBS31	1	1	2
5:22500-46099999	SBS5	1	1	51
5:22500-46099999	SBS51	1	1	10
5:50700000-180689978	SBS1	1	1	15
5:50700000-180689978	SBS13	1	1	7
5:50700000-180689978	SBS2	1	1	6
5:50700000-180689978	SBS31	1	1	7
5:50700000-180689978	SBS5	1	1	110
5:50700000-180689978	SBS51	1	1	43
6:242501-57004603	SBS1	1	0	6
6:242501-57004603	SBS13	1	0	1
6:242501-57004603	SBS31	1	0	1
6:242501-57004603	SBS5	1	0	28
6:242501-57004603	SBS51	1	0	4
6:57007255-58699999	SBS2	1	0	1
6:58700000-63299999	SBS5	1	0	2
6:58700000-63299999	SBS51	1	0	1
6:63300000-70894928	SBS1	1	0	1
6:63300000-70894928	SBS2	1	0	1
6:63300000-70894928	SBS5	1	0	2
6:70894929-70898717	SBS5	1	0	1
6:70898718-170905474	SBS1	1	0	9
6:70898718-170905474	SBS31	1	0	4
6:70898718-170905474	SBS5	1	0	52
6:70898718-170905474	SBS51	1	0	8
7:1744569-1819010	SBS51	2	1	1
7:1819011-57999999	SBS1	1	1	10
7:1819011-57999999	SBS2	1	1	2
7:1819011-57999999	SBS31	1	1	12
7:1819011-57999999	SBS5	1	1	50
7:1819011-57999999	SBS51	1	1	21
7:40386-1744568	SBS5	1	1	3
7:40386-1744568	SBS51	1	1	4
7:61700000-92172287	SBS1	1	1	3
7:61700000-92172287	SBS13	1	1	2
7:61700000-92172287	SBS2	1	1	1
7:61700000-92172287	SBS31	1	1	2
7:61700000-92172287	SBS5	1	1	28
7:61700000-92172287	SBS51	1	1	10
7:92178359-158821400	SBS1	1	1	5
7:92178359-158821400	SBS13	1	1	1
7:92178359-158821400	SBS2	1	1	3
7:92178359-158821400	SBS31	1	1	4
7:92178359-158821400	SBS5	1	1	58
7:92178359-158821400	SBS51	1	1	24
8:170012-43099999	SBS1	1	1	7
8:170012-43099999	SBS13	1	1	2
8:170012-43099999	SBS2	1	1	2
8:170012-43099999	SBS31	1	1	4
8:170012-43099999	SBS5	1	1	57
8:170012-43099999	SBS51	1	1	13
8:43100000-48099999	SBS5	1	1	2
8:48100000-146364021	SBS1	1	1	14
8:48100000-146364021	SBS13	1	1	2
8:48100000-146364021	SBS2	1	1	2
8:48100000-146364021	SBS31	1	1	8
8:48100000-146364021	SBS5	1	1	87
8:48100000-146364021	SBS51	1	1	28
9:101526032-115594185	SBS1	1	1	2
9:101526032-115594185	SBS2	1	1	2
9:101526032-115594185	SBS31	1	1	1
9:101526032-115594185	SBS5	1	1	15
9:101526032-115594185	SBS51	1	1	4
9:115866680-125867766	SBS1	1	0	2
9:115866680-125867766	SBS31	1	0	2
9:115866680-125867766	SBS5	1	0	5
9:126340593-127508014	SBS5	1	0	1
9:126340593-127508014	SBS51	1	0	1
9:127508015-140273200	SBS1	1	1	3
9:127508015-140273200	SBS5	1	1	17
9:127508015-140273200	SBS51	1	1	15
9:13201187-21900724	SBS1	1	0	2
9:13201187-21900724	SBS5	1	0	6
9:13201187-21900724	SBS51	1	0	1
9:140273201-141068960	SBS1	1	1	1
9:140273201-141068960	SBS51	1	1	2
9:203761-2744607	SBS1	1	1	1
9:203761-2744607	SBS5	1	1	4
9:203761-2744607	SBS51	1	1	2
9:22140390-33270265	SBS1	1	0	1
9:22140390-33270265	SBS5	1	0	10
9:2744608-4533090	SBS5	1	0	1
9:33364213-34289723	SBS31	1	0	1
9:33364213-34289723	SBS51	1	0	1
9:34289724-37980426	SBS5	1	1	4
9:34289724-37980426	SBS51	1	1	2
9:37980427-44816155	SBS1	1	0	2
9:37980427-44816155	SBS2	1	0	1
9:37980427-44816155	SBS31	1	0	1
9:37980427-44816155	SBS5	1	0	3
9:44816156-47299999	SBS5	1	0	2
9:4797783-4949869	SBS5	1	0	1
9:4981400-4989680	SBS5	1	1	1
9:4989681-5583878	SBS5	1	0	1
9:5583879-13201186	SBS1	1	1	1
9:5583879-13201186	SBS31	1	1	1
9:5583879-13201186	SBS5	1	1	8
9:66486486-80602513	SBS1	1	0	1
9:66486486-80602513	SBS31	1	0	2
9:66486486-80602513	SBS5	1	0	7
9:80602514-85927087	SBS1	1	1	2
9:80602514-85927087	SBS13	1	1	2
9:80602514-85927087	SBS5	1	1	3
9:80602514-85927087	SBS51	1	1	5
9:85927088-88880471	SBS5	1	0	1
9:88880472-89251681	SBS13	1	1	3
9:88880472-89251681	SBS2	1	1	1
9:88880472-89251681	SBS5	1	1	4
9:90561548-91234342	SBS5	1	1	2
9:91301826-91382770	SBS5	1	1	6
9:91478231-92126931	SBS5	1	1	2
9:92783313-100204728	SBS31	1	1	1
9:92783313-100204728	SBS5	1	1	1
9:92783313-100204728	SBS51	1	1	3
X:1-32600289	SBS1	1	0	2
X:1-32600289	SBS2	1	0	1
X:1-32600289	SBS5	1	0	26
X:1-32600289	SBS51	1	0	4
X:33714711-58099999	SBS31	1	0	2
X:33714711-58099999	SBS5	1	0	14
X:58100000-62999999	SBS31	1	0	1
X:58100000-62999999	SBS51	1	0	1
X:63000000-154929638	SBS1	1	0	7
X:63000000-154929638	SBS13	1	0	2
X:63000000-154929638	SBS2	1	0	1
X:63000000-154929638	SBS31	1	0	8
X:63000000-154929638	SBS5	1	0	72
X:63000000-154929638	SBS51	1	0	12
