segment_id	sig_max	major_cn	minor_cn	N1	N2	N3
13:114142801-115169877	SBS16	2	1	0	1	0
13:114142801-115169877	SBS5	2	1	1	0	0
13:16300000-19499999	SBS16	1	1	1	0	0
13:16300000-19499999	SBS5	1	1	2	0	0
13:16300000-19499999	SBS8	1	1	2	0	0
13:19500000-52496277	SBS1	1	1	2	0	0
13:19500000-52496277	SBS16	1	1	57	0	0
13:19500000-52496277	SBS5	1	1	108	0	0
13:19500000-52496277	SBS8	1	1	40	0	0
13:52496945-61139982	SBS16	1	1	9	0	0
13:52496945-61139982	SBS5	1	1	48	0	0
13:52496945-61139982	SBS8	1	1	18	0	0
13:61139983-111957874	SBS1	2	1	2	3	0
13:61139983-111957874	SBS16	2	1	42	51	0
13:61139983-111957874	SBS5	2	1	102	100	0
13:61139983-111957874	SBS8	2	1	71	59	0
14:16100000-19099999	SBS16	2	1	1	0	0
14:19100000-20378616	SBS1	2	1	1	0	0
14:19100000-20378616	SBS16	2	1	2	0	0
14:19100000-20378616	SBS5	2	1	7	0	0
14:19100000-20378616	SBS8	2	1	5	0	0
14:20378617-68246115	SBS1	2	1	3	0	0
14:20378617-68246115	SBS16	2	1	109	19	0
14:20378617-68246115	SBS5	2	1	176	23	0
14:20378617-68246115	SBS8	2	1	86	11	0
14:68246116-68450108	SBS5	2	1	0	1	0
14:68450109-99563776	SBS1	2	1	5	0	0
14:68450109-99563776	SBS16	2	1	54	8	0
14:68450109-99563776	SBS5	2	1	117	21	0
14:68450109-99563776	SBS8	2	1	56	14	0
14:99563777-106368400	SBS1	3	1	1	1	0
14:99563777-106368400	SBS16	3	1	6	3	0
14:99563777-106368400	SBS5	3	1	19	7	1
14:99563777-106368400	SBS8	3	1	15	4	0
15:101653872-102438023	SBS16	3	1	2	2	0
15:101653872-102438023	SBS5	3	1	0	1	0
15:15800000-20699999	SBS16	2	1	3	0	0
15:15800000-20699999	SBS5	2	1	5	2	0
15:15800000-20699999	SBS8	2	1	4	0	0
15:20700000-33114643	SBS1	2	1	1	0	0
15:20700000-33114643	SBS16	2	1	25	1	0
15:20700000-33114643	SBS5	2	1	57	4	0
15:20700000-33114643	SBS8	2	1	19	2	0
15:33114644-51941548	SBS1	2	0	4	0	0
15:33114644-51941548	SBS16	2	0	27	3	0
15:33114644-51941548	SBS5	2	0	40	1	0
15:33114644-51941548	SBS8	2	0	18	3	0
15:51941549-54787997	SBS16	2	1	11	0	0
15:51941549-54787997	SBS5	2	1	13	0	0
15:51941549-54787997	SBS8	2	1	1	1	0
15:54789654-72962876	SBS16	2	1	42	6	0
15:54789654-72962876	SBS5	2	1	35	4	0
15:54789654-72962876	SBS8	2	1	22	1	0
15:72962877-101642154	SBS16	3	1	33	18	5
15:72962877-101642154	SBS5	3	1	64	38	9
15:72962877-101642154	SBS8	3	1	34	20	3
16:100010-29657071	SBS1	1	1	3	0	0
16:100010-29657071	SBS16	1	1	46	0	0
16:100010-29657071	SBS5	1	1	73	0	0
16:100010-29657071	SBS8	1	1	33	0	0
16:29691962-34173201	SBS16	1	1	5	0	0
16:29691962-34173201	SBS5	1	1	19	0	0
16:29691962-34173201	SBS8	1	1	14	0	0
16:34173202-34599999	SBS8	1	0	3	0	0
16:38600000-82772666	SBS1	1	1	1	0	0
16:38600000-82772666	SBS16	1	1	54	0	0
16:38600000-82772666	SBS5	1	1	113	0	0
16:38600000-82772666	SBS8	1	1	45	0	0
16:82772667-83693641	SBS16	2	1	2	0	0
16:82772667-83693641	SBS5	2	1	4	0	0
16:82772667-83693641	SBS8	2	1	1	0	0
16:83706250-88827200	SBS1	2	1	1	0	0
16:83706250-88827200	SBS16	2	1	5	0	0
16:83706250-88827200	SBS5	2	1	11	6	0
16:83706250-88827200	SBS8	2	1	3	5	0
16:88827201-90354752	SBS16	2	1	3	0	0
16:88827201-90354752	SBS5	2	1	3	0	0
16:88827201-90354752	SBS8	2	1	3	0	0
17:12500-130423	SBS8	2	1	1	0	0
17:130424-22199999	SBS16	1	1	21	0	0
17:130424-22199999	SBS5	1	1	63	0	0
17:130424-22199999	SBS8	1	1	23	0	0
17:22200000-25799999	SBS16	1	1	1	0	0
17:22200000-25799999	SBS5	1	1	1	0	0
17:25800000-78774600	SBS1	1	1	4	0	0
17:25800000-78774600	SBS16	1	1	78	0	0
17:25800000-78774600	SBS5	1	1	142	0	0
17:25800000-78774600	SBS8	1	1	50	0	0
17:78774601-81195209	SBS16	1	1	6	0	0
17:78774601-81195209	SBS5	1	1	7	0	0
17:78774601-81195209	SBS8	1	1	4	0	0
18:19000000-58424591	SBS1	1	1	1	0	0
18:19000000-58424591	SBS16	1	1	65	0	0
18:19000000-58424591	SBS5	1	1	116	0	0
18:19000000-58424591	SBS8	1	1	58	0	0
18:27500-15399999	SBS16	1	1	21	0	0
18:27500-15399999	SBS5	1	1	47	0	0
18:27500-15399999	SBS8	1	1	17	0	0
18:58424592-76117000	SBS1	2	1	1	0	0
18:58424592-76117000	SBS16	2	1	15	15	0
18:58424592-76117000	SBS5	2	1	40	27	0
18:58424592-76117000	SBS8	2	1	19	15	0
18:76117001-78077247	SBS1	2	1	1	0	0
18:76117001-78077247	SBS16	2	1	1	0	0
18:76117001-78077247	SBS5	2	1	6	5	0
18:76117001-78077247	SBS8	2	1	5	1	0
19:24400000-28599999	SBS16	2	1	1	0	0
19:24400000-28599999	SBS5	2	1	6	0	0
19:24400000-28599999	SBS8	2	1	2	0	0
19:260137-24399999	SBS1	2	1	5	0	0
19:260137-24399999	SBS16	2	1	33	3	0
19:260137-24399999	SBS5	2	1	110	7	0
19:260137-24399999	SBS8	2	1	44	6	0
19:28600000-59128982	SBS1	2	1	4	0	0
19:28600000-59128982	SBS16	2	1	38	7	0
19:28600000-59128982	SBS5	2	1	104	11	0
19:28600000-59128982	SBS8	2	1	50	2	0
1:10001-17205420	SBS1	1	1	2	0	0
1:10001-17205420	SBS16	1	1	23	0	0
1:10001-17205420	SBS5	1	1	44	0	0
1:10001-17205420	SBS8	1	1	25	0	0
1:106134922-121499999	SBS1	2	1	0	1	0
1:106134922-121499999	SBS16	2	1	24	5	0
1:106134922-121499999	SBS5	2	1	44	6	0
1:106134922-121499999	SBS8	2	1	20	3	0
1:128900000-174118342	SBS1	2	1	4	0	0
1:128900000-174118342	SBS16	2	1	63	8	0
1:128900000-174118342	SBS5	2	1	116	9	0
1:128900000-174118342	SBS8	2	1	42	4	0
1:17205421-106134921	SBS1	1	1	5	0	0
1:17205421-106134921	SBS16	1	1	166	0	0
1:17205421-106134921	SBS5	1	1	250	0	0
1:17205421-106134921	SBS8	1	1	107	0	0
1:174118343-174120965	SBS5	2	1	0	1	0
1:174120966-247247500	SBS1	2	1	5	2	0
1:174120966-247247500	SBS16	2	1	141	27	0
1:174120966-247247500	SBS5	2	1	243	28	0
1:174120966-247247500	SBS8	2	1	95	13	0
1:247247501-249250620	SBS16	2	1	1	0	0
1:247247501-249250620	SBS5	2	1	10	1	0
1:247247501-249250620	SBS8	2	1	4	0	0
20:24347-9009402	SBS16	1	1	9	0	0
20:24347-9009402	SBS5	1	1	18	0	0
20:24347-9009402	SBS8	1	1	2	0	0
20:25600000-29399999	SBS16	2	1	2	0	0
20:25600000-29399999	SBS5	2	1	3	1	0
20:29400000-30836254	SBS5	2	1	3	0	0
20:29400000-30836254	SBS8	2	1	4	0	0
20:30836255-31029941	SBS16	2	1	3	0	0
20:30836255-31029941	SBS5	2	1	1	0	0
20:31029942-62432500	SBS1	2	1	5	1	0
20:31029942-62432500	SBS16	2	1	63	9	0
20:31029942-62432500	SBS5	2	1	107	8	0
20:31029942-62432500	SBS8	2	1	37	9	0
20:9009403-25599999	SBS1	2	1	3	1	0
20:9009403-25599999	SBS16	2	1	22	5	0
20:9009403-25599999	SBS5	2	1	64	11	0
20:9009403-25599999	SBS8	2	1	26	3	0
21:10900000-14299999	SBS16	2	1	1	0	0
21:10900000-14299999	SBS8	2	1	1	0	0
21:14300000-43569935	SBS1	2	1	2	0	0
21:14300000-43569935	SBS16	2	1	61	12	0
21:14300000-43569935	SBS5	2	1	139	22	0
21:14300000-43569935	SBS8	2	1	60	14	0
21:43585784-46937500	SBS16	2	1	6	0	0
21:43585784-46937500	SBS5	2	1	8	2	0
21:43585784-46937500	SBS8	2	1	5	0	0
21:46937501-48129894	SBS16	2	1	0	1	0
21:46937501-48129894	SBS5	2	1	5	0	0
21:46937501-48129894	SBS8	2	1	1	0	0
22:12200000-17899999	SBS16	2	1	4	0	0
22:12200000-17899999	SBS5	2	1	9	0	0
22:12200000-17899999	SBS8	2	1	4	1	0
22:17900000-49687500	SBS1	2	1	2	0	0
22:17900000-49687500	SBS16	2	1	66	9	0
22:17900000-49687500	SBS5	2	1	117	16	0
22:17900000-49687500	SBS8	2	1	29	2	0
22:49687501-51304565	SBS16	2	1	3	0	0
22:49687501-51304565	SBS5	2	1	7	1	0
22:49687501-51304565	SBS8	2	1	2	0	0
2:148647600-148790673	SBS5	1	0	1	0	0
2:148790674-242986605	SBS1	1	1	9	0	0
2:148790674-242986605	SBS16	1	1	153	0	0
2:148790674-242986605	SBS5	1	1	261	0	0
2:148790674-242986605	SBS8	1	1	121	0	0
2:55219-90499999	SBS1	1	1	7	0	0
2:55219-90499999	SBS16	1	1	145	0	0
2:55219-90499999	SBS5	1	1	287	0	0
2:55219-90499999	SBS8	1	1	150	0	0
2:90500000-96799999	SBS16	1	1	2	0	0
2:90500000-96799999	SBS5	1	1	8	0	0
2:90500000-96799999	SBS8	1	1	4	0	0
2:96800000-148647599	SBS1	1	1	3	0	0
2:96800000-148647599	SBS16	1	1	70	0	0
2:96800000-148647599	SBS5	1	1	173	0	0
2:96800000-148647599	SBS8	1	1	61	0	0
3:100074-1105010	SBS16	2	1	4	0	0
3:100074-1105010	SBS5	2	1	4	2	0
3:100074-1105010	SBS8	2	1	4	1	0
3:105027392-132201802	SBS1	1	1	3	0	0
3:105027392-132201802	SBS16	1	1	55	0	0
3:105027392-132201802	SBS5	1	1	79	0	0
3:105027392-132201802	SBS8	1	1	31	0	0
3:1105011-1141335	SBS5	1	1	1	0	0
3:1141336-27007454	SBS1	2	1	2	0	0
3:1141336-27007454	SBS16	2	1	48	10	0
3:1141336-27007454	SBS5	2	1	78	8	0
3:1141336-27007454	SBS8	2	1	37	5	0
3:132299339-158362672	SBS1	1	1	3	0	0
3:132299339-158362672	SBS16	1	1	38	0	0
3:132299339-158362672	SBS5	1	1	75	0	0
3:132299339-158362672	SBS8	1	1	32	0	0
3:158374535-197779891	SBS1	1	1	1	0	0
3:158374535-197779891	SBS16	1	1	66	0	0
3:158374535-197779891	SBS5	1	1	100	0	0
3:158374535-197779891	SBS8	1	1	48	0	0
3:27022342-87899999	SBS1	2	1	4	2	0
3:27022342-87899999	SBS16	2	1	118	11	0
3:27022342-87899999	SBS5	2	1	231	25	0
3:27022342-87899999	SBS8	2	1	121	7	0
3:87900000-93899999	SBS16	2	1	5	0	0
3:87900000-93899999	SBS5	2	1	10	0	0
3:87900000-93899999	SBS8	2	1	11	4	0
3:93900000-105027391	SBS1	2	1	1	0	0
3:93900000-105027391	SBS16	2	1	18	1	0
3:93900000-105027391	SBS5	2	1	51	3	0
3:93900000-105027391	SBS8	2	1	30	4	0
4:27500-40969111	SBS1	1	1	4	0	0
4:27500-40969111	SBS16	1	1	54	0	0
4:27500-40969111	SBS5	1	1	128	0	0
4:27500-40969111	SBS8	1	1	80	0	0
4:40969112-41126379	SBS16	1	0	2	0	0
4:41126380-48199999	SBS1	1	1	1	0	0
4:41126380-48199999	SBS16	1	1	10	0	0
4:41126380-48199999	SBS5	1	1	17	0	0
4:41126380-48199999	SBS8	1	1	12	0	0
4:48200000-52699999	SBS16	1	1	5	0	0
4:48200000-52699999	SBS5	1	1	3	0	0
4:48200000-52699999	SBS8	1	1	2	0	0
4:52700000-89613619	SBS1	1	1	2	0	0
4:52700000-89613619	SBS16	1	1	64	0	0
4:52700000-89613619	SBS5	1	1	117	0	0
4:52700000-89613619	SBS8	1	1	68	0	0
4:89622193-190799943	SBS1	1	1	10	0	0
4:89622193-190799943	SBS16	1	1	163	0	0
4:89622193-190799943	SBS5	1	1	379	0	0
4:89622193-190799943	SBS8	1	1	204	0	0
5:179547087-180689978	SBS16	2	1	1	0	0
5:179547087-180689978	SBS5	2	1	7	0	0
5:22500-872201	SBS1	2	1	1	0	0
5:22500-872201	SBS5	2	1	0	1	0
5:22500-872201	SBS8	2	1	1	0	0
5:46100000-50699999	SBS1	2	1	1	0	0
5:46100000-50699999	SBS16	2	1	2	1	0
5:46100000-50699999	SBS5	2	1	7	2	0
5:46100000-50699999	SBS8	2	1	4	1	0
5:50700000-179546199	SBS1	2	1	8	3	0
5:50700000-179546199	SBS16	2	1	249	54	0
5:50700000-179546199	SBS5	2	1	496	71	0
5:50700000-179546199	SBS8	2	1	221	25	0
5:872202-46099999	SBS1	2	1	3	1	0
5:872202-46099999	SBS16	2	1	79	25	0
5:872202-46099999	SBS5	2	1	230	42	0
5:872202-46099999	SBS8	2	1	110	18	0
6:202331-20610004	SBS1	2	1	0	2	0
6:202331-20610004	SBS16	2	1	28	12	0
6:202331-20610004	SBS5	2	1	51	21	0
6:202331-20610004	SBS8	2	1	23	10	0
6:20610005-20957295	SBS5	1	1	1	0	0
6:20957296-43506895	SBS1	2	1	1	0	0
6:20957296-43506895	SBS16	2	1	29	16	0
6:20957296-43506895	SBS5	2	1	61	16	0
6:20957296-43506895	SBS8	2	1	29	8	0
6:43568716-57277499	SBS16	2	1	22	6	0
6:43568716-57277499	SBS5	2	1	34	8	0
6:43568716-57277499	SBS8	2	1	20	9	0
6:57277500-58070926	SBS16	1	1	1	0	0
6:57277500-58070926	SBS5	1	1	1	0	0
6:57277500-58070926	SBS8	1	1	6	0	0
6:58070927-58699999	SBS5	2	1	4	0	0
6:63300000-170899934	SBS1	1	1	12	0	0
6:63300000-170899934	SBS16	1	1	189	0	0
6:63300000-170899934	SBS5	1	1	301	0	0
6:63300000-170899934	SBS8	1	1	146	0	0
7:12579953-57999999	SBS1	3	1	3	2	0
7:12579953-57999999	SBS16	3	1	58	39	8
7:12579953-57999999	SBS5	3	1	123	74	7
7:12579953-57999999	SBS8	3	1	62	36	2
7:132951701-133459366	SBS16	3	0	2	1	0
7:133459367-158074556	SBS1	3	1	2	2	1
7:133459367-158074556	SBS16	3	1	29	17	7
7:133459367-158074556	SBS5	3	1	87	33	6
7:133459367-158074556	SBS8	3	1	37	16	3
7:158077386-158821400	SBS1	3	1	1	0	0
7:158077386-158821400	SBS5	3	1	4	0	0
7:158077386-158821400	SBS8	3	1	1	0	0
7:40583-12579952	SBS1	3	0	2	0	0
7:40583-12579952	SBS16	3	0	11	9	2
7:40583-12579952	SBS5	3	0	21	15	3
7:40583-12579952	SBS8	3	0	12	7	1
7:58000000-61699999	SBS16	3	1	1	1	0
7:58000000-61699999	SBS8	3	1	1	0	0
7:61700000-65992431	SBS16	3	1	6	0	0
7:61700000-65992431	SBS5	3	1	11	9	1
7:61700000-65992431	SBS8	3	1	8	4	2
7:66007030-132951700	SBS1	3	1	3	2	0
7:66007030-132951700	SBS16	3	1	110	72	15
7:66007030-132951700	SBS5	3	1	180	103	28
7:66007030-132951700	SBS8	3	1	77	49	12
8:10001-170011	SBS16	2	0	1	0	0
8:10654755-10678630	SBS5	1	0	1	0	0
8:10678631-11912600	SBS16	2	0	2	0	0
8:10678631-11912600	SBS5	2	0	1	0	0
8:12466003-39230394	SBS1	2	0	2	0	0
8:12466003-39230394	SBS16	2	0	44	1	0
8:12466003-39230394	SBS5	2	0	69	3	0
8:12466003-39230394	SBS8	2	0	31	2	0
8:144152589-146364021	SBS1	2	0	1	0	0
8:144152589-146364021	SBS16	2	0	2	0	0
8:144152589-146364021	SBS5	2	0	5	0	0
8:144152589-146364021	SBS8	2	0	3	0	0
8:170012-10654754	SBS1	2	0	3	0	0
8:170012-10654754	SBS16	2	0	10	2	0
8:170012-10654754	SBS5	2	0	42	0	0
8:170012-10654754	SBS8	2	0	19	0	0
8:39230395-43099999	SBS1	2	0	1	0	0
8:39230395-43099999	SBS16	2	0	9	0	0
8:39230395-43099999	SBS5	2	0	13	0	0
8:39230395-43099999	SBS8	2	0	5	0	0
8:43100000-48099999	SBS5	2	0	4	0	0
8:43100000-48099999	SBS8	2	0	3	0	0
8:48100000-144072638	SBS1	2	0	8	1	0
8:48100000-144072638	SBS16	2	0	144	18	0
8:48100000-144072638	SBS5	2	0	252	17	0
8:48100000-144072638	SBS8	2	0	129	6	0
9:140273201-141019790	SBS16	1	1	3	0	0
9:140273201-141019790	SBS5	1	1	3	0	0
9:22023720-47299999	SBS1	1	1	1	0	0
9:22023720-47299999	SBS16	1	1	26	0	0
9:22023720-47299999	SBS5	1	1	52	0	0
9:22023720-47299999	SBS8	1	1	37	0	0
9:50700000-69735092	SBS16	1	1	2	0	0
9:50700000-69735092	SBS5	1	1	5	0	0
9:50700000-69735092	SBS8	1	1	4	0	0
9:58998-21890588	SBS1	1	1	1	0	0
9:58998-21890588	SBS16	1	1	38	0	0
9:58998-21890588	SBS5	1	1	69	0	0
9:58998-21890588	SBS8	1	1	33	0	0
9:69735093-140273200	SBS1	1	1	4	0	0
9:69735093-140273200	SBS16	1	1	93	0	0
9:69735093-140273200	SBS5	1	1	181	0	0
9:69735093-140273200	SBS8	1	1	56	0	0
X:1-1348097	SBS16	1	0	1	0	0
X:1-1348097	SBS5	1	0	7	0	0
X:1-1348097	SBS8	1	0	1	0	0
X:122397132-155270559	SBS1	2	0	2	0	0
X:122397132-155270559	SBS16	2	0	49	4	0
X:122397132-155270559	SBS5	2	0	98	6	0
X:122397132-155270559	SBS8	2	0	44	7	0
X:1349457-31344356	SBS1	2	0	1	0	0
X:1349457-31344356	SBS16	2	0	37	1	0
X:1349457-31344356	SBS5	2	0	78	6	0
X:1349457-31344356	SBS8	2	0	34	4	0
X:31454094-58099999	SBS1	2	0	2	0	0
X:31454094-58099999	SBS16	2	0	37	2	0
X:31454094-58099999	SBS5	2	0	62	4	0
X:31454094-58099999	SBS8	2	0	24	3	0
X:58100000-62999999	SBS16	2	0	5	0	0
X:58100000-62999999	SBS5	2	0	3	0	0
X:58100000-62999999	SBS8	2	0	2	0	0
X:63000000-122365904	SBS1	2	0	7	0	0
X:63000000-122365904	SBS16	2	0	99	6	0
X:63000000-122365904	SBS5	2	0	174	13	0
X:63000000-122365904	SBS8	2	0	78	11	0
